promotion_id,employee_id,from_job_id,to_job_id,from_grade_code,to_grade_code,from_salary,to_salary,salary_increase_pct,effective_date,promotion_reason,approved_by,status
PRM0634,EMP0229,JOB0125,JOB0258,G04,G06,86760.79,99365.03,14.53,2026-03-21,market_adjustment,EMP0105,completed
PRM0635,EMP0852,JOB0194,JOB0893,G05,G06,112283.00,120426.99,7.25,2026-07-11,market_adjustment,EMP0407,completed
PRM0636,EMP0715,JOB0614,JOB0143,G04,G05,87916.14,100546.14,14.37,2019-02-09,role_expansion,EMP0035,approved
PRM0637,EMP0406,JOB0406,JOB0710,G07,G08,135782.35,158541.15,16.76,2023-07-04,critical_skill,EMP0283,approved
PRM0638,EMP0037,JOB0796,JOB0681,G07,G08,136271.48,151166.28,10.93,2023-08-12,role_expansion,EMP0861,completed
PRM0639,EMP0531,JOB0719,JOB0087,G03,G04,76991.62,93194.65,21.05,2024-04-08,critical_skill,EMP0373,approved
PRM0640,EMP0875,JOB0012,JOB0619,G06,G08,128889.71,137976.69,7.05,2019-09-24,market_adjustment,EMP0826,rescinded
PRM0641,EMP0555,JOB0779,JOB0067,G01,G03,16403.21,18708.71,14.06,2019-09-26,retention,EMP0901,completed
PRM0642,EMP0457,JOB0467,JOB0006,G06,G07,109816.13,124527.42,13.40,2025-10-21,retention,EMP0895,completed
PRM0643,EMP0982,JOB0851,JOB0339,G09,G10,173083.42,194661.88,12.47,2020-11-12,performance,EMP0261,completed
PRM0644,EMP0233,JOB0186,JOB0288,G10,G11,167249.24,191799.11,14.68,2024-02-19,performance,EMP0484,rescinded
PRM0645,EMP0624,JOB0332,JOB0581,G09,G11,158393.67,168994.62,6.69,2025-06-13,retention,EMP0036,approved
PRM0646,EMP0249,JOB0253,JOB0808,G03,G04,104700.55,125734.64,20.09,2025-08-21,retention,EMP0736,completed
PRM0647,EMP0982,JOB0702,JOB0204,G09,G10,176789.74,200913.63,13.65,2018-05-31,retention,EMP0093,completed
PRM0648,EMP0699,JOB0630,JOB0093,G03,G04,19675.17,20862.39,6.03,2026-05-13,retention,EMP0068,rescinded
PRM0649,EMP0079,JOB0418,JOB0147,G01,G03,53104.02,59247.58,11.57,2026-11-01,retention,EMP0853,completed
PRM0650,EMP0517,JOB0128,JOB0448,G11,G12,170881.67,188958.76,10.58,2026-01-02,retention,EMP0425,completed
PRM0651,EMP0687,JOB0554,JOB0752,G02,G03,88749.21,104612.10,17.87,2022-08-16,performance,EMP0856,approved
PRM0652,EMP1000,JOB0292,JOB0407,G06,G07,103530.57,123376.02,19.17,2025-04-18,critical_skill,EMP0552,rescinded
PRM0653,EMP0395,JOB0278,JOB0696,G02,G04,75175.42,90025.74,19.75,2019-09-12,market_adjustment,EMP0562,rescinded
PRM0654,EMP0122,JOB0719,JOB0591,G04,G05,111159.95,134770.79,21.24,2019-03-16,market_adjustment,EMP0673,rescinded
PRM0655,EMP0569,JOB0224,JOB0379,G10,G12,155228.46,168259.44,8.39,2020-04-25,performance,EMP0152,completed
PRM0656,EMP0914,JOB0270,JOB0476,G01,G02,41010.95,49180.77,19.92,2025-12-23,retention,EMP0900,approved
PRM0657,EMP0153,JOB0679,JOB0981,G01,G02,13835.73,16020.53,15.79,2023-01-29,market_adjustment,EMP0550,completed
PRM0658,EMP0850,JOB0429,JOB0922,G04,G06,26502.86,29904.30,12.83,2020-09-14,retention,EMP0143,approved
PRM0659,EMP0972,JOB0563,JOB0571,G03,G04,87639.81,96365.10,9.96,2024-02-04,retention,EMP0442,approved
PRM0660,EMP0108,JOB0102,JOB0493,G08,G10,160862.78,173541.10,7.88,2021-08-13,market_adjustment,EMP0597,completed
PRM0661,EMP0431,JOB0641,JOB0632,G05,G06,97635.01,116251.57,19.07,2024-09-22,role_expansion,EMP0688,completed
PRM0662,EMP0576,JOB0679,JOB0215,G07,G08,134445.12,160943.04,19.71,2025-05-31,market_adjustment,EMP0369,completed
PRM0663,EMP0071,JOB0551,JOB0490,G01,G03,69525.26,82133.48,18.13,2024-11-14,critical_skill,EMP0563,rescinded
PRM0664,EMP0474,JOB0659,JOB0843,G06,G07,114391.63,128752.96,12.55,2023-10-23,market_adjustment,EMP0651,rescinded
PRM0665,EMP0521,JOB0649,JOB0887,G08,G10,137254.52,150279.59,9.49,2023-07-23,market_adjustment,EMP0792,rescinded
PRM0666,EMP0266,JOB0451,JOB0025,G06,G08,41459.40,46903.07,13.13,2019-04-05,critical_skill,EMP0685,rescinded
PRM0667,EMP0675,JOB0606,JOB0981,G09,G11,44308.69,48253.95,8.90,2024-03-08,performance,EMP0013,completed
PRM0668,EMP0214,JOB0986,JOB0323,G11,G12,174341.95,198890.88,14.08,2022-06-20,role_expansion,EMP0746,completed
PRM0669,EMP0481,JOB0939,JOB0508,G09,G10,44635.07,49979.06,11.97,2025-09-22,market_adjustment,EMP0017,rescinded
PRM0670,EMP0693,JOB0952,JOB0409,G01,G03,46091.47,49152.65,6.64,2026-10-19,critical_skill,EMP0592,completed
PRM0671,EMP0481,JOB0643,JOB0436,G09,G11,49317.08,59644.65,20.94,2025-11-06,critical_skill,EMP0339,completed
PRM0672,EMP0164,JOB0494,JOB0954,G06,G08,121909.45,130171.48,6.78,2019-06-16,performance,EMP0241,rescinded
PRM0673,EMP0652,JOB0278,JOB0222,G04,G05,82608.07,88082.26,6.63,2022-12-07,performance,EMP0359,approved
PRM0674,EMP0263,JOB0618,JOB0339,G03,G05,84998.63,103430.73,21.69,2023-06-17,role_expansion,EMP0291,completed
PRM0675,EMP0367,JOB0987,JOB0843,G08,G09,115866.54,124774.01,7.69,2022-05-02,role_expansion,EMP0471,approved
PRM0676,EMP0633,JOB0064,JOB0549,G03,G04,62790.79,66963.17,6.64,2025-10-09,performance,EMP0993,approved
PRM0677,EMP0446,JOB0208,JOB0199,G08,G10,133470.81,146747.56,9.95,2021-10-24,retention,EMP0691,completed
PRM0678,EMP0741,JOB0187,JOB0724,G03,G05,76303.52,88542.73,16.04,2024-02-03,market_adjustment,EMP0247,completed
PRM0679,EMP0676,JOB0439,JOB0806,G06,G07,94553.97,105409.46,11.48,2017-11-30,market_adjustment,EMP0705,rescinded
PRM0680,EMP0454,JOB0235,JOB0048,G01,G03,46896.30,51248.43,9.28,2024-06-18,critical_skill,EMP0483,approved
PRM0681,EMP0717,JOB0330,JOB0002,G10,G12,131003.78,147194.91,12.36,2025-06-21,performance,EMP0044,completed
PRM0682,EMP0506,JOB0456,JOB0273,G01,G03,49686.50,55172.26,11.04,2023-01-14,retention,EMP0462,rescinded
PRM0683,EMP0302,JOB0015,JOB0145,G01,G02,54978.39,62069.31,12.90,2025-01-14,performance,EMP0387,completed
PRM0684,EMP0022,JOB0856,JOB0160,G06,G08,125596.23,137903.70,9.80,2025-04-14,role_expansion,EMP0262,rescinded
PRM0685,EMP0784,JOB0795,JOB0563,G10,G12,177013.43,200042.40,13.01,2019-07-06,retention,EMP0559,completed
PRM0686,EMP0047,JOB0705,JOB0092,G01,G03,56374.71,62855.04,11.50,2025-12-27,role_expansion,EMP0842,approved
PRM0687,EMP0385,JOB0395,JOB0044,G02,G04,69804.64,79312.08,13.62,2022-12-12,performance,EMP0920,completed
PRM0688,EMP0301,JOB0785,JOB0471,G03,G04,26065.42,31713.24,21.67,2026-12-21,role_expansion,EMP0109,rescinded
PRM0689,EMP0435,JOB0240,JOB0733,G01,G03,68738.73,73207.41,6.50,2026-02-18,role_expansion,EMP0679,completed
PRM0690,EMP0592,JOB0311,JOB0709,G10,G12,173476.80,191843.10,10.59,2026-11-02,retention,EMP0640,completed
PRM0691,EMP0472,JOB0053,JOB0111,G09,G10,134485.57,157367.98,17.01,2022-10-16,critical_skill,EMP0803,rescinded
PRM0692,EMP0764,JOB0774,JOB0537,G01,G03,49211.74,57636.71,17.12,2026-04-18,performance,EMP0304,rescinded
PRM0693,EMP0141,JOB0690,JOB0141,G10,G11,155559.32,175859.79,13.05,2024-09-13,performance,EMP0159,completed
PRM0694,EMP0095,JOB0240,JOB0493,G11,G12,145977.03,158063.04,8.28,2021-09-21,performance,EMP0275,completed
PRM0695,EMP0986,JOB0335,JOB0716,G06,G07,105515.86,117775.88,11.62,2025-09-01,role_expansion,EMP0169,approved
PRM0696,EMP0909,JOB0108,JOB0225,G04,G06,24167.91,26392.36,9.20,2024-05-17,critical_skill,EMP0080,rescinded
PRM0697,EMP0395,JOB0548,JOB0947,G04,G06,89689.67,101371.04,13.02,2022-10-09,retention,EMP0704,completed
PRM0698,EMP0640,JOB0247,JOB0476,G02,G03,80087.76,94884.36,18.48,2019-03-22,critical_skill,EMP0993,completed
PRM0699,EMP0013,JOB0567,JOB0865,G01,G02,55348.78,65379.56,18.12,2025-01-24,retention,EMP0638,completed
PRM0700,EMP0881,JOB0808,JOB0663,G06,G07,36612.53,44065.59,20.36,2025-09-19,performance,EMP0223,approved
PRM0701,EMP0203,JOB0372,JOB0907,G05,G07,89442.17,98815.82,10.48,2026-06-25,retention,EMP0647,completed
PRM0702,EMP0906,JOB0220,JOB0560,G08,G10,46367.98,49866.11,7.54,2020-09-29,market_adjustment,EMP0722,approved
PRM0703,EMP0114,JOB0194,JOB0929,G01,G03,49440.72,56994.11,15.28,2023-02-20,market_adjustment,EMP0800,completed
PRM0704,EMP0857,JOB0629,JOB0396,G09,G10,129938.05,156670.89,20.57,2026-05-30,market_adjustment,EMP0770,completed
PRM0705,EMP0723,JOB0157,JOB0695,G06,G07,130207.65,155632.43,19.53,2026-08-24,role_expansion,EMP0918,rescinded
PRM0706,EMP0361,JOB0955,JOB0166,G01,G02,44348.24,48816.33,10.07,2026-07-20,retention,EMP0496,completed
PRM0707,EMP0031,JOB0019,JOB0037,G01,G03,56428.64,68795.04,21.92,2023-12-18,role_expansion,EMP0602,completed
PRM0708,EMP0107,JOB0117,JOB0382,G04,G05,91382.29,107622.44,17.77,2018-11-23,retention,EMP0231,completed
PRM0709,EMP0606,JOB0270,JOB0935,G02,G03,61688.99,71130.21,15.30,2018-12-12,retention,EMP0010,completed
PRM0710,EMP0018,JOB0506,JOB0349,G09,G11,41994.70,51036.76,21.53,2017-07-21,critical_skill,EMP0841,rescinded
PRM0711,EMP0014,JOB0417,JOB0798,G11,G12,160274.34,193815.45,20.93,2026-03-20,market_adjustment,EMP0990,completed
PRM0712,EMP0729,JOB0898,JOB0071,G04,G05,80024.29,86226.16,7.75,2023-06-28,critical_skill,EMP0674,completed
PRM0713,EMP0130,JOB0699,JOB0808,G07,G08,124457.65,143259.82,15.11,2025-08-14,role_expansion,EMP0741,approved
PRM0714,EMP0297,JOB0154,JOB0927,G02,G04,77887.18,84153.08,8.04,2023-08-24,performance,EMP0529,rescinded
PRM0715,EMP0775,JOB0262,JOB0996,G05,G06,39711.26,42247.63,6.39,2026-08-04,role_expansion,EMP0103,completed
PRM0716,EMP0289,JOB0041,JOB0535,G01,G03,57524.77,61718.42,7.29,2025-09-29,retention,EMP0182,completed
PRM0717,EMP0439,JOB0321,JOB0266,G08,G10,135493.01,146157.13,7.87,2025-04-27,performance,EMP0855,completed
PRM0718,EMP0575,JOB0316,JOB0817,G05,G07,86601.15,97992.67,13.15,2026-01-14,role_expansion,EMP0867,rescinded
PRM0719,EMP0026,JOB0957,JOB0588,G08,G10,132816.38,148430.21,11.76,2024-08-05,market_adjustment,EMP0034,rescinded
PRM0720,EMP0091,JOB0912,JOB0805,G01,G03,13396.05,15227.49,13.67,2025-09-18,market_adjustment,EMP0844,approved
PRM0721,EMP0339,JOB0972,JOB0285,G05,G07,103841.65,117634.26,13.28,2023-07-03,market_adjustment,EMP0452,completed
PRM0722,EMP0821,JOB0641,JOB0226,G01,G02,20418.74,22243.67,8.94,2022-08-28,performance,EMP0887,rescinded
PRM0723,EMP0856,JOB0917,JOB0524,G09,G10,145947.42,176192.67,20.72,2026-02-01,critical_skill,EMP0469,approved
PRM0724,EMP0994,JOB0278,JOB0251,G06,G07,100137.98,120060.72,19.90,2025-09-03,critical_skill,EMP0916,completed
PRM0725,EMP0319,JOB0586,JOB0546,G01,G03,15825.96,17939.49,13.35,2025-09-06,retention,EMP0976,completed
PRM0726,EMP0379,JOB0337,JOB0386,G04,G05,112434.89,134044.41,19.22,2023-09-16,role_expansion,EMP0112,completed
PRM0727,EMP0823,JOB0132,JOB0700,G03,G05,85475.02,94288.71,10.31,2019-03-11,performance,EMP0262,completed
PRM0728,EMP0432,JOB0002,JOB0568,G04,G05,32218.73,35658.89,10.68,2026-05-23,critical_skill,EMP0160,approved
PRM0729,EMP0069,JOB0584,JOB0367,G11,G12,160013.46,178023.46,11.26,2019-05-20,market_adjustment,EMP0971,rescinded
PRM0730,EMP0709,JOB0997,JOB0785,G02,G03,63106.03,76662.86,21.48,2022-12-24,critical_skill,EMP0674,approved
PRM0731,EMP0527,JOB0715,JOB0412,G10,G12,138712.33,158032.01,13.93,2024-12-06,retention,EMP0410,completed
PRM0732,EMP0482,JOB0168,JOB0265,G08,G10,123860.68,136647.44,10.32,2025-02-02,retention,EMP0538,completed
PRM0733,EMP0550,JOB0750,JOB0136,G06,G08,111161.13,127408.26,14.62,2016-09-06,market_adjustment,EMP0445,completed
PRM0734,EMP0119,JOB0720,JOB0666,G06,G07,38328.91,46099.32,20.27,2025-01-30,retention,EMP0451,rescinded
PRM0735,EMP0154,JOB0958,JOB0807,G11,G12,139762.12,155764.06,11.45,2020-09-27,role_expansion,EMP0111,completed
PRM0736,EMP0715,JOB0452,JOB0271,G03,G04,94292.75,107948.91,14.48,2026-06-24,market_adjustment,EMP0573,completed
PRM0737,EMP0784,JOB0019,JOB0255,G12,G12,165039.40,191526.57,16.05,2022-12-18,market_adjustment,EMP0897,approved
PRM0738,EMP0845,JOB0732,JOB0641,G01,G03,61907.66,71553.11,15.58,2025-08-13,role_expansion,EMP0972,approved
PRM0739,EMP0649,JOB0944,JOB0007,G12,G12,170551.28,204957.22,20.17,2025-05-13,retention,EMP0288,approved
PRM0740,EMP0479,JOB0761,JOB0108,G06,G07,107152.73,115475.75,7.77,2018-08-15,market_adjustment,EMP0502,completed
PRM0741,EMP0173,JOB0576,JOB0107,G04,G06,73553.77,89731.02,21.99,2025-02-27,retention,EMP0743,completed
PRM0742,EMP0539,JOB0484,JOB0293,G05,G07,105863.44,112980.15,6.72,2026-12-03,performance,EMP0967,approved
PRM0743,EMP0894,JOB0436,JOB0001,G04,G06,91441.98,98343.72,7.55,2022-03-12,market_adjustment,EMP0861,completed
PRM0744,EMP0884,JOB0692,JOB0720,G11,G12,157727.57,190704.05,20.91,2026-07-07,retention,EMP0142,completed
PRM0745,EMP0002,JOB0375,JOB0100,G01,G02,44010.17,50157.14,13.97,2020-10-25,role_expansion,EMP0316,rescinded
PRM0746,EMP0890,JOB0278,JOB0823,G09,G11,44419.60,48477.91,9.14,2024-04-13,market_adjustment,EMP0352,completed
PRM0747,EMP0777,JOB0333,JOB0524,G03,G05,93204.72,101877.71,9.31,2021-02-13,critical_skill,EMP0324,approved
PRM0748,EMP0135,JOB0537,JOB0583,G09,G11,158697.15,190782.76,20.22,2024-12-05,critical_skill,EMP0846,completed
PRM0749,EMP0378,JOB0358,JOB0582,G04,G05,27711.38,33097.48,19.44,2021-07-06,role_expansion,EMP0441,rescinded
PRM0750,EMP0363,JOB0674,JOB0333,G07,G09,127954.23,153503.87,19.97,2022-03-04,critical_skill,EMP0986,completed
PRM0751,EMP0753,JOB0706,JOB0347,G06,G07,98994.72,106436.53,7.52,2022-07-12,market_adjustment,EMP0739,completed
PRM0752,EMP0705,JOB0800,JOB0385,G07,G09,146246.50,174180.04,19.10,2019-08-20,retention,EMP0565,rescinded
PRM0753,EMP0336,JOB0425,JOB0676,G01,G02,52059.31,56827.57,9.16,2026-04-28,critical_skill,EMP0214,completed
PRM0754,EMP0868,JOB0032,JOB0369,G04,G06,23439.91,24863.52,6.07,2025-04-26,critical_skill,EMP0171,rescinded
PRM0755,EMP0025,JOB0161,JOB0205,G01,G02,57583.00,65431.72,13.63,2026-03-22,market_adjustment,EMP0376,completed
PRM0756,EMP0133,JOB0317,JOB0383,G04,G05,85090.22,93962.98,10.43,2024-09-10,market_adjustment,EMP0150,completed
PRM0757,EMP0254,JOB0228,JOB0744,G01,G03,18466.67,21751.56,17.79,2025-12-17,market_adjustment,EMP0279,completed
PRM0758,EMP0130,JOB0452,JOB0444,G07,G09,117030.25,126454.07,8.05,2025-02-10,performance,EMP0401,rescinded
PRM0759,EMP0590,JOB0496,JOB0834,G01,G02,46456.29,51803.38,11.51,2025-04-07,retention,EMP0697,completed
PRM0760,EMP0005,JOB0811,JOB0062,G02,G04,16386.78,18480.45,12.78,2026-06-02,market_adjustment,EMP0852,approved
PRM0761,EMP0897,JOB0866,JOB0746,G01,G03,58786.05,67242.99,14.39,2018-08-29,retention,EMP0853,approved
PRM0762,EMP0537,JOB0211,JOB0656,G05,G07,28895.57,34482.82,19.34,2025-10-04,critical_skill,EMP0378,approved
PRM0763,EMP0394,JOB0566,JOB0343,G05,G06,96533.17,114985.72,19.12,2024-12-01,performance,EMP0759,approved
PRM0764,EMP0949,JOB0333,JOB0102,G01,G02,62550.15,71921.32,14.98,2024-07-10,market_adjustment,EMP0228,approved
PRM0765,EMP0916,JOB0623,JOB0513,G01,G02,45775.98,51956.68,13.50,2026-06-28,critical_skill,EMP0715,rescinded
PRM0766,EMP0774,JOB0151,JOB0619,G09,G10,152501.60,181472.73,19.00,2017-01-29,critical_skill,EMP0804,completed
PRM0767,EMP0241,JOB0258,JOB0105,G10,G12,147078.59,168639.24,14.66,2025-07-23,retention,EMP0735,completed
PRM0768,EMP0036,JOB0464,JOB0178,G02,G04,61814.76,66378.18,7.38,2020-03-03,market_adjustment,EMP0889,completed
PRM0769,EMP0952,JOB0132,JOB0106,G08,G10,124822.70,135245.32,8.35,2023-08-15,retention,EMP0517,rescinded
PRM0770,EMP0483,JOB0371,JOB0542,G05,G06,115408.35,130853.96,13.38,2025-07-10,retention,EMP0327,rescinded
PRM0771,EMP0914,JOB0054,JOB0323,G01,G02,44226.04,47697.85,7.85,2025-10-26,market_adjustment,EMP0393,rescinded
PRM0772,EMP0523,JOB0512,JOB0725,G06,G07,137297.03,157179.40,14.48,2024-01-09,performance,EMP0106,approved
PRM0773,EMP0214,JOB0233,JOB0386,G11,G12,171363.24,198779.17,16.00,2022-12-14,market_adjustment,EMP0958,rescinded
PRM0774,EMP0852,JOB0003,JOB0905,G05,G06,99106.15,105423.38,6.37,2024-01-23,critical_skill,EMP0342,rescinded
PRM0775,EMP0117,JOB0625,JOB0229,G08,G10,139914.83,156903.80,12.14,2021-02-21,market_adjustment,EMP0208,approved
PRM0776,EMP0803,JOB0104,JOB0576,G01,G03,56603.52,64792.48,14.47,2025-09-19,critical_skill,EMP0876,completed
PRM0777,EMP0666,JOB0110,JOB0748,G10,G11,42948.37,47094.96,9.65,2025-07-19,market_adjustment,EMP0876,completed
PRM0778,EMP0761,JOB0669,JOB0879,G06,G07,119058.36,135453.05,13.77,2018-03-23,critical_skill,EMP0718,approved
PRM0779,EMP0300,JOB0731,JOB0649,G06,G08,97730.17,106911.09,9.39,2024-10-20,critical_skill,EMP0876,completed
PRM0780,EMP0738,JOB0293,JOB0636,G09,G11,133377.39,155309.93,16.44,2026-04-05,retention,EMP0903,approved
PRM0781,EMP0528,JOB0709,JOB0831,G05,G06,110326.77,118542.79,7.45,2022-12-27,role_expansion,EMP0051,approved
PRM0782,EMP0994,JOB0804,JOB0251,G06,G07,100014.28,106870.57,6.86,2025-01-03,role_expansion,EMP0865,completed
PRM0783,EMP0459,JOB0687,JOB0712,G03,G04,100842.89,118376.13,17.39,2019-05-21,retention,EMP0499,rescinded
PRM0784,EMP0380,JOB0314,JOB0946,G12,G12,50106.90,56773.97,13.31,2026-06-13,performance,EMP0159,approved
PRM0785,EMP0412,JOB0070,JOB0670,G09,G10,153619.57,166989.37,8.70,2024-03-12,role_expansion,EMP0636,rescinded
PRM0786,EMP0038,JOB0210,JOB0889,G01,G03,55638.48,59780.99,7.45,2025-10-25,market_adjustment,EMP0599,approved
PRM0787,EMP0312,JOB0396,JOB0846,G08,G10,149255.20,167831.12,12.45,2020-09-21,performance,EMP0241,completed
PRM0788,EMP0035,JOB0395,JOB0861,G04,G05,89727.10,97481.12,8.64,2023-02-19,retention,EMP0637,completed
PRM0789,EMP0977,JOB0891,JOB0952,G01,G03,66552.60,72858.58,9.48,2024-01-29,role_expansion,EMP0743,rescinded
PRM0790,EMP0011,JOB0180,JOB0549,G04,G05,89211.86,105483.55,18.24,2023-08-14,critical_skill,EMP0257,completed
PRM0791,EMP0075,JOB0058,JOB0869,G08,G10,120450.74,128562.02,6.73,2025-01-23,retention,EMP0517,completed
PRM0792,EMP0002,JOB0077,JOB0737,G01,G02,45110.65,53233.02,18.01,2026-04-24,performance,EMP0051,approved
PRM0793,EMP0835,JOB0376,JOB0090,G11,G12,178712.04,195252.42,9.26,2023-10-01,performance,EMP0934,rescinded
PRM0794,EMP0660,JOB0563,JOB0295,G10,G11,155331.64,176782.20,13.81,2025-03-05,critical_skill,EMP0621,completed
PRM0795,EMP0774,JOB0009,JOB0409,G07,G08,131038.04,146366.49,11.70,2017-05-13,performance,EMP0161,approved
PRM0796,EMP0997,JOB0775,JOB0811,G01,G02,47909.22,52717.26,10.04,2026-11-02,performance,EMP0767,completed
PRM0797,EMP0412,JOB0674,JOB0741,G08,G10,165459.44,178439.45,7.84,2020-11-19,role_expansion,EMP0924,completed
PRM0798,EMP0979,JOB0506,JOB0729,G02,G03,60646.46,68592.19,13.10,2023-09-18,role_expansion,EMP0238,rescinded
PRM0799,EMP0734,JOB0241,JOB0469,G01,G02,63349.17,75438.13,19.08,2026-02-10,market_adjustment,EMP0902,rescinded
PRM0800,EMP0578,JOB0132,JOB0990,G04,G06,96730.76,107272.11,10.90,2024-11-24,role_expansion,EMP0521,approved
PRM0801,EMP0133,JOB0076,JOB0204,G03,G04,100985.71,121273.00,20.09,2020-01-24,retention,EMP0988,completed
PRM0802,EMP0297,JOB0911,JOB0422,G02,G03,91417.25,98466.64,7.71,2026-06-04,performance,EMP0565,approved
PRM0803,EMP0093,JOB0258,JOB0189,G02,G03,57374.21,62561.83,9.04,2023-08-20,role_expansion,EMP0429,completed
PRM0804,EMP0390,JOB0240,JOB0615,G04,G06,106064.41,125114.51,17.96,2024-04-27,performance,EMP0078,completed
PRM0805,EMP0169,JOB0149,JOB0760,G09,G11,160251.78,188460.09,17.60,2021-02-09,retention,EMP0091,approved
PRM0806,EMP0827,JOB1000,JOB0896,G02,G03,25069.50,29840.34,19.03,2022-08-27,role_expansion,EMP0928,rescinded
PRM0807,EMP0343,JOB0003,JOB0760,G05,G06,105102.53,119364.83,13.57,2024-12-03,critical_skill,EMP0390,rescinded
PRM0808,EMP0406,JOB0066,JOB0607,G06,G08,130170.41,139311.29,7.02,2024-04-18,performance,EMP0722,approved
PRM0809,EMP0483,JOB0938,JOB0926,G06,G07,102319.19,122260.30,19.49,2022-08-19,market_adjustment,EMP0473,completed
PRM0810,EMP0129,JOB0671,JOB0576,G10,G11,53790.60,59801.36,11.17,2025-11-19,market_adjustment,EMP0417,rescinded
PRM0811,EMP0313,JOB0092,JOB0615,G07,G09,122034.04,141249.68,15.75,2025-03-05,role_expansion,EMP0064,completed
PRM0812,EMP0711,JOB0010,JOB0357,G01,G02,15010.87,16925.56,12.76,2025-07-13,critical_skill,EMP0198,approved
PRM0813,EMP0996,JOB0322,JOB0915,G07,G08,99984.88,118163.66,18.18,2025-10-06,performance,EMP0315,completed
PRM0814,EMP0246,JOB0772,JOB0918,G10,G12,176390.38,200401.57,13.61,2025-05-24,performance,EMP0269,completed
PRM0815,EMP0266,JOB0440,JOB0799,G08,G10,41587.40,46933.85,12.86,2022-01-29,role_expansion,EMP0556,approved
PRM0816,EMP0902,JOB0605,JOB0267,G08,G10,109060.05,123640.23,13.37,2025-07-25,critical_skill,EMP0179,rescinded
PRM0817,EMP0959,JOB0121,JOB0905,G01,G03,46176.85,49435.84,7.06,2025-10-23,critical_skill,EMP0422,completed
PRM0818,EMP0605,JOB0087,JOB0350,G12,G12,190215.18,220576.73,15.96,2023-11-15,performance,EMP0317,approved
PRM0819,EMP0042,JOB0009,JOB0791,G09,G10,165028.88,196509.23,19.08,2026-06-03,role_expansion,EMP0455,rescinded
PRM0820,EMP0840,JOB0610,JOB0316,G01,G02,73743.90,80988.00,9.82,2023-08-08,performance,EMP0640,completed
PRM0821,EMP0476,JOB0797,JOB0301,G04,G06,110435.19,130758.79,18.40,2024-01-12,performance,EMP0900,rescinded
PRM0822,EMP0815,JOB0030,JOB0492,G03,G05,87908.33,95169.10,8.26,2018-03-12,market_adjustment,EMP0237,approved
PRM0823,EMP0897,JOB0335,JOB0259,G01,G02,63948.13,70335.26,9.99,2022-09-23,market_adjustment,EMP0688,completed
PRM0824,EMP0912,JOB0470,JOB0164,G09,G11,150402.89,164488.94,9.37,2026-12-07,critical_skill,EMP0182,rescinded
PRM0825,EMP0013,JOB0400,JOB0516,G01,G03,45852.60,53905.59,17.56,2020-06-20,retention,EMP0914,approved
PRM0826,EMP0084,JOB0563,JOB0526,G01,G02,69098.07,78241.95,13.23,2026-04-09,role_expansion,EMP0823,completed
PRM0827,EMP0477,JOB0594,JOB0800,G08,G09,117297.08,138134.42,17.76,2024-03-19,market_adjustment,EMP0563,completed
PRM0828,EMP0851,JOB0492,JOB0959,G01,G03,54165.20,64857.41,19.74,2023-08-06,critical_skill,EMP0450,completed
PRM0829,EMP0518,JOB0993,JOB0177,G01,G03,14254.41,16906.64,18.61,2025-10-29,performance,EMP0923,approved
PRM0830,EMP0479,JOB0105,JOB0146,G04,G06,108696.67,120701.22,11.04,2019-03-01,market_adjustment,EMP0779,rescinded
PRM0831,EMP0216,JOB0603,JOB0208,G05,G06,116810.63,132259.50,13.23,2020-06-19,market_adjustment,EMP0324,completed
PRM0832,EMP0542,JOB0997,JOB0971,G04,G05,89104.70,102845.35,15.42,2026-07-30,role_expansion,EMP0474,rescinded
PRM0833,EMP0454,JOB0596,JOB0514,G01,G02,48018.24,54999.46,14.54,2023-04-16,retention,EMP0232,approved
PRM0834,EMP0160,JOB0376,JOB0024,G08,G09,132450.68,159299.97,20.27,2026-03-14,retention,EMP0224,rescinded
PRM0835,EMP0405,JOB0036,JOB0159,G06,G07,102861.54,120773.20,17.41,2026-09-21,market_adjustment,EMP0436,completed
PRM0836,EMP0816,JOB0085,JOB0898,G07,G09,103022.88,112328.94,9.03,2022-04-19,role_expansion,EMP0677,completed
PRM0837,EMP0334,JOB0789,JOB0055,G10,G12,41221.77,49001.15,18.87,2022-11-11,retention,EMP0339,approved
PRM0838,EMP0276,JOB0054,JOB0312,G02,G03,25682.20,29362.96,14.33,2023-11-23,market_adjustment,EMP0121,completed
PRM0839,EMP0806,JOB0750,JOB0365,G07,G09,141973.90,156959.99,10.56,2026-07-03,role_expansion,EMP0707,rescinded
PRM0840,EMP0019,JOB0165,JOB0295,G07,G09,127146.91,151891.90,19.46,2026-07-03,retention,EMP0588,approved
PRM0841,EMP0431,JOB0650,JOB0382,G05,G07,97099.80,112347.72,15.70,2023-05-23,market_adjustment,EMP0258,completed
PRM0842,EMP0760,JOB0539,JOB0433,G02,G03,63770.92,76247.22,19.56,2023-09-29,retention,EMP0327,completed
PRM0843,EMP0840,JOB0924,JOB0717,G01,G03,66986.31,74652.45,11.44,2021-07-07,retention,EMP0394,completed
PRM0844,EMP0684,JOB0511,JOB1000,G04,G05,96524.19,113022.56,17.09,2018-12-10,critical_skill,EMP0794,completed
PRM0845,EMP0839,JOB0371,JOB0368,G12,G12,50743.04,61342.56,20.89,2019-12-16,critical_skill,EMP0391,approved
