transfer_id,employee_id,transfer_type,from_job_id,to_job_id,from_department,to_department,from_location,to_location,from_manager_id,to_manager_id,effective_date,reason,status
XFR0535,EMP0578,entity,JOB0493,JOB0228,HR,Legal,"London, UK","Austin, US",EMP0808,EMP0639,2026-07-08,career_growth,approved
XFR0536,EMP0843,manager,JOB0860,JOB0244,Legal,Data,"Denver, US","Hyderabad, IN",EMP0450,EMP0140,2026-04-27,org_redesign,approved
XFR0537,EMP0382,department,JOB0097,JOB0564,Facilities,Sales,"Austin, US","San Francisco, US",EMP0053,EMP0841,2018-09-10,career_growth,pending
XFR0538,EMP0308,temporary,JOB0800,JOB0590,Product,Customer Success,"San Francisco, US","San Francisco, US",EMP0938,EMP0219,2026-03-20,career_growth,pending
XFR0539,EMP0887,location,JOB0631,JOB0092,HR,IT,"Denver, US","New York, US",EMP0161,EMP0582,2026-03-08,career_growth,completed
XFR0540,EMP0287,location,JOB0770,JOB0553,Finance,Engineering,"Toronto, CA","Atlanta, US",EMP0962,EMP0900,2025-04-13,career_growth,approved
XFR0541,EMP0448,entity,JOB0357,JOB0838,Sales,Engineering,"Hyderabad, IN","Bengaluru, IN",EMP0734,EMP0472,2020-01-13,org_redesign,approved
XFR0542,EMP0007,manager,JOB0664,JOB0818,IT,IT,"Seattle, US","Toronto, CA",EMP0030,EMP0212,2025-07-11,business_need,approved
XFR0543,EMP0267,department,JOB0419,JOB0304,Product,Customer Success,"Atlanta, US","San Francisco, US",EMP0144,EMP0920,2017-05-14,employee_request,approved
XFR0544,EMP0803,entity,JOB0838,JOB0006,Engineering,Security,"Bengaluru, IN","Bengaluru, IN",EMP0845,EMP0106,2018-08-19,employee_request,cancelled
XFR0545,EMP0976,temporary,JOB0466,JOB0197,Customer Success,Finance,"Seattle, US","Austin, US",EMP0355,EMP0473,2018-04-26,career_growth,pending
XFR0546,EMP0052,manager,JOB0449,JOB0241,Engineering,IT,"Chicago, US","Chicago, US",EMP0686,EMP0633,2023-02-11,org_redesign,approved
XFR0547,EMP0201,temporary,JOB0057,JOB0848,Finance,Sales,"Atlanta, US","Denver, US",EMP0774,EMP0797,2025-10-24,business_need,completed
XFR0548,EMP0180,entity,JOB0055,JOB0610,Operations,Product,"Seattle, US","Chicago, US",EMP0037,EMP0923,2023-07-15,org_redesign,pending
XFR0549,EMP0233,entity,JOB0876,JOB0406,Engineering,Engineering,"New York, US","New York, US",EMP0213,EMP0912,2019-11-14,employee_request,cancelled
XFR0550,EMP0415,entity,JOB0706,JOB0275,Data,Legal,"Bengaluru, IN","Denver, US",EMP0222,EMP0381,2026-01-13,career_growth,approved
XFR0551,EMP0954,location,JOB0816,JOB0882,Sales,Supply Chain,"Denver, US","Atlanta, US",EMP0223,EMP0522,2024-09-22,employee_request,completed
XFR0552,EMP0936,manager,JOB0450,JOB0694,Facilities,IT,"London, UK","New York, US",EMP0057,EMP0176,2024-12-30,career_growth,completed
XFR0553,EMP0967,entity,JOB0296,JOB0685,Marketing,IT,"London, UK","Austin, US",EMP0052,EMP0945,2026-05-11,org_redesign,cancelled
XFR0554,EMP0498,entity,JOB0325,JOB0678,HR,HR,"Bengaluru, IN","Seattle, US",EMP0795,EMP0925,2024-12-24,career_growth,completed
XFR0555,EMP0302,temporary,JOB0251,JOB0059,Data,HR,"Austin, US","San Francisco, US",EMP0898,EMP0536,2024-11-11,career_growth,approved
XFR0556,EMP0468,location,JOB0745,JOB0030,Engineering,IT,"Atlanta, US","Hyderabad, IN",EMP0106,EMP0609,2024-12-28,career_growth,pending
XFR0557,EMP0939,location,JOB0810,JOB0728,Data,Supply Chain,"New York, US","Seattle, US",EMP0542,EMP0698,2023-02-01,business_need,completed
XFR0558,EMP0810,department,JOB0935,JOB0136,Engineering,Sales,"London, UK","New York, US",EMP0244,EMP0875,2025-06-17,org_redesign,cancelled
XFR0559,EMP0487,department,JOB0696,JOB0547,IT,Product,"Chicago, US","San Francisco, US",EMP0744,EMP0446,2025-01-30,career_growth,pending
XFR0560,EMP0394,temporary,JOB0863,JOB0635,Finance,Facilities,"Austin, US","Chicago, US",EMP0557,EMP0020,2024-09-06,backfill,completed
XFR0561,EMP0197,entity,JOB0803,JOB0522,Legal,Marketing,"London, UK","Toronto, CA",EMP0832,EMP0484,2024-07-04,business_need,completed
XFR0562,EMP0376,entity,JOB0453,JOB0473,Operations,Finance,"San Francisco, US","Atlanta, US",EMP0545,EMP0932,2020-11-14,business_need,approved
XFR0563,EMP0550,location,JOB0133,JOB0121,IT,HR,"New York, US","Toronto, CA",EMP0113,EMP0564,2020-05-04,org_redesign,pending
XFR0564,EMP0554,department,JOB0810,JOB0174,Data,Operations,"New York, US","Atlanta, US",EMP0889,EMP0471,2025-04-04,backfill,cancelled
XFR0565,EMP0483,entity,JOB0247,JOB0509,Security,Product,"Atlanta, US","Chicago, US",EMP0373,EMP0270,2023-09-30,business_need,approved
XFR0566,EMP0328,entity,JOB0736,JOB0292,Customer Success,Product,"Dallas, US","London, UK",EMP0347,EMP0744,2023-01-14,backfill,approved
XFR0567,EMP0273,department,JOB0492,JOB0466,Finance,Customer Success,"Seattle, US","Seattle, US",EMP0358,EMP0458,2022-06-10,org_redesign,pending
XFR0568,EMP0066,location,JOB0204,JOB0942,Product,IT,"New York, US","Chicago, US",EMP0232,EMP0454,2023-10-24,business_need,approved
XFR0569,EMP0411,department,JOB0819,JOB0238,HR,Customer Success,"Seattle, US","Bengaluru, IN",EMP0637,EMP0843,2026-03-18,org_redesign,approved
XFR0570,EMP0799,location,JOB0704,JOB0941,Product,Engineering,"New York, US","London, UK",EMP0220,EMP0554,2017-01-15,backfill,approved
XFR0571,EMP0134,manager,JOB0261,JOB0221,Supply Chain,Finance,"Denver, US","New York, US",EMP0006,EMP0661,2019-10-15,backfill,cancelled
XFR0572,EMP0277,department,JOB0501,JOB0004,Legal,Sales,"Toronto, CA","Hyderabad, IN",EMP0131,EMP0556,2016-09-20,employee_request,cancelled
XFR0573,EMP0673,entity,JOB0009,JOB0744,Security,Sales,"Toronto, CA","Austin, US",EMP0787,EMP0520,2022-08-24,business_need,cancelled
XFR0574,EMP0198,manager,JOB0443,JOB0375,Security,Legal,"Seattle, US","Atlanta, US",EMP0987,EMP0327,2025-05-31,backfill,approved
XFR0575,EMP0454,manager,JOB0110,JOB0350,IT,Product,"London, UK","Dallas, US",EMP0409,EMP0329,2024-04-12,backfill,approved
XFR0576,EMP0611,entity,JOB0772,JOB0243,Security,IT,"Toronto, CA","Denver, US",EMP0490,EMP0875,2021-10-18,career_growth,completed
XFR0577,EMP0038,entity,JOB0789,JOB0206,Finance,Marketing,"Hyderabad, IN","Toronto, CA",EMP0770,EMP0904,2026-06-18,business_need,approved
XFR0578,EMP0602,entity,JOB0783,JOB0705,Customer Success,Sales,"Austin, US","Dallas, US",EMP0553,EMP0740,2026-04-02,business_need,approved
XFR0579,EMP0953,entity,JOB0734,JOB0207,Legal,Operations,"New York, US","Atlanta, US",EMP0784,EMP0475,2021-09-21,org_redesign,approved
XFR0580,EMP0011,temporary,JOB0348,JOB0174,HR,Operations,"New York, US","Atlanta, US",EMP0756,EMP0653,2021-12-02,employee_request,approved
XFR0581,EMP0326,manager,JOB0697,JOB0292,Supply Chain,Product,"Dallas, US","London, UK",EMP0493,EMP0785,2021-02-24,org_redesign,cancelled
XFR0582,EMP0936,location,JOB0883,JOB0079,HR,Sales,"New York, US","New York, US",EMP0058,EMP0564,2026-05-15,employee_request,completed
XFR0583,EMP0584,temporary,JOB0911,JOB0748,Customer Success,Security,"London, UK","London, UK",EMP0158,EMP0661,2025-08-22,org_redesign,cancelled
XFR0584,EMP0860,department,JOB0838,JOB0377,Engineering,Supply Chain,"Bengaluru, IN","San Francisco, US",EMP0762,EMP0768,2024-02-22,business_need,approved
XFR0585,EMP0994,temporary,JOB0022,JOB0707,Data,Sales,"Dallas, US","Dallas, US",EMP0499,EMP0332,2024-06-27,employee_request,cancelled
XFR0586,EMP0005,location,JOB0230,JOB0585,HR,Finance,"San Francisco, US","Dallas, US",EMP0970,EMP0088,2024-12-23,career_growth,completed
XFR0587,EMP0952,entity,JOB0011,JOB0396,Data,Engineering,"Austin, US","New York, US",EMP0686,EMP0756,2020-01-11,business_need,pending
XFR0588,EMP0176,department,JOB0255,JOB0141,Facilities,Marketing,"Atlanta, US","New York, US",EMP0307,EMP0660,2021-04-14,career_growth,approved
XFR0589,EMP0221,manager,JOB0420,JOB0478,Marketing,Finance,"Seattle, US","Denver, US",EMP0471,EMP0783,2019-12-28,career_growth,approved
XFR0590,EMP0738,manager,JOB0060,JOB0694,Supply Chain,IT,"Bengaluru, IN","New York, US",EMP0144,EMP0620,2025-07-19,org_redesign,pending
XFR0591,EMP0933,department,JOB0353,JOB0088,Security,Engineering,"Hyderabad, IN","Austin, US",EMP0274,EMP0843,2026-05-04,career_growth,pending
XFR0592,EMP0935,location,JOB0181,JOB0329,Sales,Operations,"Austin, US","Bengaluru, IN",EMP0925,EMP0961,2022-03-06,employee_request,approved
XFR0593,EMP0092,entity,JOB0516,JOB0927,Data,Security,"Chicago, US","London, UK",EMP0479,EMP0027,2023-12-18,backfill,cancelled
XFR0594,EMP0508,manager,JOB0336,JOB0233,Facilities,Customer Success,"New York, US","Atlanta, US",EMP0579,EMP0477,2026-08-04,org_redesign,cancelled
XFR0595,EMP0932,temporary,JOB0520,JOB0138,Security,Engineering,"London, UK","London, UK",EMP0940,EMP0719,2026-06-28,org_redesign,approved
XFR0596,EMP0606,department,JOB0307,JOB0901,Facilities,Finance,"San Francisco, US","New York, US",EMP0917,EMP0276,2016-05-16,business_need,approved
XFR0597,EMP0821,location,JOB0397,JOB0264,Marketing,Facilities,"Bengaluru, IN","Hyderabad, IN",EMP0768,EMP0234,2021-08-14,business_need,completed
XFR0598,EMP0777,manager,JOB0608,JOB0912,Facilities,Product,"New York, US","Denver, US",EMP0424,EMP0460,2020-12-19,employee_request,approved
XFR0599,EMP0200,location,JOB0121,JOB0994,HR,Customer Success,"Toronto, CA","Toronto, CA",EMP0480,EMP0778,2025-03-18,backfill,approved
XFR0600,EMP0929,temporary,JOB0256,JOB0321,Marketing,Facilities,"Toronto, CA","Chicago, US",EMP0199,EMP0161,2026-05-22,employee_request,pending
XFR0601,EMP0170,department,JOB0046,JOB0065,Operations,Product,"San Francisco, US","Seattle, US",EMP0450,EMP0552,2024-01-23,backfill,pending
XFR0602,EMP0358,location,JOB0414,JOB0102,Finance,Security,"Dallas, US","Seattle, US",EMP0217,EMP0037,2026-04-11,org_redesign,approved
XFR0603,EMP0802,department,JOB0338,JOB0885,Facilities,Customer Success,"Dallas, US","Austin, US",EMP0408,EMP0035,2021-07-12,career_growth,approved
XFR0604,EMP0138,location,JOB0390,JOB0783,Sales,Customer Success,"Denver, US","Austin, US",EMP0718,EMP0376,2021-01-29,org_redesign,pending
XFR0605,EMP0516,manager,JOB0476,JOB0447,Engineering,Marketing,"Austin, US","London, UK",EMP0976,EMP0891,2022-12-25,business_need,cancelled
XFR0606,EMP0889,temporary,JOB0391,JOB0542,Customer Success,Engineering,"London, UK","Denver, US",EMP0939,EMP0807,2022-05-16,backfill,completed
XFR0607,EMP0004,location,JOB0540,JOB0798,Marketing,Customer Success,"New York, US","Seattle, US",EMP0235,EMP0990,2024-04-11,business_need,approved
XFR0608,EMP0536,manager,JOB0897,JOB0739,HR,Security,"Denver, US","Atlanta, US",EMP0026,EMP0652,2026-03-26,backfill,completed
XFR0609,EMP0012,entity,JOB0942,JOB0063,IT,Legal,"Chicago, US","Dallas, US",EMP0396,EMP0353,2022-04-19,backfill,approved
XFR0610,EMP0777,department,JOB0176,JOB0631,Operations,HR,"London, UK","Denver, US",EMP0902,EMP0656,2024-06-30,backfill,pending
XFR0611,EMP0989,manager,JOB0701,JOB0184,Customer Success,Finance,"San Francisco, US","Denver, US",EMP0542,EMP0746,2022-11-19,backfill,approved
XFR0612,EMP0218,manager,JOB0989,JOB0396,IT,Engineering,"Toronto, CA","New York, US",EMP0481,EMP0200,2020-06-04,employee_request,pending
XFR0613,EMP0976,entity,JOB0980,JOB0316,Sales,HR,"Seattle, US","Seattle, US",EMP0913,EMP0405,2017-10-12,employee_request,completed
XFR0614,EMP0306,temporary,JOB0067,JOB0736,Sales,Customer Success,"London, UK","Dallas, US",EMP0935,EMP0451,2024-07-11,backfill,approved
XFR0615,EMP0235,manager,JOB0887,JOB0460,Operations,Security,"Dallas, US","Bengaluru, IN",EMP0048,EMP0034,2014-10-02,career_growth,cancelled
XFR0616,EMP0975,location,JOB0745,JOB0035,Engineering,IT,"Atlanta, US","San Francisco, US",EMP0033,EMP0678,2025-10-22,business_need,pending
XFR0617,EMP0894,temporary,JOB0254,JOB0331,Customer Success,IT,"Hyderabad, IN","London, UK",EMP0883,EMP0323,2020-01-28,org_redesign,approved
XFR0618,EMP0960,manager,JOB0842,JOB0339,Supply Chain,Engineering,"Austin, US","Chicago, US",EMP0846,EMP0363,2018-03-15,career_growth,completed
XFR0619,EMP0968,location,JOB0691,JOB0155,Security,Engineering,"Seattle, US","Atlanta, US",EMP0348,EMP0644,2024-07-04,employee_request,cancelled
XFR0620,EMP0915,location,JOB0379,JOB0276,Finance,Engineering,"Chicago, US","Hyderabad, IN",EMP0659,EMP0134,2022-10-05,employee_request,approved
XFR0621,EMP0392,temporary,JOB0447,JOB0943,Marketing,Legal,"London, UK","Austin, US",EMP0208,EMP0620,2022-07-04,career_growth,approved
XFR0622,EMP0653,location,JOB0730,JOB0443,HR,Security,"Atlanta, US","Seattle, US",EMP0526,EMP0223,2016-08-07,business_need,completed
XFR0623,EMP0712,manager,JOB0420,JOB0619,Marketing,Facilities,"Seattle, US","Atlanta, US",EMP0227,EMP0090,2023-08-30,employee_request,approved
XFR0624,EMP0518,manager,JOB0767,JOB0734,Facilities,Legal,"Chicago, US","New York, US",EMP0813,EMP0545,2026-04-26,org_redesign,approved
XFR0625,EMP0570,department,JOB0303,JOB0418,Legal,Finance,"Hyderabad, IN","Dallas, US",EMP0200,EMP0427,2019-07-01,business_need,approved
XFR0626,EMP0874,entity,JOB0632,JOB0118,Operations,Sales,"Toronto, CA","Chicago, US",EMP0186,EMP0444,2025-10-21,business_need,completed
XFR0627,EMP0579,temporary,JOB0400,JOB0204,Facilities,Product,"Bengaluru, IN","New York, US",EMP0161,EMP0445,2021-04-19,career_growth,pending
XFR0628,EMP0726,manager,JOB0182,JOB0106,Product,Finance,"Hyderabad, IN","Bengaluru, IN",EMP0812,EMP0161,2025-11-14,business_need,pending
XFR0629,EMP0224,entity,JOB0078,JOB0905,Marketing,Customer Success,"London, UK","San Francisco, US",EMP0061,EMP0756,2025-01-08,employee_request,approved
XFR0630,EMP0070,temporary,JOB0223,JOB0499,Sales,HR,"Denver, US","Toronto, CA",EMP0216,EMP0134,2021-09-02,business_need,approved
XFR0631,EMP0307,entity,JOB0512,JOB0466,Data,Customer Success,"Dallas, US","Seattle, US",EMP0622,EMP0075,2025-12-26,org_redesign,approved
XFR0632,EMP0823,manager,JOB0988,JOB0125,Supply Chain,Data,"Dallas, US","Chicago, US",EMP0681,EMP0843,2026-06-28,business_need,approved
XFR0633,EMP0315,manager,JOB0368,JOB0115,IT,Sales,"San Francisco, US","Austin, US",EMP0938,EMP0193,2025-03-01,business_need,approved
XFR0634,EMP0528,manager,JOB0253,JOB0241,Supply Chain,IT,"Bengaluru, IN","Chicago, US",EMP0851,EMP0688,2023-11-21,employee_request,completed
XFR0635,EMP0255,temporary,JOB0215,JOB0105,IT,Security,"Toronto, CA","Toronto, CA",EMP0563,EMP0964,2021-08-25,employee_request,pending
XFR0636,EMP0945,manager,JOB0520,JOB0305,Security,Supply Chain,"London, UK","Seattle, US",EMP0643,EMP0947,2021-05-23,employee_request,approved
XFR0637,EMP0816,temporary,JOB0881,JOB0928,Legal,HR,"Hyderabad, IN","San Francisco, US",EMP0927,EMP0861,2020-02-25,career_growth,approved
XFR0638,EMP0693,entity,JOB0461,JOB0984,Legal,Security,"Atlanta, US","San Francisco, US",EMP0278,EMP0304,2026-08-03,employee_request,pending
XFR0639,EMP0301,location,JOB0061,JOB0424,Sales,HR,"Seattle, US","Chicago, US",EMP0422,EMP0491,2026-08-01,org_redesign,cancelled
XFR0640,EMP0952,entity,JOB0706,JOB0423,Data,Engineering,"Bengaluru, IN","San Francisco, US",EMP0317,EMP0515,2022-08-17,career_growth,pending
XFR0641,EMP0922,department,JOB0062,JOB0749,Legal,IT,"New York, US","Seattle, US",EMP0410,EMP0051,2026-04-10,org_redesign,approved
XFR0642,EMP0756,entity,JOB0677,JOB0644,Security,Supply Chain,"London, UK","Dallas, US",EMP0913,EMP0970,2024-07-12,career_growth,cancelled
XFR0643,EMP0934,manager,JOB0484,JOB0449,IT,Engineering,"London, UK","Chicago, US",EMP0554,EMP0494,2026-06-06,backfill,completed
XFR0644,EMP0043,department,JOB0470,JOB0658,Marketing,Finance,"Toronto, CA","London, UK",EMP0643,EMP0817,2022-09-22,employee_request,cancelled
XFR0645,EMP0108,manager,JOB0161,JOB0927,Supply Chain,Security,"Denver, US","London, UK",EMP0816,EMP0559,2022-03-07,employee_request,approved
XFR0646,EMP0474,manager,JOB0618,JOB0776,Legal,Finance,"Hyderabad, IN","London, UK",EMP0741,EMP0441,2024-08-01,career_growth,pending
XFR0647,EMP0544,location,JOB0999,JOB0614,Legal,Operations,"Hyderabad, IN","London, UK",EMP0356,EMP0820,2025-03-27,org_redesign,approved
XFR0648,EMP0173,entity,JOB0028,JOB0730,HR,HR,"Seattle, US","Atlanta, US",EMP0319,EMP0080,2023-01-30,employee_request,pending
XFR0649,EMP0770,temporary,JOB0322,JOB0652,IT,Supply Chain,"Seattle, US","Austin, US",EMP0397,EMP0220,2026-03-27,employee_request,completed
XFR0650,EMP0929,entity,JOB0641,JOB0842,Sales,Supply Chain,"Dallas, US","Austin, US",EMP0006,EMP0690,2026-04-30,org_redesign,approved
XFR0651,EMP0797,entity,JOB0913,JOB0567,Customer Success,Engineering,"Chicago, US","New York, US",EMP0505,EMP0315,2021-07-09,career_growth,completed
XFR0652,EMP0522,manager,JOB0976,JOB0339,HR,Engineering,"Toronto, CA","Chicago, US",EMP0415,EMP0859,2022-03-24,backfill,completed
XFR0653,EMP0629,temporary,JOB0129,JOB0622,Security,Engineering,"Bengaluru, IN","Hyderabad, IN",EMP0873,EMP0419,2026-04-13,backfill,pending
XFR0654,EMP0119,location,JOB0178,JOB0918,Finance,Engineering,"Austin, US","Chicago, US",EMP0609,EMP0595,2025-08-09,business_need,approved
XFR0655,EMP0431,department,JOB0422,JOB0832,Data,Legal,"San Francisco, US","Toronto, CA",EMP0275,EMP0574,2026-06-04,career_growth,completed
XFR0656,EMP0040,location,JOB0952,JOB0332,Product,IT,"San Francisco, US","Seattle, US",EMP0978,EMP0012,2019-07-02,org_redesign,approved
XFR0657,EMP0550,location,JOB0784,JOB0635,Security,Facilities,"Chicago, US","Chicago, US",EMP0383,EMP0620,2022-11-23,career_growth,completed
XFR0658,EMP0485,manager,JOB0767,JOB0527,Facilities,Data,"Chicago, US","Austin, US",EMP0346,EMP0721,2026-02-21,employee_request,approved
XFR0659,EMP0332,location,JOB0381,JOB0961,IT,Sales,"Dallas, US","Dallas, US",EMP0215,EMP0202,2020-03-15,backfill,pending
XFR0660,EMP0547,temporary,JOB0884,JOB0050,HR,IT,"London, UK","Atlanta, US",EMP0350,EMP0029,2025-10-12,business_need,approved
XFR0661,EMP0199,manager,JOB0811,JOB0319,Product,Facilities,"London, UK","Hyderabad, IN",EMP0126,EMP0451,2018-05-16,business_need,approved
XFR0662,EMP0146,department,JOB0235,JOB0793,Engineering,HR,"San Francisco, US","Seattle, US",EMP0283,EMP0864,2025-03-03,career_growth,approved
XFR0663,EMP0443,manager,JOB0523,JOB0410,Finance,Legal,"Atlanta, US","Seattle, US",EMP0118,EMP0073,2025-09-16,backfill,approved
XFR0664,EMP0071,entity,JOB0272,JOB0820,Product,Customer Success,"Denver, US","Toronto, CA",EMP0960,EMP0039,2024-03-15,business_need,approved
XFR0665,EMP0112,manager,JOB0705,JOB0334,Sales,Data,"Dallas, US","Bengaluru, IN",EMP0667,EMP0527,2022-01-19,org_redesign,pending
XFR0666,EMP0078,manager,JOB0657,JOB0329,Facilities,Operations,"Denver, US","Bengaluru, IN",EMP0521,EMP0048,2025-06-01,business_need,cancelled
XFR0667,EMP0545,department,JOB0093,JOB0236,Security,Customer Success,"London, UK","San Francisco, US",EMP0474,EMP0955,2022-12-18,backfill,approved
XFR0668,EMP0184,manager,JOB0572,JOB0404,Product,Data,"Atlanta, US","Denver, US",EMP0933,EMP0293,2023-01-25,backfill,cancelled
XFR0669,EMP0422,manager,JOB0634,JOB0096,Engineering,Legal,"New York, US","San Francisco, US",EMP0437,EMP0142,2026-05-29,business_need,cancelled
XFR0670,EMP0452,manager,JOB0230,JOB0922,HR,Data,"San Francisco, US","Denver, US",EMP0846,EMP0131,2026-06-19,backfill,pending
XFR0671,EMP0095,temporary,JOB0671,JOB0473,Facilities,Finance,"Atlanta, US","Atlanta, US",EMP0544,EMP0715,2021-07-18,business_need,approved
XFR0672,EMP0537,temporary,JOB0705,JOB0627,Sales,Security,"Dallas, US","San Francisco, US",EMP0358,EMP0112,2020-01-02,career_growth,completed
XFR0673,EMP0201,entity,JOB0223,JOB0033,Sales,HR,"Denver, US","Seattle, US",EMP0700,EMP0208,2025-10-23,business_need,approved
XFR0674,EMP0244,location,JOB0005,JOB0305,Data,Supply Chain,"Bengaluru, IN","Seattle, US",EMP0683,EMP0604,2025-08-19,employee_request,pending
XFR0675,EMP0542,entity,JOB0683,JOB0875,Operations,Marketing,"Atlanta, US","Denver, US",EMP0311,EMP0559,2026-01-26,business_need,approved
XFR0676,EMP0877,manager,JOB0193,JOB0867,Data,Finance,"Bengaluru, IN","London, UK",EMP0951,EMP0443,2022-04-19,backfill,completed
XFR0677,EMP0749,manager,JOB0798,JOB0095,Customer Success,Sales,"Seattle, US","London, UK",EMP0250,EMP0373,2020-01-28,career_growth,approved
XFR0678,EMP0708,temporary,JOB0558,JOB0921,Marketing,Operations,"San Francisco, US","Toronto, CA",EMP0861,EMP0041,2025-10-21,backfill,completed
XFR0679,EMP0332,temporary,JOB0640,JOB0211,Engineering,Finance,"Dallas, US","Toronto, CA",EMP0642,EMP0676,2022-12-16,career_growth,completed
XFR0680,EMP0502,department,JOB0330,JOB0735,Customer Success,Legal,"Seattle, US","Bengaluru, IN",EMP0332,EMP0982,2021-09-02,org_redesign,completed
XFR0681,EMP0054,location,JOB0151,JOB0174,Product,Operations,"New York, US","Atlanta, US",EMP0953,EMP0716,2025-06-10,employee_request,cancelled
XFR0682,EMP0259,location,JOB0229,JOB0432,Operations,Data,"Chicago, US","Bengaluru, IN",EMP0525,EMP0452,2025-12-06,employee_request,cancelled
XFR0683,EMP0070,entity,JOB0120,JOB0029,Facilities,Finance,"Seattle, US","Chicago, US",EMP0369,EMP0954,2025-09-20,backfill,completed
XFR0684,EMP0709,manager,JOB0196,JOB0258,HR,Operations,"London, UK","San Francisco, US",EMP0882,EMP0147,2025-12-03,backfill,cancelled
XFR0685,EMP0964,temporary,JOB0201,JOB0699,Finance,Legal,"Hyderabad, IN","Bengaluru, IN",EMP0007,EMP0277,2024-11-29,backfill,cancelled
XFR0686,EMP0876,entity,JOB0176,JOB0270,Operations,Product,"London, UK","Chicago, US",EMP0491,EMP0968,2023-07-04,employee_request,cancelled
XFR0687,EMP0339,manager,JOB0904,JOB0033,Customer Success,HR,"San Francisco, US","Seattle, US",EMP0196,EMP0461,2015-08-08,backfill,approved
XFR0688,EMP0535,manager,JOB0537,JOB0029,Data,Finance,"Hyderabad, IN","Chicago, US",EMP0470,EMP0145,2018-12-23,employee_request,approved
XFR0689,EMP0098,entity,JOB0687,JOB0628,Product,IT,"Chicago, US","Atlanta, US",EMP0697,EMP0204,2024-09-28,career_growth,approved
XFR0690,EMP0146,location,JOB0209,JOB0980,Engineering,Sales,"Chicago, US","Seattle, US",EMP0295,EMP0809,2025-04-11,business_need,cancelled
XFR0691,EMP0143,department,JOB0879,JOB0147,Product,Marketing,"Toronto, CA","Denver, US",EMP0295,EMP0792,2025-03-30,business_need,pending
XFR0692,EMP0933,manager,JOB0229,JOB0844,Operations,Supply Chain,"Chicago, US","Atlanta, US",EMP0481,EMP0061,2026-01-21,employee_request,approved
XFR0693,EMP0447,entity,JOB0331,JOB0071,IT,Customer Success,"London, UK","Chicago, US",EMP0437,EMP0001,2025-07-01,backfill,cancelled
XFR0694,EMP0621,manager,JOB0198,JOB0193,IT,Data,"Chicago, US","Bengaluru, IN",EMP0691,EMP0487,2026-02-18,business_need,completed
XFR0695,EMP0322,manager,JOB0499,JOB0224,HR,Customer Success,"Toronto, CA","Atlanta, US",EMP0451,EMP0258,2025-08-22,employee_request,approved
XFR0696,EMP0207,location,JOB0686,JOB0238,Security,Customer Success,"Hyderabad, IN","Bengaluru, IN",EMP0568,EMP0677,2015-07-19,org_redesign,approved
XFR0697,EMP0492,manager,JOB0207,JOB0948,Operations,IT,"Atlanta, US","San Francisco, US",EMP0467,EMP0664,2021-08-02,career_growth,pending
XFR0698,EMP0796,entity,JOB0498,JOB0044,HR,Operations,"San Francisco, US","Toronto, CA",EMP0014,EMP0807,2025-10-03,career_growth,approved
XFR0699,EMP0849,entity,JOB0467,JOB0471,Customer Success,Security,"Bengaluru, IN","New York, US",EMP0957,EMP0701,2024-10-23,org_redesign,approved
XFR0700,EMP0222,temporary,JOB0592,JOB0031,Marketing,Product,"Chicago, US","Toronto, CA",EMP0576,EMP0967,2023-12-17,business_need,approved
XFR0701,EMP0415,manager,JOB0637,JOB0627,Engineering,Security,"Denver, US","San Francisco, US",EMP0961,EMP0994,2026-07-11,org_redesign,approved
XFR0702,EMP0639,location,JOB0357,JOB0134,Sales,Product,"Hyderabad, IN","San Francisco, US",EMP0428,EMP0872,2022-10-31,employee_request,cancelled
XFR0703,EMP0312,manager,JOB0270,JOB0196,Product,HR,"Chicago, US","London, UK",EMP0212,EMP0179,2025-06-01,career_growth,approved
XFR0704,EMP0705,department,JOB0106,JOB0102,Finance,Security,"Bengaluru, IN","Seattle, US",EMP0568,EMP0450,2024-12-20,career_growth,pending
XFR0705,EMP0992,department,JOB0639,JOB0929,Engineering,Customer Success,"New York, US","Hyderabad, IN",EMP0988,EMP0848,2024-01-30,career_growth,completed
XFR0706,EMP0422,entity,JOB0577,JOB0779,Customer Success,Facilities,"Chicago, US","Chicago, US",EMP0643,EMP0705,2021-07-19,employee_request,approved
XFR0707,EMP0754,temporary,JOB0593,JOB0171,Product,Sales,"Toronto, CA","New York, US",EMP0627,EMP0383,2026-07-14,business_need,cancelled
XFR0708,EMP0637,department,JOB0978,JOB0205,Facilities,Engineering,"Seattle, US","Toronto, CA",EMP0815,EMP0680,2025-10-13,backfill,pending
XFR0709,EMP0804,location,JOB0468,JOB0698,Marketing,Engineering,"Seattle, US","Dallas, US",EMP0721,EMP0898,2017-05-03,employee_request,completed
XFR0710,EMP0596,temporary,JOB0435,JOB0424,Finance,HR,"Austin, US","Chicago, US",EMP0382,EMP0018,2020-11-28,employee_request,approved
XFR0711,EMP0704,department,JOB0361,JOB0999,Legal,Legal,"Atlanta, US","Hyderabad, IN",EMP0595,EMP0070,2025-10-09,backfill,approved
XFR0712,EMP0804,department,JOB0103,JOB0807,Security,Security,"Denver, US","Dallas, US",EMP0471,EMP0743,2018-06-04,employee_request,approved
XFR0713,EMP0797,department,JOB0618,JOB0029,Legal,Finance,"Hyderabad, IN","Chicago, US",EMP0127,EMP0929,2020-10-20,career_growth,pending
