leave_id,employee_id,leave_type,start_date,end_date,days_requested,days_approved,status,approver_id,reason,paid_flag,submitted_at
LVE0679,EMP0352,parental,2024-10-01,2024-10-11,11,11,approved,EMP0234,travel,true,2024-09-23 00:00:00
LVE0680,EMP0130,sick,2024-07-18,2024-07-30,13,13,rejected,EMP0596,family,true,2024-06-28 00:00:00
LVE0681,EMP0787,personal,2018-04-21,2018-04-30,10,10,approved,EMP0909,illness,true,2018-04-13 00:00:00
LVE0682,EMP0989,comp_off,2025-12-15,2025-12-26,12,12,pending,EMP0428,personal matter,true,2025-12-05 00:00:00
LVE0683,EMP0187,personal,2021-01-28,2021-02-08,12,12,approved,EMP0732,personal matter,true,2021-01-21 00:00:00
LVE0684,EMP0103,unpaid,2023-12-10,2023-12-23,14,14,approved,EMP0442,personal matter,false,2023-11-20 00:00:00
LVE0685,EMP0314,parental,2026-06-18,2026-08-09,53,53,cancelled,EMP0348,vacation,true,2026-06-15 00:00:00
LVE0686,EMP0804,sick,2018-07-08,2018-07-11,4,4,rejected,EMP0124,family,true,2018-06-30 00:00:00
LVE0687,EMP0722,sick,2026-07-01,2026-07-12,12,12,cancelled,EMP0330,travel,true,2026-06-30 00:00:00
LVE0688,EMP0704,unpaid,2025-03-06,2025-03-18,13,13,approved,EMP0254,family,false,2025-02-16 00:00:00
LVE0689,EMP0112,bereavement,2025-03-08,2025-03-16,9,9,approved,EMP0496,family,true,2025-03-04 00:00:00
LVE0690,EMP0802,annual,2024-03-01,2024-03-06,6,6,approved,EMP0861,vacation,true,2024-02-19 00:00:00
LVE0691,EMP0749,comp_off,2021-11-22,2021-12-05,14,14,pending,EMP0889,personal matter,true,2021-11-13 00:00:00
LVE0692,EMP0110,parental,2025-07-19,2025-08-02,15,15,approved,EMP0050,vacation,true,2025-07-13 00:00:00
LVE0693,EMP0279,sick,2020-05-20,2020-05-28,9,9,approved,EMP0172,family,true,2020-05-12 00:00:00
LVE0694,EMP0502,parental,2024-10-17,2024-11-19,34,34,rejected,EMP0218,family,true,2024-10-01 00:00:00
LVE0695,EMP0095,annual,2025-04-03,2025-04-14,12,12,cancelled,EMP0613,travel,true,2025-04-01 00:00:00
LVE0696,EMP0044,parental,2019-12-09,2020-02-23,77,76,approved,EMP0086,,true,2019-12-07 00:00:00
LVE0697,EMP0560,annual,2020-10-24,2020-11-01,9,9,pending,EMP0328,personal matter,true,2020-10-13 00:00:00
LVE0698,EMP0369,unpaid,2019-04-22,2019-05-05,14,14,pending,EMP0238,medical,false,2019-04-14 00:00:00
LVE0699,EMP0355,annual,2024-04-09,2024-04-12,4,4,rejected,EMP0795,medical,true,2024-03-30 00:00:00
LVE0700,EMP0592,unpaid,2026-06-07,2026-06-18,12,12,rejected,EMP0606,vacation,false,2026-05-20 00:00:00
LVE0701,EMP0166,bereavement,2024-07-13,2024-07-26,14,14,pending,EMP0850,travel,true,2024-07-04 00:00:00
LVE0702,EMP0280,bereavement,2024-02-12,2024-02-17,6,6,cancelled,EMP0842,,true,2024-02-10 00:00:00
LVE0703,EMP0814,annual,2020-10-01,2020-10-05,5,5,approved,EMP0923,personal matter,true,2020-09-17 00:00:00
LVE0704,EMP0650,bereavement,2025-07-29,2025-08-10,13,13,rejected,EMP0067,illness,true,2025-07-09 00:00:00
LVE0705,EMP0579,sick,2021-02-17,2021-02-23,7,7,approved,EMP0547,family,true,2021-02-16 00:00:00
LVE0706,EMP0852,sick,2024-06-14,2024-06-24,11,11,rejected,EMP0359,family,true,2024-05-27 00:00:00
LVE0707,EMP0130,annual,2024-10-08,2024-10-20,13,12,cancelled,EMP0596,medical,true,2024-09-30 00:00:00
LVE0708,EMP0170,bereavement,2024-03-25,2024-03-30,6,6,rejected,EMP0904,personal matter,true,2024-03-17 00:00:00
LVE0709,EMP0182,sick,2025-06-19,2025-06-30,12,12,cancelled,EMP0377,travel,true,2025-05-31 00:00:00
LVE0710,EMP0543,annual,2026-04-09,2026-04-09,1,1,approved,EMP0897,,true,2026-03-31 00:00:00
LVE0711,EMP0600,unpaid,2025-11-13,2025-11-17,5,4,approved,EMP0822,illness,false,2025-11-08 00:00:00
LVE0712,EMP0439,personal,2022-12-02,2022-12-02,1,0,approved,EMP0370,vacation,true,2022-11-24 00:00:00
LVE0713,EMP0989,comp_off,2024-01-08,2024-01-11,4,4,approved,EMP0428,family,true,2024-01-05 00:00:00
LVE0714,EMP0938,unpaid,2025-06-19,2025-06-25,7,7,cancelled,EMP0509,medical,false,2025-06-09 00:00:00
LVE0715,EMP0010,unpaid,2026-06-17,2026-06-18,2,2,approved,EMP0778,medical,false,2026-05-28 00:00:00
LVE0716,EMP0616,comp_off,2020-07-02,2020-07-10,9,9,approved,EMP0929,illness,true,2020-06-25 00:00:00
LVE0717,EMP0597,annual,2025-06-09,2025-06-18,10,10,rejected,EMP0667,family,true,2025-05-22 00:00:00
LVE0718,EMP0117,parental,2019-08-04,2019-08-14,11,11,approved,EMP0911,,true,2019-07-29 00:00:00
LVE0719,EMP0958,comp_off,2026-01-15,2026-01-17,3,2,pending,EMP0146,family,true,2025-12-29 00:00:00
LVE0720,EMP0498,bereavement,2020-12-05,2020-12-08,4,4,approved,EMP0190,vacation,true,2020-11-16 00:00:00
LVE0721,EMP0573,parental,2026-01-06,2026-03-19,73,73,approved,EMP0055,vacation,true,2025-12-19 00:00:00
LVE0722,EMP0708,unpaid,2025-12-19,2025-12-23,5,5,approved,EMP0183,illness,false,2025-12-14 00:00:00
LVE0723,EMP0043,unpaid,2019-05-07,2019-05-08,2,2,rejected,EMP0518,vacation,false,2019-05-01 00:00:00
LVE0724,EMP0008,bereavement,2025-02-23,2025-03-02,8,8,approved,EMP0818,medical,true,2025-02-14 00:00:00
LVE0725,EMP0907,sick,2025-02-22,2025-02-25,4,4,rejected,EMP0623,,true,2025-02-19 00:00:00
LVE0726,EMP0521,annual,2020-01-10,2020-01-16,7,6,pending,EMP0442,medical,true,2019-12-23 00:00:00
LVE0727,EMP0473,annual,2022-12-03,2022-12-05,3,3,cancelled,EMP0157,medical,true,2022-11-29 00:00:00
LVE0728,EMP0088,unpaid,2023-01-07,2023-01-11,5,4,rejected,EMP0933,family,false,2022-12-27 00:00:00
LVE0729,EMP0438,sick,2025-02-08,2025-02-11,4,4,approved,EMP0205,,true,2025-01-29 00:00:00
LVE0730,EMP0563,annual,2025-07-27,2025-07-31,5,5,approved,EMP0285,travel,true,2025-07-17 00:00:00
LVE0731,EMP0192,unpaid,2026-06-17,2026-06-25,9,9,cancelled,EMP0525,medical,false,2026-06-07 00:00:00
LVE0732,EMP0270,unpaid,2023-04-01,2023-04-07,7,7,approved,EMP0621,travel,false,2023-03-22 00:00:00
LVE0733,EMP0850,comp_off,2017-12-08,2017-12-12,5,5,rejected,EMP0977,medical,true,2017-12-01 00:00:00
LVE0734,EMP0494,comp_off,2021-04-01,2021-04-05,5,5,pending,EMP0955,illness,true,2021-03-23 00:00:00
LVE0735,EMP0428,unpaid,2024-12-01,2024-12-07,7,7,pending,EMP0331,vacation,false,2024-11-11 00:00:00
LVE0736,EMP0583,personal,2024-11-26,2024-12-07,12,12,approved,EMP0746,personal matter,true,2024-11-15 00:00:00
LVE0737,EMP0203,sick,2026-07-24,2026-08-06,14,14,rejected,EMP0018,travel,true,2026-07-20 00:00:00
LVE0738,EMP0983,sick,2025-02-19,2025-03-01,11,11,pending,EMP0967,vacation,true,2025-02-11 00:00:00
LVE0739,EMP0890,comp_off,2023-08-21,2023-08-30,10,10,pending,EMP0221,illness,true,2023-08-09 00:00:00
LVE0740,EMP0970,parental,2024-12-20,2025-03-18,89,89,pending,EMP0563,personal matter,true,2024-12-01 00:00:00
LVE0741,EMP0319,comp_off,2026-06-18,2026-06-27,10,10,rejected,EMP0178,travel,true,2026-06-03 00:00:00
LVE0742,EMP0841,comp_off,2023-11-28,2023-11-28,1,0,approved,EMP0001,medical,true,2023-11-22 00:00:00
LVE0743,EMP0252,parental,2026-05-08,2026-05-26,19,19,pending,EMP0958,medical,true,2026-04-28 00:00:00
LVE0744,EMP0649,personal,2023-09-30,2023-10-13,14,14,rejected,EMP0931,vacation,true,2023-09-27 00:00:00
LVE0745,EMP0875,parental,2020-02-26,2020-04-12,47,47,approved,EMP0634,illness,true,2020-02-22 00:00:00
LVE0746,EMP0707,parental,2017-11-13,2017-12-10,28,28,cancelled,EMP0695,medical,true,2017-10-31 00:00:00
LVE0747,EMP0993,unpaid,2026-07-20,2026-07-30,11,11,pending,EMP0075,,false,2026-06-30 00:00:00
LVE0748,EMP0207,parental,2020-07-06,2020-09-12,69,69,approved,EMP0869,,true,2020-06-30 00:00:00
LVE0749,EMP0436,unpaid,2024-10-20,2024-10-28,9,9,pending,EMP0460,medical,false,2024-10-04 00:00:00
LVE0750,EMP0880,bereavement,2025-12-11,2025-12-13,3,2,rejected,EMP0767,,true,2025-12-05 00:00:00
LVE0751,EMP0203,annual,2026-05-10,2026-05-16,7,7,rejected,EMP0018,medical,true,2026-05-09 00:00:00
LVE0752,EMP0537,unpaid,2019-12-05,2019-12-15,11,11,pending,EMP0401,personal matter,false,2019-11-28 00:00:00
LVE0753,EMP0257,comp_off,2026-06-14,2026-06-14,1,0,cancelled,EMP0374,travel,true,2026-06-07 00:00:00
LVE0754,EMP0214,personal,2022-01-29,2022-02-01,4,4,cancelled,EMP0452,illness,true,2022-01-22 00:00:00
LVE0755,EMP0625,unpaid,2026-07-18,2026-07-18,1,1,pending,EMP0913,illness,false,2026-07-12 00:00:00
LVE0756,EMP0663,unpaid,2025-02-06,2025-02-06,1,1,pending,EMP0060,,false,2025-01-27 00:00:00
LVE0757,EMP0682,unpaid,2025-04-26,2025-05-02,7,7,pending,EMP0062,illness,false,2025-04-14 00:00:00
LVE0758,EMP0425,annual,2026-04-13,2026-04-18,6,6,rejected,EMP0028,,true,2026-04-06 00:00:00
LVE0759,EMP0342,personal,2024-05-15,2024-05-25,11,11,rejected,EMP0316,family,true,2024-05-05 00:00:00
LVE0760,EMP0954,parental,2025-07-13,2025-07-24,12,12,approved,EMP0510,family,true,2025-07-06 00:00:00
LVE0761,EMP0924,parental,2020-11-18,2021-01-04,48,47,pending,EMP0979,personal matter,true,2020-11-02 00:00:00
LVE0762,EMP0825,unpaid,2026-07-16,2026-07-29,14,14,rejected,EMP0086,travel,false,2026-07-11 00:00:00
LVE0763,EMP0372,comp_off,2025-04-30,2025-05-03,4,4,cancelled,EMP0098,medical,true,2025-04-24 00:00:00
LVE0764,EMP0497,annual,2023-02-26,2023-03-09,12,12,approved,EMP0707,family,true,2023-02-07 00:00:00
LVE0765,EMP0107,bereavement,2025-10-29,2025-11-08,11,11,approved,EMP0329,family,true,2025-10-25 00:00:00
LVE0766,EMP0916,parental,2021-06-02,2021-06-29,28,28,rejected,EMP0782,family,true,2021-05-21 00:00:00
LVE0767,EMP0180,bereavement,2023-05-22,2023-05-29,8,8,approved,EMP0801,personal matter,true,2023-05-17 00:00:00
LVE0768,EMP0390,comp_off,2024-12-06,2024-12-17,12,11,approved,EMP0340,family,true,2024-12-05 00:00:00
LVE0769,EMP0303,comp_off,2024-02-05,2024-02-08,4,4,approved,EMP0991,illness,true,2024-02-02 00:00:00
LVE0770,EMP0995,annual,2018-03-26,2018-04-07,13,13,rejected,EMP0139,vacation,true,2018-03-19 00:00:00
LVE0771,EMP0010,parental,2025-08-12,2025-09-12,32,32,pending,EMP0981,,true,2025-07-29 00:00:00
LVE0772,EMP0046,comp_off,2025-05-19,2025-05-27,9,9,cancelled,EMP0721,,true,2025-05-05 00:00:00
LVE0773,EMP0018,annual,2015-08-08,2015-08-19,12,12,approved,EMP0442,illness,true,2015-07-28 00:00:00
LVE0774,EMP0496,parental,2026-03-16,2026-05-07,53,53,rejected,EMP0600,vacation,true,2026-02-26 00:00:00
LVE0775,EMP0180,personal,2020-08-19,2020-08-22,4,4,approved,EMP0801,,true,2020-08-18 00:00:00
LVE0776,EMP0775,comp_off,2026-07-21,2026-07-22,2,2,approved,EMP0744,illness,true,2026-07-16 00:00:00
LVE0777,EMP0976,personal,2025-03-21,2025-03-23,3,3,cancelled,EMP0017,illness,true,2025-03-04 00:00:00
LVE0778,EMP0705,comp_off,2024-01-25,2024-02-02,9,9,approved,EMP0833,vacation,true,2024-01-23 00:00:00
LVE0779,EMP0949,annual,2023-06-06,2023-06-12,7,6,approved,EMP0029,travel,true,2023-06-01 00:00:00
LVE0780,EMP0812,comp_off,2026-03-25,2026-04-06,13,13,pending,EMP0055,,true,2026-03-24 00:00:00
LVE0781,EMP0187,parental,2025-02-06,2025-02-18,13,13,approved,EMP0732,medical,true,2025-02-02 00:00:00
LVE0782,EMP0639,unpaid,2018-03-16,2018-03-17,2,2,approved,EMP0206,vacation,false,2018-03-05 00:00:00
LVE0783,EMP0966,parental,2016-12-24,2017-01-02,10,10,approved,EMP0594,illness,true,2016-12-19 00:00:00
LVE0784,EMP0673,personal,2022-12-16,2022-12-25,10,10,approved,EMP0269,illness,true,2022-12-04 00:00:00
LVE0785,EMP0055,unpaid,2024-12-12,2024-12-25,14,14,pending,EMP0903,vacation,false,2024-11-27 00:00:00
LVE0786,EMP0552,bereavement,2019-06-26,2019-06-28,3,3,pending,EMP0562,medical,true,2019-06-22 00:00:00
LVE0787,EMP0078,personal,2022-11-05,2022-11-13,9,9,cancelled,EMP0462,personal matter,true,2022-10-22 00:00:00
LVE0788,EMP0035,personal,2020-05-27,2020-06-05,10,10,approved,EMP0043,vacation,true,2020-05-09 00:00:00
LVE0789,EMP0524,sick,2023-05-16,2023-05-24,9,9,approved,EMP0697,medical,true,2023-05-02 00:00:00
LVE0790,EMP0419,bereavement,2025-08-11,2025-08-17,7,7,approved,EMP0229,medical,true,2025-08-01 00:00:00
LVE0791,EMP0216,personal,2020-11-15,2020-11-17,3,3,approved,EMP0994,travel,true,2020-11-04 00:00:00
LVE0792,EMP0709,unpaid,2023-12-21,2023-12-23,3,3,rejected,EMP0139,medical,false,2023-12-10 00:00:00
LVE0793,EMP0467,bereavement,2024-02-10,2024-02-10,1,1,rejected,EMP0375,travel,true,2024-02-03 00:00:00
LVE0794,EMP0697,parental,2026-04-11,2026-07-04,85,85,rejected,EMP0834,illness,true,2026-04-03 00:00:00
LVE0795,EMP0511,personal,2026-03-06,2026-03-19,14,14,pending,EMP0831,personal matter,true,2026-02-26 00:00:00
LVE0796,EMP0200,sick,2025-10-03,2025-10-08,6,6,cancelled,EMP0867,travel,true,2025-09-17 00:00:00
LVE0797,EMP0220,comp_off,2023-12-11,2023-12-12,2,2,rejected,EMP0662,,true,2023-11-22 00:00:00
LVE0798,EMP0243,comp_off,2023-05-08,2023-05-13,6,6,rejected,EMP0512,vacation,true,2023-05-02 00:00:00
LVE0799,EMP0179,personal,2022-01-13,2022-01-16,4,4,approved,EMP0628,medical,true,2021-12-30 00:00:00
LVE0800,EMP0216,sick,2024-08-11,2024-08-24,14,14,cancelled,EMP0994,travel,true,2024-07-22 00:00:00
LVE0801,EMP0185,annual,2026-05-16,2026-05-28,13,13,rejected,EMP0233,travel,true,2026-04-29 00:00:00
LVE0802,EMP0502,annual,2025-02-04,2025-02-13,10,10,approved,EMP0218,vacation,true,2025-01-31 00:00:00
LVE0803,EMP0072,annual,2026-03-27,2026-04-07,12,12,cancelled,EMP0300,illness,true,2026-03-16 00:00:00
LVE0804,EMP0407,annual,2021-08-09,2021-08-11,3,3,pending,EMP0645,personal matter,true,2021-07-24 00:00:00
LVE0805,EMP0016,personal,2016-05-28,2016-06-07,11,11,cancelled,EMP0851,,true,2016-05-09 00:00:00
LVE0806,EMP0164,personal,2021-02-07,2021-02-18,12,12,approved,EMP0690,medical,true,2021-01-22 00:00:00
LVE0807,EMP0830,comp_off,2018-12-17,2018-12-24,8,8,rejected,EMP0303,illness,true,2018-12-12 00:00:00
LVE0808,EMP0840,comp_off,2025-04-01,2025-04-13,13,13,approved,EMP0263,medical,true,2025-03-31 00:00:00
LVE0809,EMP0048,unpaid,2026-07-10,2026-07-14,5,5,cancelled,EMP0750,,false,2026-07-04 00:00:00
LVE0810,EMP0131,bereavement,2026-06-27,2026-06-28,2,2,approved,EMP0867,family,true,2026-06-23 00:00:00
LVE0811,EMP0411,personal,2026-04-09,2026-04-16,8,8,rejected,EMP0888,medical,true,2026-03-29 00:00:00
LVE0812,EMP0146,parental,2020-02-09,2020-04-17,69,69,rejected,EMP0585,family,true,2020-01-28 00:00:00
LVE0813,EMP0190,personal,2024-06-11,2024-06-19,9,9,approved,EMP0058,illness,true,2024-06-07 00:00:00
LVE0814,EMP0897,bereavement,2018-03-05,2018-03-15,11,11,pending,EMP0856,travel,true,2018-02-27 00:00:00
LVE0815,EMP0805,sick,2020-10-16,2020-10-16,1,1,cancelled,EMP0830,personal matter,true,2020-10-14 00:00:00
LVE0816,EMP0142,comp_off,2026-07-02,2026-07-05,4,4,pending,EMP0840,medical,true,2026-06-14 00:00:00
LVE0817,EMP0391,annual,2026-02-27,2026-03-04,6,6,cancelled,EMP0948,vacation,true,2026-02-25 00:00:00
LVE0818,EMP0206,annual,2023-03-01,2023-03-14,14,14,approved,EMP0126,illness,true,2023-02-09 00:00:00
LVE0819,EMP0923,unpaid,2025-12-04,2025-12-17,14,14,approved,EMP0687,travel,false,2025-11-14 00:00:00
LVE0820,EMP0879,sick,2024-05-24,2024-05-30,7,7,rejected,EMP0911,,true,2024-05-14 00:00:00
LVE0821,EMP0706,parental,2021-07-05,2021-08-07,34,33,pending,EMP0418,vacation,true,2021-06-16 00:00:00
LVE0822,EMP0883,annual,2022-09-17,2022-09-28,12,12,cancelled,EMP0782,illness,true,2022-09-15 00:00:00
LVE0823,EMP0896,sick,2022-02-09,2022-02-14,6,6,cancelled,EMP0176,,true,2022-02-01 00:00:00
LVE0824,EMP0609,unpaid,2022-01-21,2022-01-23,3,3,pending,EMP0608,vacation,false,2022-01-19 00:00:00
LVE0825,EMP0988,parental,2018-04-09,2018-04-20,12,12,pending,EMP0389,,true,2018-03-29 00:00:00
LVE0826,EMP0637,parental,2021-05-31,2021-06-23,24,24,rejected,EMP0234,,true,2021-05-26 00:00:00
LVE0827,EMP0871,unpaid,2021-10-24,2021-10-30,7,7,approved,EMP0996,personal matter,false,2021-10-22 00:00:00
LVE0828,EMP0227,bereavement,2022-01-14,2022-01-22,9,9,rejected,EMP0458,vacation,true,2021-12-28 00:00:00
LVE0829,EMP0141,bereavement,2023-07-10,2023-07-13,4,4,rejected,EMP0614,vacation,true,2023-07-05 00:00:00
LVE0830,EMP0894,unpaid,2025-11-26,2025-12-01,6,6,rejected,EMP0394,travel,false,2025-11-20 00:00:00
LVE0831,EMP0976,unpaid,2024-04-15,2024-04-16,2,2,approved,EMP0017,family,false,2024-03-31 00:00:00
LVE0832,EMP0097,unpaid,2026-07-27,2026-07-27,1,1,cancelled,EMP0851,,false,2026-07-13 00:00:00
LVE0833,EMP0114,sick,2025-09-30,2025-10-12,13,13,rejected,EMP0517,medical,true,2025-09-22 00:00:00
LVE0834,EMP0387,personal,2025-06-27,2025-07-05,9,9,rejected,EMP0606,family,true,2025-06-22 00:00:00
LVE0835,EMP0061,annual,2024-02-03,2024-02-11,9,9,rejected,EMP0190,,true,2024-01-20 00:00:00
LVE0836,EMP0788,bereavement,2020-05-10,2020-05-11,2,1,approved,EMP0391,personal matter,true,2020-04-25 00:00:00
LVE0837,EMP0417,parental,2019-11-08,2020-01-04,58,57,cancelled,EMP0989,medical,true,2019-11-06 00:00:00
LVE0838,EMP0962,unpaid,2026-04-27,2026-04-28,2,2,pending,EMP0429,personal matter,false,2026-04-25 00:00:00
LVE0839,EMP0522,sick,2023-01-16,2023-01-23,8,8,approved,EMP0114,medical,true,2023-01-14 00:00:00
LVE0840,EMP0690,sick,2026-05-03,2026-05-12,10,9,pending,EMP0243,illness,true,2026-04-17 00:00:00
LVE0841,EMP0046,bereavement,2024-12-08,2024-12-16,9,9,pending,EMP0721,family,true,2024-11-28 00:00:00
LVE0842,EMP0911,annual,2024-09-12,2024-09-25,14,14,rejected,EMP0005,,true,2024-08-26 00:00:00
LVE0843,EMP0844,unpaid,2021-09-21,2021-09-25,5,5,approved,EMP0085,family,false,2021-09-14 00:00:00
LVE0844,EMP0243,sick,2025-01-19,2025-01-28,10,10,rejected,EMP0512,travel,true,2025-01-17 00:00:00
LVE0845,EMP0806,sick,2026-05-11,2026-05-21,11,11,pending,EMP0055,illness,true,2026-04-25 00:00:00
LVE0846,EMP0165,personal,2025-07-21,2025-07-26,6,6,approved,EMP0115,medical,true,2025-07-20 00:00:00
LVE0847,EMP0321,personal,2026-02-19,2026-02-23,5,5,approved,EMP0833,personal matter,true,2026-02-05 00:00:00
LVE0848,EMP0206,unpaid,2024-12-06,2024-12-16,11,11,cancelled,EMP0126,medical,false,2024-11-19 00:00:00
LVE0849,EMP0340,sick,2025-06-16,2025-06-18,3,3,approved,EMP0148,medical,true,2025-06-12 00:00:00
LVE0850,EMP0138,unpaid,2021-07-20,2021-07-24,5,5,approved,EMP0301,family,false,2021-07-05 00:00:00
LVE0851,EMP0564,unpaid,2021-11-08,2021-11-18,11,11,rejected,EMP0529,illness,false,2021-11-06 00:00:00
LVE0852,EMP0792,personal,2026-03-24,2026-04-03,11,11,rejected,EMP0631,family,true,2026-03-23 00:00:00
LVE0853,EMP0973,parental,2026-02-05,2026-02-08,4,4,approved,EMP0307,travel,true,2026-01-17 00:00:00
LVE0854,EMP0872,sick,2019-11-29,2019-12-01,3,2,approved,EMP0991,illness,true,2019-11-21 00:00:00
LVE0855,EMP0953,unpaid,2025-07-30,2025-08-04,6,6,cancelled,EMP0335,travel,false,2025-07-18 00:00:00
LVE0856,EMP0546,comp_off,2024-04-11,2024-04-17,7,7,rejected,EMP0897,,true,2024-03-25 00:00:00
LVE0857,EMP0357,personal,2024-03-14,2024-03-16,3,3,approved,EMP0359,travel,true,2024-03-05 00:00:00
LVE0858,EMP0793,annual,2024-06-15,2024-06-16,2,2,rejected,EMP0841,family,true,2024-06-14 00:00:00
LVE0859,EMP0357,personal,2023-08-20,2023-08-24,5,5,cancelled,EMP0359,vacation,true,2023-08-11 00:00:00
LVE0860,EMP0354,bereavement,2025-03-05,2025-03-15,11,11,pending,EMP0201,personal matter,true,2025-03-02 00:00:00
LVE0861,EMP0386,comp_off,2026-04-04,2026-04-11,8,8,approved,EMP0376,,true,2026-03-18 00:00:00
LVE0862,EMP0486,comp_off,2026-07-16,2026-07-28,13,13,rejected,EMP0242,illness,true,2026-07-11 00:00:00
LVE0863,EMP0046,personal,2025-09-15,2025-09-17,3,3,approved,EMP0721,illness,true,2025-09-08 00:00:00
LVE0864,EMP0922,parental,2026-02-20,2026-05-12,82,82,pending,EMP0700,,true,2026-02-02 00:00:00
LVE0865,EMP0018,personal,2018-05-24,2018-05-30,7,7,pending,EMP0442,travel,true,2018-05-12 00:00:00
LVE0866,EMP0967,parental,2026-02-03,2026-05-02,89,89,approved,EMP0559,illness,true,2026-01-31 00:00:00
LVE0867,EMP0632,parental,2026-05-24,2026-06-07,15,15,cancelled,EMP0284,,true,2026-05-22 00:00:00
LVE0868,EMP0874,sick,2025-03-30,2025-04-12,14,14,approved,EMP0933,personal matter,true,2025-03-13 00:00:00
LVE0869,EMP0886,bereavement,2025-12-30,2026-01-07,9,8,cancelled,EMP0190,vacation,true,2025-12-24 00:00:00
LVE0870,EMP0441,comp_off,2024-10-28,2024-11-06,10,10,approved,EMP0261,,true,2024-10-18 00:00:00
LVE0871,EMP0497,bereavement,2020-06-05,2020-06-10,6,6,pending,EMP0707,personal matter,true,2020-05-25 00:00:00
LVE0872,EMP0673,sick,2026-04-14,2026-04-21,8,8,pending,EMP0269,travel,true,2026-04-01 00:00:00
LVE0873,EMP0142,unpaid,2022-01-24,2022-01-31,8,8,approved,EMP0840,illness,false,2022-01-20 00:00:00
LVE0874,EMP0958,bereavement,2026-06-10,2026-06-14,5,5,rejected,EMP0146,,true,2026-05-25 00:00:00
LVE0875,EMP0031,bereavement,2025-08-29,2025-08-29,1,0,pending,EMP0826,,true,2025-08-09 00:00:00
LVE0876,EMP0480,personal,2025-03-21,2025-03-28,8,8,pending,EMP0205,,true,2025-03-18 00:00:00
LVE0877,EMP0617,comp_off,2026-07-25,2026-08-01,8,7,pending,EMP0963,illness,true,2026-07-11 00:00:00
LVE0878,EMP0340,sick,2022-08-06,2022-08-14,9,8,rejected,EMP0148,illness,true,2022-07-27 00:00:00
LVE0879,EMP0223,comp_off,2026-05-26,2026-06-07,13,12,rejected,EMP0162,medical,true,2026-05-18 00:00:00
LVE0880,EMP0250,comp_off,2026-06-26,2026-07-06,11,11,approved,EMP0035,family,true,2026-06-12 00:00:00
LVE0881,EMP0737,parental,2024-03-31,2024-04-07,8,8,cancelled,EMP0402,vacation,true,2024-03-30 00:00:00
LVE0882,EMP0317,annual,2019-08-17,2019-08-19,3,3,rejected,EMP0197,medical,true,2019-08-08 00:00:00
LVE0883,EMP0476,annual,2026-06-23,2026-06-25,3,3,approved,EMP0523,medical,true,2026-06-14 00:00:00
LVE0884,EMP0065,sick,2023-10-17,2023-10-17,1,0,approved,EMP0563,,true,2023-10-04 00:00:00
LVE0885,EMP0081,comp_off,2026-05-20,2026-05-21,2,2,approved,EMP0846,vacation,true,2026-05-06 00:00:00
LVE0886,EMP0626,parental,2025-08-02,2025-10-21,81,81,pending,EMP0161,medical,true,2025-08-01 00:00:00
LVE0887,EMP0395,comp_off,2016-11-05,2016-11-11,7,7,rejected,EMP0747,medical,true,2016-10-25 00:00:00
LVE0888,EMP0504,sick,2020-08-16,2020-08-23,8,8,rejected,EMP0874,,true,2020-08-13 00:00:00
LVE0889,EMP0977,comp_off,2024-10-29,2024-10-29,1,1,cancelled,EMP0788,medical,true,2024-10-12 00:00:00
LVE0890,EMP0939,unpaid,2022-01-24,2022-02-05,13,13,approved,EMP0567,vacation,false,2022-01-23 00:00:00
LVE0891,EMP0131,bereavement,2022-03-18,2022-03-23,6,6,approved,EMP0867,vacation,true,2022-02-27 00:00:00
LVE0892,EMP0442,parental,2020-07-11,2020-10-03,85,85,pending,EMP0201,,true,2020-07-03 00:00:00
LVE0893,EMP0044,parental,2020-02-24,2020-05-18,85,85,pending,EMP0086,illness,true,2020-02-11 00:00:00
LVE0894,EMP0596,parental,2025-04-03,2025-06-07,66,66,pending,EMP0909,illness,true,2025-03-18 00:00:00
LVE0895,EMP0288,comp_off,2026-04-13,2026-04-19,7,7,cancelled,EMP0722,travel,true,2026-04-11 00:00:00
LVE0896,EMP0271,annual,2025-05-06,2025-05-11,6,6,approved,EMP0514,family,true,2025-05-05 00:00:00
LVE0897,EMP0132,parental,2026-07-10,2026-10-04,87,87,pending,EMP0207,,true,2026-06-30 00:00:00
LVE0898,EMP0660,unpaid,2025-12-17,2025-12-19,3,2,pending,EMP0203,illness,false,2025-12-02 00:00:00
LVE0899,EMP0060,unpaid,2020-08-23,2020-09-01,10,10,approved,EMP0963,travel,false,2020-08-17 00:00:00
LVE0900,EMP0139,parental,2024-10-01,2024-10-07,7,7,rejected,EMP0621,family,true,2024-09-24 00:00:00
LVE0901,EMP0218,bereavement,2023-12-29,2023-12-29,1,1,pending,EMP0310,vacation,true,2023-12-15 00:00:00
LVE0902,EMP0328,sick,2019-12-06,2019-12-16,11,11,rejected,EMP0194,family,true,2019-11-21 00:00:00
LVE0903,EMP0459,parental,2018-03-28,2018-06-20,85,85,cancelled,EMP0563,illness,true,2018-03-14 00:00:00
LVE0904,EMP0419,personal,2020-11-08,2020-11-16,9,9,pending,EMP0229,family,true,2020-11-02 00:00:00
LVE0905,EMP0857,sick,2025-10-12,2025-10-18,7,7,pending,EMP0760,family,true,2025-10-09 00:00:00
