jr_id,jr_number,job_id,job_title,department,grade_code,hiring_manager_id,recruiter_id,headcount,jr_status,priority,opened_date,target_fill_date,filled_date,location_city,location_country
JR0544,REQ-2022544,JOB0491,Legal Counsel,Security,G03,EMP0669,EMP0073,3,cancelled,high,2022-10-26,2022-12-31,,Hyderabad,IN
JR0545,REQ-2022545,JOB0887,Sales Manager,Operations,G08,EMP0291,EMP0017,3,open,medium,2022-02-04,2022-04-24,,Dallas,US
JR0546,REQ-2022546,JOB0025,Systems Admin,Facilities,G02,EMP0002,EMP0025,3,open,critical,2022-06-16,2022-09-11,,Austin,US
JR0547,REQ-2022547,JOB0439,Recruiter,Customer Success,G09,EMP0081,EMP0014,1,filled,low,2022-06-04,2022-09-23,2023-08-08,San Francisco,US
JR0548,REQ-2022548,JOB0870,CS Manager,Data,G06,EMP0236,EMP0039,2,draft,low,2025-06-23,2025-08-12,,London,UK
JR0549,REQ-2022549,JOB0282,Content Manager,Security,G02,EMP0168,EMP0011,1,draft,low,2024-04-03,2024-05-25,,Dallas,US
JR0550,REQ-2022550,JOB0090,Product Manager,Operations,G01,EMP0585,EMP0033,3,draft,high,2025-11-25,2026-01-06,,Chicago,US
JR0551,REQ-2022551,JOB0942,IT Support,IT,G12,EMP0538,EMP0047,3,cancelled,high,2023-11-20,2024-01-01,,Chicago,US
JR0552,REQ-2022552,JOB0559,Enterprise AE,IT,G02,EMP0967,EMP0034,1,cancelled,high,2023-05-07,2023-06-08,,Bengaluru,IN
JR0553,REQ-2022553,JOB0005,HR Generalist,Data,G02,EMP0137,EMP0004,2,draft,critical,2024-08-16,2024-11-01,,Bengaluru,IN
JR0554,REQ-2022554,JOB0567,IT Support,Engineering,G10,EMP0907,EMP0021,1,filled,medium,2026-07-06,2026-09-05,2026-07-23,New York,US
JR0555,REQ-2022555,JOB0380,Accountant,Marketing,G12,EMP0405,EMP0040,3,draft,high,2025-03-03,2025-06-28,,Hyderabad,IN
JR0556,REQ-2022556,JOB0005,HR Generalist,Data,G02,EMP0932,EMP0021,2,on_hold,critical,2025-12-08,2026-03-13,,Bengaluru,IN
JR0557,REQ-2022557,JOB0348,Cloud Engineer,HR,G12,EMP0537,EMP0054,3,draft,high,2022-06-02,2022-09-06,,New York,US
JR0558,REQ-2022558,JOB0063,Sales Manager,Legal,G03,EMP0466,EMP0066,3,filled,critical,2024-09-27,2024-11-06,2025-08-11,Dallas,US
JR0559,REQ-2022559,JOB0534,Group PM,Facilities,G03,EMP0361,EMP0077,1,on_hold,critical,2025-03-25,2025-07-18,,Austin,US
JR0560,REQ-2022560,JOB0492,Marketing Director,Finance,G01,EMP0856,EMP0023,2,on_hold,medium,2025-11-06,2026-01-09,,Seattle,US
JR0561,REQ-2022561,JOB0072,Enterprise AE,Finance,G12,EMP0146,EMP0032,1,open,medium,2025-09-24,2025-12-19,,Toronto,CA
JR0562,REQ-2022562,JOB0726,Analytics Manager,Security,G11,EMP0387,EMP0012,3,on_hold,low,2022-08-23,2022-12-15,,Bengaluru,IN
JR0563,REQ-2022563,JOB0247,Account Executive,Security,G11,EMP0521,EMP0044,2,cancelled,low,2026-07-26,2026-11-22,,Atlanta,US
JR0564,REQ-2022564,JOB0253,Data Scientist,Supply Chain,G08,EMP0111,EMP0022,3,open,high,2022-12-20,2023-04-11,,Bengaluru,IN
JR0565,REQ-2022565,JOB0345,SDR,IT,G01,EMP0459,EMP0017,3,filled,low,2024-06-18,2024-07-31,2024-07-04,Dallas,US
JR0566,REQ-2022566,JOB0173,IT Manager,HR,G04,EMP0745,EMP0079,2,draft,medium,2025-12-06,2026-02-03,,Dallas,US
JR0567,REQ-2022567,JOB0302,IT Manager,HR,G01,EMP0296,EMP0071,1,open,high,2024-11-10,2025-01-17,,Chicago,US
JR0568,REQ-2022568,JOB0181,SDR,Sales,G07,EMP0690,EMP0014,1,filled,low,2022-06-13,2022-07-30,2025-09-02,Austin,US
JR0569,REQ-2022569,JOB0348,Cloud Engineer,HR,G12,EMP0608,EMP0072,3,open,high,2025-08-28,2025-10-10,,New York,US
JR0570,REQ-2022570,JOB0254,Enterprise AE,Customer Success,G02,EMP0788,EMP0067,1,cancelled,medium,2024-07-17,2024-10-02,,Hyderabad,IN
JR0571,REQ-2022571,JOB0085,Enterprise AE,Product,G02,EMP0127,EMP0034,2,cancelled,critical,2024-06-10,2024-07-26,,Atlanta,US
JR0572,REQ-2022572,JOB0174,Recruiter,Operations,G11,EMP0891,EMP0032,3,open,low,2024-11-10,2025-01-03,,Atlanta,US
JR0573,REQ-2022573,JOB0919,Cloud Engineer,Engineering,G04,EMP0982,EMP0005,3,on_hold,critical,2023-06-22,2023-08-05,,Toronto,CA
JR0574,REQ-2022574,JOB0842,Analytics Manager,Supply Chain,G06,EMP0662,EMP0001,1,open,critical,2025-01-30,2025-03-27,,Austin,US
JR0575,REQ-2022575,JOB0664,Cloud Engineer,IT,G05,EMP0781,EMP0037,2,cancelled,critical,2024-12-02,2025-03-30,,Seattle,US
JR0576,REQ-2022576,JOB0771,Data Scientist,Operations,G10,EMP0262,EMP0041,3,open,critical,2025-10-28,2025-12-19,,Toronto,CA
JR0577,REQ-2022577,JOB0905,Support Agent,Customer Success,G12,EMP0556,EMP0040,3,draft,high,2025-02-26,2025-06-25,,San Francisco,US
JR0578,REQ-2022578,JOB0027,Sales Manager,Supply Chain,G09,EMP0313,EMP0065,3,open,low,2023-08-16,2023-10-08,,Toronto,CA
JR0579,REQ-2022579,JOB0438,Group PM,HR,G03,EMP0957,EMP0044,1,cancelled,low,2023-07-29,2023-10-06,,Atlanta,US
JR0580,REQ-2022580,JOB0393,Analytics Manager,Engineering,G02,EMP0518,EMP0014,3,cancelled,critical,2025-06-05,2025-07-10,,London,UK
JR0581,REQ-2022581,JOB0322,Recruiter,IT,G06,EMP0413,EMP0076,3,open,low,2024-07-27,2024-11-11,,Seattle,US
JR0582,REQ-2022582,JOB0031,Marketing Specialist,Product,G02,EMP0232,EMP0013,3,on_hold,high,2022-12-08,2023-01-31,,Toronto,CA
JR0583,REQ-2022583,JOB0203,People Manager,Product,G05,EMP0483,EMP0079,2,open,low,2022-08-16,2022-10-04,,Chicago,US
JR0584,REQ-2022584,JOB0526,IT Support,Data,G06,EMP0427,EMP0056,3,open,medium,2024-05-17,2024-07-11,,Seattle,US
JR0585,REQ-2022585,JOB0280,Staff Engineer,Operations,G01,EMP0423,EMP0061,3,on_hold,medium,2026-05-18,2026-09-08,,Denver,US
JR0586,REQ-2022586,JOB0819,ML Engineer,HR,G10,EMP0574,EMP0021,3,draft,medium,2022-07-23,2022-10-14,,Seattle,US
JR0587,REQ-2022587,JOB0717,Finance Manager,Facilities,G10,EMP0417,EMP0038,3,filled,critical,2025-01-23,2025-04-10,2025-08-21,Toronto,CA
JR0588,REQ-2022588,JOB0913,Cloud Engineer,Customer Success,G08,EMP0253,EMP0037,3,cancelled,medium,2026-06-14,2026-09-23,,Chicago,US
JR0589,REQ-2022589,JOB0743,Cloud Engineer,Supply Chain,G02,EMP0816,EMP0031,2,filled,low,2023-11-27,2024-01-01,2024-11-25,Austin,US
JR0590,REQ-2022590,JOB0223,Associate PM,Sales,G07,EMP0704,EMP0064,1,open,high,2022-06-11,2022-08-14,,Denver,US
JR0591,REQ-2022591,JOB0688,Account Executive,Marketing,G01,EMP0412,EMP0035,2,filled,low,2026-04-20,2026-07-18,2026-06-18,Dallas,US
JR0592,REQ-2022592,JOB0700,Demand Gen Manager,IT,G08,EMP0855,EMP0044,1,open,low,2024-11-24,2025-01-03,,Seattle,US
JR0593,REQ-2022593,JOB0901,People Manager,Finance,G04,EMP0894,EMP0023,2,on_hold,low,2024-11-26,2025-01-27,,New York,US
JR0594,REQ-2022594,JOB0596,Software Engineer,Facilities,G07,EMP0324,EMP0004,2,draft,medium,2025-02-10,2025-06-08,,New York,US
JR0595,REQ-2022595,JOB0295,Enterprise AE,Marketing,G11,EMP0790,EMP0021,1,on_hold,low,2024-08-18,2024-11-24,,Atlanta,US
JR0596,REQ-2022596,JOB0533,Finance Manager,Product,G04,EMP0938,EMP0051,2,on_hold,critical,2024-11-10,2025-03-04,,Atlanta,US
JR0597,REQ-2022597,JOB0510,Associate PM,Customer Success,G09,EMP0779,EMP0062,3,cancelled,low,2024-11-16,2025-01-13,,Atlanta,US
JR0598,REQ-2022598,JOB0961,HR Generalist,Sales,G10,EMP0804,EMP0007,2,draft,high,2026-06-12,2026-10-03,,Dallas,US
JR0599,REQ-2022599,JOB0347,Engineering Manager,Sales,G06,EMP0438,EMP0080,3,draft,high,2025-06-27,2025-10-24,,Chicago,US
JR0600,REQ-2022600,JOB0870,CS Manager,Data,G06,EMP0345,EMP0037,1,on_hold,high,2025-04-24,2025-06-07,,London,UK
JR0601,REQ-2022601,JOB0675,Paralegal,Operations,G10,EMP0661,EMP0069,2,filled,high,2022-10-01,2022-11-04,2023-11-09,Bengaluru,IN
JR0602,REQ-2022602,JOB0191,Recruiter,Sales,G04,EMP0410,EMP0050,2,cancelled,medium,2023-12-22,2024-02-28,,Austin,US
JR0603,REQ-2022603,JOB0937,Recruiter,Supply Chain,G04,EMP0371,EMP0046,2,draft,low,2025-05-22,2025-08-15,,Bengaluru,IN
JR0604,REQ-2022604,JOB0991,Systems Admin,Finance,G08,EMP0899,EMP0033,1,open,low,2023-03-31,2023-06-19,,Toronto,CA
JR0605,REQ-2022605,JOB0330,Legal Counsel,Customer Success,G06,EMP0131,EMP0037,2,draft,critical,2025-09-20,2025-11-19,,Seattle,US
JR0606,REQ-2022606,JOB0419,Senior PM,Product,G01,EMP0976,EMP0066,3,on_hold,low,2025-01-20,2025-05-18,,Atlanta,US
JR0607,REQ-2022607,JOB0044,Analytics Manager,Operations,G09,EMP0069,EMP0016,3,cancelled,medium,2023-03-02,2023-06-09,,Toronto,CA
JR0608,REQ-2022608,JOB0479,Support Lead,Supply Chain,G06,EMP0542,EMP0031,2,on_hold,high,2024-02-22,2024-04-24,,Denver,US
JR0609,REQ-2022609,JOB0855,Financial Analyst,HR,G05,EMP0322,EMP0071,1,on_hold,critical,2023-02-22,2023-05-23,,New York,US
JR0610,REQ-2022610,JOB0077,Content Manager,Operations,G02,EMP0683,EMP0020,3,draft,high,2026-05-21,2026-09-09,,Bengaluru,IN
JR0611,REQ-2022611,JOB0976,Controller,HR,G04,EMP0407,EMP0072,1,filled,medium,2023-08-06,2023-12-01,2025-10-08,Toronto,CA
JR0612,REQ-2022612,JOB0140,HRBP,IT,G10,EMP0660,EMP0077,1,draft,high,2025-08-24,2025-11-19,,Bengaluru,IN
JR0613,REQ-2022613,JOB0769,Staff Engineer,Finance,G09,EMP0501,EMP0004,3,draft,high,2024-07-22,2024-09-03,,Seattle,US
JR0614,REQ-2022614,JOB0778,Enterprise AE,IT,G08,EMP0229,EMP0042,1,draft,high,2025-10-24,2025-12-28,,Bengaluru,IN
JR0615,REQ-2022615,JOB0365,Recruiter,Product,G02,EMP0613,EMP0014,2,on_hold,medium,2022-04-01,2022-05-13,,Austin,US
JR0616,REQ-2022616,JOB0865,CS Manager,Finance,G02,EMP0712,EMP0011,2,open,high,2025-04-03,2025-05-13,,Chicago,US
JR0617,REQ-2022617,JOB0464,Controller,Supply Chain,G03,EMP0151,EMP0056,1,open,low,2024-07-07,2024-09-16,,New York,US
JR0618,REQ-2022618,JOB0081,Accountant,Finance,G09,EMP0115,EMP0018,3,cancelled,low,2023-04-23,2023-07-27,,San Francisco,US
JR0619,REQ-2022619,JOB0626,Associate PM,Sales,G01,EMP0486,EMP0047,1,draft,high,2025-09-03,2025-12-04,,Bengaluru,IN
JR0620,REQ-2022620,JOB0145,IT Support,Marketing,G05,EMP0918,EMP0066,2,draft,high,2026-07-02,2026-08-22,,San Francisco,US
JR0621,REQ-2022621,JOB0345,SDR,IT,G01,EMP0610,EMP0079,1,on_hold,critical,2022-06-04,2022-09-05,,Dallas,US
JR0622,REQ-2022622,JOB0353,HR Generalist,Security,G09,EMP0745,EMP0020,2,filled,high,2023-10-07,2023-12-26,2025-07-13,Hyderabad,IN
JR0623,REQ-2022623,JOB0750,IT Manager,Supply Chain,G07,EMP0620,EMP0030,1,draft,medium,2022-11-15,2023-01-15,,Seattle,US
JR0624,REQ-2022624,JOB0983,Enterprise AE,HR,G07,EMP0969,EMP0063,2,on_hold,high,2023-12-23,2024-04-15,,San Francisco,US
JR0625,REQ-2022625,JOB0907,Demand Gen Manager,Customer Success,G05,EMP0829,EMP0038,1,cancelled,critical,2024-10-13,2025-01-29,,Bengaluru,IN
JR0626,REQ-2022626,JOB0695,Senior Software Engineer,HR,G09,EMP0242,EMP0008,3,filled,high,2024-07-15,2024-08-21,2026-07-25,Atlanta,US
JR0627,REQ-2022627,JOB0736,ML Engineer,Customer Success,G06,EMP0415,EMP0047,2,draft,critical,2023-04-13,2023-07-13,,Dallas,US
JR0628,REQ-2022628,JOB0533,Finance Manager,Product,G04,EMP0061,EMP0027,1,filled,critical,2024-09-12,2024-11-07,2025-07-08,Atlanta,US
JR0629,REQ-2022629,JOB0786,People Manager,HR,G06,EMP0478,EMP0015,2,on_hold,critical,2024-09-02,2024-11-18,,Chicago,US
JR0630,REQ-2022630,JOB0127,Software Engineer,Security,G01,EMP0900,EMP0070,3,cancelled,low,2025-07-20,2025-11-09,,San Francisco,US
JR0631,REQ-2022631,JOB0704,Software Engineer,Product,G03,EMP0376,EMP0044,1,draft,high,2024-07-14,2024-08-21,,New York,US
JR0632,REQ-2022632,JOB0322,Recruiter,IT,G06,EMP0391,EMP0035,1,draft,high,2022-10-18,2023-02-08,,Seattle,US
JR0633,REQ-2022633,JOB0893,Group PM,Supply Chain,G03,EMP0818,EMP0067,1,cancelled,critical,2026-04-01,2026-05-08,,Atlanta,US
JR0634,REQ-2022634,JOB0515,Senior PM,IT,G03,EMP0339,EMP0041,1,open,medium,2022-06-06,2022-07-30,,Hyderabad,IN
JR0635,REQ-2022635,JOB0622,Compliance Analyst,Engineering,G08,EMP0751,EMP0008,1,cancelled,high,2022-02-26,2022-06-09,,Hyderabad,IN
JR0636,REQ-2022636,JOB0013,IT Manager,Facilities,G01,EMP0963,EMP0018,2,open,high,2024-08-19,2024-10-25,,Dallas,US
JR0637,REQ-2022637,JOB0029,Senior PM,Finance,G07,EMP0386,EMP0068,1,filled,high,2025-04-25,2025-06-08,2025-12-02,Chicago,US
JR0638,REQ-2022638,JOB0536,HRBP,Security,G12,EMP0627,EMP0033,3,open,medium,2022-01-28,2022-05-04,,Toronto,CA
JR0639,REQ-2022639,JOB0080,Software Engineer,Product,G02,EMP0588,EMP0023,2,open,critical,2025-06-16,2025-09-10,,Dallas,US
JR0640,REQ-2022640,JOB0952,Associate PM,Product,G08,EMP0798,EMP0018,2,on_hold,critical,2026-06-15,2026-09-12,,San Francisco,US
JR0641,REQ-2022641,JOB0316,Demand Gen Manager,HR,G11,EMP0975,EMP0001,2,on_hold,critical,2023-12-21,2024-04-14,,Seattle,US
JR0642,REQ-2022642,JOB0666,CS Manager,HR,G10,EMP0661,EMP0011,2,draft,critical,2026-05-23,2026-07-17,,Bengaluru,IN
JR0643,REQ-2022643,JOB0064,Paralegal,Marketing,G03,EMP0268,EMP0063,2,open,critical,2023-09-09,2023-11-15,,Toronto,CA
JR0644,REQ-2022644,JOB0925,Accountant,IT,G03,EMP0190,EMP0034,2,draft,medium,2022-06-24,2022-10-21,,Seattle,US
JR0645,REQ-2022645,JOB0506,Support Lead,Marketing,G01,EMP0528,EMP0019,2,open,high,2022-02-20,2022-06-13,,London,UK
JR0646,REQ-2022646,JOB0024,Enterprise AE,Supply Chain,G06,EMP0851,EMP0039,1,filled,medium,2024-07-09,2024-08-11,2025-09-17,Austin,US
JR0647,REQ-2022647,JOB0145,IT Support,Marketing,G05,EMP0996,EMP0007,2,filled,critical,2022-05-16,2022-06-28,2025-02-25,San Francisco,US
JR0648,REQ-2022648,JOB0920,Senior Software Engineer,Data,G11,EMP0933,EMP0047,1,open,medium,2024-01-17,2024-04-12,,New York,US
JR0649,REQ-2022649,JOB0185,SDR,Marketing,G04,EMP0501,EMP0019,2,cancelled,low,2025-09-22,2026-01-03,,Dallas,US
JR0650,REQ-2022650,JOB0648,Senior PM,Marketing,G10,EMP0356,EMP0059,2,draft,high,2023-01-09,2023-04-11,,Toronto,CA
JR0651,REQ-2022651,JOB0447,HR Generalist,Marketing,G01,EMP0504,EMP0005,2,on_hold,low,2026-01-27,2026-05-24,,London,UK
JR0652,REQ-2022652,JOB0839,Accountant,Supply Chain,G12,EMP0224,EMP0067,3,open,medium,2022-06-01,2022-07-12,,Hyderabad,IN
JR0653,REQ-2022653,JOB0556,Associate PM,Finance,G09,EMP0181,EMP0052,2,cancelled,high,2026-04-14,2026-05-31,,Seattle,US
JR0654,REQ-2022654,JOB0062,Product Manager,Legal,G09,EMP0181,EMP0061,1,on_hold,medium,2023-04-24,2023-07-26,,New York,US
JR0655,REQ-2022655,JOB0821,HR Generalist,Finance,G03,EMP0063,EMP0055,1,cancelled,critical,2026-05-17,2026-08-26,,Hyderabad,IN
JR0656,REQ-2022656,JOB0052,Associate PM,Supply Chain,G11,EMP0068,EMP0068,1,open,critical,2024-01-20,2024-04-30,,Hyderabad,IN
JR0657,REQ-2022657,JOB0029,Senior PM,Finance,G07,EMP0184,EMP0058,1,draft,critical,2025-12-06,2026-03-28,,Chicago,US
JR0658,REQ-2022658,JOB0301,Associate PM,Supply Chain,G05,EMP0601,EMP0075,2,cancelled,low,2022-11-18,2023-02-16,,Hyderabad,IN
JR0659,REQ-2022659,JOB0271,Marketing Director,Engineering,G03,EMP0658,EMP0035,2,draft,medium,2023-05-27,2023-08-02,,Seattle,US
JR0660,REQ-2022660,JOB0549,Associate PM,Data,G01,EMP0694,EMP0021,1,cancelled,medium,2024-04-23,2024-06-09,,Dallas,US
JR0661,REQ-2022661,JOB0650,Analytics Manager,Supply Chain,G08,EMP0228,EMP0005,3,draft,low,2025-04-07,2025-05-25,,Hyderabad,IN
JR0662,REQ-2022662,JOB0297,CS Manager,Product,G04,EMP0160,EMP0026,1,filled,high,2026-04-27,2026-08-01,2026-05-25,San Francisco,US
JR0663,REQ-2022663,JOB0135,Support Specialist,Operations,G10,EMP0515,EMP0018,2,filled,high,2024-08-21,2024-10-17,2024-11-06,Atlanta,US
JR0664,REQ-2022664,JOB0035,SDR,IT,G04,EMP0674,EMP0066,2,on_hold,low,2022-02-06,2022-04-10,,San Francisco,US
JR0665,REQ-2022665,JOB0897,Recruiter,HR,G02,EMP0816,EMP0070,2,open,medium,2023-12-17,2024-03-23,,Denver,US
JR0666,REQ-2022666,JOB0941,Compliance Analyst,Engineering,G12,EMP0241,EMP0062,3,draft,low,2023-05-30,2023-07-05,,London,UK
JR0667,REQ-2022667,JOB0808,Group PM,Security,G03,EMP0407,EMP0032,2,cancelled,high,2026-05-08,2026-08-12,,Bengaluru,IN
JR0668,REQ-2022668,JOB0942,IT Support,IT,G12,EMP0140,EMP0075,3,cancelled,high,2023-05-25,2023-07-04,,Chicago,US
JR0669,REQ-2022669,JOB0011,IT Manager,Data,G05,EMP0054,EMP0046,2,filled,low,2022-02-06,2022-04-04,2022-03-03,Austin,US
JR0670,REQ-2022670,JOB0939,Demand Gen Manager,Marketing,G05,EMP0526,EMP0050,2,cancelled,critical,2022-11-15,2023-02-10,,Atlanta,US
JR0671,REQ-2022671,JOB0827,Product Manager,Customer Success,G04,EMP0671,EMP0080,2,open,medium,2023-02-17,2023-06-06,,Hyderabad,IN
JR0672,REQ-2022672,JOB0688,Account Executive,Marketing,G01,EMP0791,EMP0012,1,draft,low,2023-02-03,2023-05-17,,Dallas,US
JR0673,REQ-2022673,JOB0487,Senior Software Engineer,HR,G04,EMP0334,EMP0052,3,cancelled,high,2023-01-23,2023-04-27,,San Francisco,US
JR0674,REQ-2022674,JOB0997,HRBP,HR,G01,EMP0910,EMP0007,3,cancelled,medium,2026-02-06,2026-05-22,,San Francisco,US
JR0675,REQ-2022675,JOB0490,IT Manager,Finance,G12,EMP0383,EMP0011,1,open,medium,2022-08-08,2022-10-07,,Atlanta,US
JR0676,REQ-2022676,JOB0372,Data Analyst,Legal,G10,EMP0385,EMP0077,1,cancelled,high,2024-08-02,2024-10-16,,Austin,US
JR0677,REQ-2022677,JOB0639,Product Manager,Engineering,G08,EMP0156,EMP0079,1,filled,critical,2025-08-20,2025-10-02,2026-07-09,New York,US
JR0678,REQ-2022678,JOB0645,Controller,IT,G09,EMP0421,EMP0002,1,filled,critical,2023-10-11,2023-11-30,2024-03-19,San Francisco,US
JR0679,REQ-2022679,JOB0378,Marketing Director,Operations,G05,EMP0324,EMP0033,2,open,critical,2025-08-18,2025-10-23,,Hyderabad,IN
JR0680,REQ-2022680,JOB0823,ML Engineer,IT,G04,EMP0199,EMP0041,3,on_hold,critical,2023-04-05,2023-05-19,,Atlanta,US
JR0681,REQ-2022681,JOB0395,Associate PM,IT,G04,EMP0131,EMP0053,2,on_hold,high,2023-07-27,2023-09-06,,San Francisco,US
JR0682,REQ-2022682,JOB0620,Data Scientist,Supply Chain,G02,EMP0788,EMP0048,3,open,medium,2023-05-04,2023-07-14,,Denver,US
JR0683,REQ-2022683,JOB0233,Paralegal,Customer Success,G10,EMP0782,EMP0061,1,cancelled,low,2025-11-24,2026-01-29,,Atlanta,US
JR0684,REQ-2022684,JOB0380,Accountant,Marketing,G12,EMP0177,EMP0057,2,filled,medium,2024-06-05,2024-09-10,2025-06-30,Hyderabad,IN
JR0685,REQ-2022685,JOB0273,Support Specialist,Sales,G01,EMP0534,EMP0058,1,cancelled,critical,2024-07-31,2024-10-14,,Chicago,US
JR0686,REQ-2022686,JOB0586,IT Support,Finance,G08,EMP0181,EMP0041,1,cancelled,medium,2024-01-29,2024-04-11,,Chicago,US
JR0687,REQ-2022687,JOB0761,Software Engineer,Operations,G07,EMP0418,EMP0017,2,cancelled,high,2022-08-17,2022-11-05,,Seattle,US
JR0688,REQ-2022688,JOB0001,Enterprise AE,Supply Chain,G09,EMP0436,EMP0034,3,draft,critical,2025-02-19,2025-04-02,,Denver,US
JR0689,REQ-2022689,JOB0501,Software Engineer,Legal,G12,EMP0633,EMP0058,1,on_hold,high,2024-01-31,2024-03-27,,Toronto,CA
JR0690,REQ-2022690,JOB0961,HR Generalist,Sales,G10,EMP0380,EMP0014,1,cancelled,high,2023-05-14,2023-06-18,,Dallas,US
JR0691,REQ-2022691,JOB0362,Staff Engineer,Sales,G05,EMP0529,EMP0025,2,cancelled,low,2024-10-09,2025-02-04,,Dallas,US
JR0692,REQ-2022692,JOB0081,Accountant,Finance,G09,EMP0711,EMP0023,2,open,medium,2025-06-04,2025-09-20,,San Francisco,US
JR0693,REQ-2022693,JOB0386,CS Manager,IT,G08,EMP0102,EMP0010,2,open,low,2022-05-11,2022-07-21,,San Francisco,US
JR0694,REQ-2022694,JOB0184,Legal Counsel,Finance,G09,EMP0442,EMP0077,3,on_hold,critical,2024-03-15,2024-05-31,,Denver,US
JR0695,REQ-2022695,JOB0367,Product Manager,Finance,G08,EMP0880,EMP0021,3,on_hold,low,2026-05-06,2026-07-31,,Toronto,CA
JR0696,REQ-2022696,JOB0776,Privacy Counsel,Finance,G08,EMP0292,EMP0080,1,filled,critical,2024-08-09,2024-09-23,2025-02-13,London,UK
JR0697,REQ-2022697,JOB0997,HRBP,HR,G01,EMP0686,EMP0041,3,on_hold,low,2022-11-20,2023-03-07,,San Francisco,US
JR0698,REQ-2022698,JOB0532,Data Scientist,HR,G08,EMP0976,EMP0011,1,cancelled,low,2022-03-28,2022-06-22,,Dallas,US
JR0699,REQ-2022699,JOB0007,Recruiter,Operations,G12,EMP0559,EMP0048,2,filled,medium,2024-07-29,2024-09-27,2025-07-11,Hyderabad,IN
JR0700,REQ-2022700,JOB0909,Data Scientist,Finance,G04,EMP0593,EMP0074,1,filled,high,2026-04-23,2026-06-24,2026-08-03,Hyderabad,IN
JR0701,REQ-2022701,JOB0737,Compliance Analyst,Product,G04,EMP0707,EMP0057,2,open,high,2026-03-10,2026-06-11,,New York,US
JR0702,REQ-2022702,JOB0016,Sales Manager,Product,G02,EMP0797,EMP0054,2,filled,low,2023-02-16,2023-03-24,2024-04-07,Bengaluru,IN
JR0703,REQ-2022703,JOB0718,Staff Engineer,HR,G04,EMP0369,EMP0011,2,cancelled,medium,2023-04-16,2023-07-31,,Austin,US
JR0704,REQ-2022704,JOB0553,IT Manager,Engineering,G06,EMP0917,EMP0059,2,cancelled,high,2022-05-05,2022-06-08,,Atlanta,US
JR0705,REQ-2022705,JOB0036,Senior Software Engineer,Data,G02,EMP0207,EMP0022,2,cancelled,medium,2025-05-01,2025-06-05,,Dallas,US
JR0706,REQ-2022706,JOB0403,Systems Admin,Data,G09,EMP0181,EMP0014,2,open,critical,2022-10-30,2023-01-20,,Chicago,US
JR0707,REQ-2022707,JOB0712,Data Analyst,Finance,G02,EMP0007,EMP0077,2,filled,critical,2024-03-06,2024-05-18,2024-11-11,Dallas,US
JR0708,REQ-2022708,JOB0282,Content Manager,Security,G02,EMP0969,EMP0035,2,filled,low,2022-10-17,2022-11-26,2025-01-03,Dallas,US
JR0709,REQ-2022709,JOB0640,Senior Software Engineer,Engineering,G04,EMP0634,EMP0013,3,open,critical,2025-08-18,2025-12-12,,Dallas,US
JR0710,REQ-2022710,JOB0150,Software Engineer,Product,G01,EMP0163,EMP0071,2,cancelled,medium,2026-06-14,2026-08-03,,New York,US
JR0711,REQ-2022711,JOB0287,Group PM,Marketing,G07,EMP0108,EMP0029,2,draft,low,2024-06-07,2024-09-06,,Bengaluru,IN
JR0712,REQ-2022712,JOB0408,Marketing Specialist,Supply Chain,G08,EMP0349,EMP0031,2,filled,low,2025-02-11,2025-05-10,2025-06-14,Bengaluru,IN
JR0713,REQ-2022713,JOB0132,Account Executive,Facilities,G04,EMP0690,EMP0002,3,filled,high,2024-08-22,2024-11-29,2025-04-11,New York,US
JR0714,REQ-2022714,JOB0790,Engineering Manager,Security,G10,EMP0596,EMP0031,2,draft,low,2023-02-19,2023-04-15,,Atlanta,US
JR0715,REQ-2022715,JOB0352,Systems Admin,Sales,G09,EMP0769,EMP0028,2,filled,medium,2024-04-04,2024-05-18,2025-01-12,Denver,US
JR0716,REQ-2022716,JOB0845,Cloud Engineer,Legal,G02,EMP0134,EMP0032,2,draft,low,2022-04-25,2022-06-17,,Seattle,US
JR0717,REQ-2022717,JOB0829,Privacy Counsel,HR,G09,EMP0321,EMP0052,2,cancelled,high,2026-05-29,2026-09-24,,London,UK
JR0718,REQ-2022718,JOB0156,Senior Software Engineer,Security,G08,EMP0138,EMP0062,1,open,high,2024-07-12,2024-10-13,,New York,US
JR0719,REQ-2022719,JOB0807,Group PM,Security,G03,EMP0580,EMP0074,2,cancelled,high,2022-12-24,2023-03-11,,Dallas,US
JR0720,REQ-2022720,JOB0197,Staff Engineer,Finance,G09,EMP0339,EMP0002,2,draft,high,2024-09-30,2025-01-10,,Austin,US
JR0721,REQ-2022721,JOB0931,Marketing Specialist,Engineering,G09,EMP0110,EMP0068,1,open,medium,2023-05-30,2023-06-29,,Toronto,CA
JR0722,REQ-2022722,JOB0016,Sales Manager,Product,G02,EMP0078,EMP0072,3,cancelled,high,2026-02-13,2026-04-04,,Bengaluru,IN
JR0723,REQ-2022723,JOB0312,Staff Engineer,Facilities,G10,EMP0993,EMP0049,3,draft,high,2023-01-04,2023-03-04,,Austin,US
JR0724,REQ-2022724,JOB0691,Product Manager,Security,G07,EMP0247,EMP0039,2,draft,high,2025-09-17,2026-01-03,,Seattle,US
JR0725,REQ-2022725,JOB0285,Enterprise AE,Security,G08,EMP0066,EMP0020,2,open,low,2025-09-30,2026-01-27,,Hyderabad,IN
