invoice_id,customer_id,invoice_date,due_date,amount_due,tax_amount,total_amount,status
INVF36267B0D7,CUST100087832,2026-03-01,2026-03-22,203.09,16.25,219.34,Paid
INVED6C9C2277,CUST100097803,2026-01-14,2026-02-04,85.85,6.87,92.72,Unpaid
INV724E651AF5,CUST100043552,2025-10-31,2025-11-21,22.01,1.76,23.77,Paid
INV5A8174D09A,CUST100002665,2026-07-05,2026-07-26,88.78,7.1,95.88,Paid
INVE8A68E06FE,CUST100013967,2026-01-19,2026-02-09,193.8,15.5,209.3,Unpaid
INV35D37FB04E,CUST100053149,2025-09-25,2025-10-16,215.62,17.25,232.87,Paid
INV18FD4D0013,CUST100005770,2026-05-04,2026-05-25,340.5,27.24,367.74,Paid
INVC52524E21A,CUST100044891,2026-07-10,2026-07-31,225.23,18.02,243.25,Paid
INV5C29F67574,CUST100068504,2025-08-07,2025-08-28,186.79,14.94,201.73,Unpaid
INV0ADE829EA4,CUST100017585,2025-11-21,2025-12-12,91.75,7.34,99.09,Paid
INV7FA550CD06,CUST100005939,2026-07-02,2026-07-23,307.79,24.62,332.41,Overdue
INVBDEA420B1A,CUST100026729,2026-04-16,2026-05-07,271.47,21.72,293.19,Paid
INVA27A9CA353,CUST100055153,2026-07-08,2026-07-29,312.34,24.99,337.33,Paid
INVDD808C0ABC,CUST100098325,2026-03-21,2026-04-11,181.17,14.49,195.66,Paid
INV833389730D,CUST100065527,2025-12-07,2025-12-28,265.14,21.21,286.35,Paid
INVB1F6E6C78A,CUST100002780,2025-12-16,2026-01-06,47.32,3.79,51.11,Unpaid
INVCAF948397B,CUST100064215,2026-02-25,2026-03-18,339.93,27.19,367.12,Paid
INV671DBCE332,CUST100071794,2025-10-02,2025-10-23,185.06,14.8,199.86,Paid
INVEBEC935769,CUST100075195,2025-08-07,2025-08-28,229.46,18.36,247.82,Paid
INVC95E102600,CUST100082003,2025-09-06,2025-09-27,209.5,16.76,226.26,Partially Paid
INV720037FAF8,CUST100064494,2025-09-13,2025-10-04,39.9,3.19,43.09,Overdue
INVAF6B5BC1FD,CUST100025345,2025-10-27,2025-11-17,222.05,17.76,239.81,Paid
INV959561102A,CUST100034516,2025-09-27,2025-10-18,381.3,30.5,411.8,Paid
INV92A5FCC29D,CUST100085727,2026-01-03,2026-01-24,328.83,26.31,355.14,Paid
INVA130C88C40,CUST100022907,2026-04-29,2026-05-20,119.82,9.59,129.41,Paid
INV930A629880,CUST100016362,2025-09-01,2025-09-22,138.42,11.07,149.49,Paid
INV1F3C41D56B,CUST100026569,2025-10-21,2025-11-11,375.44,30.04,405.48,Partially Paid
INVAF2D9C84EB,CUST100012032,2025-10-20,2025-11-10,101.7,8.14,109.84,Unpaid
INV806828846C,CUST100072168,2025-08-17,2025-09-07,215.61,17.25,232.86,Paid
INVB42CB4AC59,CUST100035689,2025-08-10,2025-08-31,330.75,26.46,357.21,Unpaid
INVE73296AC71,CUST100084099,2026-03-21,2026-04-11,349.23,27.94,377.17,Overdue
INVA42C44D2C3,CUST100045078,2026-01-11,2026-02-01,301.85,24.15,326.0,Paid
INV3AEF7E1791,CUST100091787,2025-11-11,2025-12-02,156.57,12.53,169.1,Paid
INV632B662628,CUST100074460,2025-09-17,2025-10-08,376.37,30.11,406.48,Paid
INV0F70F18000,CUST100070498,2026-06-30,2026-07-21,22.74,1.82,24.56,Unpaid
INV0D89350D74,CUST100037067,2026-03-22,2026-04-12,316.33,25.31,341.64,Paid
INVD7747EF9E8,CUST100088656,2026-01-03,2026-01-24,335.78,26.86,362.64,Paid
INV7C8559F2A2,CUST100092423,2026-01-06,2026-01-27,290.95,23.28,314.23,Paid
INV938B5B5101,CUST100044533,2026-04-07,2026-04-28,272.7,21.82,294.52,Overdue
INV4DC09DDD67,CUST100040745,2026-07-02,2026-07-23,36.73,2.94,39.67,Paid
INVA31BCECB06,CUST100099198,2026-04-01,2026-04-22,345.99,27.68,373.67,Partially Paid
INVACF7ACD7E8,CUST100076173,2026-04-10,2026-05-01,369.91,29.59,399.5,Unpaid
INV7E5973E749,CUST100007280,2026-01-02,2026-01-23,54.56,4.36,58.92,Paid
INVDA7BB8A44D,CUST100033106,2026-04-27,2026-05-18,116.93,9.35,126.28,Partially Paid
INVFEBC831436,CUST100037751,2025-09-19,2025-10-10,245.42,19.63,265.05,Paid
INV15BBA00709,CUST100004790,2025-09-01,2025-09-22,278.62,22.29,300.91,Paid
INVBDC273EF18,CUST100007390,2025-11-09,2025-11-30,128.75,10.3,139.05,Paid
INVCFB129CD3E,CUST100055311,2025-10-21,2025-11-11,103.42,8.27,111.69,Paid
INV1C2827DB8E,CUST100062588,2026-03-07,2026-03-28,273.36,21.87,295.23,Paid
INVB5DE131947,CUST100098089,2026-06-07,2026-06-28,349.88,27.99,377.87,Paid
INV3EAF4DE9E1,CUST100045530,2026-05-28,2026-06-18,196.62,15.73,212.35,Paid
INVB5BCF850F6,CUST100067643,2025-10-27,2025-11-17,325.64,26.05,351.69,Unpaid
INVD2892C5E7C,CUST100077161,2026-02-11,2026-03-04,29.91,2.39,32.3,Paid
INV2C6226C8EF,CUST100001514,2025-11-15,2025-12-06,213.92,17.11,231.03,Paid
INV0C0AAAE13F,CUST100029314,2026-06-22,2026-07-13,163.95,13.12,177.07,Paid
INVB710C34711,CUST100040509,2025-12-25,2026-01-15,65.93,5.27,71.2,Paid
INV2C3CF5BE3A,CUST100062699,2026-03-17,2026-04-07,87.04,6.96,94.0,Paid
INV32E9A542F3,CUST100068640,2026-01-01,2026-01-22,224.39,17.95,242.34,Overdue
INV85375EC2E2,CUST100087895,2025-08-23,2025-09-13,35.87,2.87,38.74,Partially Paid
INVE6F85CD277,CUST100018489,2026-04-08,2026-04-29,316.6,25.33,341.93,Paid
INVF206682D9E,CUST100068782,2025-10-18,2025-11-08,129.04,10.32,139.36,Paid
INV28CFDC58E9,CUST100068721,2026-06-04,2026-06-25,268.94,21.52,290.46,Overdue
INVE7AD11F418,CUST100069305,2025-10-26,2025-11-16,383.28,30.66,413.94,Unpaid
INVF1E97EA77F,CUST100039020,2025-11-06,2025-11-27,166.93,13.35,180.28,Paid
INV91B3707C44,CUST100006184,2026-01-18,2026-02-08,217.52,17.4,234.92,Paid
INV591AE36AF7,CUST100089294,2026-03-05,2026-03-26,389.14,31.13,420.27,Paid
INV07413E3B18,CUST100017064,2025-11-04,2025-11-25,79.07,6.33,85.4,Paid
INVC0672A570F,CUST100045179,2026-04-30,2026-05-21,313.71,25.1,338.81,Paid
INV88A2A0CC81,CUST100023995,2025-09-17,2025-10-08,376.97,30.16,407.13,Overdue
INV664798A3F4,CUST100036239,2026-05-10,2026-05-31,70.82,5.67,76.49,Overdue
INV09E5C7E421,CUST100042397,2026-01-30,2026-02-20,209.88,16.79,226.67,Paid
INVFB102A88FE,CUST100040636,2026-06-22,2026-07-13,311.29,24.9,336.19,Overdue
INVE4243311A8,CUST100008263,2026-07-01,2026-07-22,281.47,22.52,303.99,Paid
INV6436BF54CA,CUST100050938,2026-06-24,2026-07-15,42.53,3.4,45.93,Unpaid
INV3FB0DBEF27,CUST100043622,2025-09-02,2025-09-23,56.13,4.49,60.62,Unpaid
INV5D2FAD6C30,CUST100054856,2026-06-11,2026-07-02,272.92,21.83,294.75,Paid
INV06233211FE,CUST100009167,2025-09-14,2025-10-05,349.23,27.94,377.17,Paid
INVB7E069B1A8,CUST100020877,2026-02-22,2026-03-15,58.32,4.67,62.99,Paid
INV0C1F3608EC,CUST100053789,2025-12-11,2026-01-01,178.01,14.24,192.25,Paid
INV20BD077FF7,CUST100085931,2026-01-29,2026-02-19,336.95,26.96,363.91,Paid
INV90F8A55B7E,CUST100087709,2025-12-08,2025-12-29,386.64,30.93,417.57,Partially Paid
INVB56B19938E,CUST100045832,2026-06-07,2026-06-28,284.22,22.74,306.96,Paid
INVC23FAAEEE1,CUST100031333,2026-03-16,2026-04-06,275.25,22.02,297.27,Overdue
INV0A3B55E7E6,CUST100045374,2026-01-11,2026-02-01,264.97,21.2,286.17,Partially Paid
INVE82A54EEAE,CUST100069373,2025-10-13,2025-11-03,171.3,13.7,185.0,Paid
INV2D5D148BBD,CUST100034715,2026-02-17,2026-03-10,30.36,2.43,32.79,Paid
INV34B0FF73CF,CUST100004363,2026-06-25,2026-07-16,200.23,16.02,216.25,Unpaid
INV7A6D8090F1,CUST100027579,2025-11-17,2025-12-08,208.57,16.69,225.26,Paid
INV5AC930211C,CUST100005424,2025-10-31,2025-11-21,138.9,11.11,150.01,Overdue
INVBAC5306BA2,CUST100089948,2026-04-13,2026-05-04,24.76,1.98,26.74,Paid
INVC69480462C,CUST100007287,2025-09-17,2025-10-08,271.79,21.74,293.53,Paid
INV0218121018,CUST100062015,2026-03-11,2026-04-01,211.4,16.91,228.31,Paid
INVC44FCA7879,CUST100077382,2025-10-12,2025-11-02,230.64,18.45,249.09,Paid
INV8EFB539696,CUST100048943,2025-09-08,2025-09-29,173.39,13.87,187.26,Paid
INV9867291F0A,CUST100086070,2026-06-18,2026-07-09,323.77,25.9,349.67,Paid
INV83B0FFE142,CUST100094531,2026-02-20,2026-03-13,154.87,12.39,167.26,Overdue
INV0BB097FE31,CUST100086117,2026-07-11,2026-08-01,372.66,29.81,402.47,Paid
INVB087A6D867,CUST100069125,2025-09-02,2025-09-23,242.92,19.43,262.35,Partially Paid
INV679D30C824,CUST100004730,2026-04-29,2026-05-20,108.54,8.68,117.22,Paid
INVDBF07FFB30,CUST100079360,2025-12-02,2025-12-23,211.38,16.91,228.29,Partially Paid
INV0EF3C7BEF1,CUST100019093,2026-05-11,2026-06-01,52.14,4.17,56.31,Unpaid
INVF740D6088E,CUST100053443,2026-05-23,2026-06-13,103.5,8.28,111.78,Paid
INV1F1766AD12,CUST100021448,2026-06-18,2026-07-09,74.09,5.93,80.02,Paid
INVB47F015A1D,CUST100012424,2025-10-28,2025-11-18,84.26,6.74,91.0,Unpaid
INV94431CF8D3,CUST100052398,2026-07-19,2026-08-09,41.86,3.35,45.21,Partially Paid
INV56399D2DD4,CUST100071471,2025-12-23,2026-01-13,58.37,4.67,63.04,Partially Paid
INVE958E96BC7,CUST100000761,2025-09-03,2025-09-24,314.08,25.13,339.21,Paid
INVFDE261EBB9,CUST100021912,2025-09-17,2025-10-08,27.28,2.18,29.46,Overdue
INV366AEDC361,CUST100075894,2026-01-31,2026-02-21,284.97,22.8,307.77,Paid
INV67F3784E65,CUST100089471,2025-08-27,2025-09-17,266.14,21.29,287.43,Unpaid
INVF5B80B733D,CUST100097989,2025-09-08,2025-09-29,41.11,3.29,44.4,Paid
INV9C668A5A0C,CUST100060416,2026-06-08,2026-06-29,380.95,30.48,411.43,Overdue
INVF8D696EAE8,CUST100018903,2025-10-30,2025-11-20,83.36,6.67,90.03,Unpaid
INVD26BB92965,CUST100035652,2026-04-26,2026-05-17,398.29,31.86,430.15,Paid
INV637FA68840,CUST100004736,2026-02-23,2026-03-16,44.25,3.54,47.79,Overdue
INVC213B9CD15,CUST100018612,2026-03-10,2026-03-31,87.55,7.0,94.55,Overdue
INV3135D4D74E,CUST100044740,2026-01-20,2026-02-10,146.63,11.73,158.36,Paid
INV0A52A50095,CUST100018937,2025-08-05,2025-08-26,131.24,10.5,141.74,Paid
INVA71D1A4721,CUST100021134,2026-04-26,2026-05-17,346.73,27.74,374.47,Paid
INVFBC98381AA,CUST100018677,2026-05-19,2026-06-09,363.69,29.1,392.79,Paid
INVBE360D6F40,CUST100074847,2026-01-29,2026-02-19,148.3,11.86,160.16,Paid
INVEED835BF9A,CUST100005090,2026-04-20,2026-05-11,267.21,21.38,288.59,Overdue
INVCE9D237766,CUST100035396,2026-03-07,2026-03-28,319.61,25.57,345.18,Paid
INV9D9C3417CA,CUST100004294,2026-06-27,2026-07-18,205.49,16.44,221.93,Overdue
INV08F00EA7B5,CUST100046315,2025-12-31,2026-01-21,159.77,12.78,172.55,Paid
INV63CF1C68A4,CUST100024146,2026-06-22,2026-07-13,67.21,5.38,72.59,Paid
INVFA4E3B0068,CUST100058964,2026-01-10,2026-01-31,344.54,27.56,372.1,Unpaid
INV900F2703CA,CUST100006522,2026-04-04,2026-04-25,176.52,14.12,190.64,Paid
INVBE8024430A,CUST100014356,2026-03-13,2026-04-03,55.45,4.44,59.89,Unpaid
INVD579A750AA,CUST100028949,2025-08-17,2025-09-07,246.91,19.75,266.66,Paid
INVD664C80E22,CUST100033894,2025-08-15,2025-09-05,61.18,4.89,66.07,Partially Paid
INVADF5C2FDC7,CUST100010930,2026-03-18,2026-04-08,131.36,10.51,141.87,Paid
INV5606EE6B6E,CUST100085723,2026-01-10,2026-01-31,196.2,15.7,211.9,Paid
INV9F4CEF2A56,CUST100000161,2025-11-13,2025-12-04,272.1,21.77,293.87,Paid
INVA61755C418,CUST100007799,2025-09-29,2025-10-20,229.38,18.35,247.73,Unpaid
INV3CD92A05EE,CUST100060277,2026-03-29,2026-04-19,65.71,5.26,70.97,Paid
INV2F80F49EAF,CUST100041638,2025-09-01,2025-09-22,173.8,13.9,187.7,Paid
INVC97EEAAC4C,CUST100051403,2026-01-23,2026-02-13,165.92,13.27,179.19,Unpaid
INV5A4082E340,CUST100083872,2026-01-26,2026-02-16,272.23,21.78,294.01,Partially Paid
INV61ED3536F7,CUST100090658,2026-07-23,2026-08-13,315.89,25.27,341.16,Paid
INV509BEE4ED6,CUST100070017,2025-09-22,2025-10-13,227.2,18.18,245.38,Paid
INVF15231DC89,CUST100005010,2026-01-23,2026-02-13,352.05,28.16,380.21,Paid
INV51ACE9B6C0,CUST100016985,2025-08-25,2025-09-15,101.31,8.1,109.41,Paid
INVB9569927DA,CUST100081878,2025-09-20,2025-10-11,387.84,31.03,418.87,Paid
INVC62B68DAA6,CUST100052516,2025-08-21,2025-09-11,240.87,19.27,260.14,Overdue
INV818E79B59C,CUST100031139,2026-04-14,2026-05-05,376.91,30.15,407.06,Paid
INVAA7AD34F29,CUST100092778,2026-01-30,2026-02-20,263.59,21.09,284.68,Paid
INVDCFA7C9A7E,CUST100030970,2025-09-23,2025-10-14,146.56,11.72,158.28,Paid
INV5A9417B277,CUST100071248,2025-11-09,2025-11-30,170.83,13.67,184.5,Paid
INV988231FEAF,CUST100007997,2025-08-18,2025-09-08,55.04,4.4,59.44,Partially Paid
INV338757508A,CUST100093074,2026-06-14,2026-07-05,393.08,31.45,424.53,Paid
INV7EE5EC0992,CUST100023670,2026-05-01,2026-05-22,258.67,20.69,279.36,Overdue
INV9989AD7247,CUST100016824,2026-01-01,2026-01-22,254.63,20.37,275.0,Paid
INV177AE3FEF7,CUST100073898,2026-02-16,2026-03-09,344.69,27.58,372.27,Partially Paid
INV669E056E43,CUST100098441,2026-03-08,2026-03-29,103.81,8.3,112.11,Unpaid
INV02BF74E3EC,CUST100019741,2026-04-04,2026-04-25,325.01,26.0,351.01,Paid
INV4F46DA3AF7,CUST100070263,2025-11-27,2025-12-18,214.71,17.18,231.89,Paid
INVCCE4803562,CUST100063257,2025-08-21,2025-09-11,265.91,21.27,287.18,Unpaid
INVB0ADF061D0,CUST100025158,2026-04-28,2026-05-19,254.6,20.37,274.97,Partially Paid
INV178D079D48,CUST100068243,2026-01-23,2026-02-13,124.74,9.98,134.72,Partially Paid
INVF63A1EC872,CUST100057044,2026-04-28,2026-05-19,174.34,13.95,188.29,Paid
INV7472405876,CUST100046243,2025-12-20,2026-01-10,80.05,6.4,86.45,Partially Paid
INV6A7942DCDA,CUST100003772,2026-04-09,2026-04-30,395.03,31.6,426.63,Paid
INV2297C3D349,CUST100057771,2026-01-07,2026-01-28,98.03,7.84,105.87,Paid
INVF397BF6A34,CUST100091274,2025-10-18,2025-11-08,176.24,14.1,190.34,Paid
INV0D04261F20,CUST100029661,2025-10-11,2025-11-01,298.24,23.86,322.1,Overdue
INV4D5E9864D7,CUST100078464,2026-03-04,2026-03-25,271.15,21.69,292.84,Overdue
INVA3273C5FE6,CUST100022471,2026-02-19,2026-03-12,226.7,18.14,244.84,Partially Paid
INV63F06CF664,CUST100033575,2025-09-28,2025-10-19,260.33,20.83,281.16,Paid
INV702CA3D5B4,CUST100052886,2026-04-05,2026-04-26,211.7,16.94,228.64,Paid
INV4A97BA85EC,CUST100065497,2026-05-14,2026-06-04,45.25,3.62,48.87,Paid
INV257D348837,CUST100001519,2025-12-14,2026-01-04,49.95,4.0,53.95,Paid
INVAC76D789EB,CUST100036359,2025-11-10,2025-12-01,103.09,8.25,111.34,Paid
INVF289399624,CUST100096680,2025-11-29,2025-12-20,298.91,23.91,322.82,Overdue
INV2ADAFCA048,CUST100064867,2025-08-14,2025-09-04,102.28,8.18,110.46,Paid
INV5B09D6EBF5,CUST100095602,2026-06-03,2026-06-24,90.21,7.22,97.43,Paid
INV14574CFE29,CUST100020830,2026-06-21,2026-07-12,148.91,11.91,160.82,Unpaid
INV9271B1059B,CUST100081985,2025-12-28,2026-01-18,25.04,2.0,27.04,Partially Paid
INVD12829D19E,CUST100067535,2026-03-24,2026-04-14,121.39,9.71,131.1,Paid
INV81B5D75508,CUST100045073,2026-07-10,2026-07-31,224.24,17.94,242.18,Paid
INV27079E1871,CUST100075638,2026-01-29,2026-02-19,241.17,19.29,260.46,Paid
INVD81C5970EE,CUST100008484,2026-01-30,2026-02-20,345.09,27.61,372.7,Overdue
INVEAE20DF20C,CUST100092487,2026-07-01,2026-07-22,113.83,9.11,122.94,Unpaid
INVB3DDBEF263,CUST100056787,2026-03-11,2026-04-01,398.3,31.86,430.16,Paid
INV79968D8550,CUST100062280,2026-07-17,2026-08-07,60.7,4.86,65.56,Paid
INVB442879FE8,CUST100061984,2025-09-18,2025-10-09,392.07,31.37,423.44,Paid
INV3348CB7BFD,CUST100083992,2025-08-07,2025-08-28,110.75,8.86,119.61,Unpaid
INV0DB061E783,CUST100001568,2025-08-04,2025-08-25,330.61,26.45,357.06,Paid
INVDE9F305494,CUST100015071,2026-03-20,2026-04-10,24.34,1.95,26.29,Paid
INV27F57F33E3,CUST100092030,2025-10-04,2025-10-25,169.25,13.54,182.79,Partially Paid
INVBE8AB662B3,CUST100032019,2025-08-02,2025-08-23,29.23,2.34,31.57,Paid
INV85E4C9DD87,CUST100040723,2025-09-05,2025-09-26,28.28,2.26,30.54,Unpaid
INV3A6E0D13F3,CUST100076889,2025-09-04,2025-09-25,211.41,16.91,228.32,Unpaid
INVB5F936166D,CUST100045699,2025-10-20,2025-11-10,240.58,19.25,259.83,Paid
INVD4EBAB0B7F,CUST100011883,2026-01-20,2026-02-10,32.53,2.6,35.13,Paid
INV2EB468A811,CUST100014503,2026-07-23,2026-08-13,60.01,4.8,64.81,Paid
INV6B93A6FBE8,CUST100033512,2026-02-19,2026-03-12,364.71,29.18,393.89,Overdue
INVD70A776555,CUST100051386,2025-09-21,2025-10-12,122.94,9.84,132.78,Unpaid
INV79A839F8D2,CUST100047381,2025-12-03,2025-12-24,229.85,18.39,248.24,Unpaid
INVE53CACDC5A,CUST100056314,2025-11-10,2025-12-01,71.11,5.69,76.8,Unpaid
INV949B66CA26,CUST100066202,2026-07-20,2026-08-10,389.54,31.16,420.7,Paid
INVCB28D188AE,CUST100023044,2025-12-05,2025-12-26,308.54,24.68,333.22,Paid
INV5275DE261B,CUST100027758,2026-01-27,2026-02-17,313.52,25.08,338.6,Paid
INVD906C124BF,CUST100044035,2026-05-22,2026-06-12,376.38,30.11,406.49,Paid
INVE4ADDC9B7B,CUST100092039,2025-11-02,2025-11-23,394.97,31.6,426.57,Unpaid
INV0DFF3690EA,CUST100044984,2026-01-02,2026-01-23,81.15,6.49,87.64,Paid
INV0A3A45DCBC,CUST100052826,2025-09-07,2025-09-28,221.23,17.7,238.93,Paid
INV24FD07A580,CUST100027165,2026-04-01,2026-04-22,281.5,22.52,304.02,Paid
INV1B30F57853,CUST100075504,2026-06-04,2026-06-25,103.88,8.31,112.19,Paid
INV1CE820A580,CUST100095122,2026-02-19,2026-03-12,72.43,5.79,78.22,Paid
INV31666555FB,CUST100075731,2026-05-10,2026-05-31,351.08,28.09,379.17,Paid
INVCA12E68CEB,CUST100075409,2025-08-10,2025-08-31,389.6,31.17,420.77,Partially Paid
INV10E0A9C242,CUST100044149,2026-04-26,2026-05-17,124.18,9.93,134.11,Paid
INV76DBB10E89,CUST100044877,2025-10-17,2025-11-07,324.86,25.99,350.85,Paid
INVB6D856B758,CUST100060702,2026-02-03,2026-02-24,355.69,28.46,384.15,Paid
INV8A95F197D9,CUST100004986,2025-11-26,2025-12-17,245.38,19.63,265.01,Paid
INVD7129B06C0,CUST100004580,2026-06-07,2026-06-28,144.11,11.53,155.64,Paid
INV3207360C77,CUST100017780,2026-01-02,2026-01-23,376.27,30.1,406.37,Paid
INV8A43545FD5,CUST100036410,2025-09-04,2025-09-25,304.07,24.33,328.4,Paid
INV532D91D7D6,CUST100014213,2025-08-18,2025-09-08,356.0,28.48,384.48,Paid
INV9C691465B2,CUST100033831,2025-11-05,2025-11-26,25.2,2.02,27.22,Paid
INV76CF27D3CF,CUST100058566,2026-03-17,2026-04-07,346.26,27.7,373.96,Unpaid
INV4EC738633C,CUST100074285,2025-12-12,2026-01-02,102.56,8.2,110.76,Paid
INVC6BBF4E0A0,CUST100005713,2025-08-27,2025-09-17,98.7,7.9,106.6,Paid
INV33DA938A04,CUST100047246,2025-08-23,2025-09-13,39.32,3.15,42.47,Paid
INV750F9562D0,CUST100025166,2025-11-27,2025-12-18,301.14,24.09,325.23,Overdue
INV8B386D9FF0,CUST100048246,2025-10-09,2025-10-30,364.42,29.15,393.57,Partially Paid
INV8E06EF2690,CUST100091244,2026-03-22,2026-04-12,267.86,21.43,289.29,Paid
INVF8B81B3CD5,CUST100045161,2026-01-18,2026-02-08,372.78,29.82,402.6,Paid
INV3BD50737B3,CUST100069957,2026-04-06,2026-04-27,345.37,27.63,373.0,Unpaid
INVD326B2815E,CUST100080838,2025-08-05,2025-08-26,275.03,22.0,297.03,Paid
INV6D41878721,CUST100047918,2026-03-20,2026-04-10,89.64,7.17,96.81,Unpaid
INVC219454FA9,CUST100098658,2026-06-11,2026-07-02,153.56,12.28,165.84,Paid
INVA2161E7476,CUST100099502,2025-09-16,2025-10-07,369.8,29.58,399.38,Unpaid
INVA8D86CC6E9,CUST100055909,2025-08-12,2025-09-02,51.74,4.14,55.88,Unpaid
INVC245F0AE47,CUST100023920,2026-02-10,2026-03-03,331.2,26.5,357.7,Unpaid
INV8187F95D78,CUST100062182,2026-06-13,2026-07-04,96.61,7.73,104.34,Paid
INVC5AE5C0328,CUST100048324,2026-05-23,2026-06-13,263.56,21.08,284.64,Overdue
INV74ECF1EE25,CUST100061963,2026-02-10,2026-03-03,319.24,25.54,344.78,Paid
INV331D223928,CUST100085202,2025-10-31,2025-11-21,98.21,7.86,106.07,Paid
INV567102FD95,CUST100017381,2026-06-27,2026-07-18,299.91,23.99,323.9,Paid
INV6B1F10D222,CUST100057803,2026-01-13,2026-02-03,96.77,7.74,104.51,Overdue
INV0B23A4ADEF,CUST100032958,2026-04-03,2026-04-24,182.86,14.63,197.49,Partially Paid
INV32E0CBA801,CUST100098131,2025-11-24,2025-12-15,143.68,11.49,155.17,Paid
INVD0B2448701,CUST100029538,2026-04-27,2026-05-18,285.06,22.8,307.86,Unpaid
INVCA0B2495D0,CUST100024860,2026-06-14,2026-07-05,65.32,5.23,70.55,Paid
INV8AB234FA12,CUST100098256,2025-08-08,2025-08-29,181.83,14.55,196.38,Paid
INV9BAF571335,CUST100021623,2026-01-01,2026-01-22,259.46,20.76,280.22,Paid
INVE05AD68315,CUST100017624,2026-03-10,2026-03-31,103.07,8.25,111.32,Unpaid
INVE3E1551712,CUST100060847,2026-05-29,2026-06-19,204.26,16.34,220.6,Paid
INV9FA2DEE697,CUST100026825,2026-06-21,2026-07-12,21.6,1.73,23.33,Unpaid
INVCB5AF94F7B,CUST100059122,2025-09-12,2025-10-03,133.26,10.66,143.92,Paid
INVEE94125D4F,CUST100077275,2025-08-21,2025-09-11,106.03,8.48,114.51,Paid
INVCC057B3D0E,CUST100049016,2026-02-13,2026-03-06,358.17,28.65,386.82,Unpaid
INV464F8BA788,CUST100053315,2025-10-06,2025-10-27,117.84,9.43,127.27,Unpaid
INV8FC0C3AE21,CUST100034928,2026-05-02,2026-05-23,342.21,27.38,369.59,Paid
INV9EBB434BD2,CUST100071152,2025-12-06,2025-12-27,163.86,13.11,176.97,Paid
INVC71C49A6BB,CUST100051310,2025-08-14,2025-09-04,215.69,17.26,232.95,Paid
INV32CEA1C55A,CUST100028192,2025-11-24,2025-12-15,112.49,9.0,121.49,Paid
INVF392E53091,CUST100061904,2025-12-02,2025-12-23,66.98,5.36,72.34,Partially Paid
INV444B434281,CUST100046693,2026-03-04,2026-03-25,362.17,28.97,391.14,Unpaid
INVB1188EB11D,CUST100001285,2025-08-08,2025-08-29,292.02,23.36,315.38,Paid
INVD785284F1D,CUST100049462,2025-11-02,2025-11-23,116.61,9.33,125.94,Paid
INV1B61414EBF,CUST100091256,2026-06-25,2026-07-16,399.95,32.0,431.95,Paid
INV0125550463,CUST100052795,2026-03-26,2026-04-16,195.0,15.6,210.6,Paid
INVBC4EE45177,CUST100019193,2025-11-26,2025-12-17,301.8,24.14,325.94,Paid
INVF8C164EEE0,CUST100017306,2026-04-06,2026-04-27,206.77,16.54,223.31,Paid
INV2DBC940826,CUST100017906,2026-03-29,2026-04-19,346.61,27.73,374.34,Paid
INVB24E13143D,CUST100032589,2026-06-23,2026-07-14,394.52,31.56,426.08,Paid
INV5E39F29C28,CUST100036667,2026-02-03,2026-02-24,75.39,6.03,81.42,Paid
INVF57E814C71,CUST100045371,2025-09-16,2025-10-07,201.16,16.09,217.25,Paid
INV2983366994,CUST100097237,2025-08-15,2025-09-05,110.96,8.88,119.84,Overdue
INV5C96FD2835,CUST100056659,2026-04-12,2026-05-03,189.14,15.13,204.27,Partially Paid
INVF7014E50A7,CUST100067917,2026-05-08,2026-05-29,258.42,20.67,279.09,Paid
INV1F7ED21D52,CUST100078790,2026-02-10,2026-03-03,380.85,30.47,411.32,Partially Paid
INV186361FEBF,CUST100061271,2026-04-12,2026-05-03,393.8,31.5,425.3,Paid
INV1700CD7274,CUST100065156,2026-04-08,2026-04-29,221.62,17.73,239.35,Paid
INV1CF3DA9187,CUST100018227,2025-11-28,2025-12-19,140.18,11.21,151.39,Partially Paid
INV8F8BA29F49,CUST100041330,2026-04-30,2026-05-21,127.32,10.19,137.51,Paid
INV8CE76658D7,CUST100093766,2026-05-08,2026-05-29,72.43,5.79,78.22,Paid
INVFF84CED620,CUST100084758,2025-10-09,2025-10-30,218.91,17.51,236.42,Paid
INV6BCD2970BA,CUST100083535,2026-06-10,2026-07-01,102.83,8.23,111.06,Paid
INV22A5EAF986,CUST100095081,2025-09-03,2025-09-24,54.81,4.38,59.19,Paid
INV6CF64FE4FC,CUST100012195,2025-12-16,2026-01-06,142.84,11.43,154.27,Overdue
INVA9E9A70507,CUST100024565,2026-07-23,2026-08-13,278.61,22.29,300.9,Paid
INV7DB26FB133,CUST100012368,2026-05-13,2026-06-03,155.23,12.42,167.65,Paid
INV302D6FB107,CUST100011367,2025-08-04,2025-08-25,98.04,7.84,105.88,Paid
INV62400F2930,CUST100061242,2026-05-01,2026-05-22,357.04,28.56,385.6,Paid
INVB216705390,CUST100087211,2025-10-20,2025-11-10,252.62,20.21,272.83,Partially Paid
INVF2594BB69B,CUST100054197,2025-10-23,2025-11-13,285.92,22.87,308.79,Paid
INVADFD3E74D1,CUST100044288,2026-05-23,2026-06-13,304.82,24.39,329.21,Paid
INVAC8FCE6583,CUST100061151,2025-11-18,2025-12-09,52.44,4.2,56.64,Paid
