customer_id,product_recommended,propensity_score,score_date
CUST100018491,Family Plan Upgrade,0.2455,2026-07-04
CUST100003899,5G Handset Upgrade,0.6076,2026-07-07
CUST100072135,International Roaming Pack,0.778,2026-07-10
CUST100095445,Family Plan Upgrade,0.2543,2026-07-20
CUST100024970,Streaming Bundle,0.3408,2026-07-07
CUST100085742,Device Insurance,0.5978,2026-07-22
CUST100043762,International Roaming Pack,0.7841,2026-07-23
CUST100092784,Device Insurance,0.1153,2026-07-08
CUST100006364,Home Security Add-on,0.1429,2026-07-19
CUST100039344,Family Plan Upgrade,0.6786,2026-07-19
CUST100047615,International Roaming Pack,0.7692,2026-07-19
CUST100087447,Family Plan Upgrade,0.9075,2026-07-07
CUST100053529,Home Security Add-on,0.8691,2026-07-10
CUST100037207,Streaming Bundle,0.8468,2026-07-02
CUST100037557,Home Security Add-on,0.5709,2026-07-08
CUST100032355,International Roaming Pack,0.0174,2026-07-18
CUST100055297,5G Handset Upgrade,0.4253,2026-07-18
CUST100090442,Family Plan Upgrade,0.3264,2026-07-20
CUST100039296,International Roaming Pack,0.191,2026-07-06
CUST100098515,International Roaming Pack,0.3855,2026-07-16
CUST100052934,Streaming Bundle,0.0613,2026-07-09
CUST100006293,5G Handset Upgrade,0.3569,2026-07-11
CUST100064060,5G Handset Upgrade,0.8485,2026-07-04
CUST100030742,International Roaming Pack,0.5271,2026-07-12
CUST100010262,Streaming Bundle,0.0612,2026-07-15
CUST100071684,Family Plan Upgrade,0.0834,2026-07-22
CUST100098766,5G Handset Upgrade,0.619,2026-07-14
CUST100022066,Device Insurance,0.7483,2026-07-08
CUST100073081,Streaming Bundle,0.4721,2026-07-14
CUST100009094,International Roaming Pack,0.6617,2026-07-06
CUST100052847,International Roaming Pack,0.0233,2026-07-19
CUST100031876,5G Handset Upgrade,0.9571,2026-07-04
CUST100043671,Device Insurance,0.9754,2026-07-10
CUST100012906,International Roaming Pack,0.0902,2026-07-17
CUST100034923,Home Security Add-on,0.3202,2026-07-12
CUST100052712,International Roaming Pack,0.7616,2026-07-05
CUST100040071,Device Insurance,0.9598,2026-07-23
CUST100084145,Streaming Bundle,0.6137,2026-07-06
CUST100028191,Family Plan Upgrade,0.6021,2026-07-02
CUST100098816,Device Insurance,0.3756,2026-07-01
CUST100019158,International Roaming Pack,0.7185,2026-07-20
CUST100008869,Home Security Add-on,0.5931,2026-07-13
CUST100072442,International Roaming Pack,0.7688,2026-07-07
CUST100004845,5G Handset Upgrade,0.1144,2026-07-21
CUST100036572,International Roaming Pack,0.1978,2026-07-05
CUST100002490,Streaming Bundle,0.1403,2026-07-04
CUST100025055,Family Plan Upgrade,0.8163,2026-07-05
CUST100082901,Family Plan Upgrade,0.9958,2026-07-11
CUST100095927,Streaming Bundle,0.7575,2026-07-08
CUST100016597,Family Plan Upgrade,0.6327,2026-07-07
CUST100049871,Home Security Add-on,0.5556,2026-07-11
CUST100057259,Family Plan Upgrade,0.3643,2026-07-10
CUST100084466,International Roaming Pack,0.2631,2026-07-06
CUST100073593,5G Handset Upgrade,0.6978,2026-07-12
CUST100067269,Streaming Bundle,0.3307,2026-07-03
CUST100077906,International Roaming Pack,0.7189,2026-07-07
CUST100047993,Device Insurance,0.8446,2026-07-01
CUST100058655,5G Handset Upgrade,0.2735,2026-07-11
CUST100071644,5G Handset Upgrade,0.4184,2026-07-14
CUST100020014,Streaming Bundle,0.2781,2026-07-04
CUST100062525,International Roaming Pack,0.9529,2026-07-18
CUST100015696,Device Insurance,0.4356,2026-07-15
CUST100082612,International Roaming Pack,0.9076,2026-07-17
CUST100086467,Device Insurance,0.6579,2026-07-06
CUST100097694,5G Handset Upgrade,0.0173,2026-07-05
CUST100094333,5G Handset Upgrade,0.4688,2026-07-13
CUST100048419,Streaming Bundle,0.7295,2026-07-08
CUST100004383,5G Handset Upgrade,0.3251,2026-07-10
CUST100083108,Home Security Add-on,0.9834,2026-07-10
CUST100078645,Home Security Add-on,0.7906,2026-07-08
CUST100043057,Home Security Add-on,0.2813,2026-07-09
CUST100034196,Device Insurance,0.5657,2026-07-13
CUST100081379,5G Handset Upgrade,0.5174,2026-07-14
CUST100023587,International Roaming Pack,0.0403,2026-07-06
CUST100059725,Family Plan Upgrade,0.7266,2026-07-22
CUST100094319,Device Insurance,0.1164,2026-07-05
CUST100087573,Family Plan Upgrade,0.8932,2026-07-22
CUST100090751,Family Plan Upgrade,0.6353,2026-07-07
CUST100053242,Family Plan Upgrade,0.5394,2026-07-16
CUST100045818,Home Security Add-on,0.7541,2026-07-04
CUST100079996,Home Security Add-on,0.6166,2026-07-10
CUST100084687,Home Security Add-on,0.9243,2026-07-23
CUST100095691,Home Security Add-on,0.5551,2026-07-07
CUST100021209,International Roaming Pack,0.494,2026-07-15
CUST100096387,Home Security Add-on,0.6907,2026-07-07
CUST100075269,Device Insurance,0.4242,2026-07-12
CUST100098566,Family Plan Upgrade,0.3031,2026-07-17
CUST100050785,International Roaming Pack,0.9664,2026-07-01
CUST100052220,International Roaming Pack,0.461,2026-07-11
CUST100049865,International Roaming Pack,0.301,2026-07-23
CUST100019488,Home Security Add-on,0.4337,2026-07-09
CUST100092642,Streaming Bundle,0.2127,2026-07-18
CUST100019281,International Roaming Pack,0.5676,2026-07-19
CUST100007368,Streaming Bundle,0.7132,2026-07-12
CUST100024252,5G Handset Upgrade,0.4602,2026-07-18
CUST100020957,Home Security Add-on,0.7525,2026-07-07
CUST100012207,Streaming Bundle,0.5794,2026-07-02
CUST100061759,5G Handset Upgrade,0.3412,2026-07-15
CUST100004342,Home Security Add-on,0.9121,2026-07-21
CUST100026376,International Roaming Pack,0.8948,2026-07-14
CUST100058427,5G Handset Upgrade,0.0862,2026-07-22
CUST100002893,International Roaming Pack,0.8406,2026-07-20
CUST100073985,International Roaming Pack,0.5499,2026-07-08
CUST100063175,Streaming Bundle,0.0143,2026-07-08
CUST100087724,Family Plan Upgrade,0.4705,2026-07-14
CUST100046999,5G Handset Upgrade,0.806,2026-07-21
CUST100097961,International Roaming Pack,0.3255,2026-07-21
CUST100002801,International Roaming Pack,0.7402,2026-07-15
CUST100071973,Home Security Add-on,0.0255,2026-07-01
CUST100053536,International Roaming Pack,0.8029,2026-07-06
CUST100021897,Device Insurance,0.4345,2026-07-16
CUST100060111,Streaming Bundle,0.4466,2026-07-03
CUST100042351,Family Plan Upgrade,0.5115,2026-07-09
CUST100008196,5G Handset Upgrade,0.7137,2026-07-22
CUST100028339,International Roaming Pack,0.3006,2026-07-01
CUST100045400,Streaming Bundle,0.015,2026-07-07
CUST100091633,Streaming Bundle,0.9225,2026-07-10
CUST100093145,Home Security Add-on,0.1218,2026-07-04
CUST100054492,Home Security Add-on,0.7922,2026-07-16
CUST100041139,Home Security Add-on,0.1411,2026-07-05
CUST100059173,Home Security Add-on,0.1802,2026-07-10
CUST100021264,Family Plan Upgrade,0.7557,2026-07-14
CUST100093859,Device Insurance,0.8891,2026-07-14
CUST100017587,Streaming Bundle,0.2899,2026-07-17
CUST100035880,International Roaming Pack,0.0231,2026-07-11
CUST100077566,Home Security Add-on,0.3273,2026-07-19
CUST100058894,International Roaming Pack,0.7985,2026-07-01
CUST100071119,Home Security Add-on,0.8378,2026-07-11
CUST100031005,Home Security Add-on,0.4119,2026-07-12
CUST100098727,Device Insurance,0.7241,2026-07-03
CUST100052278,Home Security Add-on,0.7184,2026-07-04
CUST100042001,Device Insurance,0.7699,2026-07-23
CUST100059836,Streaming Bundle,0.217,2026-07-02
CUST100077816,Home Security Add-on,0.6405,2026-07-23
CUST100039118,Home Security Add-on,0.2481,2026-07-10
CUST100042213,Family Plan Upgrade,0.613,2026-07-22
CUST100033116,International Roaming Pack,0.2507,2026-07-02
CUST100056606,Streaming Bundle,0.7183,2026-07-06
CUST100096798,International Roaming Pack,0.5171,2026-07-13
CUST100028263,Device Insurance,0.3722,2026-07-05
CUST100035431,Device Insurance,0.5006,2026-07-04
CUST100056750,Family Plan Upgrade,0.9821,2026-07-10
CUST100029778,5G Handset Upgrade,0.2992,2026-07-21
CUST100092214,5G Handset Upgrade,0.4039,2026-07-09
CUST100038996,Home Security Add-on,0.6941,2026-07-09
CUST100000909,Family Plan Upgrade,0.7123,2026-07-22
CUST100038744,Streaming Bundle,0.3227,2026-07-03
CUST100033529,International Roaming Pack,0.3652,2026-07-17
CUST100022827,5G Handset Upgrade,0.3659,2026-07-22
CUST100081244,Streaming Bundle,0.0523,2026-07-18
CUST100079685,5G Handset Upgrade,0.2831,2026-07-09
CUST100030864,Streaming Bundle,0.4826,2026-07-20
CUST100006892,International Roaming Pack,0.3529,2026-07-07
CUST100072793,International Roaming Pack,0.5775,2026-07-05
CUST100097532,International Roaming Pack,0.571,2026-07-18
CUST100071747,Family Plan Upgrade,0.7909,2026-07-14
CUST100082619,International Roaming Pack,0.543,2026-07-05
CUST100021260,Device Insurance,0.5084,2026-07-21
CUST100023264,Device Insurance,0.6249,2026-07-14
CUST100051100,Family Plan Upgrade,0.4414,2026-07-06
CUST100097465,Device Insurance,0.8287,2026-07-10
CUST100076599,Device Insurance,0.973,2026-07-17
CUST100008723,Home Security Add-on,0.3828,2026-07-16
CUST100079958,5G Handset Upgrade,0.6681,2026-07-18
CUST100023477,Streaming Bundle,0.5477,2026-07-03
CUST100037301,5G Handset Upgrade,0.38,2026-07-05
CUST100001847,5G Handset Upgrade,0.5396,2026-07-02
CUST100027344,Device Insurance,0.479,2026-07-21
CUST100013059,Home Security Add-on,0.9934,2026-07-14
CUST100083611,Family Plan Upgrade,0.4853,2026-07-17
CUST100054465,International Roaming Pack,0.2478,2026-07-17
CUST100083776,Device Insurance,0.6454,2026-07-06
CUST100045322,International Roaming Pack,0.7488,2026-07-10
CUST100084149,Home Security Add-on,0.1647,2026-07-04
CUST100012704,Home Security Add-on,0.2803,2026-07-02
CUST100099682,Device Insurance,0.7899,2026-07-10
CUST100012872,Streaming Bundle,0.2424,2026-07-10
CUST100024480,5G Handset Upgrade,0.962,2026-07-16
CUST100010002,Device Insurance,0.9747,2026-07-22
CUST100061756,Streaming Bundle,0.5105,2026-07-17
CUST100068778,Streaming Bundle,0.9876,2026-07-01
CUST100013352,5G Handset Upgrade,0.0911,2026-07-06
CUST100069474,International Roaming Pack,0.9633,2026-07-20
CUST100038954,Device Insurance,0.1989,2026-07-15
CUST100087272,5G Handset Upgrade,0.5074,2026-07-15
CUST100024984,5G Handset Upgrade,0.7349,2026-07-05
CUST100037530,Device Insurance,0.6428,2026-07-12
CUST100073602,Home Security Add-on,0.9493,2026-07-22
CUST100069861,Device Insurance,0.46,2026-07-08
CUST100002850,Streaming Bundle,0.1356,2026-07-02
CUST100092701,Streaming Bundle,0.7976,2026-07-08
CUST100027930,Streaming Bundle,0.5411,2026-07-05
CUST100088535,International Roaming Pack,0.6647,2026-07-23
CUST100025947,5G Handset Upgrade,0.2543,2026-07-01
CUST100096068,Device Insurance,0.2209,2026-07-10
CUST100009786,Home Security Add-on,0.9482,2026-07-15
CUST100097095,Home Security Add-on,0.1303,2026-07-03
CUST100031468,Home Security Add-on,0.1297,2026-07-14
CUST100015485,Family Plan Upgrade,0.1721,2026-07-01
CUST100022144,Family Plan Upgrade,0.4831,2026-07-14
CUST100050706,Home Security Add-on,0.8019,2026-07-05
CUST100070504,5G Handset Upgrade,0.468,2026-07-17
CUST100007944,Device Insurance,0.2506,2026-07-16
CUST100011961,Device Insurance,0.4092,2026-07-04
CUST100091302,Family Plan Upgrade,0.6843,2026-07-10
CUST100063861,Streaming Bundle,0.7122,2026-07-09
CUST100079724,Home Security Add-on,0.1988,2026-07-19
CUST100027488,International Roaming Pack,0.2771,2026-07-23
CUST100002667,Device Insurance,0.5985,2026-07-05
CUST100082132,Device Insurance,0.4605,2026-07-08
CUST100073679,5G Handset Upgrade,0.465,2026-07-18
CUST100059303,Home Security Add-on,0.5674,2026-07-03
CUST100034230,Streaming Bundle,0.9692,2026-07-16
CUST100096421,Device Insurance,0.302,2026-07-17
CUST100024129,5G Handset Upgrade,0.3043,2026-07-08
CUST100048213,Home Security Add-on,0.9286,2026-07-09
CUST100006746,International Roaming Pack,0.6908,2026-07-03
CUST100059524,International Roaming Pack,0.3397,2026-07-11
CUST100036793,Device Insurance,0.049,2026-07-09
CUST100024882,Device Insurance,0.4018,2026-07-06
CUST100079352,Streaming Bundle,0.2106,2026-07-16
CUST100003115,International Roaming Pack,0.2514,2026-07-06
CUST100036877,International Roaming Pack,0.1302,2026-07-19
CUST100090781,Streaming Bundle,0.0626,2026-07-05
CUST100073247,Device Insurance,0.65,2026-07-05
CUST100055672,International Roaming Pack,0.845,2026-07-03
CUST100090052,Device Insurance,0.4321,2026-07-01
CUST100030693,Streaming Bundle,0.1659,2026-07-12
CUST100091392,Home Security Add-on,0.4944,2026-07-17
CUST100089680,5G Handset Upgrade,0.62,2026-07-13
CUST100031362,Home Security Add-on,0.557,2026-07-04
CUST100052236,Device Insurance,0.8363,2026-07-20
CUST100092577,Streaming Bundle,0.015,2026-07-08
CUST100019638,Device Insurance,0.1704,2026-07-12
CUST100045902,Home Security Add-on,0.0822,2026-07-18
CUST100089624,Home Security Add-on,0.4629,2026-07-12
CUST100034152,Device Insurance,0.2054,2026-07-13
CUST100000905,International Roaming Pack,0.1777,2026-07-03
CUST100034450,Family Plan Upgrade,0.664,2026-07-07
CUST100070465,Device Insurance,0.5793,2026-07-18
CUST100031373,Home Security Add-on,0.7666,2026-07-02
CUST100038538,Home Security Add-on,0.9241,2026-07-06
CUST100091665,Streaming Bundle,0.1292,2026-07-22
CUST100067798,Family Plan Upgrade,0.2256,2026-07-18
CUST100095587,Family Plan Upgrade,0.903,2026-07-01
CUST100095475,Device Insurance,0.15,2026-07-04
CUST100073986,Streaming Bundle,0.2639,2026-07-17
CUST100091090,International Roaming Pack,0.3884,2026-07-15
CUST100072254,Home Security Add-on,0.0726,2026-07-14
CUST100012221,Device Insurance,0.1399,2026-07-06
CUST100048808,Streaming Bundle,0.2951,2026-07-03
CUST100034872,Family Plan Upgrade,0.6866,2026-07-13
CUST100007698,5G Handset Upgrade,0.7236,2026-07-20
CUST100058384,Home Security Add-on,0.7899,2026-07-10
CUST100090651,Streaming Bundle,0.4467,2026-07-06
CUST100066637,Family Plan Upgrade,0.2997,2026-07-01
CUST100046870,International Roaming Pack,0.3548,2026-07-02
CUST100020350,Home Security Add-on,0.9827,2026-07-09
CUST100050121,Home Security Add-on,0.9608,2026-07-01
CUST100057057,Home Security Add-on,0.2475,2026-07-03
CUST100043198,Family Plan Upgrade,0.0179,2026-07-12
CUST100062801,Streaming Bundle,0.1202,2026-07-13
CUST100000682,Family Plan Upgrade,0.9418,2026-07-04
CUST100054495,Streaming Bundle,0.43,2026-07-06
CUST100009879,Family Plan Upgrade,0.5308,2026-07-12
CUST100059446,Family Plan Upgrade,0.7295,2026-07-15
CUST100056817,Home Security Add-on,0.5061,2026-07-03
CUST100048108,Device Insurance,0.5975,2026-07-13
CUST100014054,5G Handset Upgrade,0.7661,2026-07-01
CUST100060813,Home Security Add-on,0.5358,2026-07-18
CUST100012399,Family Plan Upgrade,0.2798,2026-07-15
CUST100068878,Home Security Add-on,0.0011,2026-07-22
CUST100024641,Device Insurance,0.324,2026-07-20
CUST100080747,Family Plan Upgrade,0.3974,2026-07-17
CUST100026220,Family Plan Upgrade,0.4103,2026-07-05
CUST100097628,Streaming Bundle,0.303,2026-07-07
CUST100050654,Device Insurance,0.5102,2026-07-07
CUST100055878,Family Plan Upgrade,0.154,2026-07-19
CUST100002788,5G Handset Upgrade,0.3457,2026-07-17
CUST100016278,International Roaming Pack,0.6851,2026-07-19
CUST100064879,5G Handset Upgrade,0.9976,2026-07-18
CUST100044244,Home Security Add-on,0.1589,2026-07-15
CUST100058604,Family Plan Upgrade,0.7223,2026-07-08
CUST100006513,Device Insurance,0.3671,2026-07-21
CUST100088061,5G Handset Upgrade,0.7564,2026-07-09
CUST100064045,Family Plan Upgrade,0.4795,2026-07-01
CUST100061914,Family Plan Upgrade,0.9158,2026-07-04
CUST100036990,Family Plan Upgrade,0.5123,2026-07-22
CUST100048223,Device Insurance,0.3935,2026-07-22
CUST100082532,Family Plan Upgrade,0.7952,2026-07-09
CUST100098648,Device Insurance,0.8427,2026-07-19
CUST100036907,International Roaming Pack,0.6346,2026-07-18
CUST100049664,Family Plan Upgrade,0.3983,2026-07-04
CUST100084267,5G Handset Upgrade,0.9992,2026-07-17
CUST100050211,Streaming Bundle,0.1512,2026-07-21
CUST100039079,Streaming Bundle,0.1813,2026-07-15
CUST100007218,Streaming Bundle,0.484,2026-07-11
CUST100086052,Device Insurance,0.6422,2026-07-02
CUST100052948,International Roaming Pack,0.5511,2026-07-17
CUST100048146,5G Handset Upgrade,0.0512,2026-07-15
CUST100053481,5G Handset Upgrade,0.2144,2026-07-21
CUST100076745,5G Handset Upgrade,0.6404,2026-07-10
CUST100090179,Home Security Add-on,0.9583,2026-07-06
CUST100030827,International Roaming Pack,0.0237,2026-07-20
CUST100022690,5G Handset Upgrade,0.7134,2026-07-02
CUST100097440,Device Insurance,0.1387,2026-07-01
CUST100084270,Home Security Add-on,0.8811,2026-07-14
CUST100080390,Home Security Add-on,0.6701,2026-07-10
CUST100099151,Home Security Add-on,0.8513,2026-07-16
CUST100036788,5G Handset Upgrade,0.7009,2026-07-12
CUST100067329,International Roaming Pack,0.5779,2026-07-12
CUST100004562,Family Plan Upgrade,0.5595,2026-07-18
CUST100015387,Family Plan Upgrade,0.1238,2026-07-16
CUST100042151,Family Plan Upgrade,0.312,2026-07-12
CUST100085439,Home Security Add-on,0.6904,2026-07-22
CUST100051688,Family Plan Upgrade,0.6242,2026-07-05
CUST100018109,5G Handset Upgrade,0.6853,2026-07-13
CUST100071044,5G Handset Upgrade,0.6464,2026-07-02
CUST100024208,5G Handset Upgrade,0.2936,2026-07-10
CUST100086712,Home Security Add-on,0.4276,2026-07-15
CUST100059690,International Roaming Pack,0.665,2026-07-05
CUST100052018,Family Plan Upgrade,0.0941,2026-07-05
CUST100051553,Streaming Bundle,0.8273,2026-07-06
CUST100026578,International Roaming Pack,0.8764,2026-07-01
CUST100023512,International Roaming Pack,0.4997,2026-07-08
CUST100026378,5G Handset Upgrade,0.0945,2026-07-20
CUST100040923,Home Security Add-on,0.9243,2026-07-09
CUST100085822,Family Plan Upgrade,0.6501,2026-07-16
CUST100084590,Streaming Bundle,0.7716,2026-07-05
CUST100046198,Family Plan Upgrade,0.9296,2026-07-02
CUST100010696,International Roaming Pack,0.414,2026-07-19
CUST100015212,Streaming Bundle,0.2016,2026-07-17
CUST100067455,Streaming Bundle,0.0063,2026-07-23
CUST100043784,Streaming Bundle,0.5726,2026-07-07
CUST100055298,Device Insurance,0.4245,2026-07-19
CUST100022190,International Roaming Pack,0.8009,2026-07-10
CUST100007356,International Roaming Pack,0.3526,2026-07-08
CUST100042814,5G Handset Upgrade,0.8023,2026-07-21
CUST100049557,International Roaming Pack,0.3954,2026-07-08
CUST100008205,5G Handset Upgrade,0.5983,2026-07-05
CUST100013101,International Roaming Pack,0.4359,2026-07-21
CUST100085247,International Roaming Pack,0.1785,2026-07-23
CUST100025080,International Roaming Pack,0.7546,2026-07-13
CUST100049108,5G Handset Upgrade,0.779,2026-07-11
CUST100016394,Streaming Bundle,0.6851,2026-07-15
CUST100044613,Family Plan Upgrade,0.7883,2026-07-02
CUST100016706,Device Insurance,0.1495,2026-07-05
CUST100020398,Device Insurance,0.6029,2026-07-17
CUST100045147,International Roaming Pack,0.9878,2026-07-05
CUST100033922,Streaming Bundle,0.7218,2026-07-13
CUST100009426,Home Security Add-on,0.1958,2026-07-03
CUST100096490,5G Handset Upgrade,0.4038,2026-07-18
CUST100047971,Home Security Add-on,0.4192,2026-07-22
CUST100031061,Home Security Add-on,0.3923,2026-07-21
CUST100079066,International Roaming Pack,0.5715,2026-07-14
CUST100019455,Device Insurance,0.376,2026-07-19
CUST100008426,Streaming Bundle,0.381,2026-07-16
CUST100020690,Home Security Add-on,0.3643,2026-07-05
CUST100007927,Device Insurance,0.4268,2026-07-15
CUST100015568,Streaming Bundle,0.9944,2026-07-12
CUST100020739,5G Handset Upgrade,0.4689,2026-07-12
CUST100068342,Family Plan Upgrade,0.5607,2026-07-14
CUST100029171,Family Plan Upgrade,0.2916,2026-07-11
CUST100041142,5G Handset Upgrade,0.6449,2026-07-14
CUST100015824,Home Security Add-on,0.9715,2026-07-16
CUST100005044,International Roaming Pack,0.3842,2026-07-03
CUST100020884,Device Insurance,0.8576,2026-07-23
CUST100052511,5G Handset Upgrade,0.5134,2026-07-04
CUST100073958,Home Security Add-on,0.8835,2026-07-09
CUST100011345,Family Plan Upgrade,0.9312,2026-07-12
CUST100016257,Streaming Bundle,0.6215,2026-07-11
CUST100022751,Home Security Add-on,0.8642,2026-07-20
CUST100025801,Streaming Bundle,0.6116,2026-07-13
CUST100085190,Streaming Bundle,0.1753,2026-07-01
CUST100037329,Streaming Bundle,0.9143,2026-07-21
CUST100092445,Streaming Bundle,0.8963,2026-07-23
CUST100037550,Streaming Bundle,0.4705,2026-07-10
CUST100005137,Home Security Add-on,0.3526,2026-07-15
CUST100021802,International Roaming Pack,0.1235,2026-07-08
CUST100037702,Family Plan Upgrade,0.2195,2026-07-09
CUST100077608,International Roaming Pack,0.8982,2026-07-03
CUST100062105,5G Handset Upgrade,0.8752,2026-07-13
CUST100002981,Home Security Add-on,0.9734,2026-07-20
CUST100020879,Family Plan Upgrade,0.0357,2026-07-18
CUST100011769,Family Plan Upgrade,0.1335,2026-07-22
CUST100077614,5G Handset Upgrade,0.1727,2026-07-01
CUST100008112,International Roaming Pack,0.5416,2026-07-23
CUST100048094,Home Security Add-on,0.048,2026-07-11
CUST100020632,International Roaming Pack,0.3728,2026-07-01
CUST100033847,Home Security Add-on,0.9478,2026-07-03
CUST100029979,Family Plan Upgrade,0.5287,2026-07-15
CUST100001007,International Roaming Pack,0.7674,2026-07-21
CUST100016133,Streaming Bundle,0.7243,2026-07-16
CUST100082341,International Roaming Pack,0.3878,2026-07-22
CUST100023674,Device Insurance,0.955,2026-07-20
CUST100080224,International Roaming Pack,0.0225,2026-07-23
CUST100043739,International Roaming Pack,0.61,2026-07-14
CUST100030509,Family Plan Upgrade,0.4419,2026-07-18
CUST100008109,Streaming Bundle,0.1742,2026-07-06
CUST100057226,International Roaming Pack,0.7906,2026-07-17
CUST100083095,Streaming Bundle,0.5436,2026-07-14
CUST100020262,Family Plan Upgrade,0.6126,2026-07-17
CUST100047019,Device Insurance,0.3572,2026-07-05
CUST100087214,International Roaming Pack,0.8556,2026-07-05
CUST100077185,5G Handset Upgrade,0.5114,2026-07-06
CUST100060282,Streaming Bundle,0.5064,2026-07-10
CUST100000841,International Roaming Pack,0.7271,2026-07-06
CUST100003591,Family Plan Upgrade,0.7482,2026-07-16
CUST100055590,Device Insurance,0.6744,2026-07-09
CUST100049012,Family Plan Upgrade,0.0112,2026-07-18
CUST100016308,Home Security Add-on,0.8956,2026-07-22
CUST100069507,Device Insurance,0.4,2026-07-05
CUST100025245,5G Handset Upgrade,0.4267,2026-07-05
CUST100051234,Home Security Add-on,0.2526,2026-07-03
CUST100008777,Home Security Add-on,0.7106,2026-07-19
CUST100044062,International Roaming Pack,0.3756,2026-07-13
CUST100051946,Streaming Bundle,0.8797,2026-07-23
CUST100041419,Home Security Add-on,0.8331,2026-07-01
CUST100077221,Family Plan Upgrade,0.0479,2026-07-09
CUST100093756,5G Handset Upgrade,0.243,2026-07-04
CUST100033868,Family Plan Upgrade,0.3461,2026-07-15
CUST100064794,Home Security Add-on,0.6668,2026-07-04
CUST100000446,Family Plan Upgrade,0.1797,2026-07-19
CUST100002687,Family Plan Upgrade,0.1853,2026-07-23
CUST100015902,Home Security Add-on,0.92,2026-07-13
CUST100027720,Device Insurance,0.4356,2026-07-01
CUST100068560,International Roaming Pack,0.0595,2026-07-10
CUST100077922,Family Plan Upgrade,0.283,2026-07-12
CUST100070045,Device Insurance,0.7902,2026-07-06
CUST100039288,International Roaming Pack,0.3562,2026-07-02
CUST100025003,International Roaming Pack,0.681,2026-07-13
CUST100084674,Family Plan Upgrade,0.5676,2026-07-11
CUST100019688,International Roaming Pack,0.8427,2026-07-01
CUST100084981,Streaming Bundle,0.3049,2026-07-17
CUST100012629,Family Plan Upgrade,0.5807,2026-07-05
CUST100067431,Home Security Add-on,0.7807,2026-07-21
CUST100018726,Device Insurance,0.3139,2026-07-22
CUST100016762,Streaming Bundle,0.6983,2026-07-09
CUST100058286,5G Handset Upgrade,0.158,2026-07-18
CUST100077887,Home Security Add-on,0.1198,2026-07-02
CUST100001110,Family Plan Upgrade,0.4725,2026-07-17
CUST100073491,International Roaming Pack,0.176,2026-07-22
CUST100046147,International Roaming Pack,0.4851,2026-07-02
CUST100030222,5G Handset Upgrade,0.1642,2026-07-01
CUST100030740,International Roaming Pack,0.1738,2026-07-19
CUST100013141,International Roaming Pack,0.7603,2026-07-11
CUST100066823,Family Plan Upgrade,0.6466,2026-07-03
CUST100055216,5G Handset Upgrade,0.5853,2026-07-17
CUST100030414,Home Security Add-on,0.729,2026-07-11
CUST100064209,Streaming Bundle,0.5845,2026-07-04
CUST100036655,5G Handset Upgrade,0.7926,2026-07-17
CUST100022110,Home Security Add-on,0.5672,2026-07-12
CUST100017083,Family Plan Upgrade,0.7863,2026-07-21
CUST100097114,5G Handset Upgrade,0.3796,2026-07-17
CUST100028365,International Roaming Pack,0.2075,2026-07-04
CUST100082261,Streaming Bundle,0.0222,2026-07-10
CUST100021595,Home Security Add-on,0.5966,2026-07-09
CUST100051996,International Roaming Pack,0.3289,2026-07-13
CUST100085628,5G Handset Upgrade,0.1672,2026-07-06
CUST100028654,International Roaming Pack,0.9433,2026-07-22
CUST100005399,5G Handset Upgrade,0.5303,2026-07-16
CUST100013370,Streaming Bundle,0.8483,2026-07-08
CUST100005519,Family Plan Upgrade,0.8979,2026-07-17
CUST100027094,Streaming Bundle,0.4721,2026-07-09
CUST100030402,Home Security Add-on,0.7939,2026-07-09
CUST100020081,Home Security Add-on,0.1369,2026-07-10
CUST100047251,Family Plan Upgrade,0.9531,2026-07-22
CUST100034273,Home Security Add-on,0.0219,2026-07-23
CUST100044675,Family Plan Upgrade,0.729,2026-07-07
CUST100091086,Streaming Bundle,0.7119,2026-07-16
CUST100074136,Home Security Add-on,0.7978,2026-07-18
CUST100001715,International Roaming Pack,0.7938,2026-07-10
CUST100015108,International Roaming Pack,0.3576,2026-07-19
CUST100023437,5G Handset Upgrade,0.7866,2026-07-09
CUST100054843,Streaming Bundle,0.1159,2026-07-07
CUST100034568,International Roaming Pack,0.6507,2026-07-03
CUST100056381,Device Insurance,0.4126,2026-07-23
CUST100077516,Family Plan Upgrade,0.0281,2026-07-03
CUST100077004,Device Insurance,0.8059,2026-07-20
CUST100041640,Home Security Add-on,0.773,2026-07-07
CUST100046956,5G Handset Upgrade,0.3946,2026-07-08
CUST100001040,Streaming Bundle,0.2832,2026-07-14
CUST100046964,Home Security Add-on,0.07,2026-07-17
CUST100012026,Family Plan Upgrade,0.8971,2026-07-10
CUST100093421,Family Plan Upgrade,0.7064,2026-07-08
CUST100022937,Device Insurance,0.7025,2026-07-03
CUST100069561,International Roaming Pack,0.6201,2026-07-17
CUST100083121,Home Security Add-on,0.3825,2026-07-01
CUST100067842,International Roaming Pack,0.4135,2026-07-03
CUST100000274,International Roaming Pack,0.3046,2026-07-09
CUST100067758,Home Security Add-on,0.1183,2026-07-16
CUST100004108,Family Plan Upgrade,0.1795,2026-07-20
CUST100095727,Streaming Bundle,0.5468,2026-07-14
CUST100079245,Streaming Bundle,0.9057,2026-07-22
CUST100020097,International Roaming Pack,0.9251,2026-07-15
