account_id,customer_id,parent_account_id,account_type,hierarchy_level
ACCAEA3247C52,CUST100087112,,Family Plan,1
ACC9E732266E6,CUST100035180,,Individual,0
ACC9620FBA082,CUST100041180,,Individual,1
ACC0822826C27,CUST100081830,,Individual,1
ACC86B1E4E4F6,CUST100041845,,Business Sub-Account,0
ACC1A20DF12A6,CUST100060840,,Individual,0
ACCB8F83E861C,CUST100062658,,Family Plan,0
ACCF6800E0139,CUST100011297,,Business Master,0
ACC1D637B0406,CUST100044695,,Family Plan,1
ACC4DA98D1B52,CUST100035792,,Family Plan,0
ACCF82AB3970F,CUST100057019,,Individual,0
ACC6D6BF692BA,CUST100079657,,Family Plan,1
ACCD0E15554E2,CUST100075474,ACC3244811F28,Individual,0
ACC28454FA53B,CUST100036206,,Individual,0
ACCABFC4D11D9,CUST100099787,ACCDD5A7976AC,Family Plan,0
ACC4CDAB5CF83,CUST100008055,,Individual,0
ACCE3EDB61C0E,CUST100011417,ACC41DA03E12B,Business Master,0
ACC76D6FE91C4,CUST100015932,,Business Sub-Account,1
ACC291D2D0064,CUST100023919,,Family Plan,0
ACCBC6EA9E835,CUST100052666,,Individual,0
ACC0204EC99C6,CUST100044832,,Individual,0
ACC271B86CC27,CUST100004200,,Family Plan,0
ACC051A958408,CUST100085265,,Business Master,0
ACCC5B8F3E579,CUST100048844,,Individual,0
ACC5EE026E54C,CUST100056997,,Individual,0
ACC18C715A50F,CUST100074813,,Family Plan,2
ACC0AD441969E,CUST100054468,ACCDE6178B81C,Business Master,2
ACCA8AFEF2594,CUST100010951,,Business Master,1
ACCC880F81D72,CUST100018476,ACC066EF6A193,Individual,0
ACC2A6A3B251A,CUST100083251,,Family Plan,1
ACCD3C7A5CD49,CUST100048528,ACC7E24414D8F,Individual,0
ACC084B3CA9D2,CUST100068024,,Individual,0
ACC4FE346FE1D,CUST100078566,,Business Master,2
ACCAD27517EF4,CUST100033911,,Individual,0
ACCD60CDA92F5,CUST100091164,,Individual,0
ACC0380797DA2,CUST100019335,,Individual,0
ACC5D787BC66C,CUST100033066,,Individual,1
ACCA52A4F71B0,CUST100007411,ACCD17185A688,Family Plan,0
ACCD96FB2CC6C,CUST100030605,,Family Plan,0
ACC4C289E7977,CUST100097304,,Individual,1
ACCFAB4D8D54F,CUST100042108,,Individual,0
ACCBBD8314B73,CUST100073073,,Individual,0
ACCFFC15E66BB,CUST100036640,,Individual,0
ACC8E1ACB6A56,CUST100044124,,Business Master,0
ACCC3F82FAEC8,CUST100022855,,Family Plan,1
ACC4516E9F110,CUST100034578,,Business Master,0
ACC55FD434E52,CUST100018303,,Business Master,1
ACCD28E4DC1FF,CUST100068920,,Individual,0
ACC87A2F9A27B,CUST100091055,,Business Sub-Account,0
ACC5B0D854EC8,CUST100066258,,Individual,0
ACC7990705B2A,CUST100039851,,Business Master,0
ACC84E005A713,CUST100040397,ACC458E512DC0,Individual,1
ACCB0D67E07DD,CUST100053138,,Individual,0
ACC238B6A9729,CUST100043729,,Individual,0
ACC5C0D1F941D,CUST100059672,,Individual,0
ACCAC97B8A89B,CUST100059675,ACC2C8A1A112A,Individual,1
ACC7E72F86767,CUST100023169,,Individual,0
ACC3B497F1365,CUST100021425,ACC326FD912BD,Family Plan,0
ACC067736C79B,CUST100018992,,Individual,0
ACC98FC27AB1D,CUST100094126,,Individual,0
ACCE8F94A3CC3,CUST100062695,,Individual,0
ACC469F9FAFDE,CUST100039509,,Individual,0
ACC6F30BACAF1,CUST100004752,,Individual,1
ACCF8D7B9D37E,CUST100014188,,Individual,0
ACCB651DC3CBF,CUST100070540,ACCED23E29796,Individual,0
ACC79EE3CDC79,CUST100040112,ACC4495760D63,Individual,0
ACC070FBB0AC0,CUST100021149,ACC181ED6F625,Family Plan,0
ACC8B51185820,CUST100016066,,Individual,1
ACCC2195C6076,CUST100051550,ACC300B5FB7CD,Individual,0
ACC2AB6F0BD0E,CUST100064701,,Family Plan,0
ACC7BF644B372,CUST100022512,,Family Plan,0
ACC2B07E1E90F,CUST100056826,,Business Master,0
ACC88DFA1EED5,CUST100073658,,Family Plan,0
ACCCB9D45AB3C,CUST100026585,,Individual,1
ACC1C2DB6893B,CUST100081838,,Individual,0
ACC4764A45F57,CUST100047699,,Family Plan,0
ACC96AB8DB06A,CUST100056102,,Individual,0
ACC5958D5004D,CUST100030497,ACCEE3BB1A0DF,Individual,0
ACC0E6A2D29FD,CUST100054296,,Individual,0
ACC92B2A37D61,CUST100078107,,Individual,2
ACCB2B3A0FB27,CUST100080151,,Individual,0
ACC1BF2F95838,CUST100005718,,Business Master,1
ACC548D4A1ECD,CUST100090469,,Individual,1
ACCF5F2DB4826,CUST100025960,ACC71E4D3F2AC,Family Plan,1
ACCAB111116AC,CUST100051800,,Individual,2
ACCFECEABB734,CUST100034114,,Individual,0
ACC1046F80D64,CUST100014962,,Individual,0
ACC2BC8EEB697,CUST100060926,,Individual,0
ACC824B607907,CUST100010967,,Business Sub-Account,0
ACC89C7D7F24F,CUST100034328,,Family Plan,0
ACC7982FC5FD6,CUST100088211,,Business Sub-Account,0
ACC5F26F507A6,CUST100071841,,Family Plan,0
ACC3108B07C2F,CUST100007293,,Family Plan,1
ACC8075E6F045,CUST100036796,ACCC7E81D51A1,Individual,0
ACCD11E47678A,CUST100092777,ACCEDB55985D1,Individual,0
ACC63CE535C5B,CUST100020992,,Business Sub-Account,0
ACCFC81A82535,CUST100040660,,Family Plan,0
ACC42C6ECCB01,CUST100012062,ACC48DD1203FE,Individual,0
ACC4A919650FF,CUST100037490,,Individual,0
ACCCC9FEF3596,CUST100030295,,Individual,1
ACC1F12D021CB,CUST100036805,,Individual,0
ACC1A484EB594,CUST100012585,,Individual,0
ACC345F9E159F,CUST100024194,,Individual,0
ACCB542C8D815,CUST100026716,,Individual,1
ACCEDC086C311,CUST100032616,,Family Plan,0
ACCA038F01ACF,CUST100013345,,Family Plan,0
ACCD8D3630AD9,CUST100012368,,Individual,0
ACC63E5574767,CUST100037120,,Family Plan,0
ACCBDFC7A038A,CUST100064267,,Business Master,0
ACC0DC1A91C5C,CUST100061838,,Family Plan,0
ACCBEEABE1642,CUST100023487,,Individual,0
ACCB676947D8F,CUST100006238,,Family Plan,0
ACCA54778ABFE,CUST100041388,,Individual,0
ACCE12228E788,CUST100070379,ACC858FB23AA9,Family Plan,0
ACC918C0B59C3,CUST100092006,,Family Plan,0
ACC4AFE5F8A44,CUST100006241,ACC0338408C65,Family Plan,0
ACCA59B9EFC34,CUST100071471,ACCEDF10C6194,Individual,1
ACCF191A6F433,CUST100039596,,Individual,0
ACC7F5F697CBB,CUST100083065,,Business Master,0
ACCC2E3A7C29B,CUST100034657,,Individual,0
ACCEC16386F87,CUST100018346,,Business Sub-Account,2
ACC3C24BAA67A,CUST100073770,ACCA82CB7F6E2,Individual,0
ACC9E4D7C15BC,CUST100083614,,Individual,0
ACCCED5A8F4B3,CUST100063831,,Family Plan,0
ACC33A5611B05,CUST100052377,,Family Plan,0
ACCA2316BCB8B,CUST100034971,ACC70E70B8379,Individual,0
ACCFA0F0027E9,CUST100034528,ACC3C5F469E40,Individual,1
ACC3C198740D1,CUST100066840,,Individual,1
ACCADF501F7B0,CUST100038702,,Business Master,0
ACCEB3EBB9339,CUST100084820,,Individual,1
ACC4C0A32D9F2,CUST100038383,,Individual,1
ACC4B491799B6,CUST100000793,,Individual,1
ACCD9AFC87798,CUST100084398,,Individual,1
ACC41E682F46B,CUST100010611,,Family Plan,0
ACC377084EC33,CUST100089262,,Individual,0
ACCA1C9463E09,CUST100078491,,Individual,1
ACCB591A97316,CUST100051961,,Family Plan,0
ACC028F785FDB,CUST100015638,,Individual,0
ACC633811CB31,CUST100079074,,Individual,1
ACCABD53707FF,CUST100026024,,Family Plan,0
ACCEA6DC582B8,CUST100047940,,Individual,0
ACC755082FA48,CUST100010670,,Family Plan,0
ACC48FE51827C,CUST100057323,,Family Plan,0
ACCCCDFB1F23F,CUST100092843,,Family Plan,0
ACC67A6951AEF,CUST100051970,,Family Plan,0
ACCABAC60DB06,CUST100069547,,Individual,1
ACCB6D283D6F9,CUST100082798,,Family Plan,1
ACC515A110E84,CUST100004703,,Business Master,0
ACC16A0D8D2DC,CUST100027959,,Individual,1
ACC1D85749BBA,CUST100034025,,Family Plan,0
ACCA477DBE666,CUST100008370,,Family Plan,0
ACCFEC29BB0A7,CUST100005848,ACC27DD2DA2D6,Family Plan,0
ACC69D4D80FFF,CUST100023464,,Individual,0
ACCE0925CC216,CUST100062461,ACCFAB0F4D68C,Family Plan,2
ACCC326CE7046,CUST100079902,,Individual,1
ACC4B881FFF90,CUST100024137,,Family Plan,1
ACC28564D4B49,CUST100062170,,Family Plan,1
ACC9B69846C4F,CUST100091284,,Individual,0
ACC800FA6C047,CUST100045864,ACC71C051F0B0,Family Plan,0
ACC3BCAC928CE,CUST100033898,,Individual,0
ACCF6A082324E,CUST100028504,ACC3CD3AE1D8A,Individual,1
ACC0435498FDD,CUST100050158,,Individual,0
ACC30D91BCD69,CUST100014919,,Individual,0
ACC142F7EE176,CUST100066299,ACCFA3CAA1615,Individual,0
ACCFDD7A2762C,CUST100011729,,Family Plan,1
ACC8C73BCA6E6,CUST100040737,,Family Plan,0
ACC21B01C4E25,CUST100023119,,Family Plan,0
ACCE5544797F5,CUST100056453,,Individual,0
ACC3F1ACDB70B,CUST100056548,,Individual,1
ACC22E7990F5C,CUST100053925,ACCA3068FBB85,Family Plan,1
ACC7005B1A20A,CUST100062088,,Business Master,0
ACC09E65D754C,CUST100056046,,Business Master,1
ACC3012AB600A,CUST100064733,,Family Plan,0
ACC28E52E514A,CUST100076289,,Family Plan,0
ACCAC62F7AC72,CUST100066965,,Business Master,0
ACC48B1FEEBF0,CUST100070853,,Individual,0
ACCAF8CD12373,CUST100030911,,Business Master,0
ACC84D8A57AC2,CUST100084867,,Individual,1
ACCD68DC9DF2B,CUST100010196,,Individual,1
ACC84AC07C25D,CUST100041774,ACC328F994BBC,Family Plan,0
ACC7388A72A40,CUST100079786,,Business Sub-Account,0
ACC9F76ED7DB9,CUST100072598,ACCCE234575E3,Individual,0
ACC5338A1F390,CUST100098872,,Family Plan,2
ACCF14EC27B46,CUST100075954,ACC9750B4FF08,Individual,1
ACCD746462915,CUST100046842,ACC34672A5112,Individual,0
ACC9D17AB34DC,CUST100082370,,Family Plan,0
ACC49C773788B,CUST100039406,,Family Plan,0
ACCF8918D780F,CUST100045851,,Individual,2
ACC0802637817,CUST100095303,,Business Sub-Account,0
ACC6BC4E8F39A,CUST100059026,,Individual,1
ACC54BBC0F7E8,CUST100031835,,Individual,0
ACCA2158E3EB3,CUST100013567,ACC923E62CD66,Family Plan,0
ACC4E8888CEE3,CUST100045959,,Individual,0
ACC0FE5B82882,CUST100010033,,Individual,0
ACC5006711D98,CUST100085458,,Individual,1
ACC5B3E4C80F4,CUST100018262,,Individual,0
ACC71E0CBA709,CUST100003472,,Business Sub-Account,2
ACCF66C97242E,CUST100005102,,Business Sub-Account,0
ACC94F19B1ED6,CUST100088709,,Individual,1
ACC85E852F811,CUST100000552,,Business Sub-Account,0
ACC57D0CF4FEC,CUST100066064,,Family Plan,0
ACCC8113343A6,CUST100087770,,Business Sub-Account,0
ACC1630D4AC42,CUST100083657,ACC7AC6F42623,Individual,0
ACC9F37943B22,CUST100006805,ACCC60DDA1335,Individual,0
ACC5559949DB5,CUST100001833,,Family Plan,1
ACC0A0212B25C,CUST100092947,,Individual,0
ACC7B074C5306,CUST100005198,,Individual,1
ACC19E2B277C4,CUST100032029,,Family Plan,0
ACCC10B406DF6,CUST100064974,,Individual,0
ACC46550C48AA,CUST100059790,ACCD21145D225,Individual,1
ACC38960A9356,CUST100059783,ACCF7F3AEDA6D,Family Plan,1
ACC4D725C8132,CUST100098183,ACCEC4E67B447,Individual,0
ACCA5C0A61E78,CUST100004870,,Individual,0
ACCBBB250DB32,CUST100018567,,Individual,0
ACCC1970F9B77,CUST100017334,,Individual,0
ACC2B89D3BE11,CUST100044425,,Business Sub-Account,0
ACCA9AF44FB06,CUST100026269,,Family Plan,0
ACCB0798329B1,CUST100070150,,Individual,1
ACC9C29673852,CUST100019965,,Individual,0
ACC2A9C40E0F7,CUST100063101,ACC3C77752665,Individual,0
ACCB2E8D2C44A,CUST100083598,,Family Plan,0
ACC8C7FD097A7,CUST100027925,,Business Master,0
ACCD87E016193,CUST100049323,ACC87A7F6952E,Business Master,0
ACC8313775B07,CUST100031429,,Individual,0
ACCE9C35C3ABC,CUST100004460,,Individual,0
ACC9CC485561C,CUST100047073,,Family Plan,0
ACCAFE91A726C,CUST100086629,,Individual,0
ACC5027D14DF3,CUST100036740,,Individual,0
ACCE3B3F78209,CUST100085354,,Individual,0
ACCFF4F344EFA,CUST100099912,,Individual,1
ACC16A96ABA71,CUST100021889,,Individual,0
ACC15A15133A2,CUST100075145,,Individual,0
ACC0DECEA65B5,CUST100010616,ACCBB488883FF,Individual,0
ACCA92D9B7BE1,CUST100010858,,Individual,0
ACCA750CF8A54,CUST100027058,,Business Sub-Account,0
ACC406F534FC8,CUST100001060,,Business Master,0
ACC0AE71C8D65,CUST100091143,,Individual,0
ACC09CB116E72,CUST100093612,,Business Master,0
ACCB228A903E1,CUST100037899,,Family Plan,0
ACC86F91D97C5,CUST100045647,,Business Master,0
ACCAE8BC900F1,CUST100053593,,Individual,0
ACC1DA234CAF1,CUST100081971,,Family Plan,0
ACC01B71E5924,CUST100033189,ACC6709FD5540,Family Plan,1
ACC13F95B84BF,CUST100089712,,Family Plan,0
ACC7E41D92700,CUST100091723,,Individual,0
ACC4C11E13EA5,CUST100078175,,Family Plan,0
ACC04B171E4A2,CUST100020939,,Individual,1
ACCC237EC0701,CUST100048722,ACCE98AC57142,Individual,0
ACCE6265F473D,CUST100033172,,Individual,0
ACC548D6628A1,CUST100047178,,Individual,1
ACC0A2037A422,CUST100058756,,Business Sub-Account,0
ACCBF90F26FC0,CUST100022072,ACCA2026847F3,Individual,0
ACC424A2FE190,CUST100072884,,Family Plan,1
ACC1742A91CF5,CUST100038834,,Individual,0
ACC37B97FE8D8,CUST100054201,,Individual,0
ACC3EC550E94F,CUST100044267,,Individual,0
ACC25DA5C3F17,CUST100068353,,Individual,0
ACC9EE6F4A916,CUST100014463,,Family Plan,1
ACC39DA6316C1,CUST100030771,,Family Plan,1
ACC71645AECE7,CUST100047232,ACC6B96A2F167,Family Plan,2
ACC5328575BEC,CUST100099417,,Individual,1
ACC7868293A3C,CUST100055792,ACCC928417673,Individual,1
ACCC95C902552,CUST100065637,,Family Plan,1
ACC83D2661F45,CUST100028328,,Business Sub-Account,2
ACC28C4042696,CUST100098392,ACC2A729A00A9,Family Plan,0
ACC52FF3B7F4E,CUST100065303,,Business Sub-Account,1
ACC8CCA9EA190,CUST100058979,,Family Plan,0
ACC46FC28CC15,CUST100031636,,Individual,1
ACC6E6A925936,CUST100052465,,Individual,0
ACC9979E22EC8,CUST100052253,,Individual,0
ACCF3914CB6E1,CUST100082894,,Individual,0
ACCACC1BC852A,CUST100049638,,Individual,0
ACC50373A0B61,CUST100098822,,Family Plan,1
ACCEC78CF217C,CUST100052871,,Business Sub-Account,0
ACCA7E3DD6125,CUST100039887,,Individual,0
ACCC33FF86EB2,CUST100072238,ACCBDAF6D41F8,Family Plan,0
ACCC97E62292B,CUST100038525,ACCBBBDE08A36,Individual,1
ACC6C2F0AA0B7,CUST100028461,,Individual,0
ACC3157CFB078,CUST100013579,,Individual,1
ACCF33B9A9E3C,CUST100097644,,Family Plan,0
ACC35FC872FD4,CUST100015371,,Individual,0
ACCAD7B36AB31,CUST100012051,,Family Plan,1
ACC0360D7FC65,CUST100068212,ACC9A94178DF5,Individual,1
ACC89E9BE14F1,CUST100067907,,Family Plan,0
ACCC704BC95B5,CUST100005603,,Family Plan,0
ACC3F6588F1DE,CUST100065355,,Business Master,0
ACC0B7321E34A,CUST100052661,,Individual,0
ACCDCEE08842B,CUST100035732,,Business Master,1
ACCF848D68D0D,CUST100095725,,Individual,0
ACC8268625BA6,CUST100045595,,Business Sub-Account,0
ACCB7B688BC4A,CUST100000327,,Business Sub-Account,0
ACC0FFB87A89D,CUST100029229,,Business Master,0
ACC2B0D7564D7,CUST100021855,,Individual,1
ACC3095F79091,CUST100099274,,Individual,0
ACC5CCAE223AF,CUST100013967,,Family Plan,0
ACC673F6AA128,CUST100099693,,Family Plan,1
ACC80801B0220,CUST100096050,,Family Plan,0
ACC5A3812D382,CUST100035419,,Family Plan,1
ACC2B110ECAF2,CUST100047466,ACCA5C0A61E78,Individual,2
ACC3DDB1036C2,CUST100048978,,Individual,0
ACC79812644A0,CUST100070493,ACC50DC96C90B,Family Plan,0
ACC5E2A26D227,CUST100031693,,Family Plan,0
ACCE598ACDC81,CUST100036744,,Business Master,0
ACC7F1F7FF4E0,CUST100007851,ACC4AEA97CB0D,Family Plan,0
ACC28C2A49E90,CUST100078038,ACC73B3416FB1,Individual,0
ACC4982E9C513,CUST100021377,,Business Master,2
ACCD33328EA12,CUST100068918,,Individual,0
ACC4DFD962508,CUST100082454,,Individual,0
ACC3550F784D0,CUST100024944,,Family Plan,0
ACC10075861BB,CUST100025327,ACC8748457F71,Business Master,0
ACCD5FB8204BE,CUST100097240,,Individual,0
ACCE0DF65F5AD,CUST100032607,,Business Master,1
ACCE1E1F8BE1F,CUST100067385,,Family Plan,1
ACC4A25DC56EF,CUST100061786,ACC9F2533ECB1,Family Plan,0
ACCD7F65B1EF0,CUST100064487,,Family Plan,0
ACCB62504E54C,CUST100013879,,Business Master,1
ACC8625689EB6,CUST100086165,,Individual,0
ACC601D05E209,CUST100009200,,Individual,0
ACC49B618EE74,CUST100001560,,Individual,0
ACCFFB6AD851D,CUST100018119,,Family Plan,1
ACCE5171B22C5,CUST100096451,,Individual,1
ACC32DF0E9945,CUST100019911,,Family Plan,0
ACCA302D252C3,CUST100040944,ACCCBC384D76C,Business Sub-Account,0
ACC844454AB1A,CUST100063704,,Individual,0
ACCA5C055B576,CUST100014036,,Individual,0
ACC405DCA386B,CUST100032944,ACCE91414A669,Family Plan,0
ACC185A93D746,CUST100008350,,Business Sub-Account,1
ACCD70ED86562,CUST100010614,,Individual,0
ACC9F8A72504E,CUST100084380,ACC71645AECE7,Business Master,0
ACCA1DB51C80D,CUST100020120,,Family Plan,0
ACCA4FE2C905B,CUST100042890,,Individual,0
ACC3653F587C4,CUST100032342,,Individual,0
ACC4E805CF883,CUST100004444,,Family Plan,0
ACC8685E91FD0,CUST100035843,,Business Master,0
ACCA62DA3442D,CUST100079392,,Business Sub-Account,1
ACCD25375A486,CUST100002009,,Individual,0
ACC515C534070,CUST100029713,,Business Master,0
ACCB286567C61,CUST100059308,,Individual,0
ACC75F4CA09CD,CUST100026369,ACCF8C1EA1234,Business Master,1
ACCC1E1C45004,CUST100052929,,Individual,0
ACC03DC337AE5,CUST100033830,,Individual,0
ACC2A47B15241,CUST100004973,,Individual,0
ACCD75C509BEF,CUST100060994,ACC5FFE06DA0A,Individual,0
ACC49FDAC4B94,CUST100089826,,Individual,0
ACCCD7FB8BC78,CUST100053677,ACC99522AFB73,Individual,1
ACC3295478D5B,CUST100057092,,Individual,1
ACCCD2DB1022E,CUST100083039,,Family Plan,0
ACCE562A53518,CUST100088978,,Individual,0
ACC0E0512A245,CUST100083172,,Individual,1
ACCE8E2B2EE5F,CUST100074208,,Family Plan,1
ACCB786461CF8,CUST100012621,ACCD10AE45F7D,Business Sub-Account,0
ACCBCD5980F46,CUST100031111,ACC610E995018,Individual,1
ACC1615D7B429,CUST100027802,,Individual,0
ACCC8293E01D3,CUST100030161,ACCD91F2B5A49,Individual,0
ACCAC666B5AAC,CUST100084801,,Family Plan,0
ACC595C9FAD15,CUST100048174,,Individual,0
ACC57257E1DE9,CUST100075257,,Individual,0
ACC7B135A3F59,CUST100022253,ACCE02A8AE113,Family Plan,1
ACC9B086B8882,CUST100085280,,Family Plan,1
ACC769125CDE1,CUST100069947,ACC5208E1FB3D,Individual,1
ACCD0ED4BF04E,CUST100050575,,Individual,1
ACC76AACCD7C9,CUST100001163,ACCD6D7AD19F5,Individual,0
ACC62CC309059,CUST100039300,,Individual,0
ACCF3F20B4B95,CUST100007197,,Family Plan,0
ACC78CD9B2A24,CUST100072849,,Individual,0
ACCE6F55F4FE8,CUST100036838,,Individual,0
ACC48556FF33C,CUST100006580,,Individual,0
ACC9668BE2C0B,CUST100034363,,Family Plan,1
ACC33ED730540,CUST100037309,,Family Plan,2
ACC92E0BE2B78,CUST100045044,,Individual,0
ACCFFE62AE663,CUST100023729,,Individual,0
ACC249B14DF04,CUST100058950,,Individual,1
ACC726C64945E,CUST100087742,ACCCDE0E2AAD5,Individual,0
ACCF206EACEDA,CUST100060051,,Individual,0
ACC91D4357E96,CUST100086917,,Individual,0
ACCAE8D2A8961,CUST100010403,,Individual,0
ACCC039889E94,CUST100060622,,Individual,0
ACCDD42402C52,CUST100039560,,Individual,1
ACC88CF520FF6,CUST100008326,,Individual,0
ACC74B39403D2,CUST100014452,ACC2352A2A139,Business Sub-Account,0
ACC61F352CA0F,CUST100017306,,Individual,2
ACC92543768BC,CUST100048353,,Family Plan,0
ACCA34CBA0A88,CUST100066668,ACCB2D943B493,Family Plan,0
ACCBFB01706E1,CUST100033176,,Family Plan,0
ACC5AD09B23BF,CUST100020418,,Individual,0
ACC9D8A1E8292,CUST100052743,ACC27683F816B,Individual,0
ACCD4F33847A2,CUST100052490,,Business Master,0
ACC1E006DAC44,CUST100021123,,Individual,1
ACC02454E303B,CUST100042390,ACC9734390921,Family Plan,1
ACC279BB97964,CUST100027052,,Individual,0
ACC0B8DABCC19,CUST100041661,ACC5B8471F156,Family Plan,0
ACCB0617DC9BE,CUST100023620,,Individual,0
ACCC770CF109F,CUST100001994,,Family Plan,0
ACC6E66AB816E,CUST100096224,,Individual,0
ACC38211A1150,CUST100073622,,Individual,0
ACC5F36C15CE8,CUST100021969,ACCF5C22AF0DF,Family Plan,0
ACC815F9AE101,CUST100017606,,Individual,0
ACCAD27EF51D8,CUST100061970,,Family Plan,1
ACC6C3732F043,CUST100057854,,Business Sub-Account,0
ACC5F707CE87A,CUST100093437,,Business Sub-Account,0
ACC6DDD1E6DFF,CUST100071364,,Family Plan,0
ACCEF90899DCE,CUST100029739,ACCBD7CC61546,Individual,0
ACC0F4EEB5238,CUST100058086,,Individual,1
ACCDC2A48E282,CUST100059443,,Business Master,0
ACCB3DC755D78,CUST100096676,,Individual,1
ACC22F88C3A0F,CUST100073574,ACC99D0B19909,Family Plan,1
ACC372D4B118F,CUST100048293,,Family Plan,2
ACC768460FE20,CUST100005493,ACC1EC416BB2E,Family Plan,0
ACCCA96DB1B59,CUST100003481,,Family Plan,1
ACCCEC14A08DA,CUST100095149,ACCAE466B5B08,Individual,0
ACC2C2A24A6DB,CUST100010664,,Family Plan,1
ACCA239519BBE,CUST100039425,,Family Plan,0
ACCC6A887A7A4,CUST100093715,,Individual,0
ACC60ED747738,CUST100059474,,Individual,0
ACC7ADCA7EC0D,CUST100024381,,Family Plan,0
ACC11A3FFEF44,CUST100005635,,Individual,1
ACC1026AC2BA0,CUST100000045,ACC64E312CED9,Business Sub-Account,1
ACC16826D37A9,CUST100051914,,Business Master,0
ACCA9BE6519EE,CUST100033525,ACC2589EA319A,Family Plan,1
ACCECCAB60317,CUST100002988,,Business Master,0
ACC86DA9399D5,CUST100057518,,Individual,0
ACC8A740E587B,CUST100084512,,Individual,1
ACC6C6AA60DC7,CUST100010900,,Family Plan,0
ACC24EC25B4A2,CUST100056854,ACCB6F0C77344,Individual,1
ACC9B88B9DDAF,CUST100097919,,Individual,1
ACC50F3D4460C,CUST100026346,,Individual,0
ACC7D3EB2EE06,CUST100011398,,Family Plan,1
ACC7D9F36E555,CUST100010462,,Business Sub-Account,0
ACC95589029FD,CUST100067379,,Individual,1
ACC6043971571,CUST100076759,,Individual,0
ACC05C211E7DD,CUST100050789,,Family Plan,0
ACC442E589480,CUST100038296,,Individual,0
ACCB0F7716573,CUST100093702,,Business Sub-Account,0
ACCCB48BDEE6B,CUST100001564,,Individual,1
ACC3874CFDF81,CUST100079172,,Family Plan,0
ACC764C435713,CUST100044584,,Individual,0
ACC8E290EC265,CUST100042640,ACC8F44F18539,Family Plan,0
ACC73070E824D,CUST100055862,,Individual,0
ACC5E21B298A3,CUST100004485,,Business Master,0
ACC916CEADE3B,CUST100059055,,Individual,2
ACCFD6480979D,CUST100046535,ACC3C9B90B3E3,Individual,1
ACC2EC9B4C65A,CUST100083171,,Family Plan,0
ACC965725491C,CUST100069265,,Individual,2
ACCB8AEC13411,CUST100081371,,Family Plan,0
ACCA47A84C329,CUST100068381,ACC92B2A37D61,Individual,0
ACC2F5825A21D,CUST100099655,,Family Plan,0
ACCB1C9759E9F,CUST100019324,ACC7480F004E6,Business Sub-Account,1
ACCBA6DFECB07,CUST100007278,,Family Plan,1
ACC35C0B12180,CUST100055030,ACCBCACD45CEE,Family Plan,0
ACC1014FADF51,CUST100003725,,Individual,2
ACC78AD673317,CUST100022295,,Individual,1
ACCAE9E0B1C72,CUST100074257,,Individual,0
ACC8F9487ADDD,CUST100094166,ACC4AB95E4882,Family Plan,0
ACC2A225D875C,CUST100039516,,Individual,0
ACCCBC0DA36BA,CUST100075537,,Business Master,0
ACC64AEC1CDFE,CUST100071777,,Family Plan,0
ACC3BF9790F7E,CUST100086569,,Individual,0
ACC7B5EC1BCA9,CUST100015409,,Individual,0
ACCF186BEFA15,CUST100073659,,Family Plan,0
ACC4AEB12CC05,CUST100012381,,Family Plan,0
ACC15C8DB07A9,CUST100058370,,Individual,0
ACCAB5623776C,CUST100002511,,Individual,0
ACC405F362DAA,CUST100078293,ACCF058B7BC2F,Individual,0
ACCCBE100EE25,CUST100049262,,Family Plan,0
ACC00C1EF7A17,CUST100036396,,Family Plan,0
ACCED79EB1639,CUST100068374,,Individual,1
ACC3D44E74DEC,CUST100057829,,Family Plan,0
ACCEB99FE7964,CUST100093637,ACC9BEE211EB7,Family Plan,0
ACCF4AC9628EB,CUST100057107,,Individual,1
ACCC92426A38C,CUST100096344,,Individual,0
ACC0D8FC79794,CUST100048261,,Business Sub-Account,0
ACC6FD1ACCA1B,CUST100090863,,Individual,1
ACC34B3AEE75F,CUST100096350,,Individual,1
ACCDC382EBCE7,CUST100096834,,Business Master,0
ACCC7DBE2C83F,CUST100038831,,Individual,0
ACC0485CC2C63,CUST100013482,,Family Plan,0
ACC78EBC7A083,CUST100050363,ACCF0E01FC6EE,Individual,0
ACCE48E83914C,CUST100016638,,Business Master,0
ACCED8FF0AC9D,CUST100002254,,Individual,2
ACC6F3F65D645,CUST100003299,,Individual,0
ACC0095951410,CUST100006441,,Business Master,1
ACCB508E2B1A1,CUST100072207,ACC309F71F406,Individual,1
ACC9B27CEAA4E,CUST100089416,,Individual,0
ACC6AE047DCB6,CUST100030657,,Individual,0
ACC953840C9A5,CUST100027570,,Family Plan,0
ACC7AA3C1C7F3,CUST100013522,ACC441B98AB43,Individual,0
ACC8CB23F3071,CUST100037732,,Individual,0
ACC8C88F8C539,CUST100008918,,Family Plan,0
ACC56788391A3,CUST100096174,ACC2DC2E705FC,Family Plan,0
ACC676BDEA5A9,CUST100024439,ACC0B42A31146,Family Plan,0
ACCB3FCA88EC3,CUST100019794,,Family Plan,0
ACC4DF831B886,CUST100002240,ACCE1FCCB08EA,Business Master,0
ACCB36AFCFBC3,CUST100055990,ACC8CCEA8C417,Individual,0
ACC73CB2E091E,CUST100076937,,Individual,0
ACC35DB497C30,CUST100061817,,Individual,0
ACCC16B834988,CUST100083162,,Family Plan,0
ACC853980B738,CUST100044717,,Individual,1
ACCA67E41F923,CUST100056055,,Individual,0
