party_id,customer_id,party_type,role,relationship_to_account
PTYFF2F625276,CUST100036160,Individual,Primary Account Holder,Spouse
PTY055DFDE35E,CUST100075900,Individual,Primary Account Holder,Dependent
PTY6AD3A84181,CUST100074206,Organization,Authorized User,Child
PTY3E912D1DF4,CUST100076361,Individual,Authorized User,Spouse
PTYF1A6500D99,CUST100053129,Individual,Primary Account Holder,Child
PTY99470B5894,CUST100066165,Individual,Primary Account Holder,Dependent
PTY0DAD20675C,CUST100034957,Individual,Primary Account Holder,Dependent
PTY49870A3DB9,CUST100039965,Individual,Guarantor,Self
PTY78B0E47C20,CUST100070705,Individual,Beneficiary,Child
PTYC8408EE2DA,CUST100054930,Individual,Authorized User,Business Partner
PTY609352E17B,CUST100063705,Individual,Primary Account Holder,Business Partner
PTY40CED9142E,CUST100043723,Individual,Primary Account Holder,Spouse
PTY16A854E8E5,CUST100055671,Individual,Authorized User,Dependent
PTY07FC0DDEFC,CUST100005276,Individual,Primary Account Holder,Self
PTYDF6331F628,CUST100094692,Individual,Primary Account Holder,Self
PTY3D3D27B393,CUST100089094,Individual,Primary Account Holder,Self
PTY89CD79B50B,CUST100027535,Individual,Beneficiary,Dependent
PTY93401ABD7A,CUST100045539,Individual,Primary Account Holder,Business Partner
PTY80884EF0B3,CUST100000818,Organization,Authorized User,Dependent
PTY249CA1BA8D,CUST100065986,Organization,Primary Account Holder,Dependent
PTYBF9157CDB8,CUST100020571,Individual,Primary Account Holder,Self
PTY9135A6B11A,CUST100052120,Individual,Authorized User,Child
PTYB296CCECDB,CUST100014519,Individual,Authorized User,Spouse
PTY7E9BF84E19,CUST100003772,Individual,Primary Account Holder,Self
PTY2E894B2DFE,CUST100027598,Individual,Primary Account Holder,Dependent
PTY78996AC770,CUST100013666,Individual,Primary Account Holder,Child
PTYD1C323519C,CUST100094639,Individual,Primary Account Holder,Dependent
PTYC00A8B0646,CUST100033211,Individual,Authorized User,Child
PTYDC6096197A,CUST100061907,Individual,Primary Account Holder,Child
PTY774DE5C864,CUST100034753,Individual,Authorized User,Self
PTY180A2069FE,CUST100034517,Individual,Beneficiary,Child
PTY1D523034EA,CUST100034419,Organization,Guarantor,Spouse
PTY6C82BCE211,CUST100094010,Individual,Authorized User,Business Partner
PTYFE921982F5,CUST100065695,Organization,Primary Account Holder,Dependent
PTY979B1069F0,CUST100088644,Individual,Primary Account Holder,Child
PTY58F478F00F,CUST100049266,Individual,Primary Account Holder,Dependent
PTYB141A41E6C,CUST100007075,Organization,Primary Account Holder,Child
PTY3AFDDC8178,CUST100060326,Organization,Beneficiary,Dependent
PTYF5CB7820F4,CUST100070411,Individual,Authorized User,Self
PTY39698898AA,CUST100022163,Individual,Primary Account Holder,Self
PTYFB65EE2FAD,CUST100061931,Individual,Primary Account Holder,Self
PTYDA86ACA560,CUST100009832,Individual,Primary Account Holder,Dependent
PTY0F9D65F05D,CUST100049680,Individual,Primary Account Holder,Child
PTYF83459629B,CUST100086861,Individual,Authorized User,Self
PTYA047C5B3DA,CUST100002115,Individual,Authorized User,Business Partner
PTY029C9FB6E2,CUST100071569,Individual,Primary Account Holder,Spouse
PTYC54C648907,CUST100015732,Individual,Primary Account Holder,Dependent
PTYA5B5334D6A,CUST100021295,Individual,Authorized User,Self
PTYF6275A8178,CUST100099368,Individual,Primary Account Holder,Dependent
PTY1F146CD2E2,CUST100084514,Individual,Beneficiary,Spouse
PTY861387976C,CUST100039582,Individual,Primary Account Holder,Business Partner
PTY7AB46212B3,CUST100083754,Individual,Primary Account Holder,Spouse
PTY6276F10927,CUST100022721,Individual,Authorized User,Self
PTY3C0C3EAE6B,CUST100062905,Individual,Authorized User,Spouse
PTY3C2D3931A8,CUST100020965,Organization,Authorized User,Business Partner
PTY54A9DBE1A6,CUST100012555,Individual,Primary Account Holder,Self
PTYE035686741,CUST100048520,Individual,Beneficiary,Dependent
PTYE303CFF5B7,CUST100012071,Individual,Authorized User,Dependent
PTY1646FEB6CD,CUST100086233,Individual,Authorized User,Dependent
PTYAB8562E3BC,CUST100086735,Individual,Primary Account Holder,Dependent
PTYEF1588B0EC,CUST100078904,Individual,Primary Account Holder,Spouse
PTY1F1538FE76,CUST100077410,Individual,Primary Account Holder,Dependent
PTY7169821B98,CUST100025161,Individual,Authorized User,Self
PTY8C22811F8F,CUST100060671,Individual,Primary Account Holder,Child
PTYCDACD10FE7,CUST100093925,Individual,Guarantor,Dependent
PTYC519718D46,CUST100024692,Individual,Primary Account Holder,Dependent
PTY3A8E637CEF,CUST100070378,Individual,Authorized User,Spouse
PTY72163C8FA2,CUST100078778,Individual,Primary Account Holder,Spouse
PTY50EBBA5C3D,CUST100054192,Individual,Primary Account Holder,Business Partner
PTYC321E7CFE9,CUST100099217,Individual,Authorized User,Business Partner
PTYE46F7400AF,CUST100037976,Individual,Authorized User,Business Partner
PTY35436CA75C,CUST100003167,Individual,Authorized User,Business Partner
PTY0E1C74B408,CUST100030825,Individual,Primary Account Holder,Child
PTYE0811E9912,CUST100062590,Individual,Primary Account Holder,Business Partner
PTY930CF15DC9,CUST100006163,Individual,Primary Account Holder,Dependent
PTY6F5BC3861B,CUST100048407,Individual,Beneficiary,Business Partner
PTY669FE2AF3F,CUST100031446,Individual,Authorized User,Dependent
PTY6EC424FA59,CUST100019242,Individual,Primary Account Holder,Dependent
PTY2972748637,CUST100033339,Organization,Primary Account Holder,Dependent
PTY3798843696,CUST100039148,Individual,Beneficiary,Business Partner
PTY808BAB4F6C,CUST100031726,Individual,Beneficiary,Spouse
PTY289E2B76B0,CUST100077409,Individual,Authorized User,Child
PTY4FEF62C45C,CUST100049305,Individual,Primary Account Holder,Business Partner
PTY0D4A51CA2D,CUST100007288,Individual,Primary Account Holder,Child
PTYE706B671D8,CUST100028910,Individual,Primary Account Holder,Business Partner
PTYE1C152F6BF,CUST100095040,Individual,Beneficiary,Dependent
PTYFB510A3730,CUST100067400,Individual,Authorized User,Dependent
PTYAFC7BACF16,CUST100093106,Individual,Primary Account Holder,Business Partner
PTY4EF722275C,CUST100034207,Individual,Authorized User,Child
PTYD4483F863C,CUST100009180,Individual,Primary Account Holder,Self
PTYF7AAC9FE5F,CUST100009586,Individual,Authorized User,Dependent
PTY49B6E85581,CUST100025203,Individual,Primary Account Holder,Business Partner
PTY6F264F4C83,CUST100091616,Individual,Primary Account Holder,Spouse
PTY1A42C0A6F1,CUST100098214,Individual,Primary Account Holder,Business Partner
PTYBB6B825F93,CUST100025213,Individual,Primary Account Holder,Spouse
PTY20174AA8BA,CUST100033107,Individual,Primary Account Holder,Self
PTY23F82BEB2C,CUST100077520,Individual,Primary Account Holder,Spouse
PTYC04FBF8B11,CUST100084370,Individual,Primary Account Holder,Child
PTY6AFA02F689,CUST100010482,Individual,Primary Account Holder,Child
PTY5F2BBC8AB8,CUST100036283,Individual,Primary Account Holder,Dependent
PTY13132D1677,CUST100056864,Individual,Primary Account Holder,Child
PTY9873323A0C,CUST100037434,Individual,Authorized User,Spouse
PTY7E0CF5D970,CUST100048992,Individual,Authorized User,Spouse
PTYD902DC154D,CUST100067318,Individual,Primary Account Holder,Self
PTY8624F0AEEE,CUST100049259,Individual,Primary Account Holder,Child
PTY7F3CED5BDB,CUST100015978,Individual,Primary Account Holder,Child
PTY7FCD3D5BDD,CUST100045417,Individual,Primary Account Holder,Child
PTY268E549972,CUST100094122,Individual,Primary Account Holder,Child
PTYF214262D3C,CUST100025802,Individual,Beneficiary,Dependent
PTY9F035BD4A4,CUST100087661,Organization,Primary Account Holder,Dependent
PTYEE97C449E3,CUST100059627,Individual,Authorized User,Child
PTYADF78557C8,CUST100087865,Individual,Beneficiary,Dependent
PTY75C31691E6,CUST100025669,Individual,Primary Account Holder,Business Partner
PTYBE76B75D10,CUST100090905,Organization,Authorized User,Dependent
PTYAEA6AA1F0E,CUST100077773,Individual,Beneficiary,Business Partner
PTY3179A7D6A1,CUST100084681,Individual,Primary Account Holder,Business Partner
PTY75D9E9D4C6,CUST100023317,Individual,Primary Account Holder,Business Partner
PTY5161C0765B,CUST100004153,Organization,Beneficiary,Dependent
PTYC1ED0905BB,CUST100074442,Individual,Authorized User,Dependent
PTY1084B2FB49,CUST100031207,Individual,Primary Account Holder,Child
PTY5218A51C60,CUST100045915,Individual,Authorized User,Self
PTY15A1814DAC,CUST100079661,Individual,Primary Account Holder,Child
PTY2B97399CEA,CUST100042260,Individual,Authorized User,Self
PTY9805866D1D,CUST100080305,Individual,Primary Account Holder,Self
PTYC52C15A01E,CUST100043202,Individual,Primary Account Holder,Spouse
PTY6BFCE134BA,CUST100075930,Organization,Primary Account Holder,Dependent
PTYB2A208A5E0,CUST100011186,Individual,Authorized User,Self
PTYAE00828C87,CUST100032238,Individual,Authorized User,Dependent
PTYEDA94E4830,CUST100023302,Individual,Primary Account Holder,Self
PTY9FFDE81EE4,CUST100039553,Individual,Primary Account Holder,Business Partner
PTY2F39B6BCB8,CUST100010487,Individual,Guarantor,Self
PTYB30812114A,CUST100000993,Individual,Primary Account Holder,Child
PTY9FDDFF1DE4,CUST100021700,Individual,Beneficiary,Dependent
PTYF8D914B606,CUST100060826,Individual,Primary Account Holder,Business Partner
PTYF2A35AE938,CUST100033425,Individual,Primary Account Holder,Dependent
PTY30F3032D44,CUST100046628,Individual,Primary Account Holder,Self
PTY083CD9B047,CUST100022793,Organization,Primary Account Holder,Child
PTYD5C660BD93,CUST100086288,Individual,Primary Account Holder,Child
PTY5570817653,CUST100072911,Individual,Authorized User,Business Partner
PTY9C1C07AC32,CUST100091850,Individual,Primary Account Holder,Spouse
PTYBB13BA55C8,CUST100044464,Organization,Primary Account Holder,Spouse
PTYC264FDB515,CUST100067964,Individual,Authorized User,Self
PTY58E3A1CF84,CUST100030468,Individual,Authorized User,Dependent
PTY18A59C0D39,CUST100076131,Individual,Primary Account Holder,Child
PTY7C59403923,CUST100045606,Individual,Primary Account Holder,Dependent
PTYCD09613C7C,CUST100004003,Individual,Primary Account Holder,Spouse
PTY016D669CE5,CUST100081051,Individual,Authorized User,Dependent
PTY93725FDDEF,CUST100098247,Individual,Authorized User,Spouse
PTY8B96BA680A,CUST100019918,Individual,Authorized User,Spouse
PTY29377EBA73,CUST100049058,Individual,Primary Account Holder,Business Partner
PTY73E800F80B,CUST100021141,Individual,Primary Account Holder,Dependent
PTY07AB13D669,CUST100028070,Individual,Primary Account Holder,Dependent
PTY27F1ECC46B,CUST100095506,Individual,Primary Account Holder,Spouse
PTY4C34B7A4C0,CUST100053151,Individual,Authorized User,Spouse
PTY1AC50B1C38,CUST100070989,Individual,Authorized User,Dependent
PTYE9A14660CB,CUST100071870,Individual,Beneficiary,Dependent
PTYCCD03956D9,CUST100022409,Organization,Primary Account Holder,Spouse
PTY3A443A8073,CUST100098301,Individual,Primary Account Holder,Business Partner
PTYE8A8A57037,CUST100052347,Individual,Beneficiary,Business Partner
PTY729024C8AD,CUST100096168,Individual,Primary Account Holder,Self
PTYF383338742,CUST100065412,Individual,Primary Account Holder,Business Partner
PTYEDA24DBDCE,CUST100002794,Organization,Authorized User,Self
PTY1ACE13684A,CUST100068522,Individual,Guarantor,Spouse
PTY1C625B9838,CUST100048596,Individual,Primary Account Holder,Spouse
PTYEE894D9DE6,CUST100013369,Individual,Primary Account Holder,Spouse
PTYD21D1A1D05,CUST100013569,Individual,Authorized User,Child
PTYDF3560199E,CUST100081670,Individual,Primary Account Holder,Spouse
PTY4F3278C379,CUST100047692,Individual,Primary Account Holder,Dependent
PTY83289AF1D6,CUST100046114,Individual,Authorized User,Dependent
PTY64477FCF29,CUST100044523,Individual,Primary Account Holder,Dependent
PTYFEEA697652,CUST100015384,Individual,Primary Account Holder,Spouse
PTY8EB63F2A40,CUST100003747,Individual,Primary Account Holder,Self
PTYBD74E51F00,CUST100044465,Individual,Primary Account Holder,Business Partner
PTYD1AF72158A,CUST100077412,Individual,Primary Account Holder,Self
PTY101D494245,CUST100070441,Individual,Authorized User,Spouse
PTYE393E8C603,CUST100058450,Individual,Primary Account Holder,Child
PTYDD3DF21B56,CUST100059654,Individual,Authorized User,Spouse
PTYCB37813559,CUST100084701,Individual,Primary Account Holder,Spouse
PTYCA31B425DD,CUST100065299,Individual,Primary Account Holder,Self
PTYC4F1BBC5A3,CUST100063660,Individual,Authorized User,Self
PTYF91048F90B,CUST100005490,Organization,Primary Account Holder,Dependent
PTY352922953C,CUST100084570,Individual,Beneficiary,Spouse
PTY5C719657A8,CUST100029078,Individual,Authorized User,Child
PTYD82673A25B,CUST100077682,Individual,Primary Account Holder,Business Partner
PTYE8A5408670,CUST100021092,Organization,Authorized User,Spouse
PTYCE98FDC1A8,CUST100076704,Individual,Primary Account Holder,Dependent
PTYEE87BD67AE,CUST100033319,Individual,Primary Account Holder,Business Partner
PTY2DDD7BADC3,CUST100009001,Individual,Guarantor,Self
PTY686CD04031,CUST100086005,Individual,Guarantor,Spouse
PTYF9AD7B6964,CUST100055234,Individual,Primary Account Holder,Child
PTY845CF5FB82,CUST100022127,Individual,Authorized User,Self
PTY37F8552434,CUST100031419,Individual,Guarantor,Dependent
PTY8C0AC3E6AF,CUST100006470,Individual,Primary Account Holder,Dependent
PTY8EFF9EFFB6,CUST100062772,Individual,Authorized User,Child
PTYFCAF7D42A8,CUST100077770,Individual,Authorized User,Self
PTY5D7ABC625A,CUST100081304,Organization,Primary Account Holder,Self
PTYC6E5AC74EE,CUST100009961,Individual,Primary Account Holder,Dependent
PTY137136FBF5,CUST100019162,Individual,Guarantor,Business Partner
PTYEE26A77048,CUST100022766,Individual,Primary Account Holder,Self
PTY45534E0D60,CUST100037134,Individual,Authorized User,Spouse
PTYE08D3D43A0,CUST100031502,Individual,Primary Account Holder,Spouse
PTY7910A9C806,CUST100057768,Individual,Primary Account Holder,Business Partner
PTY98F044AF5B,CUST100091608,Individual,Primary Account Holder,Self
PTY9C71EC1F1B,CUST100066695,Individual,Primary Account Holder,Business Partner
PTYAB9F5BC6B1,CUST100092123,Individual,Primary Account Holder,Self
PTYB43973E1FB,CUST100077916,Individual,Beneficiary,Child
PTY1A26AD437D,CUST100034113,Organization,Primary Account Holder,Child
PTY28940723CC,CUST100039661,Individual,Beneficiary,Dependent
PTYFD40579B3A,CUST100008029,Individual,Guarantor,Business Partner
PTY4FE937FC57,CUST100088136,Individual,Primary Account Holder,Business Partner
PTY8EF816EF63,CUST100022943,Individual,Primary Account Holder,Child
PTYDB426EFD2E,CUST100097629,Individual,Primary Account Holder,Dependent
PTYF2BF078984,CUST100066796,Individual,Primary Account Holder,Spouse
PTYE4D0653098,CUST100057110,Individual,Primary Account Holder,Dependent
PTYC9D784E444,CUST100055694,Individual,Primary Account Holder,Dependent
PTY0A844FCDCD,CUST100023931,Individual,Primary Account Holder,Self
PTY85305B975F,CUST100075825,Organization,Primary Account Holder,Child
PTY75FAFE7F2E,CUST100076865,Individual,Primary Account Holder,Business Partner
PTY6AC6741292,CUST100099318,Individual,Beneficiary,Dependent
PTY87985391FA,CUST100099813,Individual,Primary Account Holder,Dependent
PTYAF10A73AF5,CUST100071694,Individual,Primary Account Holder,Spouse
PTYD19F7B3B50,CUST100031002,Individual,Primary Account Holder,Spouse
PTYF85B0AED2B,CUST100078090,Individual,Primary Account Holder,Dependent
PTY83B70F1ED5,CUST100058725,Organization,Primary Account Holder,Business Partner
PTYC6C56E80FE,CUST100031423,Individual,Guarantor,Child
PTY05A1C04EE1,CUST100002103,Individual,Primary Account Holder,Spouse
PTY15E7B3F7B0,CUST100075040,Individual,Primary Account Holder,Spouse
PTYC80FAC57FD,CUST100090584,Individual,Authorized User,Self
PTY8067E4515D,CUST100009237,Individual,Guarantor,Dependent
PTYFEDC550A2A,CUST100076989,Organization,Beneficiary,Business Partner
PTY473C5EFC47,CUST100050088,Individual,Primary Account Holder,Business Partner
PTY0D2E424F99,CUST100051196,Individual,Authorized User,Dependent
PTYB86606AEB5,CUST100015877,Individual,Primary Account Holder,Dependent
PTY4EB45DE0E1,CUST100003886,Individual,Authorized User,Child
PTY9FA78112A4,CUST100073570,Organization,Guarantor,Child
PTY42658E5BA8,CUST100055546,Individual,Beneficiary,Child
PTY79FA663C29,CUST100053345,Individual,Primary Account Holder,Child
PTYA9BFBACA02,CUST100015203,Individual,Primary Account Holder,Child
PTYC870E0122E,CUST100083090,Individual,Primary Account Holder,Child
PTY50C83F42A7,CUST100077541,Individual,Authorized User,Child
PTY6CD9A8E7C5,CUST100095446,Individual,Primary Account Holder,Dependent
PTY4BC80B0CAE,CUST100053443,Individual,Primary Account Holder,Dependent
PTY78EB75F7C1,CUST100084732,Organization,Primary Account Holder,Self
PTYBB12189EE0,CUST100033706,Individual,Primary Account Holder,Child
PTY81CEB4BE80,CUST100022331,Individual,Beneficiary,Business Partner
PTYDCFB4208FA,CUST100036171,Individual,Beneficiary,Child
PTY913D1CFE08,CUST100083720,Organization,Authorized User,Self
PTY3B8DD9611B,CUST100091622,Individual,Primary Account Holder,Self
PTY3DEE628B7C,CUST100035660,Individual,Primary Account Holder,Spouse
PTY6D0E840EC9,CUST100094307,Individual,Authorized User,Dependent
PTYB96DC52197,CUST100039178,Individual,Primary Account Holder,Dependent
PTY25A44F7AC7,CUST100046770,Individual,Primary Account Holder,Dependent
PTY8BA5B9AFE3,CUST100068173,Individual,Beneficiary,Child
PTY43B453A4D5,CUST100023482,Individual,Primary Account Holder,Dependent
PTY4286F9969D,CUST100025991,Individual,Authorized User,Dependent
PTY04B1793FD8,CUST100009661,Organization,Authorized User,Spouse
PTYB55114A5C4,CUST100019388,Organization,Primary Account Holder,Child
PTYF18D914B1D,CUST100055075,Individual,Primary Account Holder,Self
PTY4E901F9036,CUST100073557,Individual,Primary Account Holder,Business Partner
PTY5887A1ADE5,CUST100056056,Individual,Primary Account Holder,Self
PTYFB9108D448,CUST100005842,Individual,Primary Account Holder,Dependent
PTY3CD0B9D077,CUST100077662,Individual,Primary Account Holder,Self
PTY0A23A699CE,CUST100087532,Individual,Primary Account Holder,Dependent
PTYDE59EE3E2E,CUST100006439,Individual,Primary Account Holder,Child
PTY15F24C013D,CUST100042347,Individual,Primary Account Holder,Business Partner
PTY3E36907A10,CUST100084308,Organization,Authorized User,Dependent
PTYAC97875F44,CUST100074982,Individual,Authorized User,Dependent
PTYC43B6AA4D7,CUST100064338,Individual,Authorized User,Spouse
PTY3161B7550C,CUST100083788,Individual,Primary Account Holder,Self
PTY607E7B73E0,CUST100044019,Individual,Primary Account Holder,Child
PTY3543949D1A,CUST100042441,Individual,Primary Account Holder,Self
PTY0A4FD2AA6C,CUST100097654,Individual,Guarantor,Child
PTY9C447C4EBD,CUST100085354,Individual,Primary Account Holder,Spouse
PTY8DA4EFA8D8,CUST100017398,Individual,Primary Account Holder,Dependent
PTY0EE8F9AB02,CUST100044648,Individual,Primary Account Holder,Child
PTY8BC73890ED,CUST100025941,Individual,Primary Account Holder,Spouse
PTYE0D4434149,CUST100061474,Individual,Primary Account Holder,Child
PTY8FE1556B26,CUST100041544,Individual,Primary Account Holder,Dependent
PTY98147F2588,CUST100054417,Individual,Guarantor,Child
PTY63CD7FAA00,CUST100097164,Individual,Primary Account Holder,Business Partner
PTY79AFCE7EB0,CUST100079180,Individual,Authorized User,Dependent
PTYF78BC8D1A9,CUST100088894,Organization,Primary Account Holder,Spouse
PTY66065D2A21,CUST100096266,Individual,Authorized User,Business Partner
PTY4722E4C850,CUST100030915,Individual,Primary Account Holder,Business Partner
PTY33951C8A6B,CUST100038351,Individual,Primary Account Holder,Dependent
PTY080F4CBDEF,CUST100014738,Organization,Authorized User,Business Partner
PTYCAB5316674,CUST100047842,Individual,Primary Account Holder,Spouse
PTY529F41F390,CUST100020549,Individual,Primary Account Holder,Dependent
PTY2C54ED2B16,CUST100082859,Individual,Guarantor,Business Partner
PTYF7E385754B,CUST100047085,Individual,Beneficiary,Business Partner
PTY6FAC18FE1C,CUST100051266,Individual,Beneficiary,Business Partner
PTYA9B3967427,CUST100088989,Individual,Authorized User,Spouse
PTY8458375529,CUST100070043,Individual,Authorized User,Spouse
PTY0EC32D53E7,CUST100096702,Individual,Beneficiary,Self
PTY9D5415E0C2,CUST100047617,Individual,Primary Account Holder,Dependent
PTY26ED600950,CUST100057467,Individual,Authorized User,Business Partner
PTY4A97004961,CUST100069906,Individual,Authorized User,Self
PTY9921113DC1,CUST100085581,Individual,Primary Account Holder,Child
PTYB44D68EDBE,CUST100048771,Individual,Primary Account Holder,Spouse
PTY474B959C68,CUST100091607,Individual,Primary Account Holder,Business Partner
PTYC667B3EE0B,CUST100070260,Individual,Primary Account Holder,Dependent
PTYBAC03F4F74,CUST100078480,Individual,Primary Account Holder,Self
PTY7A3DBF4459,CUST100079520,Individual,Authorized User,Self
PTYC81AD3936C,CUST100033823,Individual,Primary Account Holder,Child
PTYBA67AD52CE,CUST100060047,Individual,Authorized User,Self
PTY2F136FD779,CUST100088340,Individual,Primary Account Holder,Dependent
PTY03A85FDFFC,CUST100090852,Individual,Authorized User,Spouse
PTY4101F59D0C,CUST100049210,Individual,Primary Account Holder,Child
PTY99D3909120,CUST100083059,Individual,Primary Account Holder,Spouse
PTYD78288DC91,CUST100064454,Individual,Primary Account Holder,Dependent
PTY5652C2A8DE,CUST100071890,Individual,Primary Account Holder,Dependent
PTY201D98A026,CUST100031221,Organization,Primary Account Holder,Self
PTYD1ED9CD394,CUST100028144,Individual,Authorized User,Dependent
PTYBC0B6CB666,CUST100082531,Individual,Authorized User,Spouse
PTYFB8906B7DC,CUST100041122,Individual,Authorized User,Child
PTYFF4AC9A6FC,CUST100008439,Individual,Primary Account Holder,Business Partner
PTY843D1E3D7E,CUST100034486,Organization,Primary Account Holder,Child
PTYC8ED8F2CE2,CUST100025916,Organization,Primary Account Holder,Business Partner
PTYB329C0B775,CUST100074109,Organization,Guarantor,Business Partner
PTY89A17D5258,CUST100005438,Individual,Primary Account Holder,Dependent
PTY459F15788F,CUST100052422,Individual,Beneficiary,Self
PTYEB57D748EF,CUST100099467,Individual,Primary Account Holder,Spouse
PTYD677D98AA7,CUST100017937,Individual,Primary Account Holder,Business Partner
PTYE87C9BA735,CUST100086819,Individual,Beneficiary,Dependent
PTY122DC03BA6,CUST100061892,Individual,Primary Account Holder,Spouse
PTY71B3636BC8,CUST100099202,Individual,Primary Account Holder,Dependent
PTY1A5C771B10,CUST100069157,Individual,Primary Account Holder,Spouse
PTY15042B1A2E,CUST100012305,Individual,Primary Account Holder,Dependent
PTY41AFC69947,CUST100012295,Organization,Authorized User,Self
PTY2E8CE42A97,CUST100041793,Individual,Primary Account Holder,Dependent
PTYE6A48C4BC1,CUST100044228,Individual,Authorized User,Dependent
PTY45A9345247,CUST100050158,Individual,Primary Account Holder,Spouse
PTY76CCFEF411,CUST100030094,Individual,Primary Account Holder,Self
PTY4BA8DA3591,CUST100014477,Individual,Authorized User,Dependent
PTY57991D9EE4,CUST100031343,Individual,Primary Account Holder,Dependent
PTY004087AD0E,CUST100017546,Individual,Primary Account Holder,Business Partner
PTYBD7B9A9D38,CUST100030177,Individual,Primary Account Holder,Child
PTY0942B090A5,CUST100002662,Individual,Primary Account Holder,Dependent
PTYF3D2350DDA,CUST100085906,Individual,Authorized User,Self
PTY98AF08F0F4,CUST100005696,Individual,Primary Account Holder,Self
PTYFBEB68737B,CUST100071815,Individual,Primary Account Holder,Business Partner
PTY4EE55C4A89,CUST100095335,Individual,Primary Account Holder,Self
PTY91D24F1420,CUST100099169,Organization,Beneficiary,Dependent
PTYE228181FD3,CUST100070855,Individual,Primary Account Holder,Child
PTYE78A4A26BB,CUST100072291,Individual,Authorized User,Spouse
PTY3C81BF6349,CUST100020311,Individual,Primary Account Holder,Child
PTYFD0EF44831,CUST100043908,Individual,Beneficiary,Spouse
PTY64A2F33FC9,CUST100028844,Individual,Primary Account Holder,Dependent
PTY73C91CAA9C,CUST100031353,Individual,Primary Account Holder,Spouse
PTY1641CAF307,CUST100079596,Individual,Primary Account Holder,Self
PTYE76163C0D4,CUST100027438,Individual,Primary Account Holder,Child
PTYC78AF9C279,CUST100038246,Individual,Primary Account Holder,Spouse
PTY54E90E8682,CUST100090334,Individual,Primary Account Holder,Business Partner
PTYD09FE9318F,CUST100052035,Individual,Primary Account Holder,Spouse
PTY575D929EBF,CUST100017990,Individual,Authorized User,Business Partner
PTY9EFBB2BE71,CUST100061946,Individual,Authorized User,Dependent
PTY9F62C5F94A,CUST100055309,Individual,Primary Account Holder,Spouse
PTY091E6D0A2E,CUST100093207,Individual,Primary Account Holder,Dependent
PTY2CA3486F7E,CUST100009552,Individual,Authorized User,Self
PTY7EEF642EF3,CUST100043581,Individual,Primary Account Holder,Self
PTY9C734F5B65,CUST100063305,Individual,Authorized User,Self
PTY9A4762BE9F,CUST100045363,Individual,Authorized User,Business Partner
PTY96106B6538,CUST100010369,Individual,Authorized User,Self
PTY9106949493,CUST100059247,Individual,Authorized User,Business Partner
PTYB06140AE17,CUST100078024,Individual,Authorized User,Self
PTY69A8D73301,CUST100077588,Individual,Primary Account Holder,Dependent
PTY514D151E22,CUST100059373,Individual,Primary Account Holder,Dependent
PTYFAF3080515,CUST100045873,Individual,Guarantor,Business Partner
PTYD45FF729C5,CUST100086870,Individual,Primary Account Holder,Business Partner
PTY470FA563AA,CUST100039204,Organization,Beneficiary,Dependent
PTY4304761B25,CUST100064581,Individual,Primary Account Holder,Spouse
PTY6EF7B5EB12,CUST100021923,Individual,Beneficiary,Child
PTYC66F7F7A26,CUST100066133,Individual,Authorized User,Business Partner
PTY8BA2374B4C,CUST100020469,Organization,Primary Account Holder,Business Partner
PTY4150B4ABFC,CUST100014608,Individual,Authorized User,Self
PTY7955609BA6,CUST100065567,Individual,Primary Account Holder,Child
PTY69A12F6817,CUST100080478,Individual,Primary Account Holder,Spouse
PTYA83673F5E6,CUST100092958,Individual,Guarantor,Dependent
PTY5B931B3292,CUST100018959,Individual,Authorized User,Spouse
PTYE5961ABF90,CUST100035144,Individual,Primary Account Holder,Spouse
PTY9DE2CF11B3,CUST100096806,Individual,Authorized User,Business Partner
PTY8C28AA5376,CUST100097718,Individual,Primary Account Holder,Spouse
PTYA6D2B7FBB3,CUST100022484,Individual,Primary Account Holder,Business Partner
PTY992EF9D9A6,CUST100080535,Individual,Primary Account Holder,Business Partner
PTYEAD3300D9E,CUST100074405,Individual,Primary Account Holder,Spouse
PTY11AACC0BF3,CUST100052867,Individual,Primary Account Holder,Spouse
PTY1938669D93,CUST100036772,Individual,Authorized User,Spouse
PTYD83614CE92,CUST100047799,Individual,Primary Account Holder,Dependent
PTY8CE1AF5296,CUST100058556,Individual,Guarantor,Spouse
PTY5A8D3BEBC8,CUST100091458,Individual,Primary Account Holder,Business Partner
PTY7AE70470FC,CUST100062790,Organization,Primary Account Holder,Child
PTY03A02E0F29,CUST100049905,Individual,Authorized User,Child
PTY37BAECA067,CUST100010367,Organization,Primary Account Holder,Spouse
PTYF4A1EE49F5,CUST100098232,Individual,Primary Account Holder,Spouse
PTY3D096A2A38,CUST100013346,Individual,Primary Account Holder,Child
PTY9F6D9F91C6,CUST100005260,Individual,Guarantor,Child
PTYE79AD4E35C,CUST100066646,Individual,Primary Account Holder,Dependent
PTY7B20A8E620,CUST100095240,Individual,Primary Account Holder,Spouse
PTYE3358586DA,CUST100081439,Organization,Primary Account Holder,Self
PTY7E9346D031,CUST100044532,Individual,Authorized User,Self
PTYD6ADEF08ED,CUST100027428,Individual,Primary Account Holder,Dependent
PTY8C834D8A59,CUST100025168,Individual,Primary Account Holder,Child
PTY9C4F09F8F1,CUST100013008,Individual,Beneficiary,Self
PTY5DBC609A7E,CUST100042429,Individual,Primary Account Holder,Spouse
PTYCB28FC9339,CUST100030426,Individual,Beneficiary,Self
