customer_id,recommended_action,action_type,priority_rank,generated_date
CUST100024662,Invite to Loyalty Program,Retention,1,2026-07-07
CUST100043123,Offer Retention Discount,Loyalty,4,2026-07-16
CUST100073301,Send Proactive Outage Alert,Retention,2,2026-07-22
CUST100072036,Send Proactive Outage Alert,Service,1,2026-07-08
CUST100012340,Send Proactive Outage Alert,Retention,4,2026-07-14
CUST100052112,Offer Device Trade-In,Retention,1,2026-07-01
CUST100076676,Recommend Plan Upgrade,Service,3,2026-07-19
CUST100070472,Recommend Plan Upgrade,Retention,5,2026-07-19
CUST100060310,Send Proactive Outage Alert,Retention,1,2026-07-13
CUST100043092,Send Proactive Outage Alert,Upsell,1,2026-07-09
CUST100043686,Invite to Loyalty Program,Loyalty,3,2026-07-17
CUST100078544,Recommend Plan Upgrade,Retention,5,2026-07-11
CUST100015320,Schedule Win-back Call,Service,3,2026-07-12
CUST100065206,Offer Retention Discount,Retention,3,2026-07-10
CUST100054533,Offer Device Trade-In,Upsell,2,2026-07-02
CUST100057811,Offer Device Trade-In,Retention,5,2026-07-18
CUST100054676,Offer Retention Discount,Retention,2,2026-07-13
CUST100044103,Recommend Plan Upgrade,Retention,5,2026-07-03
CUST100083890,Send Proactive Outage Alert,Upsell,3,2026-07-02
CUST100050152,Send Proactive Outage Alert,Service,3,2026-07-12
CUST100011307,Send Proactive Outage Alert,Upsell,1,2026-07-14
CUST100034004,Send Proactive Outage Alert,Loyalty,4,2026-07-08
CUST100092131,Send Proactive Outage Alert,Upsell,3,2026-07-03
CUST100065999,Offer Retention Discount,Upsell,3,2026-07-02
CUST100012329,Recommend Plan Upgrade,Loyalty,4,2026-07-08
CUST100034312,Invite to Loyalty Program,Service,3,2026-07-19
CUST100077572,Offer Device Trade-In,Upsell,3,2026-07-08
CUST100077011,Schedule Win-back Call,Upsell,4,2026-07-07
CUST100080766,Schedule Win-back Call,Loyalty,5,2026-07-19
CUST100043540,Schedule Win-back Call,Loyalty,5,2026-07-05
CUST100081326,Recommend Plan Upgrade,Retention,1,2026-07-06
CUST100095343,Send Proactive Outage Alert,Service,5,2026-07-15
CUST100041299,Invite to Loyalty Program,Upsell,2,2026-07-23
CUST100022907,Send Proactive Outage Alert,Retention,5,2026-07-10
CUST100061254,Schedule Win-back Call,Service,2,2026-07-01
CUST100093283,Send Proactive Outage Alert,Upsell,4,2026-07-07
CUST100051168,Recommend Plan Upgrade,Loyalty,4,2026-07-02
CUST100008427,Offer Device Trade-In,Upsell,4,2026-07-12
CUST100077854,Offer Device Trade-In,Upsell,2,2026-07-21
CUST100078495,Recommend Plan Upgrade,Service,3,2026-07-16
CUST100032178,Recommend Plan Upgrade,Service,2,2026-07-02
CUST100066987,Send Proactive Outage Alert,Upsell,1,2026-07-10
CUST100053060,Recommend Plan Upgrade,Upsell,1,2026-07-12
CUST100011336,Invite to Loyalty Program,Upsell,3,2026-07-02
CUST100001388,Recommend Plan Upgrade,Loyalty,5,2026-07-11
CUST100030520,Recommend Plan Upgrade,Loyalty,5,2026-07-06
CUST100073607,Offer Retention Discount,Retention,4,2026-07-20
CUST100014014,Offer Device Trade-In,Upsell,3,2026-07-08
CUST100008016,Offer Device Trade-In,Retention,4,2026-07-04
CUST100010206,Send Proactive Outage Alert,Retention,1,2026-07-05
CUST100005843,Recommend Plan Upgrade,Loyalty,1,2026-07-21
CUST100078817,Invite to Loyalty Program,Retention,3,2026-07-08
CUST100022863,Send Proactive Outage Alert,Retention,4,2026-07-03
CUST100099229,Schedule Win-back Call,Loyalty,3,2026-07-18
CUST100013423,Schedule Win-back Call,Retention,3,2026-07-10
CUST100084223,Send Proactive Outage Alert,Loyalty,2,2026-07-14
CUST100061792,Recommend Plan Upgrade,Upsell,3,2026-07-01
CUST100009922,Offer Device Trade-In,Loyalty,5,2026-07-18
CUST100037884,Offer Device Trade-In,Upsell,4,2026-07-18
CUST100067561,Recommend Plan Upgrade,Upsell,3,2026-07-07
CUST100096788,Schedule Win-back Call,Retention,2,2026-07-19
CUST100028197,Offer Retention Discount,Service,2,2026-07-01
CUST100055560,Offer Device Trade-In,Retention,5,2026-07-19
CUST100091784,Recommend Plan Upgrade,Loyalty,4,2026-07-15
CUST100021154,Recommend Plan Upgrade,Retention,1,2026-07-04
CUST100001693,Recommend Plan Upgrade,Loyalty,2,2026-07-14
CUST100000881,Send Proactive Outage Alert,Upsell,4,2026-07-19
CUST100098387,Invite to Loyalty Program,Upsell,1,2026-07-20
CUST100043219,Schedule Win-back Call,Retention,4,2026-07-06
CUST100045453,Schedule Win-back Call,Upsell,2,2026-07-10
CUST100046730,Recommend Plan Upgrade,Loyalty,1,2026-07-14
CUST100087214,Recommend Plan Upgrade,Upsell,2,2026-07-15
CUST100069606,Schedule Win-back Call,Service,2,2026-07-15
CUST100098998,Recommend Plan Upgrade,Service,4,2026-07-10
CUST100094622,Offer Retention Discount,Service,3,2026-07-18
CUST100059732,Recommend Plan Upgrade,Retention,2,2026-07-23
CUST100067496,Offer Retention Discount,Upsell,1,2026-07-20
CUST100075221,Recommend Plan Upgrade,Retention,1,2026-07-12
CUST100015788,Offer Retention Discount,Service,5,2026-07-08
CUST100073699,Recommend Plan Upgrade,Upsell,4,2026-07-18
CUST100030346,Invite to Loyalty Program,Loyalty,1,2026-07-17
CUST100000574,Recommend Plan Upgrade,Retention,3,2026-07-09
CUST100010285,Offer Retention Discount,Service,4,2026-07-15
CUST100016095,Invite to Loyalty Program,Service,5,2026-07-20
CUST100009066,Schedule Win-back Call,Retention,1,2026-07-20
CUST100002248,Send Proactive Outage Alert,Retention,4,2026-07-08
CUST100078702,Schedule Win-back Call,Upsell,3,2026-07-21
CUST100099637,Invite to Loyalty Program,Service,3,2026-07-20
CUST100071799,Offer Retention Discount,Retention,2,2026-07-11
CUST100063312,Schedule Win-back Call,Upsell,2,2026-07-06
CUST100068268,Offer Retention Discount,Service,5,2026-07-13
CUST100022361,Recommend Plan Upgrade,Retention,3,2026-07-16
CUST100008407,Invite to Loyalty Program,Retention,4,2026-07-03
CUST100048982,Send Proactive Outage Alert,Service,2,2026-07-19
CUST100020945,Offer Device Trade-In,Loyalty,2,2026-07-03
CUST100097882,Schedule Win-back Call,Upsell,1,2026-07-17
CUST100074891,Schedule Win-back Call,Loyalty,1,2026-07-05
CUST100014456,Send Proactive Outage Alert,Retention,5,2026-07-10
CUST100009209,Send Proactive Outage Alert,Loyalty,4,2026-07-22
CUST100025043,Send Proactive Outage Alert,Retention,2,2026-07-05
CUST100057264,Send Proactive Outage Alert,Retention,3,2026-07-09
CUST100095652,Send Proactive Outage Alert,Service,1,2026-07-05
CUST100033483,Offer Retention Discount,Loyalty,4,2026-07-15
CUST100000409,Schedule Win-back Call,Service,3,2026-07-03
CUST100060619,Invite to Loyalty Program,Loyalty,1,2026-07-20
CUST100014839,Offer Retention Discount,Service,2,2026-07-06
CUST100018668,Recommend Plan Upgrade,Loyalty,4,2026-07-12
CUST100069010,Recommend Plan Upgrade,Retention,5,2026-07-08
CUST100073476,Send Proactive Outage Alert,Upsell,5,2026-07-12
CUST100099403,Send Proactive Outage Alert,Service,5,2026-07-12
CUST100001652,Recommend Plan Upgrade,Loyalty,1,2026-07-15
CUST100050614,Recommend Plan Upgrade,Service,2,2026-07-03
CUST100013590,Schedule Win-back Call,Service,1,2026-07-10
CUST100005574,Recommend Plan Upgrade,Retention,2,2026-07-08
CUST100092179,Invite to Loyalty Program,Retention,1,2026-07-19
CUST100048579,Offer Retention Discount,Upsell,1,2026-07-14
CUST100008544,Recommend Plan Upgrade,Service,4,2026-07-12
CUST100033715,Invite to Loyalty Program,Service,5,2026-07-05
CUST100020880,Invite to Loyalty Program,Loyalty,3,2026-07-06
CUST100022223,Invite to Loyalty Program,Retention,1,2026-07-20
CUST100006003,Invite to Loyalty Program,Loyalty,1,2026-07-23
CUST100073096,Send Proactive Outage Alert,Upsell,2,2026-07-08
CUST100020105,Offer Device Trade-In,Upsell,3,2026-07-04
CUST100097370,Offer Retention Discount,Loyalty,1,2026-07-06
CUST100097040,Send Proactive Outage Alert,Loyalty,2,2026-07-02
CUST100040778,Schedule Win-back Call,Upsell,1,2026-07-21
CUST100008548,Recommend Plan Upgrade,Upsell,2,2026-07-20
CUST100009986,Offer Device Trade-In,Loyalty,4,2026-07-22
CUST100039819,Send Proactive Outage Alert,Retention,5,2026-07-17
CUST100097948,Send Proactive Outage Alert,Loyalty,5,2026-07-13
CUST100000576,Offer Device Trade-In,Upsell,1,2026-07-21
CUST100088839,Recommend Plan Upgrade,Service,4,2026-07-22
CUST100009652,Schedule Win-back Call,Loyalty,2,2026-07-15
CUST100063317,Invite to Loyalty Program,Service,4,2026-07-03
CUST100013777,Recommend Plan Upgrade,Loyalty,2,2026-07-20
CUST100075463,Recommend Plan Upgrade,Retention,2,2026-07-05
CUST100006628,Schedule Win-back Call,Service,2,2026-07-23
CUST100093445,Invite to Loyalty Program,Loyalty,5,2026-07-16
CUST100080018,Send Proactive Outage Alert,Loyalty,1,2026-07-18
CUST100070870,Recommend Plan Upgrade,Upsell,1,2026-07-16
CUST100079802,Schedule Win-back Call,Upsell,5,2026-07-16
CUST100050837,Offer Device Trade-In,Service,1,2026-07-18
CUST100060889,Offer Retention Discount,Retention,2,2026-07-15
CUST100097885,Send Proactive Outage Alert,Upsell,4,2026-07-15
CUST100036443,Send Proactive Outage Alert,Service,4,2026-07-06
CUST100013723,Recommend Plan Upgrade,Retention,4,2026-07-17
CUST100002322,Recommend Plan Upgrade,Retention,5,2026-07-18
CUST100062458,Recommend Plan Upgrade,Service,5,2026-07-11
CUST100057752,Offer Retention Discount,Service,2,2026-07-03
CUST100064092,Send Proactive Outage Alert,Upsell,2,2026-07-12
CUST100000662,Send Proactive Outage Alert,Retention,5,2026-07-08
CUST100003610,Send Proactive Outage Alert,Service,4,2026-07-10
CUST100071387,Offer Retention Discount,Loyalty,2,2026-07-16
CUST100007026,Offer Device Trade-In,Loyalty,3,2026-07-04
CUST100064740,Offer Retention Discount,Loyalty,1,2026-07-11
CUST100023753,Offer Retention Discount,Retention,4,2026-07-22
CUST100038747,Invite to Loyalty Program,Retention,2,2026-07-20
CUST100067354,Offer Device Trade-In,Retention,4,2026-07-02
CUST100056850,Offer Retention Discount,Retention,1,2026-07-02
CUST100080151,Offer Device Trade-In,Upsell,1,2026-07-01
CUST100043008,Recommend Plan Upgrade,Retention,3,2026-07-06
CUST100051346,Send Proactive Outage Alert,Retention,4,2026-07-04
CUST100087026,Schedule Win-back Call,Service,5,2026-07-09
CUST100081912,Offer Device Trade-In,Upsell,1,2026-07-05
CUST100044378,Invite to Loyalty Program,Loyalty,2,2026-07-07
CUST100076197,Offer Retention Discount,Loyalty,2,2026-07-14
CUST100032930,Invite to Loyalty Program,Loyalty,2,2026-07-13
CUST100072532,Invite to Loyalty Program,Service,3,2026-07-15
CUST100051709,Offer Device Trade-In,Service,2,2026-07-16
CUST100052449,Offer Device Trade-In,Service,4,2026-07-01
CUST100037174,Schedule Win-back Call,Upsell,5,2026-07-15
CUST100019584,Offer Device Trade-In,Upsell,1,2026-07-12
CUST100099634,Recommend Plan Upgrade,Retention,1,2026-07-11
CUST100055469,Send Proactive Outage Alert,Loyalty,5,2026-07-11
CUST100063540,Recommend Plan Upgrade,Service,2,2026-07-09
CUST100076764,Offer Device Trade-In,Service,5,2026-07-02
CUST100068787,Send Proactive Outage Alert,Service,2,2026-07-04
CUST100019782,Offer Retention Discount,Upsell,2,2026-07-17
CUST100088175,Offer Device Trade-In,Loyalty,2,2026-07-12
CUST100094960,Recommend Plan Upgrade,Loyalty,4,2026-07-23
CUST100026543,Recommend Plan Upgrade,Service,3,2026-07-10
CUST100034868,Invite to Loyalty Program,Upsell,3,2026-07-18
CUST100090918,Recommend Plan Upgrade,Retention,3,2026-07-09
CUST100031951,Send Proactive Outage Alert,Retention,3,2026-07-08
CUST100059262,Recommend Plan Upgrade,Retention,3,2026-07-19
CUST100071128,Schedule Win-back Call,Upsell,5,2026-07-22
CUST100063657,Offer Device Trade-In,Retention,1,2026-07-12
CUST100007153,Send Proactive Outage Alert,Service,2,2026-07-14
CUST100066316,Offer Retention Discount,Loyalty,3,2026-07-15
CUST100035312,Schedule Win-back Call,Retention,3,2026-07-09
CUST100014646,Send Proactive Outage Alert,Service,5,2026-07-03
CUST100074412,Send Proactive Outage Alert,Retention,1,2026-07-20
CUST100001955,Invite to Loyalty Program,Upsell,5,2026-07-19
CUST100088291,Invite to Loyalty Program,Upsell,1,2026-07-06
CUST100055449,Invite to Loyalty Program,Upsell,1,2026-07-08
CUST100078442,Offer Retention Discount,Loyalty,4,2026-07-17
CUST100094708,Invite to Loyalty Program,Service,3,2026-07-23
CUST100004437,Invite to Loyalty Program,Upsell,1,2026-07-17
CUST100050159,Offer Retention Discount,Upsell,1,2026-07-09
CUST100006576,Send Proactive Outage Alert,Upsell,1,2026-07-08
CUST100052465,Offer Retention Discount,Upsell,3,2026-07-13
CUST100025722,Recommend Plan Upgrade,Loyalty,2,2026-07-08
CUST100025130,Schedule Win-back Call,Service,5,2026-07-12
CUST100025233,Offer Device Trade-In,Loyalty,1,2026-07-14
CUST100037891,Offer Device Trade-In,Retention,1,2026-07-18
CUST100036330,Offer Device Trade-In,Loyalty,1,2026-07-15
CUST100036492,Offer Retention Discount,Upsell,3,2026-07-20
CUST100073321,Offer Retention Discount,Upsell,3,2026-07-22
CUST100070435,Send Proactive Outage Alert,Loyalty,3,2026-07-21
CUST100091636,Send Proactive Outage Alert,Service,5,2026-07-04
CUST100002052,Recommend Plan Upgrade,Upsell,4,2026-07-03
CUST100080988,Recommend Plan Upgrade,Loyalty,2,2026-07-01
CUST100055579,Schedule Win-back Call,Service,5,2026-07-10
CUST100094116,Offer Device Trade-In,Service,4,2026-07-12
CUST100028177,Invite to Loyalty Program,Loyalty,1,2026-07-08
CUST100082120,Offer Retention Discount,Loyalty,5,2026-07-14
CUST100078159,Schedule Win-back Call,Upsell,3,2026-07-16
CUST100036094,Invite to Loyalty Program,Loyalty,4,2026-07-21
CUST100072417,Invite to Loyalty Program,Service,2,2026-07-02
CUST100080259,Send Proactive Outage Alert,Loyalty,2,2026-07-14
CUST100066292,Invite to Loyalty Program,Loyalty,3,2026-07-19
CUST100073794,Recommend Plan Upgrade,Upsell,2,2026-07-14
CUST100039239,Recommend Plan Upgrade,Service,4,2026-07-17
CUST100057815,Invite to Loyalty Program,Retention,5,2026-07-02
CUST100064816,Offer Retention Discount,Service,2,2026-07-01
CUST100091100,Offer Device Trade-In,Upsell,3,2026-07-03
CUST100080450,Offer Device Trade-In,Retention,1,2026-07-10
CUST100084513,Offer Retention Discount,Retention,5,2026-07-18
CUST100012483,Offer Device Trade-In,Retention,4,2026-07-10
CUST100033261,Send Proactive Outage Alert,Upsell,4,2026-07-14
CUST100086292,Send Proactive Outage Alert,Retention,4,2026-07-10
CUST100011682,Schedule Win-back Call,Loyalty,2,2026-07-02
CUST100024164,Invite to Loyalty Program,Retention,2,2026-07-13
CUST100099908,Offer Retention Discount,Retention,4,2026-07-11
CUST100039146,Invite to Loyalty Program,Service,1,2026-07-09
CUST100001283,Send Proactive Outage Alert,Retention,2,2026-07-06
CUST100004196,Offer Retention Discount,Upsell,5,2026-07-07
CUST100022577,Offer Retention Discount,Service,5,2026-07-17
CUST100032167,Send Proactive Outage Alert,Retention,4,2026-07-23
CUST100064513,Schedule Win-back Call,Upsell,5,2026-07-06
CUST100029323,Send Proactive Outage Alert,Service,3,2026-07-02
CUST100001214,Recommend Plan Upgrade,Loyalty,3,2026-07-06
CUST100000889,Recommend Plan Upgrade,Loyalty,2,2026-07-08
CUST100063761,Offer Device Trade-In,Loyalty,4,2026-07-03
CUST100069696,Schedule Win-back Call,Upsell,1,2026-07-15
CUST100002600,Send Proactive Outage Alert,Loyalty,4,2026-07-06
CUST100010652,Offer Retention Discount,Retention,5,2026-07-23
CUST100086846,Send Proactive Outage Alert,Upsell,4,2026-07-03
CUST100051440,Send Proactive Outage Alert,Loyalty,3,2026-07-22
CUST100081218,Invite to Loyalty Program,Service,4,2026-07-01
CUST100064028,Schedule Win-back Call,Loyalty,3,2026-07-04
CUST100099835,Offer Retention Discount,Loyalty,5,2026-07-06
CUST100012280,Offer Retention Discount,Retention,4,2026-07-23
CUST100040767,Offer Device Trade-In,Loyalty,2,2026-07-03
CUST100040748,Schedule Win-back Call,Loyalty,1,2026-07-19
CUST100026714,Schedule Win-back Call,Loyalty,2,2026-07-23
CUST100059606,Recommend Plan Upgrade,Retention,3,2026-07-08
CUST100026503,Offer Retention Discount,Retention,1,2026-07-22
CUST100084368,Recommend Plan Upgrade,Upsell,4,2026-07-05
CUST100054969,Recommend Plan Upgrade,Service,2,2026-07-22
CUST100070505,Invite to Loyalty Program,Upsell,5,2026-07-01
CUST100004301,Schedule Win-back Call,Retention,5,2026-07-15
CUST100023507,Recommend Plan Upgrade,Upsell,5,2026-07-03
CUST100023543,Offer Retention Discount,Service,5,2026-07-17
CUST100039082,Offer Retention Discount,Upsell,4,2026-07-12
CUST100095014,Send Proactive Outage Alert,Service,2,2026-07-02
CUST100068930,Schedule Win-back Call,Loyalty,1,2026-07-01
CUST100050436,Offer Device Trade-In,Service,3,2026-07-16
CUST100005525,Offer Retention Discount,Upsell,4,2026-07-21
CUST100043347,Send Proactive Outage Alert,Loyalty,5,2026-07-06
CUST100036882,Offer Device Trade-In,Retention,4,2026-07-05
CUST100088645,Offer Retention Discount,Service,5,2026-07-19
CUST100031627,Invite to Loyalty Program,Loyalty,3,2026-07-19
CUST100003865,Recommend Plan Upgrade,Loyalty,4,2026-07-07
CUST100099188,Offer Retention Discount,Loyalty,5,2026-07-05
CUST100047155,Offer Device Trade-In,Upsell,2,2026-07-06
CUST100057486,Send Proactive Outage Alert,Service,4,2026-07-11
CUST100044004,Invite to Loyalty Program,Service,1,2026-07-11
CUST100021022,Send Proactive Outage Alert,Service,5,2026-07-14
CUST100080094,Schedule Win-back Call,Loyalty,5,2026-07-14
CUST100095959,Offer Device Trade-In,Retention,5,2026-07-19
CUST100086768,Recommend Plan Upgrade,Upsell,4,2026-07-16
CUST100068844,Schedule Win-back Call,Retention,5,2026-07-13
CUST100063777,Offer Device Trade-In,Service,2,2026-07-22
CUST100076095,Offer Retention Discount,Upsell,1,2026-07-17
CUST100046763,Offer Retention Discount,Service,5,2026-07-22
CUST100067853,Recommend Plan Upgrade,Retention,1,2026-07-01
CUST100092317,Send Proactive Outage Alert,Upsell,4,2026-07-06
CUST100046204,Offer Device Trade-In,Service,4,2026-07-03
CUST100069038,Schedule Win-back Call,Service,1,2026-07-04
CUST100094331,Offer Retention Discount,Service,1,2026-07-01
CUST100078716,Send Proactive Outage Alert,Upsell,2,2026-07-22
CUST100023966,Offer Retention Discount,Loyalty,1,2026-07-14
CUST100090596,Invite to Loyalty Program,Loyalty,2,2026-07-23
CUST100042089,Offer Retention Discount,Retention,2,2026-07-05
CUST100070002,Invite to Loyalty Program,Service,4,2026-07-11
CUST100061994,Invite to Loyalty Program,Service,5,2026-07-17
CUST100038500,Offer Retention Discount,Retention,3,2026-07-14
CUST100019629,Offer Retention Discount,Upsell,4,2026-07-03
CUST100085836,Offer Retention Discount,Retention,4,2026-07-19
CUST100073231,Send Proactive Outage Alert,Service,1,2026-07-02
CUST100058281,Offer Retention Discount,Loyalty,5,2026-07-13
CUST100006935,Send Proactive Outage Alert,Service,4,2026-07-13
CUST100076057,Invite to Loyalty Program,Upsell,4,2026-07-03
CUST100037474,Recommend Plan Upgrade,Service,2,2026-07-01
CUST100067588,Invite to Loyalty Program,Loyalty,5,2026-07-15
CUST100052969,Send Proactive Outage Alert,Retention,2,2026-07-02
CUST100034073,Offer Retention Discount,Retention,1,2026-07-17
CUST100044903,Send Proactive Outage Alert,Upsell,1,2026-07-17
CUST100084096,Recommend Plan Upgrade,Loyalty,5,2026-07-10
CUST100011244,Schedule Win-back Call,Upsell,1,2026-07-10
CUST100015028,Send Proactive Outage Alert,Retention,5,2026-07-04
CUST100087592,Schedule Win-back Call,Retention,3,2026-07-08
CUST100072877,Offer Retention Discount,Loyalty,1,2026-07-13
CUST100044750,Offer Retention Discount,Service,3,2026-07-17
CUST100096900,Invite to Loyalty Program,Retention,3,2026-07-15
CUST100003948,Schedule Win-back Call,Upsell,3,2026-07-12
CUST100070438,Send Proactive Outage Alert,Service,1,2026-07-09
CUST100001680,Offer Retention Discount,Service,1,2026-07-04
CUST100040353,Schedule Win-back Call,Service,2,2026-07-17
CUST100097251,Schedule Win-back Call,Retention,2,2026-07-05
CUST100057848,Invite to Loyalty Program,Upsell,3,2026-07-03
CUST100001919,Recommend Plan Upgrade,Retention,2,2026-07-21
CUST100020750,Offer Device Trade-In,Loyalty,2,2026-07-04
CUST100055787,Invite to Loyalty Program,Service,3,2026-07-23
CUST100087683,Recommend Plan Upgrade,Retention,3,2026-07-23
CUST100049435,Recommend Plan Upgrade,Service,4,2026-07-06
CUST100095248,Recommend Plan Upgrade,Retention,5,2026-07-08
CUST100070122,Invite to Loyalty Program,Retention,4,2026-07-20
CUST100081100,Offer Retention Discount,Upsell,2,2026-07-11
CUST100046502,Offer Device Trade-In,Loyalty,2,2026-07-03
CUST100077791,Schedule Win-back Call,Retention,1,2026-07-20
CUST100019368,Offer Device Trade-In,Loyalty,2,2026-07-17
CUST100027101,Invite to Loyalty Program,Upsell,2,2026-07-08
CUST100057962,Offer Retention Discount,Loyalty,5,2026-07-09
CUST100015430,Offer Device Trade-In,Loyalty,1,2026-07-08
CUST100021858,Schedule Win-back Call,Upsell,4,2026-07-01
CUST100042348,Schedule Win-back Call,Retention,1,2026-07-22
CUST100004794,Invite to Loyalty Program,Retention,1,2026-07-19
CUST100066709,Offer Retention Discount,Retention,2,2026-07-14
CUST100066542,Schedule Win-back Call,Retention,1,2026-07-13
CUST100097116,Offer Retention Discount,Service,5,2026-07-07
CUST100035975,Send Proactive Outage Alert,Retention,5,2026-07-05
CUST100049515,Offer Device Trade-In,Service,3,2026-07-04
CUST100045170,Schedule Win-back Call,Retention,1,2026-07-02
CUST100009826,Send Proactive Outage Alert,Service,4,2026-07-20
CUST100026512,Send Proactive Outage Alert,Upsell,1,2026-07-02
CUST100010513,Invite to Loyalty Program,Service,3,2026-07-14
CUST100043451,Invite to Loyalty Program,Service,3,2026-07-03
CUST100001862,Invite to Loyalty Program,Retention,5,2026-07-22
CUST100012511,Schedule Win-back Call,Loyalty,1,2026-07-05
CUST100022804,Send Proactive Outage Alert,Retention,3,2026-07-11
CUST100079154,Send Proactive Outage Alert,Service,4,2026-07-17
CUST100058886,Invite to Loyalty Program,Upsell,4,2026-07-16
CUST100054558,Schedule Win-back Call,Retention,5,2026-07-14
CUST100017620,Recommend Plan Upgrade,Retention,4,2026-07-20
CUST100002133,Offer Retention Discount,Retention,1,2026-07-02
CUST100001514,Send Proactive Outage Alert,Loyalty,2,2026-07-04
CUST100039823,Invite to Loyalty Program,Service,3,2026-07-10
CUST100040661,Offer Device Trade-In,Loyalty,2,2026-07-17
CUST100080261,Invite to Loyalty Program,Retention,4,2026-07-01
CUST100046383,Recommend Plan Upgrade,Service,3,2026-07-20
CUST100037723,Offer Device Trade-In,Retention,1,2026-07-12
CUST100061992,Invite to Loyalty Program,Upsell,1,2026-07-21
CUST100045901,Schedule Win-back Call,Loyalty,3,2026-07-12
CUST100003147,Send Proactive Outage Alert,Retention,3,2026-07-06
CUST100074119,Offer Device Trade-In,Upsell,1,2026-07-19
CUST100064858,Invite to Loyalty Program,Service,2,2026-07-16
CUST100078035,Offer Retention Discount,Service,1,2026-07-13
CUST100019469,Offer Device Trade-In,Upsell,1,2026-07-19
CUST100087500,Recommend Plan Upgrade,Upsell,5,2026-07-17
CUST100073678,Offer Device Trade-In,Service,2,2026-07-12
CUST100029609,Offer Device Trade-In,Loyalty,1,2026-07-11
CUST100017721,Offer Device Trade-In,Loyalty,5,2026-07-23
CUST100048288,Send Proactive Outage Alert,Service,4,2026-07-01
CUST100006612,Offer Device Trade-In,Retention,4,2026-07-09
CUST100048745,Offer Retention Discount,Retention,2,2026-07-12
CUST100011651,Send Proactive Outage Alert,Upsell,2,2026-07-03
CUST100036692,Schedule Win-back Call,Service,4,2026-07-02
CUST100057838,Offer Retention Discount,Retention,5,2026-07-10
CUST100024081,Invite to Loyalty Program,Upsell,1,2026-07-07
CUST100039478,Invite to Loyalty Program,Loyalty,1,2026-07-08
CUST100051537,Offer Device Trade-In,Loyalty,3,2026-07-08
CUST100047924,Offer Retention Discount,Retention,1,2026-07-12
CUST100065463,Offer Retention Discount,Retention,4,2026-07-18
CUST100097318,Send Proactive Outage Alert,Retention,3,2026-07-10
CUST100070756,Schedule Win-back Call,Service,1,2026-07-06
CUST100089308,Recommend Plan Upgrade,Upsell,1,2026-07-16
CUST100029832,Offer Retention Discount,Service,3,2026-07-03
CUST100027553,Recommend Plan Upgrade,Upsell,3,2026-07-23
CUST100041182,Send Proactive Outage Alert,Upsell,1,2026-07-09
CUST100087720,Schedule Win-back Call,Upsell,2,2026-07-01
CUST100094253,Invite to Loyalty Program,Upsell,1,2026-07-12
CUST100008026,Offer Device Trade-In,Service,1,2026-07-20
CUST100044311,Recommend Plan Upgrade,Loyalty,4,2026-07-11
CUST100073461,Send Proactive Outage Alert,Retention,2,2026-07-22
CUST100078683,Invite to Loyalty Program,Retention,4,2026-07-07
CUST100052467,Offer Device Trade-In,Loyalty,5,2026-07-03
CUST100020769,Offer Device Trade-In,Loyalty,2,2026-07-23
CUST100081155,Schedule Win-back Call,Loyalty,3,2026-07-06
CUST100009450,Offer Retention Discount,Retention,3,2026-07-13
CUST100088912,Offer Retention Discount,Service,1,2026-07-02
CUST100077775,Offer Retention Discount,Upsell,3,2026-07-08
CUST100023195,Send Proactive Outage Alert,Loyalty,2,2026-07-15
CUST100080872,Schedule Win-back Call,Upsell,4,2026-07-15
CUST100065137,Offer Device Trade-In,Loyalty,4,2026-07-03
CUST100095430,Schedule Win-back Call,Loyalty,4,2026-07-11
CUST100043495,Offer Device Trade-In,Loyalty,4,2026-07-08
CUST100073290,Offer Retention Discount,Service,1,2026-07-16
CUST100089846,Recommend Plan Upgrade,Loyalty,4,2026-07-14
CUST100043842,Invite to Loyalty Program,Service,5,2026-07-15
CUST100062647,Recommend Plan Upgrade,Loyalty,1,2026-07-11
CUST100097824,Offer Retention Discount,Retention,3,2026-07-17
CUST100025256,Offer Device Trade-In,Upsell,3,2026-07-04
CUST100050060,Offer Retention Discount,Service,2,2026-07-05
CUST100098654,Invite to Loyalty Program,Upsell,1,2026-07-09
CUST100011270,Offer Device Trade-In,Upsell,3,2026-07-19
CUST100032001,Offer Retention Discount,Loyalty,5,2026-07-21
CUST100026031,Schedule Win-back Call,Upsell,1,2026-07-21
CUST100037095,Invite to Loyalty Program,Service,3,2026-07-20
CUST100045989,Recommend Plan Upgrade,Retention,1,2026-07-18
CUST100026651,Send Proactive Outage Alert,Loyalty,2,2026-07-04
CUST100046034,Send Proactive Outage Alert,Retention,4,2026-07-02
CUST100056436,Offer Retention Discount,Service,3,2026-07-23
CUST100018800,Offer Retention Discount,Service,2,2026-07-03
CUST100035292,Recommend Plan Upgrade,Loyalty,2,2026-07-07
CUST100008811,Offer Device Trade-In,Service,2,2026-07-22
CUST100080994,Offer Retention Discount,Loyalty,1,2026-07-20
CUST100067280,Schedule Win-back Call,Retention,2,2026-07-20
CUST100061096,Schedule Win-back Call,Retention,2,2026-07-08
CUST100078594,Invite to Loyalty Program,Loyalty,1,2026-07-23
CUST100090085,Offer Device Trade-In,Retention,3,2026-07-06
CUST100001642,Schedule Win-back Call,Service,3,2026-07-19
CUST100054478,Schedule Win-back Call,Loyalty,1,2026-07-13
