dunning_id,customer_id,invoice_id,dunning_stage,notice_date,action_taken,resolved_flag
DUN6C03E28B8B,CUST100007107,INVD9CEA96B45,Final Notice,2026-02-19,Email Sent,True
DUN877D7D958C,CUST100043828,INVDF78B1E3D7,First Notice,2026-02-05,Service Restricted,True
DUND038124261,CUST100025044,INV2F0559565E,First Notice,2026-03-08,None,True
DUNA22D593E98,CUST100042386,INVAD825892E7,First Notice,2026-02-25,SMS Sent,False
DUN9ECC8F2D99,CUST100055359,INV726AE008A0,Collections Referral,2026-05-25,None,False
DUNB89393F227,CUST100020548,INV5407F75900,Reminder,2026-05-22,Service Restricted,True
DUN18DB602E1D,CUST100000042,INV07F7BAFC65,Reminder,2026-07-11,Email Sent,True
DUNDB142FE7DA,CUST100027103,INVF9DFC50347,Final Notice,2026-05-09,Call Placed,True
DUN9A68A9ABD3,CUST100076978,INV08D6F5F858,Reminder,2026-04-12,Email Sent,False
DUN28DDC71988,CUST100069626,INV305E572EA0,First Notice,2026-02-06,Email Sent,True
DUNB001C73DAE,CUST100030799,INVE9E928A5E5,Final Notice,2026-07-14,Service Restricted,False
DUN9013C2AA4E,CUST100012206,INV4E0B21DFB9,Service Suspension,2026-05-07,SMS Sent,False
DUN23B50BA461,CUST100001542,INV36AB4BABAF,Final Notice,2026-04-19,None,False
DUNECC56899EB,CUST100069146,INVB02942691E,Final Notice,2026-05-20,None,True
DUN35BC1B80B5,CUST100098804,INVD704D6D930,Reminder,2026-01-02,SMS Sent,True
DUNB4A427A2CA,CUST100051193,INV442128D8C3,Final Notice,2026-01-13,SMS Sent,True
DUN8DF0C9E8B7,CUST100005918,INV64DAC59DA6,Reminder,2026-06-21,None,True
DUN83D67E39CC,CUST100054625,INVC5CE734943,First Notice,2026-05-29,None,True
DUN38D7DECA43,CUST100027819,INV0DEB86D015,Reminder,2026-03-01,Call Placed,True
DUN6739D1F973,CUST100051731,INV810E9C04C4,Reminder,2026-05-02,Call Placed,True
DUN3A76FC3F60,CUST100090464,INVE0CD64F1AD,Reminder,2026-02-17,SMS Sent,True
DUN1CB3AE9C08,CUST100043212,INVD1CEB589B2,Final Notice,2026-03-17,Service Restricted,True
DUN8E36937481,CUST100075568,INV7EDAE16365,Final Notice,2026-03-13,None,True
DUN22E8C0C647,CUST100072605,INV118630DC03,Reminder,2026-03-13,SMS Sent,True
DUN1AC9A38B22,CUST100039982,INVC39FD7C4EB,Reminder,2026-02-23,SMS Sent,False
DUN4C09C0EF7E,CUST100098999,INV63C641B620,Final Notice,2026-02-25,None,False
DUNFD42C3A43B,CUST100055642,INV4D364253F1,Reminder,2026-01-02,Email Sent,True
DUNF97CD2ADC3,CUST100079903,INV6D3F8E581A,Service Suspension,2026-01-22,Email Sent,True
DUN10CED56107,CUST100063748,INV3895F2A00F,Service Suspension,2026-07-21,Call Placed,True
DUNCD2256EA1D,CUST100011352,INVC9E52F6932,Reminder,2026-06-28,Call Placed,False
DUN2424E2162F,CUST100091339,INV4BC1F95DBB,Reminder,2026-01-05,None,True
DUN655E384F54,CUST100061366,INV29A96DC957,Reminder,2026-05-30,Service Restricted,False
DUN41B34D5872,CUST100089245,INV168430D425,Final Notice,2026-06-05,None,False
DUN8FBD5DD3C1,CUST100096472,INV2B9369C3F5,Final Notice,2026-07-17,SMS Sent,False
DUN6477F81C55,CUST100065245,INVD5C6DCA2C5,First Notice,2026-03-17,None,False
DUN45B39078F0,CUST100088722,INV9157F5C095,Reminder,2026-02-07,Email Sent,True
DUN6DAEEFB152,CUST100078911,INVF8D2868EC5,Reminder,2026-03-09,None,True
DUN6EC0D46517,CUST100084172,INVD30CC9A16A,First Notice,2026-07-08,SMS Sent,True
DUN683D26E89E,CUST100085851,INV74D2AEF4E4,Reminder,2026-02-23,Email Sent,True
DUNA103AE2070,CUST100058104,INV7E40F48687,Service Suspension,2026-03-19,Call Placed,False
DUNEE523B553A,CUST100044019,INV25EC2BCB6F,Final Notice,2026-05-02,None,True
DUNFE49C8F640,CUST100096662,INV0F47CEBF75,Final Notice,2026-03-14,SMS Sent,False
DUN712F640CE3,CUST100046015,INVA163C52FCF,First Notice,2026-07-01,SMS Sent,True
DUNA31B4E2499,CUST100000474,INV0B5778E9B5,Reminder,2026-03-12,Service Restricted,True
DUNE6F8D6E6C0,CUST100004542,INV548AA31EF2,Collections Referral,2026-02-04,None,True
DUND53183B05C,CUST100011404,INVA83C7F22BF,Reminder,2026-02-02,None,True
DUN68AF3AEBCB,CUST100049154,INV5CDB81C0FA,Reminder,2026-03-25,Email Sent,False
DUN9EAD1C6C50,CUST100037022,INV84261A82E3,Reminder,2026-06-15,Call Placed,True
DUN710C7A0099,CUST100005951,INV7EDB1507E4,Final Notice,2026-02-08,None,True
DUNBA33F80411,CUST100001725,INVC9CDCF9B8D,Reminder,2026-01-29,Call Placed,False
DUN017722C1A2,CUST100014487,INV571D5678AA,Reminder,2026-01-04,Email Sent,True
DUNDD7CBE61F1,CUST100051273,INV292148D00D,Reminder,2026-05-17,None,True
DUN96B7FD51CE,CUST100018356,INVD5B18C4ABC,Reminder,2026-02-15,None,True
DUN26F37F934A,CUST100084762,INV58828C987F,First Notice,2026-01-18,Email Sent,True
DUN04BFACA0C2,CUST100006481,INV75EF4F50D1,Final Notice,2026-04-03,Service Restricted,False
DUNA8284E47F9,CUST100016478,INV3D8F5F8ECB,First Notice,2026-04-08,SMS Sent,False
DUN170FB30FE1,CUST100045633,INV74F2BB165D,First Notice,2026-01-26,Call Placed,False
DUN1A6CA64EC9,CUST100092768,INV2DD021E38F,Collections Referral,2026-01-20,Service Restricted,False
DUN5CA45AF7D9,CUST100027834,INV749D57AF45,Reminder,2026-06-19,None,False
DUN2ABEAD1A2D,CUST100094651,INV807B1473A4,Final Notice,2026-07-05,Service Restricted,False
DUN8F2FE4948B,CUST100099636,INV443C27EA44,Reminder,2026-01-09,SMS Sent,True
DUN841E5FF012,CUST100059166,INV03A0C2F1F6,First Notice,2026-05-24,None,False
DUN41928A5176,CUST100056765,INV44BE8EBE94,Collections Referral,2026-06-19,None,True
DUNF5051E68FD,CUST100060420,INVC57D30FA37,Reminder,2026-02-21,Email Sent,True
DUN54674643C3,CUST100019979,INV22E3CEF72F,Reminder,2026-07-12,SMS Sent,True
DUN1540F4567F,CUST100050560,INVFDA50292C8,Final Notice,2026-03-03,Email Sent,True
DUND07C3B2189,CUST100045670,INV21191602C5,Reminder,2026-07-07,SMS Sent,True
DUN9EE471D118,CUST100075055,INVFDC693E5A4,Reminder,2026-05-28,Service Restricted,True
DUNBDBEB5A53D,CUST100076132,INV9BB79EBE02,Final Notice,2026-02-06,SMS Sent,False
DUN5504B61CC8,CUST100094898,INVC4086F7075,Reminder,2026-06-25,Email Sent,True
DUNA1E940174C,CUST100092453,INV9EA76BAD3E,First Notice,2026-06-26,None,False
DUND5A2F033F1,CUST100055032,INV91B531B25A,Reminder,2026-06-28,Service Restricted,True
DUN8F69FF5695,CUST100008811,INV2C10B35F86,Reminder,2026-03-15,SMS Sent,True
DUN33B630E293,CUST100014977,INVAF6861048E,Service Suspension,2026-05-13,SMS Sent,True
DUNB19F823DDF,CUST100060712,INVE5583E2421,Service Suspension,2026-04-01,Call Placed,False
DUN13AD9A3748,CUST100052915,INV1045B787E1,Reminder,2026-07-16,SMS Sent,False
DUNE892981773,CUST100009548,INV12A294E873,Final Notice,2026-03-24,Call Placed,True
DUNF3CA3E5C0F,CUST100041200,INV56F25BFFE2,Collections Referral,2026-03-28,Service Restricted,False
DUN410BC37639,CUST100033250,INV46F6F37B61,Reminder,2026-05-10,SMS Sent,True
DUN2D1F4C18C0,CUST100076288,INVF0F2BA35B1,First Notice,2026-06-18,Email Sent,False
DUN7296CD053C,CUST100008172,INVA5F9FCD5BE,Reminder,2026-04-08,Email Sent,False
DUN57A8F6F541,CUST100046898,INV350F36BF7B,First Notice,2026-03-12,None,False
DUNB10103B315,CUST100081187,INV83B467D54F,Service Suspension,2026-04-13,None,False
DUN72AED34F0D,CUST100057797,INV6F57A2AD97,Collections Referral,2026-02-14,None,True
DUN1C7ECCEA7E,CUST100030620,INVCC3E95DE54,Reminder,2026-04-14,Service Restricted,True
DUN8C5907CE02,CUST100005163,INVD0A0E763F6,Reminder,2026-02-28,Email Sent,False
DUN41582C251F,CUST100018210,INV87DF21FE38,Service Suspension,2026-04-23,Call Placed,True
DUNAACB0F349B,CUST100009320,INVDD026734BD,Final Notice,2026-07-06,SMS Sent,True
DUNA2FF92389A,CUST100012724,INV76B0B68278,Reminder,2026-06-22,Call Placed,False
DUN7C9FDE02EF,CUST100028590,INVC808601A65,Service Suspension,2026-06-21,Call Placed,True
DUNDDCD4763AB,CUST100021584,INV75C86A5488,First Notice,2026-04-18,Service Restricted,True
DUN52BF26C7D9,CUST100036292,INV1F5E9E24D7,Reminder,2026-04-15,None,False
DUN795F65BE32,CUST100067064,INV96D2BFD11F,Final Notice,2026-04-14,None,False
DUN0CD3D73942,CUST100028268,INVAF53C6EA31,First Notice,2026-03-24,None,True
DUN96BDA8E108,CUST100037259,INV483291424A,Reminder,2026-06-25,Email Sent,True
DUN52623F84AC,CUST100060314,INVD936229B14,Reminder,2026-05-17,Call Placed,True
DUNF86A816ED5,CUST100015143,INV61B189E615,Reminder,2026-02-05,Call Placed,False
DUN260997E7E6,CUST100000455,INVA643A2C4C0,Reminder,2026-06-03,Service Restricted,False
DUN399BBFCF24,CUST100039308,INVDDE5CA77CF,Reminder,2026-03-24,Email Sent,True
DUN0C75483AEB,CUST100027255,INV661709904D,First Notice,2026-05-29,Service Restricted,True
DUN67565C0F96,CUST100057843,INV70B739D649,Reminder,2026-01-11,Service Restricted,False
DUNFC4E89D1EA,CUST100054153,INV8262269F59,First Notice,2026-02-04,SMS Sent,True
DUN14D2F73F1F,CUST100072985,INVC15A1207AD,First Notice,2026-05-19,Service Restricted,False
DUN642F168EAE,CUST100039768,INV534373D756,First Notice,2026-05-13,Call Placed,True
DUN98826AEA4A,CUST100073234,INVEBBDEA4485,Reminder,2026-03-15,Service Restricted,True
DUNFEC4B55C3B,CUST100070711,INV833138AB31,Collections Referral,2026-06-01,Service Restricted,True
DUNB12339A190,CUST100015252,INVC0789B867F,Reminder,2026-05-18,SMS Sent,True
DUNE91B3567E9,CUST100044215,INVC085388373,First Notice,2026-01-09,Call Placed,True
DUN769153CEA2,CUST100027309,INV6397FE389A,First Notice,2026-02-28,None,True
DUN36F740EAC9,CUST100044468,INV63E1281C5B,Final Notice,2026-05-04,SMS Sent,True
DUNFD54855C03,CUST100002456,INV2D86646264,First Notice,2026-01-05,Email Sent,False
DUND1BBC26E4C,CUST100095404,INV9BAC437E05,Reminder,2026-03-09,Email Sent,True
DUNA1FEF4DEBB,CUST100041823,INVF840A4CFB5,Reminder,2026-01-02,Email Sent,True
DUN444CEB1AC2,CUST100036175,INV4C51F3A0F3,Final Notice,2026-03-24,None,False
DUNC9DF0E4F63,CUST100002822,INVA92F6A4B73,Service Suspension,2026-01-31,SMS Sent,False
DUN377D15A266,CUST100096702,INVA8C581C6FA,Reminder,2026-06-20,SMS Sent,False
DUN410AAEA9D6,CUST100003647,INV2EF0F62CE4,Reminder,2026-06-19,Email Sent,False
DUN7F94856644,CUST100083176,INV74F2127D49,First Notice,2026-02-24,None,True
DUN98749A28DD,CUST100001704,INV48BA1A0944,Reminder,2026-04-14,None,True
DUN08DD1F2228,CUST100093676,INV8B45CFE3D3,Reminder,2026-05-20,SMS Sent,False
DUN353154C86F,CUST100024415,INV2396BD86B7,First Notice,2026-07-05,Service Restricted,False
DUN35541F7298,CUST100063961,INVEE63FC8318,Reminder,2026-01-05,Service Restricted,True
DUN760DCF24EF,CUST100049677,INV9ACB132650,Final Notice,2026-01-01,Call Placed,False
DUN81E99F99EE,CUST100078238,INVEEC24F1EC5,Reminder,2026-05-20,Call Placed,True
DUNFBD69C496D,CUST100008362,INV5E2D48E755,Reminder,2026-06-22,Service Restricted,True
DUN1C19ED89BD,CUST100095689,INV892FCAACD8,Reminder,2026-06-29,None,True
DUN2F339CCB9B,CUST100012166,INVE92B67BB7E,Collections Referral,2026-01-21,SMS Sent,False
DUNE0B0FD4D3A,CUST100002186,INVDE77B761DC,Reminder,2026-05-23,None,True
DUN9A4034399D,CUST100097112,INV0C972F6A62,Reminder,2026-07-01,Call Placed,False
DUN5E8DE3AE41,CUST100039149,INV4B2DE979A8,Reminder,2026-03-02,Call Placed,True
DUN2BAFCD31BD,CUST100000147,INV9A8710A3DC,Reminder,2026-04-29,Email Sent,False
DUN2BD8ACF810,CUST100055271,INVF51E6B7D85,Reminder,2026-03-05,Call Placed,True
DUN39992292C6,CUST100073045,INVC1DB0D9FD6,First Notice,2026-02-05,Email Sent,False
DUNC76C796DEB,CUST100055879,INV13FB172F6A,Final Notice,2026-07-07,Call Placed,False
DUN9946BDE64D,CUST100053880,INVFFA10C4EBC,Reminder,2026-05-16,Call Placed,False
DUN90C7A07A2C,CUST100087724,INV939DA03544,Reminder,2026-03-02,SMS Sent,False
DUN77947CDA62,CUST100016449,INVA6E8EB1019,First Notice,2026-05-27,Service Restricted,True
DUN93D07D5A54,CUST100027371,INV9519A6C8D6,Service Suspension,2026-07-19,Service Restricted,True
DUN520BFEFF9B,CUST100031839,INVF0AFAAE35E,Reminder,2026-04-20,Call Placed,False
DUN41AB78D41B,CUST100021768,INV76206D7F84,First Notice,2026-06-07,Email Sent,True
DUNE4D0A8DEF1,CUST100017937,INV52EFA5E97F,Service Suspension,2026-05-04,Email Sent,True
DUN50025D98BD,CUST100074594,INV900C72B569,Reminder,2026-07-11,SMS Sent,True
DUN56532591E3,CUST100007079,INV68F322E9E1,Service Suspension,2026-04-25,Service Restricted,False
DUN066D2694B5,CUST100071138,INVCA9CBBA01F,Reminder,2026-04-06,SMS Sent,False
DUN26612C01EB,CUST100095346,INV99375F6BE1,Reminder,2026-07-20,None,True
DUN07706CB5ED,CUST100061011,INVC724374FE8,Reminder,2026-01-18,Service Restricted,True
DUNBF5A6798D7,CUST100078442,INVBFB241A48E,Collections Referral,2026-05-01,Service Restricted,False
DUNCB9DF0B809,CUST100041252,INV7BEC910AD8,Reminder,2026-06-15,None,True
DUN5898FEE8E7,CUST100091279,INV6FDD84FD29,Reminder,2026-06-14,None,True
DUNA511FFA19B,CUST100063722,INVDF1DBC1DBB,Reminder,2026-04-20,SMS Sent,True
DUN0AD757F7BB,CUST100001284,INV196DE5DBE3,First Notice,2026-07-15,SMS Sent,True
DUNCDA65832B5,CUST100093135,INV6005242715,Collections Referral,2026-01-09,Email Sent,True
DUNA2FCC5FCBE,CUST100048629,INV914F20FD40,Reminder,2026-03-10,Call Placed,True
DUN3EBE1A5E06,CUST100093775,INV654F7A8E53,Reminder,2026-07-15,Call Placed,False
DUN0E7EF72BE1,CUST100083658,INVD09F183567,Final Notice,2026-04-25,SMS Sent,True
DUN4E963BB946,CUST100092870,INVA104570FD1,Reminder,2026-07-04,Email Sent,False
DUN5B08133FE3,CUST100070227,INV81C1D75E0F,Reminder,2026-07-16,None,True
DUNAC1D1FE63E,CUST100023183,INV82ECB2E5D3,First Notice,2026-04-21,Call Placed,False
DUNF783E720F9,CUST100006679,INV4765A1FF38,Reminder,2026-01-04,Call Placed,True
DUNEC25C8A0A7,CUST100053518,INV18E9BF40D4,First Notice,2026-07-02,Call Placed,False
DUNAC59EF386A,CUST100094887,INV0EF65E0881,Reminder,2026-06-08,Call Placed,False
DUN57DC297081,CUST100011296,INV88D213D1E5,First Notice,2026-02-16,None,True
DUN561E1E1EB0,CUST100013671,INV855D921FF4,Reminder,2026-01-07,None,True
DUNC03120B983,CUST100077788,INV123ED7348A,Reminder,2026-05-12,Email Sent,False
DUN222A2DBB5D,CUST100048596,INV9490C1B12E,Reminder,2026-06-01,None,True
DUNCE85B1C2D7,CUST100061094,INV74A2D8105F,Reminder,2026-05-26,Email Sent,True
DUN341CF45AEB,CUST100090307,INVE2F59311EC,First Notice,2026-05-04,None,True
DUN7C94118871,CUST100025712,INV5D6D66A269,Reminder,2026-01-17,Service Restricted,False
DUN37D7D3B780,CUST100025019,INVB0F41EE2A6,First Notice,2026-05-30,Call Placed,True
DUN3BBB169CF6,CUST100079331,INVF4DCD5AC52,Reminder,2026-02-26,None,True
DUNE62FA2CA57,CUST100063534,INV78D4017F51,Final Notice,2026-04-01,Service Restricted,True
DUNBEECFCF0F8,CUST100077538,INVDAF0705ADB,Reminder,2026-01-01,None,False
DUN82CC2FC73D,CUST100049948,INVBA9116A1AA,Final Notice,2026-04-21,None,True
DUN05BFCA930E,CUST100087771,INV024AF80E6A,Reminder,2026-05-06,None,False
DUNFAB988DCA0,CUST100039261,INV599A064658,Final Notice,2026-05-13,SMS Sent,True
DUN327DE54DC6,CUST100044482,INVD8F6C55E0F,Reminder,2026-05-22,Email Sent,False
DUNF7BEEDDB29,CUST100043733,INVE87CE238DD,Reminder,2026-04-30,SMS Sent,True
DUN67BFE80F50,CUST100028671,INV4F35E8FE53,Final Notice,2026-01-01,Call Placed,True
DUNB7CDB20FAB,CUST100029528,INVD961572B3D,First Notice,2026-01-11,SMS Sent,False
DUN8BB2C72EF1,CUST100065150,INV9E02072F9B,Reminder,2026-03-01,Email Sent,True
DUN6ACF16D8CD,CUST100060669,INV44621F3611,Collections Referral,2026-06-30,Email Sent,True
DUN956CCEFD3F,CUST100083426,INVB1D73CEC76,Reminder,2026-07-10,SMS Sent,False
DUN0AC1CD996C,CUST100085332,INV6592D38DC7,Reminder,2026-01-28,Email Sent,True
DUNC6FB263B58,CUST100062731,INV9289995FCE,Collections Referral,2026-05-12,Email Sent,False
DUNB8EAAD980D,CUST100093729,INVF4E51C8BCB,Final Notice,2026-07-10,Email Sent,True
DUN173D7D8D2B,CUST100044684,INVDE29E80C21,Reminder,2026-05-22,Email Sent,False
DUN1AA0F86484,CUST100041521,INVB9E1987E8C,First Notice,2026-04-08,Service Restricted,True
DUNA79AD6FFF0,CUST100003390,INVC47AEC3383,First Notice,2026-02-01,None,True
DUNC08A359949,CUST100047406,INV33D8F62F1C,Reminder,2026-03-20,Call Placed,True
DUN6F616922DF,CUST100062496,INV919B950506,First Notice,2026-06-19,SMS Sent,False
DUNF8B3826CBB,CUST100071956,INV776B7B330D,First Notice,2026-03-31,SMS Sent,True
DUN2A1BEBD277,CUST100079449,INVBAB266BDE6,Reminder,2026-04-12,Service Restricted,True
DUNCB9BEF0F71,CUST100021444,INVA42176C685,Reminder,2026-07-18,Service Restricted,True
DUN3BCA0E026B,CUST100064663,INVE9901D5D9D,Reminder,2026-02-27,Service Restricted,True
DUN636A549CCA,CUST100024539,INV10E74782A1,Reminder,2026-04-08,Email Sent,True
DUNCC646B96F3,CUST100060022,INV6A3E0F9E36,Reminder,2026-06-14,None,False
DUN18A103D019,CUST100076585,INVCC77954B19,Reminder,2026-06-03,SMS Sent,True
DUN771B576636,CUST100081940,INV4469B4E742,Reminder,2026-04-05,Call Placed,False
DUNF03CDBBC5E,CUST100026721,INV4D30A9843D,Final Notice,2026-04-24,None,True
DUN350A087D79,CUST100054985,INV676470B126,Reminder,2026-05-18,Service Restricted,False
DUNC448DD892B,CUST100063362,INV36911C499B,Reminder,2026-04-27,Service Restricted,True
DUN0EB2B3EB21,CUST100044171,INVB1F8D06F8D,Service Suspension,2026-05-18,Call Placed,True
DUNB746229BC8,CUST100089802,INVB835FD51AB,Service Suspension,2026-03-22,SMS Sent,False
DUN4F8197FAC1,CUST100022316,INV2733471DEE,First Notice,2026-02-23,Call Placed,True
DUN6E037D3C78,CUST100046257,INV834E79F469,Final Notice,2026-06-06,Call Placed,True
DUN9C57C40F85,CUST100037461,INV846F4ADBF8,Reminder,2026-03-23,Call Placed,False
DUN1AF593684A,CUST100054812,INV6D0263AD49,Final Notice,2026-06-07,Email Sent,True
DUNA51AE97F2E,CUST100002983,INVF2BCD82880,First Notice,2026-01-21,Email Sent,True
DUNF5CA978DFB,CUST100020722,INV3857EBD2A1,Reminder,2026-05-18,Call Placed,False
DUN72AADDF1CD,CUST100073665,INV052F22E535,Collections Referral,2026-01-06,Email Sent,False
DUND30F413C1D,CUST100085599,INV3142E60BCB,Reminder,2026-04-15,SMS Sent,True
DUN76EA24C4A6,CUST100095967,INV00BDB2E74E,Reminder,2026-07-14,None,True
DUN00B260EA83,CUST100028768,INV5E5CC1751B,First Notice,2026-06-03,Email Sent,True
DUN4D64FADDFF,CUST100004928,INVC3F59EC00A,Collections Referral,2026-05-04,Email Sent,False
DUNBB4569799D,CUST100058877,INVD6E6A54D11,Reminder,2026-07-06,Call Placed,True
DUN07FDCCDFA7,CUST100087791,INV63D28A134B,Reminder,2026-02-28,Service Restricted,False
DUN482645B9F1,CUST100076339,INVB831D56D5A,Collections Referral,2026-04-13,Call Placed,True
DUN8DF45B0111,CUST100037190,INVA19E061D1C,Final Notice,2026-06-08,None,True
DUN59F9CCF3EB,CUST100039371,INVF35AC2146E,First Notice,2026-06-19,Email Sent,False
DUN673B436CB8,CUST100071357,INVF67FCC6580,Final Notice,2026-03-10,Email Sent,False
DUN42DBF7E5FD,CUST100010822,INV42054E2419,First Notice,2026-02-17,None,True
DUN0E3E8DF090,CUST100032828,INV53E0A06759,First Notice,2026-01-13,Call Placed,False
DUN0950E5380C,CUST100049974,INVFCED8DB041,First Notice,2026-02-23,None,False
DUN204313A09E,CUST100060629,INVBA2D7080C0,Final Notice,2026-01-31,Service Restricted,False
DUN5C24310AFB,CUST100064328,INV019CD41C9E,Service Suspension,2026-04-01,Call Placed,True
DUNE1AA314F1A,CUST100050934,INVCBB02A3ED2,Reminder,2026-02-03,Call Placed,True
DUNC546FD9F58,CUST100023653,INVAC03974B50,Reminder,2026-05-14,Email Sent,True
DUN327D5A77D3,CUST100012930,INV4C74C50AA3,Final Notice,2026-01-08,None,False
DUN8D89993C31,CUST100070734,INV1F9C29AC41,Collections Referral,2026-01-30,SMS Sent,True
DUNFDB8B46B1E,CUST100030904,INV55CFC4CB14,Reminder,2026-05-21,SMS Sent,True
DUNBF4D7D720C,CUST100061295,INVA7E643578B,Final Notice,2026-07-03,Call Placed,True
DUND9A62123A9,CUST100004202,INV95D665577E,Final Notice,2026-02-04,SMS Sent,True
DUN0FD5F6761A,CUST100039592,INV04670AD6C0,Reminder,2026-03-16,SMS Sent,True
DUN30CC8406D4,CUST100057054,INVE432EE629E,Reminder,2026-02-17,Call Placed,False
DUN0262DB109E,CUST100046185,INV9B4AD8D49F,Reminder,2026-06-29,Email Sent,True
DUN255C0E1A93,CUST100077498,INV4A33CD3565,First Notice,2026-04-15,Service Restricted,False
DUN1C956E107D,CUST100073930,INVFAC45C4BCF,Final Notice,2026-06-27,None,True
DUN973E9A2199,CUST100045772,INVE0AF30F8EA,First Notice,2026-04-29,None,True
DUNE597D1BFA6,CUST100010539,INV91EDF90798,First Notice,2026-02-19,SMS Sent,False
DUN730392779E,CUST100000434,INV143154C1CB,Reminder,2026-06-13,Call Placed,True
DUNDE57B91A83,CUST100049029,INV25A83F6BDB,Final Notice,2026-03-16,Call Placed,True
DUNB064056CA2,CUST100074646,INV2F9D2EDB35,Collections Referral,2026-03-12,None,True
DUN9894CB1687,CUST100010632,INV12B23769DF,Reminder,2026-01-02,Call Placed,False
DUNEE4B350D09,CUST100088420,INVA7BB6F34A0,Final Notice,2026-01-15,None,True
DUN1D031888D3,CUST100022535,INVB80EA16A10,Reminder,2026-05-18,Email Sent,True
DUN9FCF7D0A1D,CUST100049340,INV5A191C4C16,First Notice,2026-03-19,None,False
DUNC507CFC34B,CUST100059181,INV556B0803DA,Reminder,2026-01-18,Email Sent,True
DUNFCBE883D6A,CUST100080107,INV7222AEF32D,Final Notice,2026-07-02,Call Placed,True
DUN48B60C4427,CUST100038277,INV3EECA7E528,Reminder,2026-03-28,None,True
DUN7EC0615941,CUST100059555,INV09DE4C3D87,First Notice,2026-05-02,None,True
DUNEE22183F72,CUST100051781,INV56D83DF3F8,Final Notice,2026-06-09,Email Sent,False
DUN2838B5F75D,CUST100015077,INV444E58B708,Reminder,2026-06-05,Email Sent,True
DUN298CF23495,CUST100025259,INVD077966745,Collections Referral,2026-06-17,Email Sent,False
DUNF0AA5A0F88,CUST100064423,INV43346E0273,Final Notice,2026-07-06,None,False
DUN7DC1DC6536,CUST100049120,INVB1787DC6C2,First Notice,2026-06-12,Call Placed,True
DUN9823255FA4,CUST100054210,INVAEC35DAA0C,First Notice,2026-05-01,SMS Sent,True
DUNC7EDA6387F,CUST100008887,INV003DA900AD,First Notice,2026-01-13,Service Restricted,True
DUN537380A2B0,CUST100065203,INV6FF51A3CD7,Final Notice,2026-01-21,Service Restricted,False
DUN4A634BB11A,CUST100057891,INV1ED3226D65,Service Suspension,2026-01-15,Call Placed,True
DUN7975954788,CUST100081351,INV8D4716D981,First Notice,2026-04-17,None,False
DUNB0E09787EC,CUST100003949,INV970F709C81,Reminder,2026-05-23,Email Sent,True
DUNA62B80310E,CUST100009037,INV9D97D4B403,First Notice,2026-07-21,SMS Sent,True
DUNA08BDA3F5F,CUST100022610,INV4169A67927,Reminder,2026-05-02,Call Placed,True
DUN1A949B3B41,CUST100099834,INVBA9B95CA06,Reminder,2026-01-15,None,True
DUND53C53A93B,CUST100068728,INV4F2617A9C5,Collections Referral,2026-03-02,None,True
DUN48FDCB9CE6,CUST100022069,INVDA607A2112,Service Suspension,2026-05-01,Email Sent,True
DUN25F3005B05,CUST100023725,INVED2D30671F,Reminder,2026-02-24,None,True
DUNA6B35F1A47,CUST100033749,INV009B5DBF0F,Collections Referral,2026-06-06,None,True
DUN7EBDAB3F6B,CUST100068028,INV663A7C0FC3,First Notice,2026-07-14,Service Restricted,True
DUN0DCEE5007D,CUST100073225,INV7CCB5173E5,Collections Referral,2026-01-13,None,False
DUN15CB87EB1F,CUST100056208,INV79FB9AE417,Service Suspension,2026-06-12,Email Sent,False
DUN5FB54C656B,CUST100048706,INVA84822DDE6,Final Notice,2026-07-15,None,True
DUN0550E9D33B,CUST100023120,INV99588E308F,Final Notice,2026-01-12,Email Sent,False
DUN00CE210433,CUST100018621,INVF1F8199750,Final Notice,2026-01-22,SMS Sent,True
DUNB054E246D8,CUST100050610,INVFBC2D2CB4F,Reminder,2026-07-20,None,False
DUN58696B5F71,CUST100088963,INV7DAC819239,Reminder,2026-01-01,SMS Sent,False
DUN611A405745,CUST100058487,INVFD2AB6A9EB,Reminder,2026-03-03,SMS Sent,True
DUN1E5636D124,CUST100026940,INVBD5251F4AA,Reminder,2026-06-04,Email Sent,False
DUN1DAA583F4F,CUST100087404,INVFB4AE065A7,Reminder,2026-01-14,Email Sent,False
DUNEE228D7AD5,CUST100037331,INV5783CB5F91,Final Notice,2026-01-29,None,True
DUNEB6AE68CD7,CUST100048073,INV2511D3E424,First Notice,2026-06-26,Email Sent,False
DUNB61F2F64A6,CUST100092143,INV309238BDAE,Final Notice,2026-04-17,None,False
DUN567BBF84B2,CUST100052736,INVA5891B57D2,Reminder,2026-03-04,Email Sent,False
DUNCEEF3DFF20,CUST100079167,INV44CA147D8A,Final Notice,2026-04-24,Service Restricted,False
DUN0F289F946A,CUST100036777,INV900B0BF8C0,Collections Referral,2026-01-07,Service Restricted,True
DUNB84406D40A,CUST100084109,INVA8751F3A02,Reminder,2026-01-11,SMS Sent,False
DUN40037AD092,CUST100074771,INV12AF13C449,First Notice,2026-03-10,None,True
DUNEE64D0DCC6,CUST100049155,INVD43B34C83E,First Notice,2026-03-14,None,True
DUNF78C2B7226,CUST100052149,INV620246F4DB,First Notice,2026-07-09,SMS Sent,False
DUN1935B0E1F3,CUST100017474,INV54A69F5BCB,First Notice,2026-04-23,SMS Sent,False
