usage_id,customer_id,usage_date,data_used_gb,peak_hour_usage_gb,throttled_flag
BWUA441BDE258BD,CUST100084974,2026-07-13,0.228,0.187,False
BWU73AB998B83AC,CUST100006284,2026-06-13,0.763,0.283,False
BWUA8EC7F5CEF0E,CUST100078117,2026-06-15,6.214,2.262,False
BWU8C0367A8829D,CUST100067845,2026-06-18,0.537,0.275,False
BWUDF25A76DC502,CUST100087022,2026-07-12,8.415,1.765,False
BWUFC17D07DC527,CUST100089594,2026-07-15,3.366,2.287,False
BWU074A2375C444,CUST100038413,2026-06-20,5.296,3.066,False
BWUBE8B2D7065C0,CUST100007828,2026-06-12,0.661,0.272,False
BWUB74E497F7820,CUST100041707,2026-06-28,1.152,0.067,False
BWU55ACBDC5F962,CUST100051154,2026-07-20,4.464,2.52,False
BWUA76E3D15105D,CUST100048729,2026-06-18,2.401,5.373,False
BWU05F843FB54E8,CUST100091164,2026-06-20,1.329,1.247,False
BWUAE41789FFD07,CUST100011752,2026-07-08,2.273,0.969,False
BWU25752EEB1C65,CUST100030508,2026-06-21,5.587,0.962,False
BWU79E04236BFD2,CUST100025458,2026-06-10,1.189,0.34,False
BWUC77848611C1B,CUST100038508,2026-07-05,0.992,3.298,False
BWU08CBCC7DDEC4,CUST100085882,2026-06-08,9.154,3.083,False
BWUC57E837B487A,CUST100079419,2026-06-23,0.789,1.698,False
BWU1029E4C2B06B,CUST100006184,2026-07-12,3.58,2.163,False
BWU0DDF60A8AB6C,CUST100054841,2026-07-10,9.775,0.319,False
BWU42DE15B403DE,CUST100046658,2026-06-28,4.617,1.317,False
BWUBABDFDF4A326,CUST100001484,2026-06-03,2.338,1.49,False
BWUA2F909FED4B5,CUST100066868,2026-06-17,4.437,0.797,False
BWU384BC2E1F02D,CUST100086568,2026-06-07,0.224,2.651,False
BWU9749E37B0890,CUST100039478,2026-06-01,10.419,0.339,False
BWU77E5305C302D,CUST100049252,2026-06-01,0.196,1.675,True
BWU830835D39325,CUST100030638,2026-06-10,4.967,0.098,False
BWUAD8F3B63F458,CUST100010398,2026-06-23,5.524,0.804,False
BWUC6A2E269DB3C,CUST100015230,2026-06-10,11.241,3.321,False
BWU9F94295F0766,CUST100091115,2026-07-02,0.087,0.85,False
BWUC775FF377417,CUST100053457,2026-06-21,4.187,2.159,True
BWUDAE36E41CB4F,CUST100065022,2026-06-26,0.857,6.106,False
BWUD96A9B66D153,CUST100010131,2026-06-19,10.809,6.147,True
BWU1E4A4248DDAD,CUST100078660,2026-06-05,0.75,1.051,False
BWUB04D2B67EE3E,CUST100025516,2026-06-19,6.981,1.132,False
BWU4694C10A4A31,CUST100016567,2026-06-06,4.81,0.276,False
BWU444A9EE9B1A7,CUST100055609,2026-07-11,4.197,1.98,False
BWU93A6A62DA8AA,CUST100002514,2026-07-18,4.448,0.155,False
BWU9B8EFF967FA0,CUST100037308,2026-07-04,1.213,0.831,False
BWUC8C7C2224ED9,CUST100036063,2026-06-09,1.405,1.274,False
BWU921B1F5FEE0F,CUST100033611,2026-07-08,3.412,0.842,False
BWU56784D9236CD,CUST100043452,2026-06-12,3.849,0.457,False
BWU243F58A211D3,CUST100042960,2026-06-05,3.146,3.305,False
BWUA4C8B49CF9C2,CUST100028795,2026-07-17,3.682,2.147,False
BWU3846E3B3633D,CUST100076079,2026-07-01,3.692,1.964,False
BWU0248AAFD3827,CUST100048239,2026-07-12,3.485,1.441,False
BWU425632FE47EA,CUST100059960,2026-07-14,0.8,4.259,False
BWUE77B2C291530,CUST100044676,2026-07-11,1.465,2.862,False
BWU635F679490E0,CUST100046824,2026-07-06,6.237,1.249,False
BWU73293AAB4F5C,CUST100002328,2026-07-20,0.57,0.4,False
BWU1C410ACB44AF,CUST100034417,2026-06-11,5.389,0.111,False
BWU3244FBBEEAA7,CUST100057079,2026-06-07,6.171,0.605,False
BWU8CB7C9C2F5FD,CUST100057896,2026-07-02,2.566,0.418,False
BWU56CDC06E4D37,CUST100095611,2026-06-07,3.909,1.178,False
BWU5BD6160016A9,CUST100065360,2026-06-11,4.771,3.325,False
BWU98B2F04C1CC6,CUST100052493,2026-06-14,0.511,0.11,False
BWUB2E0604382AB,CUST100071334,2026-07-04,1.102,1.371,False
BWU903F952593A3,CUST100093163,2026-06-17,4.742,0.163,False
BWUB51B84C231F8,CUST100042531,2026-06-30,2.911,0.082,False
BWUFF0C22EC8BBF,CUST100063353,2026-06-23,3.975,5.667,False
BWUC846A6848F14,CUST100034415,2026-06-22,15.031,1.066,False
BWU4CEDE374DDDF,CUST100027824,2026-07-04,9.738,2.142,False
BWUF262F83075CE,CUST100015020,2026-07-03,18.697,1.693,False
BWU02E614A0908A,CUST100002265,2026-06-25,3.578,4.345,False
BWUB7E313681D64,CUST100002320,2026-07-15,7.417,1.987,False
BWU542395844A2F,CUST100043919,2026-07-21,5.562,0.95,False
BWU292777D0824D,CUST100076012,2026-06-18,0.33,0.66,False
BWU48E46FB1B896,CUST100031935,2026-07-14,12.656,1.714,False
BWU9D469D4B06AC,CUST100020711,2026-07-21,14.602,4.39,False
BWUBFFA970ACD19,CUST100079026,2026-06-26,2.479,5.227,False
BWU819C8CFAA020,CUST100088466,2026-06-21,0.761,0.461,False
BWU063FA16748E1,CUST100060081,2026-06-19,0.83,6.416,False
BWU6A02E4BC4274,CUST100029091,2026-06-21,7.542,1.702,False
BWUE6787D32BA5F,CUST100097417,2026-06-09,0.98,0.03,False
BWUBDD9309918BC,CUST100050001,2026-06-04,2.02,0.261,False
BWU85F5A2ADFCDC,CUST100010832,2026-06-08,1.569,3.224,False
BWU95DF21AED6D2,CUST100079991,2026-06-22,0.11,0.419,False
BWUBE765729D5E2,CUST100040352,2026-07-12,9.459,4.09,False
BWUBE2A648B90E1,CUST100090793,2026-07-02,1.408,5.383,False
BWU07D175B1A10C,CUST100086106,2026-07-21,1.846,4.271,False
BWU0B004DE11616,CUST100039770,2026-07-12,6.668,1.861,False
BWU42B4A2D181F4,CUST100088813,2026-07-04,1.481,0.573,False
BWUFC00ECA552F0,CUST100079180,2026-07-18,4.077,1.609,False
BWUBECCAEA11A51,CUST100033902,2026-06-07,0.632,1.801,False
BWU9115B8ED7CAE,CUST100029256,2026-07-19,0.245,1.75,False
BWUA3BC02A12EC0,CUST100035596,2026-07-07,8.3,0.551,False
BWU65C5F0501742,CUST100084544,2026-06-07,1.149,0.072,False
BWU1E39D31D2038,CUST100080540,2026-06-10,0.833,2.67,False
BWU36C1EF1039C8,CUST100006166,2026-06-07,2.769,0.114,False
BWUAA0954675D64,CUST100046553,2026-06-14,0.565,1.45,False
BWU31BB80DDD879,CUST100051172,2026-06-15,4.018,0.038,False
BWUC2979A9243D8,CUST100048551,2026-07-22,5.347,2.049,False
BWU51606D8E7000,CUST100092804,2026-07-01,4.47,0.252,False
BWU142D15C05240,CUST100034874,2026-06-04,3.759,0.481,False
BWU7CB8E2D5FD80,CUST100079708,2026-06-20,0.401,0.168,False
BWU705F59107131,CUST100034644,2026-06-19,2.21,0.838,False
BWUC77038545BBF,CUST100051466,2026-06-04,0.614,2.326,False
BWU3681A5B5FE8E,CUST100093131,2026-07-13,5.237,1.634,False
BWUD9D25A96DBDE,CUST100055410,2026-06-28,6.117,1.504,False
BWUFE48988BCD81,CUST100098515,2026-06-17,1.405,2.074,False
BWU2A639A85A9F6,CUST100039286,2026-06-03,1.462,4.367,False
BWU759A204EFCBC,CUST100013936,2026-07-04,1.087,1.298,False
BWU9A45A4F9EA18,CUST100093791,2026-07-05,6.395,0.026,False
BWUBE35F2EFFD36,CUST100016673,2026-06-09,1.092,0.692,False
BWU9A1F0DEA883B,CUST100060499,2026-06-27,0.987,2.794,False
BWUE55E7633C04A,CUST100069468,2026-06-07,1.576,3.779,False
BWU896C66D798BF,CUST100068674,2026-06-04,2.589,1.276,False
BWU62935749D06A,CUST100039957,2026-07-04,1.514,3.513,False
BWU6F5EAA0FECC4,CUST100033585,2026-06-11,7.786,0.422,False
BWU66418FA5ABA9,CUST100027545,2026-07-03,2.093,0.332,False
BWU458A3ACF8C24,CUST100008852,2026-07-06,1.068,0.03,False
BWU153926130F69,CUST100054338,2026-06-09,11.34,0.266,False
BWU80566C1D7539,CUST100099127,2026-07-13,5.546,1.212,False
BWUEDBE8445EB5C,CUST100059511,2026-06-30,0.621,3.837,False
BWU104ED03F020F,CUST100045849,2026-06-21,4.49,0.299,False
BWU63711DAE42CD,CUST100066057,2026-07-01,6.992,2.04,False
BWU996EBDD6F2C1,CUST100007122,2026-06-22,3.366,2.594,False
BWUD51EC0D46B11,CUST100089504,2026-06-21,0.787,1.736,False
BWUE253DE00C7C7,CUST100059074,2026-06-06,1.29,1.104,False
BWU022F4AF82D9A,CUST100078698,2026-07-06,14.334,2.822,False
BWUA81E9F14A477,CUST100024980,2026-07-21,1.088,2.237,False
BWU44521D888D29,CUST100041141,2026-07-04,1.872,1.41,True
BWUACA3C2BB1A58,CUST100081966,2026-07-02,0.85,0.562,False
BWUF0F0A02C7273,CUST100048107,2026-06-30,9.155,1.376,False
BWU7BEFD3113716,CUST100029094,2026-06-23,4.478,2.911,False
BWU622712D4AF42,CUST100058784,2026-06-01,4.105,0.593,False
BWUF5CA89124E7E,CUST100072935,2026-06-13,0.925,0.553,True
BWUAAA0B944E02C,CUST100011023,2026-07-22,3.588,0.05,False
BWU2D10B507E0FE,CUST100085948,2026-07-07,3.902,0.583,True
BWUA59DA8609F47,CUST100083793,2026-07-01,0.497,1.278,False
BWU0537A77F6DD8,CUST100049646,2026-06-18,1.498,0.011,False
BWUE724917B2236,CUST100076643,2026-06-08,9.781,0.525,False
BWU72D97A56FDC8,CUST100060747,2026-06-24,1.515,0.236,False
BWU5A44DD0BDF7D,CUST100027214,2026-06-29,2.814,2.212,False
BWUF74F12CA6CCA,CUST100085857,2026-06-26,8.02,1.659,False
BWUB9E34AC8C842,CUST100008406,2026-06-17,0.56,0.661,False
BWU5460B21C5AE4,CUST100044764,2026-07-11,0.142,1.928,False
BWU90A242AAC03E,CUST100096163,2026-07-12,12.461,0.6,False
BWU3A2BC31BFBA9,CUST100011925,2026-06-16,5.459,0.693,False
BWU67AFF0CEF59C,CUST100012624,2026-07-20,0.314,0.491,False
BWU2B61389B0DCD,CUST100065455,2026-06-08,1.738,0.386,False
BWUEAEB811066CA,CUST100058226,2026-06-04,0.092,0.657,False
BWUB941A1BA96B1,CUST100006455,2026-06-26,11.703,0.041,False
BWUCA4EFE295CC6,CUST100077046,2026-07-04,8.893,1.625,False
BWUDE9B05FAA032,CUST100062050,2026-06-15,2.042,4.523,False
BWU80B6C7DEA349,CUST100026919,2026-06-07,1.249,1.462,False
BWU736CEF215111,CUST100041571,2026-06-11,1.47,0.299,False
BWU4FACE81E9391,CUST100065082,2026-06-10,8.478,1.506,False
BWU6A5E953EEBC7,CUST100016432,2026-06-07,1.108,1.428,False
BWU17635FB2F569,CUST100064310,2026-06-08,5.934,0.87,False
BWU428D7AD908A0,CUST100087180,2026-06-05,0.759,1.077,False
BWUC0A0F85819E9,CUST100059522,2026-06-07,0.352,1.265,False
BWU8D7DA1EDB676,CUST100088343,2026-06-22,2.911,0.735,False
BWUF26193399381,CUST100073358,2026-07-19,4.801,0.539,False
BWU595F1D04C829,CUST100098378,2026-07-02,3.463,1.767,False
BWU3299CA906D43,CUST100008695,2026-07-10,8.549,0.836,False
BWU46026EC5D0B5,CUST100076049,2026-07-14,1.255,0.918,False
BWU0E87126331B8,CUST100018106,2026-06-23,1.446,0.047,False
BWUBE55A1961A78,CUST100057408,2026-06-27,0.631,3.17,False
BWUF80CB5661BA2,CUST100071376,2026-07-12,2.299,1.638,False
BWUEB9AB8BA791F,CUST100060881,2026-06-17,0.01,1.668,False
BWU4AFF9BFDE8E7,CUST100093161,2026-06-17,5.101,4.145,False
BWUA78B2CBFD943,CUST100038280,2026-07-12,1.141,1.285,False
BWU4A04DD9E2CFB,CUST100004154,2026-07-18,24.626,0.17,False
BWUC73DCE74FCA1,CUST100025314,2026-06-16,0.621,0.337,False
BWUD0C1D866D661,CUST100094462,2026-07-21,5.163,1.594,False
BWU316593247959,CUST100030229,2026-07-11,4.679,3.312,False
BWU411306D2ED55,CUST100065717,2026-06-12,8.017,1.729,False
BWU836F8319F180,CUST100084227,2026-07-20,3.478,1.081,False
BWUB831E80F2698,CUST100068822,2026-06-01,2.621,1.211,True
BWU488FE3316E71,CUST100092223,2026-07-18,0.045,3.991,False
BWU24D5AD96C2DA,CUST100015755,2026-06-04,5.282,1.461,False
BWU7BFA1C47C566,CUST100099705,2026-06-16,5.129,3.414,False
BWU170645C4F9AD,CUST100044973,2026-06-13,0.629,0.95,False
BWU55E9B99FC2C1,CUST100095061,2026-07-03,16.783,1.531,False
BWU76993F47700E,CUST100044420,2026-06-29,0.157,0.798,False
BWUD2F769724ACD,CUST100065416,2026-07-18,13.158,0.987,False
BWU19B8A19329A5,CUST100002270,2026-07-02,1.834,0.305,False
BWUD2276FB5112B,CUST100029330,2026-06-02,0.019,2.295,False
BWUF8D0569835BF,CUST100021830,2026-06-17,0.672,0.265,False
BWU2F3BE94DA99D,CUST100011759,2026-07-11,14.899,0.844,False
BWU09BF17EC530C,CUST100098526,2026-06-23,4.905,0.999,False
BWUEB5605B257E3,CUST100091627,2026-07-16,7.741,0.036,False
BWU03D5E01CC834,CUST100005677,2026-06-27,0.787,0.151,False
BWU57E3570A4DC9,CUST100017089,2026-06-21,0.005,0.742,False
BWU37DF3635C527,CUST100025649,2026-07-13,1.468,0.063,False
BWU58530349AD22,CUST100004810,2026-06-13,1.458,0.111,False
BWU19DAAC4F5551,CUST100065604,2026-06-19,3.26,0.242,False
BWUB830DB6B2C3F,CUST100042269,2026-07-21,9.818,0.198,False
BWUC25C3EBA4538,CUST100042197,2026-06-10,0.617,0.153,False
BWU571E820F1DCA,CUST100062362,2026-07-01,0.875,0.763,False
BWU3D9A3770087E,CUST100007837,2026-07-18,3.237,1.256,True
BWU0CC2AAB984F6,CUST100000258,2026-07-22,6.267,0.59,False
BWU587BA9667368,CUST100060934,2026-07-12,11.151,1.155,False
BWUDAAF9DA9085B,CUST100016876,2026-06-26,10.185,0.102,False
BWUFFB38560928F,CUST100027257,2026-07-08,3.719,2.199,False
BWU34D669158774,CUST100012558,2026-06-06,6.989,3.081,False
BWU3E0EF6F65E24,CUST100016895,2026-07-12,1.432,0.962,False
BWUF8792EF2A280,CUST100020802,2026-07-14,3.695,0.889,False
BWU1BBC79BD3285,CUST100045394,2026-07-10,1.356,3.426,False
BWUCAAE91B5E40D,CUST100063181,2026-06-03,0.52,1.668,False
BWU3CD6BE8BB047,CUST100039090,2026-06-17,3.36,0.401,False
BWU51BAFCE6805C,CUST100047978,2026-06-08,6.179,0.243,False
BWU2B2C8675EAB0,CUST100035461,2026-06-19,1.963,1.891,False
BWUC8089FD760CF,CUST100084104,2026-07-08,3.651,2.131,False
BWU6FEA3461003D,CUST100068189,2026-06-28,2.579,2.656,False
BWU3DE1956C189D,CUST100075892,2026-07-11,3.837,1.877,False
BWU73B789E0048E,CUST100021460,2026-07-14,0.005,1.698,False
BWU9AE9AE435FE0,CUST100088163,2026-07-17,1.443,1.564,False
BWU09BB5EAD78CD,CUST100000094,2026-07-07,3.411,1.524,False
BWU5B2C826FD2D6,CUST100084137,2026-06-08,5.977,0.285,False
BWU94DF0B856CF9,CUST100039999,2026-07-16,1.662,0.017,True
BWU37C8B7483FC3,CUST100038019,2026-06-04,1.804,0.045,False
BWU9ADB37FAC941,CUST100002472,2026-06-04,1.837,1.064,False
BWU533BEFD03D27,CUST100084160,2026-07-06,1.055,2.375,False
BWU5CBDA630068A,CUST100083292,2026-06-01,3.936,3.934,False
BWUF80799A9212D,CUST100098958,2026-07-12,0.86,2.702,False
BWU65E14E350A86,CUST100009704,2026-07-16,1.638,0.15,False
BWUB2A4F712A20C,CUST100098142,2026-06-15,9.141,0.168,False
BWUB6F067C0061D,CUST100050164,2026-07-05,12.889,2.347,False
BWU972F3F21F776,CUST100088918,2026-06-13,2.718,6.472,False
BWUFC097A119F7C,CUST100089227,2026-07-23,1.404,1.386,False
BWUCC6F087FF494,CUST100029585,2026-06-13,8.062,0.093,False
BWU30BF367D5FD2,CUST100017509,2026-07-15,2.874,0.107,False
BWU656B2C1260CF,CUST100026001,2026-06-21,2.874,0.912,True
BWU36AF64E7DB49,CUST100007033,2026-07-13,4.182,0.904,False
BWUCCED80CA69D6,CUST100099696,2026-07-08,1.886,0.483,False
BWUC404210F3FAB,CUST100015321,2026-07-13,2.166,0.335,False
BWU11C20FF3B76B,CUST100070792,2026-06-04,11.146,1.353,False
BWU21CCE5A8EAFB,CUST100069676,2026-07-09,3.711,3.597,False
BWU8E13048C8E98,CUST100086486,2026-07-20,0.117,0.603,False
BWU4D2C3E644C63,CUST100078722,2026-06-26,11.94,1.16,False
BWU3E70BFF592BB,CUST100045576,2026-06-09,5.178,1.227,False
BWUF94AC60CE90C,CUST100094584,2026-07-13,0.687,0.046,False
BWUBBFEDD6C9F2D,CUST100070433,2026-06-07,1.227,1.941,False
BWU52DB3C1A8A8B,CUST100044898,2026-07-07,1.694,0.953,False
BWUB2E169537F50,CUST100003570,2026-06-06,2.407,1.319,False
BWUB4909849100C,CUST100031837,2026-07-16,3.842,4.933,False
BWUAED048535292,CUST100023455,2026-07-16,7.813,0.755,False
BWUCD6047B40C17,CUST100082057,2026-06-04,3.132,2.249,False
BWU312164606D22,CUST100085616,2026-07-08,3.051,2.694,False
BWU57B761786D14,CUST100067320,2026-07-06,3.799,0.749,False
BWUD3051F2A79D9,CUST100011955,2026-07-15,2.551,0.374,False
BWU85AEC9BAA546,CUST100061558,2026-07-06,5.694,3.391,False
BWUF553BE3B4A05,CUST100040405,2026-06-02,1.779,0.953,False
BWU2F110195DCBD,CUST100025082,2026-06-02,4.86,2.333,False
BWU7835E7A0A143,CUST100083922,2026-06-27,0.107,0.331,False
BWU9F0EECD6E30D,CUST100021917,2026-06-11,0.75,4.418,True
BWU470E51C1B951,CUST100049184,2026-07-09,6.341,0.787,False
BWUBE3FC6F043FB,CUST100068971,2026-06-10,1.635,1.093,True
BWU4CE3CBA81BE7,CUST100044712,2026-07-17,1.211,0.887,False
BWU065DFD2C462F,CUST100076837,2026-06-24,1.53,1.919,False
BWUFD4994F681F4,CUST100096453,2026-06-14,3.34,2.877,False
BWUEB47CCEAD095,CUST100070366,2026-07-10,3.292,2.843,False
BWUB2C0A212083F,CUST100096590,2026-06-27,5.381,0.561,False
BWUF80C15530E73,CUST100002908,2026-06-29,8.811,0.087,False
BWU8EEC88C5695A,CUST100048376,2026-07-07,4.586,1.379,False
BWU379582D50945,CUST100098042,2026-06-13,5.196,2.522,False
BWUA5190E71449C,CUST100085520,2026-06-22,6.115,0.915,False
BWUD506023539A4,CUST100070266,2026-07-11,2.936,2.482,False
BWUAAF13952C0BD,CUST100067310,2026-07-17,3.802,1.685,False
BWU6DB7C1FB8416,CUST100048684,2026-06-02,0.182,2.318,False
BWU889FD6223B31,CUST100043952,2026-07-14,0.644,5.405,True
BWU092F7100BEAE,CUST100052301,2026-07-01,4.071,1.083,False
BWUFB4FE22AE88F,CUST100027248,2026-06-24,2.711,1.15,False
BWU970BF9BDD8FC,CUST100094476,2026-06-14,3.44,3.53,False
BWU6112FE957F43,CUST100044978,2026-07-06,1.645,0.227,False
BWUDEF25EBB0DC4,CUST100061886,2026-07-11,5.96,1.97,False
BWU3CE12FBFFCB1,CUST100067874,2026-06-07,27.061,0.27,False
BWU55C2ECCD2E9B,CUST100077441,2026-06-14,2.03,2.413,True
BWU38B7944A3F33,CUST100093093,2026-06-30,6.644,3.932,False
BWUA5A1B26298BE,CUST100035111,2026-07-12,3.611,1.182,True
BWU1A132ED90B84,CUST100062434,2026-06-25,0.397,2.05,False
BWU0A4D132F7F89,CUST100022025,2026-06-09,1.296,2.014,False
BWU679E99480BA8,CUST100098972,2026-06-22,2.372,0.098,False
BWUFDECD6C2B260,CUST100051048,2026-07-08,2.842,1.087,False
BWU9F25E380F2CE,CUST100048505,2026-06-14,0.048,0.363,False
BWUB4DD14F2551A,CUST100071037,2026-06-27,1.689,0.486,False
BWU8E58CDFDF5DA,CUST100027025,2026-07-23,5.041,0.247,True
BWU57C0F678CE77,CUST100069086,2026-07-05,7.251,0.13,False
BWU324711322C13,CUST100028414,2026-07-01,1.41,2.973,True
BWUD1AAF894B6BF,CUST100010653,2026-06-07,3.227,0.936,False
BWUB1F043F82312,CUST100038063,2026-07-14,4.441,3.036,False
BWUB00274DDB58F,CUST100079585,2026-07-01,3.031,3.111,False
BWU290AE165EE6E,CUST100083643,2026-06-02,2.015,0.7,False
BWU25CE9486ED3E,CUST100050771,2026-06-27,29.95,0.344,False
BWUF98258F28B1B,CUST100070248,2026-07-21,13.332,0.103,False
BWU74BD0784CD52,CUST100005019,2026-07-02,1.171,3.821,False
BWU004F132D753F,CUST100026797,2026-07-09,9.146,0.563,False
BWUC320D5666F47,CUST100063401,2026-06-09,5.702,0.714,False
BWUC408752145A9,CUST100010036,2026-06-23,4.943,1.973,False
BWUCECA9730D0F2,CUST100034914,2026-07-09,1.21,1.309,False
BWU7F48FCD06FB4,CUST100028830,2026-06-27,2.164,1.504,True
BWUE8B2AAA166E6,CUST100045452,2026-07-10,6.491,0.986,False
BWU2CA2EE64054B,CUST100035691,2026-07-09,11.708,2.119,False
BWU86E408024786,CUST100089621,2026-06-13,13.756,3.887,False
BWU7D86C7E51466,CUST100018335,2026-06-20,10.334,2.507,False
BWUA9678AB92086,CUST100056951,2026-07-04,0.189,0.375,False
BWU1AA589441971,CUST100087515,2026-06-06,21.966,0.533,False
BWUB97ED5A30B4B,CUST100064296,2026-06-29,2.57,0.118,False
BWU174F88E3EA49,CUST100060251,2026-07-07,3.348,3.565,False
BWUBF07276B5AA4,CUST100019067,2026-06-26,11.279,0.031,False
BWU75B9B9BF25B9,CUST100036827,2026-07-13,0.689,1.133,False
BWU94C3884AB0A2,CUST100067591,2026-07-07,3.848,0.022,False
BWU25D833DFC8D7,CUST100040161,2026-07-04,0.063,0.564,False
BWUA664C7D3CE71,CUST100052755,2026-07-02,1.148,2.383,False
BWUF355F55795EA,CUST100005813,2026-06-10,0.912,5.63,False
BWUF85BB11BB12F,CUST100092405,2026-06-25,2.98,3.798,False
BWU475E29984509,CUST100025561,2026-07-06,7.666,0.431,True
BWU1CDCAECB67BF,CUST100048545,2026-07-06,9.692,1.711,False
BWUDD43705EBA2E,CUST100093766,2026-07-13,11.867,1.54,False
BWUACE8BB55E170,CUST100027698,2026-07-04,2.867,1.616,False
BWU16CAC77ECCEB,CUST100093942,2026-07-14,5.065,0.416,False
BWUCC29739510C7,CUST100059117,2026-07-12,4.397,0.957,False
BWUD899B98E46A8,CUST100076565,2026-07-20,7.196,1.178,False
BWU38A29881AAE5,CUST100065634,2026-06-07,0.247,0.78,False
BWU87D7B2234DD7,CUST100093973,2026-06-08,7.427,3.409,False
BWUB4CB4112DFFB,CUST100029320,2026-07-22,10.248,0.02,False
BWU9DC9ACDAD433,CUST100019880,2026-07-23,3.244,1.858,False
BWU693EEBDC6689,CUST100012503,2026-06-22,6.803,0.441,True
BWU3E477147A61B,CUST100004204,2026-07-04,0.694,3.079,False
BWUEE951AA7DC13,CUST100054655,2026-07-16,1.976,0.869,False
BWU7A4054FB193E,CUST100069175,2026-06-13,3.14,0.143,False
BWU60DCEEBEA5D2,CUST100036646,2026-07-11,5.06,1.519,False
BWU52151E99783A,CUST100033191,2026-06-27,1.123,0.631,False
BWU70B817788E4D,CUST100011983,2026-06-08,0.519,0.425,False
BWUC31B46A7FA1C,CUST100066604,2026-07-19,1.308,0.127,False
BWUD7CB2DF2693F,CUST100000645,2026-06-20,3.898,2.281,False
BWU8AEF5D12DBE8,CUST100056782,2026-07-20,1.638,4.02,False
BWUA28CEDD99A3A,CUST100040592,2026-06-15,3.742,2.03,False
BWU106DC3A28F11,CUST100028192,2026-06-24,0.466,1.187,False
BWUBC217EF82C38,CUST100051235,2026-07-23,2.185,2.359,False
BWUF980561B9EC8,CUST100044656,2026-06-25,0.347,1.682,False
BWU10A789698716,CUST100096255,2026-07-18,2.059,0.159,False
BWUA40BDE1B225E,CUST100027174,2026-07-12,2.595,0.928,False
BWU29B23AD22DF7,CUST100087023,2026-07-13,1.63,2.329,False
BWU189F7EDF9362,CUST100026635,2026-07-10,0.564,1.806,True
BWU45E3B9DF4132,CUST100099840,2026-06-28,0.833,0.04,True
BWU722E320196C7,CUST100003973,2026-06-17,1.79,0.328,False
BWU2E741AD9F30A,CUST100027668,2026-07-06,1.614,0.76,False
BWUE8D833A64C5B,CUST100093829,2026-06-26,0.125,3.104,False
BWU424D64EE1687,CUST100034313,2026-06-21,3.83,0.032,False
BWU2C4AF678D362,CUST100036075,2026-06-01,1.371,7.058,False
BWU8769E61E5FB7,CUST100048350,2026-06-09,5.592,1.27,False
BWU13DFAFD94B12,CUST100045249,2026-06-22,1.619,0.986,False
BWU4AEF8931C34A,CUST100046408,2026-07-04,2.154,2.015,False
BWUA17556A6CC15,CUST100070548,2026-06-20,7.801,2.17,False
BWU4A08218FA4F6,CUST100004623,2026-06-03,8.378,0.141,False
BWU40FDD9C3D8FB,CUST100004847,2026-07-01,0.034,1.352,False
BWUFF503676CC5C,CUST100092621,2026-06-09,17.087,0.233,True
BWU999EF7D61FA1,CUST100055503,2026-06-09,7.61,0.544,False
BWU627DB962B423,CUST100030422,2026-06-06,1.032,2.284,False
BWUC1E664038355,CUST100086842,2026-06-15,0.168,1.086,False
BWUE8A0E48A9B87,CUST100081690,2026-06-22,3.306,0.738,False
BWUEF99C3414807,CUST100022599,2026-07-11,3.937,4.2,False
BWU8216D3D5089F,CUST100037718,2026-06-12,13.051,2.29,False
BWU6EA9A61ED25E,CUST100061442,2026-07-07,4.154,1.332,False
BWU89EDAA347E3B,CUST100088170,2026-06-30,0.805,1.353,False
BWU2D81D17EA8E3,CUST100051683,2026-07-07,0.545,1.695,False
BWUC5086F7EBEB9,CUST100047681,2026-07-04,8.695,0.366,False
BWU1581361FB6C1,CUST100000378,2026-07-17,0.4,0.408,False
BWU41323332C1B2,CUST100044582,2026-06-19,2.994,0.06,False
BWUFC0489B593C9,CUST100000783,2026-06-01,0.275,1.396,False
BWU0B13345F9DC3,CUST100067159,2026-06-13,8.85,0.017,False
BWU90AC4C112DF9,CUST100033707,2026-07-18,2.655,1.391,False
BWU298620E4B19C,CUST100009043,2026-06-17,3.184,0.872,False
BWU2F9B8210057B,CUST100026545,2026-06-07,0.134,1.623,False
BWU98033BF8DE6A,CUST100035202,2026-06-08,4.769,0.02,False
BWUF385818ED295,CUST100062932,2026-06-01,4.626,3.272,False
BWUE4307C08B8F1,CUST100052345,2026-07-11,10.629,0.35,False
BWU76377B3F4026,CUST100027753,2026-07-04,1.468,0.654,False
BWU8C36DB5E58F1,CUST100003552,2026-06-13,1.079,1.417,False
BWUC379FC905CF5,CUST100034728,2026-07-09,1.127,0.077,False
BWUEC88A1AC78BE,CUST100005429,2026-07-06,0.89,2.652,False
BWU5807084CCE8B,CUST100058705,2026-07-17,6.564,0.22,False
BWU78D5B8BE82EF,CUST100082639,2026-07-15,1.305,0.638,False
BWU58419408E411,CUST100044150,2026-06-21,0.917,2.121,False
BWU1C76C4A7E15D,CUST100057484,2026-07-23,0.823,2.232,False
BWUA95A23683095,CUST100018612,2026-07-22,1.771,8.994,False
BWUA5AF9B3C7DBC,CUST100090565,2026-06-05,1.83,2.951,False
BWU8B3477A883B8,CUST100050368,2026-06-07,10.817,0.509,False
BWU397A124F62D8,CUST100099474,2026-06-06,0.213,0.681,False
BWU9161D1F4EF7D,CUST100065555,2026-07-05,5.122,0.04,False
