promotion_id,promo_code,promo_name,discount_type,discount_value,min_order_amount,start_date,end_date,channel,is_active
PRO0764,SLICE0764,Student Night 764,bogo,3.93,16.93,2024-02-16,2024-04-02,mobile_app,true
PRO0765,SLICE0765,Member Double Points 765,fixed,5.88,28.81,2024-06-10,2024-08-04,all,true
PRO0766,SLICE0766,Family Feast 766,free_delivery,5.07,21.54,2024-09-28,2024-11-05,all,true
PRO0767,SLICE0767,Family Feast 767,bogo,22.46,33.89,2025-06-21,2025-09-05,in_store,false
PRO0768,SLICE0768,Family Feast 768,bogo,12.69,25.84,2025-10-17,2025-12-21,phone,true
PRO0769,SLICE0769,Member Double Points 769,percent,9.81,30.78,2025-02-22,2025-04-08,web,false
PRO0770,SLICE0770,Lunch Special 770,bogo,12.10,12.23,2024-12-07,2025-02-19,all,true
PRO0771,SLICE0771,Student Night 771,percent,16.69,10.73,2024-03-27,2024-04-28,in_store,true
PRO0772,SLICE0772,Family Feast 772,fixed,21.58,24.24,2024-09-08,2024-09-27,mobile_app,true
PRO0773,SLICE0773,App Exclusive 773,fixed,4.09,28.73,2025-06-26,2025-09-11,mobile_app,true
PRO0774,SLICE0774,Member Double Points 774,fixed,11.18,32.73,2025-12-15,2025-12-26,all,true
PRO0775,SLICE0775,Member Double Points 775,bogo,18.28,30.98,2024-05-31,2024-08-28,web,true
PRO0776,SLICE0776,Student Night 776,percent,8.10,22.11,2024-07-07,2024-07-26,mobile_app,true
PRO0777,SLICE0777,Lunch Special 777,free_delivery,1.75,26.67,2026-01-23,2026-02-13,phone,true
PRO0778,SLICE0778,Student Night 778,fixed,3.72,30.23,2025-05-21,2025-08-05,phone,true
PRO0779,SLICE0779,Member Double Points 779,free_delivery,11.14,26.17,2025-03-20,2025-05-30,web,true
PRO0780,SLICE0780,App Exclusive 780,bogo,15.64,12.61,2025-07-12,2025-08-12,phone,true
PRO0781,SLICE0781,Two for Tuesday 781,free_delivery,21.41,18.36,2024-05-13,2024-07-29,in_store,true
PRO0782,SLICE0782,App Exclusive 782,bogo,6.21,35.12,2024-06-13,2024-08-05,mobile_app,true
PRO0783,SLICE0783,Lunch Special 783,free_delivery,18.84,39.18,2026-03-10,2026-04-17,web,false
PRO0784,SLICE0784,Student Night 784,bogo,1.40,18.58,2024-02-23,2024-05-14,in_store,true
PRO0785,SLICE0785,Free Delivery Weekend 785,fixed,18.06,38.55,2025-07-26,2025-09-07,web,false
PRO0786,SLICE0786,Student Night 786,fixed,9.95,28.24,2025-04-07,2025-07-06,mobile_app,true
PRO0787,SLICE0787,Lunch Special 787,bogo,17.74,30.61,2025-08-04,2025-11-01,phone,true
PRO0788,SLICE0788,Family Feast 788,percent,9.80,17.66,2025-04-28,2025-07-10,delivery_partner,true
PRO0789,SLICE0789,Lunch Special 789,free_delivery,1.77,14.28,2025-12-28,2026-01-31,mobile_app,true
PRO0790,SLICE0790,Lunch Special 790,fixed,6.00,37.94,2024-03-31,2024-06-21,all,true
PRO0791,SLICE0791,Student Night 791,bogo,24.53,30.33,2025-03-30,2025-05-13,web,false
PRO0792,SLICE0792,Lunch Special 792,free_delivery,11.09,30.61,2024-06-13,2024-06-20,mobile_app,true
PRO0793,SLICE0793,App Exclusive 793,percent,23.69,37.87,2025-03-05,2025-05-02,web,false
PRO0794,SLICE0794,Lunch Special 794,percent,22.91,11.13,2025-11-16,2026-01-24,in_store,false
PRO0795,SLICE0795,Family Feast 795,fixed,18.28,37.25,2025-10-23,2025-11-10,phone,true
PRO0796,SLICE0796,Member Double Points 796,bogo,3.81,25.24,2025-08-20,2025-10-21,all,true
PRO0797,SLICE0797,Family Feast 797,bogo,4.06,39.90,2024-01-03,2024-01-22,all,false
PRO0798,SLICE0798,Family Feast 798,free_delivery,7.49,25.39,2024-05-23,2024-08-14,web,true
PRO0799,SLICE0799,App Exclusive 799,bogo,10.27,19.76,2025-12-23,2026-01-02,web,true
PRO0800,SLICE0800,Two for Tuesday 800,bogo,6.57,13.84,2025-11-03,2025-12-15,delivery_partner,false
PRO0801,SLICE0801,Free Delivery Weekend 801,percent,23.71,20.93,2024-11-22,2024-12-07,in_store,true
PRO0802,SLICE0802,Family Feast 802,free_delivery,17.59,35.09,2025-08-07,2025-08-15,all,false
PRO0803,SLICE0803,Lunch Special 803,bogo,21.24,20.23,2025-01-14,2025-04-14,phone,true
PRO0804,SLICE0804,Member Double Points 804,percent,16.70,31.18,2026-02-17,2026-04-18,in_store,false
PRO0805,SLICE0805,Free Delivery Weekend 805,bogo,19.60,10.73,2025-05-06,2025-06-23,mobile_app,true
PRO0806,SLICE0806,Student Night 806,free_delivery,17.06,15.93,2025-12-09,2026-01-11,web,false
PRO0807,SLICE0807,Member Double Points 807,free_delivery,10.47,12.70,2024-04-12,2024-04-25,all,true
PRO0808,SLICE0808,Student Night 808,free_delivery,24.35,39.75,2025-04-02,2025-04-29,delivery_partner,true
PRO0809,SLICE0809,App Exclusive 809,bogo,6.85,39.76,2025-03-08,2025-05-25,in_store,true
PRO0810,SLICE0810,Student Night 810,bogo,20.66,37.23,2025-08-15,2025-11-09,in_store,true
PRO0811,SLICE0811,Two for Tuesday 811,bogo,13.49,26.71,2024-06-11,2024-07-09,all,false
PRO0812,SLICE0812,Student Night 812,bogo,9.28,30.08,2025-12-25,2026-01-14,in_store,true
PRO0813,SLICE0813,Lunch Special 813,bogo,10.70,23.15,2025-08-21,2025-09-03,delivery_partner,true
PRO0814,SLICE0814,Family Feast 814,percent,13.69,15.18,2024-01-07,2024-03-16,phone,true
PRO0815,SLICE0815,Family Feast 815,free_delivery,1.34,12.40,2025-12-13,2026-01-04,in_store,true
PRO0816,SLICE0816,Lunch Special 816,percent,24.39,33.92,2025-03-01,2025-03-11,all,true
PRO0817,SLICE0817,Family Feast 817,bogo,9.18,31.07,2025-06-05,2025-09-02,phone,true
PRO0818,SLICE0818,Student Night 818,fixed,21.00,25.53,2025-12-03,2025-12-28,web,false
PRO0819,SLICE0819,App Exclusive 819,free_delivery,10.27,39.42,2024-10-19,2024-11-30,delivery_partner,false
PRO0820,SLICE0820,Student Night 820,bogo,15.76,10.82,2024-03-30,2024-05-14,web,false
PRO0821,SLICE0821,App Exclusive 821,percent,11.94,16.09,2025-08-10,2025-08-18,web,false
PRO0822,SLICE0822,Student Night 822,percent,5.56,35.66,2024-04-10,2024-05-28,in_store,true
PRO0823,SLICE0823,Two for Tuesday 823,percent,18.62,31.44,2024-07-14,2024-08-03,mobile_app,false
PRO0824,SLICE0824,Family Feast 824,free_delivery,3.95,24.35,2025-12-20,2026-02-21,phone,true
PRO0825,SLICE0825,App Exclusive 825,bogo,2.42,33.79,2025-03-15,2025-05-10,phone,true
PRO0826,SLICE0826,Lunch Special 826,bogo,9.63,23.64,2024-12-16,2025-02-21,phone,true
PRO0827,SLICE0827,Free Delivery Weekend 827,percent,13.05,27.90,2026-02-04,2026-03-07,mobile_app,false
PRO0828,SLICE0828,Family Feast 828,free_delivery,3.56,31.64,2025-08-12,2025-11-03,delivery_partner,false
PRO0829,SLICE0829,Free Delivery Weekend 829,bogo,1.42,19.18,2025-05-23,2025-06-14,all,false
PRO0830,SLICE0830,App Exclusive 830,percent,19.00,17.17,2024-06-22,2024-08-03,all,true
PRO0831,SLICE0831,App Exclusive 831,free_delivery,2.62,28.88,2025-12-19,2025-12-31,web,true
PRO0832,SLICE0832,Lunch Special 832,fixed,17.40,24.97,2025-05-25,2025-07-15,web,true
PRO0833,SLICE0833,Family Feast 833,free_delivery,12.57,38.69,2024-11-28,2024-12-12,in_store,true
PRO0834,SLICE0834,Student Night 834,percent,12.76,26.00,2025-03-17,2025-06-04,all,true
PRO0835,SLICE0835,Member Double Points 835,fixed,14.69,31.57,2024-12-10,2025-01-20,mobile_app,true
PRO0836,SLICE0836,Free Delivery Weekend 836,free_delivery,22.60,38.72,2025-12-29,2026-03-19,all,false
PRO0837,SLICE0837,Family Feast 837,bogo,1.41,33.62,2024-11-04,2024-12-03,all,false
PRO0838,SLICE0838,Family Feast 838,percent,19.31,34.69,2024-06-01,2024-08-09,web,false
PRO0839,SLICE0839,Family Feast 839,percent,9.64,28.04,2025-11-27,2026-01-14,web,true
PRO0840,SLICE0840,Member Double Points 840,fixed,20.30,38.31,2025-11-26,2026-01-30,all,false
PRO0841,SLICE0841,Two for Tuesday 841,free_delivery,13.18,27.60,2024-09-21,2024-12-14,all,false
PRO0842,SLICE0842,Two for Tuesday 842,bogo,23.39,18.69,2024-09-29,2024-12-20,in_store,false
PRO0843,SLICE0843,App Exclusive 843,free_delivery,1.31,25.76,2024-01-21,2024-03-31,mobile_app,true
PRO0844,SLICE0844,Two for Tuesday 844,fixed,14.43,38.31,2024-10-01,2024-11-04,all,true
PRO0845,SLICE0845,Free Delivery Weekend 845,fixed,12.25,16.94,2024-02-01,2024-03-20,phone,true
PRO0846,SLICE0846,Student Night 846,fixed,21.31,24.82,2025-09-07,2025-10-02,all,true
PRO0847,SLICE0847,App Exclusive 847,fixed,2.61,15.04,2025-11-24,2026-02-01,in_store,true
PRO0848,SLICE0848,App Exclusive 848,fixed,18.36,38.61,2025-04-08,2025-05-27,phone,true
PRO0849,SLICE0849,Member Double Points 849,free_delivery,13.94,21.48,2024-08-20,2024-11-11,in_store,false
PRO0850,SLICE0850,Student Night 850,bogo,6.75,31.70,2024-04-29,2024-07-13,phone,false
PRO0851,SLICE0851,Member Double Points 851,fixed,24.24,22.35,2025-08-21,2025-09-06,delivery_partner,true
PRO0852,SLICE0852,App Exclusive 852,fixed,1.25,30.77,2024-04-20,2024-04-30,all,true
PRO0853,SLICE0853,Family Feast 853,percent,8.72,27.83,2024-11-12,2025-01-28,delivery_partner,true
PRO0854,SLICE0854,Student Night 854,bogo,13.51,29.70,2025-05-11,2025-07-26,mobile_app,true
PRO0855,SLICE0855,Member Double Points 855,fixed,22.97,30.50,2025-10-21,2025-11-09,delivery_partner,true
PRO0856,SLICE0856,Lunch Special 856,percent,18.90,13.89,2025-11-01,2025-11-19,web,true
PRO0857,SLICE0857,Student Night 857,fixed,23.57,10.19,2024-09-02,2024-10-05,all,true
PRO0858,SLICE0858,Student Night 858,free_delivery,17.87,14.26,2024-04-12,2024-06-18,delivery_partner,false
PRO0859,SLICE0859,Two for Tuesday 859,percent,21.62,27.80,2024-08-26,2024-09-18,in_store,true
PRO0860,SLICE0860,Student Night 860,percent,10.75,11.91,2025-06-17,2025-07-25,mobile_app,true
PRO0861,SLICE0861,Member Double Points 861,bogo,12.48,29.25,2025-07-24,2025-08-13,web,true
PRO0862,SLICE0862,Student Night 862,free_delivery,12.34,27.08,2025-09-11,2025-11-01,phone,true
PRO0863,SLICE0863,Lunch Special 863,percent,4.97,35.07,2025-10-30,2025-12-29,delivery_partner,true
PRO0864,SLICE0864,Lunch Special 864,free_delivery,18.28,36.82,2024-07-28,2024-10-15,all,true
PRO0865,SLICE0865,Student Night 865,free_delivery,11.43,15.34,2025-08-01,2025-08-10,delivery_partner,false
PRO0866,SLICE0866,Family Feast 866,percent,21.09,26.35,2025-04-12,2025-05-15,all,true
PRO0867,SLICE0867,Two for Tuesday 867,free_delivery,9.28,34.09,2025-11-30,2026-02-07,phone,true
PRO0868,SLICE0868,Two for Tuesday 868,fixed,4.13,35.96,2024-12-13,2025-01-24,mobile_app,true
PRO0869,SLICE0869,Student Night 869,fixed,1.53,27.78,2025-12-05,2026-01-14,delivery_partner,true
PRO0870,SLICE0870,Family Feast 870,fixed,7.68,36.06,2025-04-02,2025-05-06,all,true
PRO0871,SLICE0871,App Exclusive 871,free_delivery,4.53,24.22,2024-12-27,2025-01-11,all,true
PRO0872,SLICE0872,Family Feast 872,free_delivery,6.36,18.30,2024-04-21,2024-05-15,mobile_app,false
PRO0873,SLICE0873,Two for Tuesday 873,bogo,13.90,10.31,2024-06-26,2024-07-06,all,false
PRO0874,SLICE0874,App Exclusive 874,bogo,16.89,38.75,2024-03-17,2024-06-07,delivery_partner,true
PRO0875,SLICE0875,Two for Tuesday 875,free_delivery,13.87,22.59,2024-05-10,2024-06-17,mobile_app,true
PRO0876,SLICE0876,Free Delivery Weekend 876,bogo,2.53,21.17,2024-09-01,2024-10-09,web,true
PRO0877,SLICE0877,Lunch Special 877,percent,21.97,39.66,2026-02-23,2026-05-14,all,false
PRO0878,SLICE0878,Free Delivery Weekend 878,free_delivery,9.84,13.17,2025-02-07,2025-02-22,mobile_app,false
PRO0879,SLICE0879,Student Night 879,fixed,6.83,18.44,2025-03-27,2025-05-28,mobile_app,true
PRO0880,SLICE0880,App Exclusive 880,bogo,16.18,37.27,2024-10-16,2025-01-14,in_store,false
PRO0881,SLICE0881,Two for Tuesday 881,bogo,10.19,33.33,2025-01-01,2025-01-14,all,true
PRO0882,SLICE0882,Family Feast 882,fixed,11.76,38.85,2024-04-14,2024-06-04,in_store,true
PRO0883,SLICE0883,Two for Tuesday 883,fixed,1.89,34.77,2025-02-06,2025-03-31,all,true
PRO0884,SLICE0884,Member Double Points 884,fixed,20.90,32.53,2025-02-22,2025-05-19,all,true
PRO0885,SLICE0885,Lunch Special 885,fixed,15.12,38.89,2024-08-26,2024-11-18,web,true
PRO0886,SLICE0886,Family Feast 886,free_delivery,22.61,17.07,2025-10-11,2025-11-19,phone,true
PRO0887,SLICE0887,Member Double Points 887,free_delivery,2.67,17.34,2025-09-04,2025-10-09,in_store,true
PRO0888,SLICE0888,Lunch Special 888,free_delivery,18.17,30.01,2025-09-13,2025-11-18,all,true
PRO0889,SLICE0889,Two for Tuesday 889,free_delivery,21.88,31.83,2025-02-09,2025-05-09,in_store,true
PRO0890,SLICE0890,Two for Tuesday 890,free_delivery,22.13,29.64,2025-11-22,2026-02-09,phone,false
PRO0891,SLICE0891,Two for Tuesday 891,bogo,21.46,20.22,2024-03-30,2024-06-07,all,false
PRO0892,SLICE0892,App Exclusive 892,bogo,4.16,38.09,2024-05-11,2024-08-09,mobile_app,true
PRO0893,SLICE0893,Member Double Points 893,bogo,5.28,23.87,2026-02-07,2026-04-13,all,false
PRO0894,SLICE0894,Student Night 894,bogo,22.14,21.99,2025-03-25,2025-05-10,delivery_partner,true
PRO0895,SLICE0895,Free Delivery Weekend 895,percent,7.33,16.65,2025-03-27,2025-05-08,delivery_partner,true
PRO0896,SLICE0896,Student Night 896,free_delivery,3.00,23.83,2024-08-24,2024-11-15,in_store,true
PRO0897,SLICE0897,Free Delivery Weekend 897,free_delivery,17.55,39.00,2025-06-09,2025-06-23,phone,true
PRO0898,SLICE0898,Member Double Points 898,fixed,14.39,35.97,2025-06-24,2025-08-20,in_store,false
PRO0899,SLICE0899,Lunch Special 899,fixed,7.29,12.07,2024-11-29,2024-12-20,in_store,false
PRO0900,SLICE0900,Two for Tuesday 900,fixed,14.51,12.14,2024-02-04,2024-02-14,all,true
PRO0901,SLICE0901,Lunch Special 901,fixed,12.01,32.24,2024-05-22,2024-08-13,all,true
PRO0902,SLICE0902,Lunch Special 902,free_delivery,6.87,14.46,2025-05-13,2025-06-14,phone,true
PRO0903,SLICE0903,Student Night 903,percent,4.67,16.11,2024-02-23,2024-05-09,all,true
PRO0904,SLICE0904,Lunch Special 904,bogo,1.20,21.68,2024-05-02,2024-05-26,phone,false
PRO0905,SLICE0905,Family Feast 905,free_delivery,2.05,22.03,2025-05-09,2025-07-30,all,true
PRO0906,SLICE0906,Lunch Special 906,bogo,11.88,23.03,2026-01-26,2026-02-05,all,true
PRO0907,SLICE0907,Member Double Points 907,percent,21.75,15.25,2024-06-22,2024-08-19,delivery_partner,true
PRO0908,SLICE0908,Two for Tuesday 908,bogo,22.54,11.41,2025-08-18,2025-11-04,phone,false
PRO0909,SLICE0909,Lunch Special 909,free_delivery,18.32,39.90,2025-10-13,2025-11-05,mobile_app,true
PRO0910,SLICE0910,Member Double Points 910,free_delivery,4.87,32.04,2025-11-27,2026-01-15,phone,true
PRO0911,SLICE0911,Free Delivery Weekend 911,free_delivery,7.95,16.77,2024-07-12,2024-08-22,in_store,false
PRO0912,SLICE0912,App Exclusive 912,bogo,19.08,11.08,2024-07-09,2024-09-22,web,true
PRO0913,SLICE0913,Lunch Special 913,percent,10.87,38.10,2024-07-22,2024-10-16,phone,false
PRO0914,SLICE0914,Member Double Points 914,fixed,19.26,25.95,2024-09-26,2024-10-25,mobile_app,true
PRO0915,SLICE0915,Free Delivery Weekend 915,bogo,24.31,35.22,2025-02-03,2025-03-20,web,true
PRO0916,SLICE0916,Free Delivery Weekend 916,bogo,7.54,16.52,2024-09-26,2024-10-20,phone,true
PRO0917,SLICE0917,App Exclusive 917,fixed,21.06,15.47,2024-03-14,2024-03-25,all,true
PRO0918,SLICE0918,Member Double Points 918,percent,15.34,23.84,2025-11-20,2025-12-21,all,true
PRO0919,SLICE0919,Family Feast 919,bogo,4.48,10.45,2025-09-21,2025-11-12,phone,false
PRO0920,SLICE0920,Two for Tuesday 920,bogo,4.99,30.48,2025-11-02,2025-12-04,delivery_partner,true
PRO0921,SLICE0921,Member Double Points 921,percent,16.48,33.04,2025-06-06,2025-06-27,phone,false
PRO0922,SLICE0922,Member Double Points 922,free_delivery,17.84,16.85,2025-12-10,2026-03-05,web,false
PRO0923,SLICE0923,Two for Tuesday 923,fixed,20.60,10.26,2024-02-12,2024-03-10,all,true
PRO0924,SLICE0924,App Exclusive 924,free_delivery,15.04,13.08,2026-02-27,2026-05-06,all,true
PRO0925,SLICE0925,Student Night 925,bogo,12.74,31.35,2024-01-02,2024-03-10,phone,true
PRO0926,SLICE0926,Free Delivery Weekend 926,fixed,13.47,15.50,2026-02-28,2026-03-14,in_store,false
PRO0927,SLICE0927,Lunch Special 927,percent,21.20,13.28,2024-02-08,2024-04-26,in_store,false
PRO0928,SLICE0928,Student Night 928,fixed,3.70,38.76,2024-06-26,2024-07-03,phone,true
PRO0929,SLICE0929,Student Night 929,free_delivery,13.28,20.03,2025-07-10,2025-08-23,in_store,true
PRO0930,SLICE0930,Student Night 930,fixed,11.21,18.56,2025-08-17,2025-08-31,in_store,true
PRO0931,SLICE0931,Lunch Special 931,bogo,21.77,27.84,2025-02-07,2025-04-01,web,true
PRO0932,SLICE0932,App Exclusive 932,percent,14.69,38.53,2025-06-06,2025-06-24,web,true
PRO0933,SLICE0933,Lunch Special 933,percent,9.63,29.86,2024-06-11,2024-07-05,all,true
PRO0934,SLICE0934,Two for Tuesday 934,bogo,23.45,37.45,2025-04-25,2025-06-13,web,false
PRO0935,SLICE0935,App Exclusive 935,fixed,5.36,35.32,2025-09-16,2025-10-30,mobile_app,true
PRO0936,SLICE0936,App Exclusive 936,fixed,15.38,25.32,2024-11-15,2024-12-11,phone,true
PRO0937,SLICE0937,Two for Tuesday 937,percent,3.56,18.76,2025-09-21,2025-10-10,in_store,true
PRO0938,SLICE0938,Free Delivery Weekend 938,percent,15.48,31.82,2025-03-20,2025-05-21,mobile_app,true
PRO0939,SLICE0939,Free Delivery Weekend 939,fixed,1.26,18.19,2024-09-17,2024-12-11,phone,true
PRO0940,SLICE0940,Member Double Points 940,percent,9.90,35.22,2024-02-02,2024-03-06,phone,true
PRO0941,SLICE0941,Family Feast 941,percent,9.54,38.72,2025-05-26,2025-06-17,phone,true
PRO0942,SLICE0942,Lunch Special 942,percent,9.70,29.74,2024-09-13,2024-11-15,all,true
PRO0943,SLICE0943,Free Delivery Weekend 943,percent,8.82,23.93,2025-08-03,2025-11-01,all,true
PRO0944,SLICE0944,Two for Tuesday 944,bogo,16.81,20.04,2025-08-05,2025-10-14,phone,true
PRO0945,SLICE0945,App Exclusive 945,bogo,16.56,12.98,2025-05-09,2025-05-29,mobile_app,false
PRO0946,SLICE0946,Lunch Special 946,free_delivery,3.76,31.14,2025-07-22,2025-09-17,phone,false
PRO0947,SLICE0947,Family Feast 947,percent,14.81,23.89,2025-10-10,2026-01-05,phone,true
PRO0948,SLICE0948,Family Feast 948,fixed,4.65,20.81,2025-08-10,2025-09-25,web,true
PRO0949,SLICE0949,Two for Tuesday 949,bogo,18.48,18.04,2026-01-23,2026-04-20,mobile_app,false
PRO0950,SLICE0950,Two for Tuesday 950,fixed,11.65,10.30,2024-05-23,2024-07-19,all,true
PRO0951,SLICE0951,App Exclusive 951,free_delivery,3.27,11.29,2024-05-22,2024-07-06,web,true
PRO0952,SLICE0952,Two for Tuesday 952,free_delivery,24.26,28.04,2025-03-04,2025-05-24,delivery_partner,true
PRO0953,SLICE0953,Student Night 953,fixed,13.49,24.95,2025-12-01,2026-01-14,phone,false
PRO0954,SLICE0954,Member Double Points 954,bogo,20.68,33.21,2026-01-01,2026-02-17,delivery_partner,true
PRO0955,SLICE0955,Member Double Points 955,free_delivery,17.60,20.69,2024-11-10,2025-01-01,all,true
PRO0956,SLICE0956,Two for Tuesday 956,fixed,17.89,33.54,2025-07-24,2025-08-28,delivery_partner,true
PRO0957,SLICE0957,Two for Tuesday 957,fixed,2.77,20.68,2024-08-08,2024-08-31,in_store,true
PRO0958,SLICE0958,Family Feast 958,free_delivery,24.45,12.28,2025-06-02,2025-07-13,phone,true
PRO0959,SLICE0959,Member Double Points 959,fixed,23.31,28.91,2024-03-06,2024-03-29,in_store,true
PRO0960,SLICE0960,Student Night 960,fixed,3.51,20.90,2025-04-03,2025-05-03,mobile_app,true
PRO0961,SLICE0961,Lunch Special 961,bogo,23.09,29.74,2024-11-04,2024-12-31,in_store,true
PRO0962,SLICE0962,Free Delivery Weekend 962,bogo,24.31,36.93,2025-08-06,2025-08-26,in_store,true
PRO0963,SLICE0963,Two for Tuesday 963,percent,12.63,30.01,2025-07-05,2025-08-01,web,true
PRO0964,SLICE0964,App Exclusive 964,percent,16.48,35.46,2025-07-12,2025-08-30,in_store,true
PRO0965,SLICE0965,Family Feast 965,percent,3.22,35.83,2025-01-04,2025-03-20,in_store,true
PRO0966,SLICE0966,Two for Tuesday 966,free_delivery,17.48,20.40,2024-07-18,2024-09-24,in_store,false
PRO0967,SLICE0967,App Exclusive 967,free_delivery,24.11,11.82,2024-11-22,2025-02-17,mobile_app,false
PRO0968,SLICE0968,Two for Tuesday 968,percent,22.82,27.58,2026-02-10,2026-05-09,phone,true
PRO0969,SLICE0969,App Exclusive 969,percent,2.07,15.93,2025-12-10,2026-02-04,mobile_app,true
PRO0970,SLICE0970,App Exclusive 970,fixed,4.65,31.09,2024-01-10,2024-03-17,delivery_partner,true
PRO0971,SLICE0971,Student Night 971,bogo,15.02,31.36,2024-03-07,2024-04-26,mobile_app,true
PRO0972,SLICE0972,Two for Tuesday 972,free_delivery,14.73,35.97,2026-01-27,2026-03-16,all,true
PRO0973,SLICE0973,Member Double Points 973,percent,8.93,32.59,2025-08-29,2025-10-09,phone,true
PRO0974,SLICE0974,Free Delivery Weekend 974,percent,15.59,13.05,2024-11-17,2025-02-13,in_store,true
PRO0975,SLICE0975,Free Delivery Weekend 975,free_delivery,7.15,33.21,2025-10-02,2025-10-17,mobile_app,false
PRO0976,SLICE0976,Two for Tuesday 976,fixed,1.15,19.24,2024-01-16,2024-03-07,all,false
PRO0977,SLICE0977,Member Double Points 977,fixed,5.87,10.10,2024-02-14,2024-05-10,mobile_app,true
PRO0978,SLICE0978,Member Double Points 978,fixed,2.60,18.68,2026-02-05,2026-04-04,phone,true
PRO0979,SLICE0979,App Exclusive 979,free_delivery,14.00,37.34,2025-02-25,2025-04-06,web,false
PRO0980,SLICE0980,Lunch Special 980,percent,21.93,33.76,2026-03-04,2026-05-11,in_store,true
PRO0981,SLICE0981,Free Delivery Weekend 981,percent,12.99,39.23,2024-05-27,2024-07-12,phone,true
PRO0982,SLICE0982,Free Delivery Weekend 982,percent,5.72,10.43,2025-02-26,2025-04-01,all,true
PRO0983,SLICE0983,Member Double Points 983,percent,9.03,14.09,2024-06-12,2024-09-04,web,true
PRO0984,SLICE0984,Lunch Special 984,percent,3.64,13.45,2025-06-03,2025-07-22,delivery_partner,true
PRO0985,SLICE0985,Two for Tuesday 985,fixed,17.42,30.24,2024-01-14,2024-02-09,all,true
PRO0986,SLICE0986,Two for Tuesday 986,fixed,8.66,24.70,2025-02-10,2025-03-11,all,false
PRO0987,SLICE0987,App Exclusive 987,percent,4.94,31.88,2024-05-05,2024-05-18,delivery_partner,true
PRO0988,SLICE0988,Student Night 988,bogo,22.23,10.05,2024-11-27,2024-12-28,web,false
PRO0989,SLICE0989,Free Delivery Weekend 989,free_delivery,14.75,18.39,2025-01-20,2025-02-03,phone,false
PRO0990,SLICE0990,Family Feast 990,free_delivery,17.49,15.97,2025-02-23,2025-03-05,all,true
PRO0991,SLICE0991,Lunch Special 991,free_delivery,8.68,19.94,2024-02-09,2024-04-13,mobile_app,true
PRO0992,SLICE0992,Family Feast 992,fixed,14.35,16.93,2024-08-27,2024-10-08,web,false
PRO0993,SLICE0993,Free Delivery Weekend 993,bogo,12.39,19.24,2024-01-22,2024-03-31,phone,true
PRO0994,SLICE0994,Family Feast 994,percent,18.66,15.79,2024-01-12,2024-03-04,web,true
PRO0995,SLICE0995,Member Double Points 995,percent,19.17,39.90,2024-10-24,2025-01-21,all,false
PRO0996,SLICE0996,Member Double Points 996,bogo,4.53,37.60,2024-06-02,2024-07-31,all,false
PRO0997,SLICE0997,App Exclusive 997,fixed,22.42,32.98,2025-09-03,2025-11-30,mobile_app,true
PRO0998,SLICE0998,Lunch Special 998,bogo,3.15,15.78,2025-03-04,2025-05-11,phone,true
PRO0999,SLICE0999,Member Double Points 999,percent,9.53,20.72,2025-11-15,2025-11-23,delivery_partner,false
PRO1000,SLICE1000,Lunch Special 1000,percent,1.36,35.69,2025-06-13,2025-07-29,mobile_app,true
