movement_id,store_id,product_id,supplier_id,movement_type,quantity,unit_cost,reference_id,moved_at,notes
MOV0790,STR0161,PRD0794,,transfer_in,15,1.31,DOC0790,2025-04-22 09:15:22,weekly delivery
MOV0791,STR0575,PRD0307,,sale,-1,5.04,ORD0258,2024-06-22 13:02:28,
MOV0792,STR0380,PRD0868,,waste,-22,3.06,DOC0792,2026-04-03 08:00:39,damaged goods
MOV0793,STR0012,PRD0400,SUP0427,receipt,39,8.50,DOC0793,2024-12-16 13:22:35,promo prep
MOV0794,STR0503,PRD0465,,sale,-36,5.25,ORD0399,2026-02-14 21:05:13,weekly delivery
MOV0795,STR0774,PRD0658,,transfer_in,26,3.05,DOC0795,2026-04-15 00:21:28,
MOV0796,STR0504,PRD0809,,sale,-20,2.95,ORD0347,2025-12-14 18:23:55,
MOV0797,STR0476,PRD0024,SUP0203,receipt,30,4.33,DOC0797,2026-03-07 23:07:18,
MOV0798,STR0361,PRD0419,,waste,-3,4.44,DOC0798,2024-09-24 11:40:36,end of day count
MOV0799,STR0488,PRD0311,,sale,-9,3.35,ORD0207,2024-04-29 14:50:33,weekly delivery
MOV0800,STR0423,PRD0908,,adjustment,19,1.44,DOC0800,2024-08-27 23:04:57,
MOV0801,STR0014,PRD0156,,transfer_in,26,9.11,DOC0801,2025-07-10 23:04:24,end of day count
MOV0802,STR0441,PRD0588,,transfer_in,30,6.15,DOC0802,2025-06-26 13:40:30,damaged goods
MOV0803,STR0708,PRD0083,,sale,-20,7.02,ORD0234,2025-04-05 14:00:31,promo prep
MOV0804,STR0475,PRD0278,,transfer_in,25,6.27,DOC0804,2024-09-18 21:29:20,
MOV0805,STR0724,PRD0407,,adjustment,37,7.42,DOC0805,2025-08-21 02:16:29,end of day count
MOV0806,STR0254,PRD0690,,transfer_in,36,6.40,DOC0806,2025-10-26 09:57:08,
MOV0807,STR0988,PRD0187,SUP0443,receipt,17,8.97,DOC0807,2025-07-03 10:51:16,damaged goods
MOV0808,STR0509,PRD0506,,transfer_in,31,6.79,DOC0808,2025-01-27 17:05:12,
MOV0809,STR0635,PRD0259,,waste,-2,8.07,DOC0809,2025-09-07 07:46:28,promo prep
MOV0810,STR0171,PRD0613,,waste,-6,5.55,DOC0810,2026-07-27 06:19:11,promo prep
MOV0811,STR0128,PRD0955,SUP0240,receipt,23,1.50,DOC0811,2025-08-02 22:10:47,end of day count
MOV0812,STR0994,PRD0352,,sale,-40,5.72,ORD0881,2024-08-07 00:00:11,end of day count
MOV0813,STR0569,PRD0685,SUP0158,receipt,13,5.13,DOC0813,2025-09-21 21:13:49,
MOV0814,STR0698,PRD0265,,transfer_out,-1,8.37,DOC0814,2025-02-17 22:02:09,end of day count
MOV0815,STR0481,PRD0493,,transfer_out,-15,3.18,DOC0815,2024-11-05 13:15:59,damaged goods
MOV0816,STR0598,PRD0243,,waste,-4,8.91,DOC0816,2024-08-22 20:26:31,promo prep
MOV0817,STR0475,PRD0972,,transfer_out,-25,1.60,DOC0817,2024-08-31 23:53:13,promo prep
MOV0818,STR0395,PRD0928,,sale,-7,3.69,ORD0271,2024-05-19 19:17:00,
MOV0819,STR0762,PRD0325,SUP0388,receipt,13,4.46,DOC0819,2026-07-30 02:31:27,end of day count
MOV0820,STR0997,PRD0537,,waste,-6,5.57,DOC0820,2025-04-11 00:12:59,
MOV0821,STR0017,PRD0181,SUP0628,receipt,5,7.27,DOC0821,2026-06-23 04:40:09,
MOV0822,STR0506,PRD0395,,transfer_in,15,3.88,DOC0822,2025-10-11 07:49:33,damaged goods
MOV0823,STR0180,PRD0327,,adjustment,16,4.30,DOC0823,2025-12-07 19:15:31,promo prep
MOV0824,STR0318,PRD0974,,transfer_in,27,0.93,DOC0824,2024-07-08 21:40:40,
MOV0825,STR0351,PRD0343,,transfer_out,-19,7.02,DOC0825,2026-06-26 17:42:56,promo prep
MOV0826,STR0490,PRD0780,,sale,-33,1.53,ORD0895,2025-04-16 16:45:33,
MOV0827,STR0532,PRD0004,SUP0404,receipt,5,3.17,DOC0827,2024-04-06 20:19:04,weekly delivery
MOV0828,STR0145,PRD0869,SUP0008,receipt,11,2.42,DOC0828,2025-02-15 06:07:12,
MOV0829,STR0917,PRD0683,,transfer_in,28,3.23,DOC0829,2025-10-02 22:36:31,end of day count
MOV0830,STR0388,PRD0536,,adjustment,7,6.14,DOC0830,2026-04-06 07:31:14,end of day count
MOV0831,STR0391,PRD0779,,waste,-23,2.15,DOC0831,2024-11-09 13:11:28,
MOV0832,STR0205,PRD0530,,transfer_in,15,2.86,DOC0832,2024-11-13 08:08:17,
MOV0833,STR0825,PRD0047,,transfer_in,20,8.59,DOC0833,2025-11-11 15:27:03,end of day count
MOV0834,STR0198,PRD0026,SUP0719,receipt,3,5.18,DOC0834,2025-12-30 21:54:46,end of day count
MOV0835,STR0196,PRD0469,,adjustment,24,4.17,DOC0835,2025-01-18 07:01:22,
MOV0836,STR0420,PRD0592,,waste,-6,5.32,DOC0836,2025-02-23 21:43:29,weekly delivery
MOV0837,STR0169,PRD0093,,transfer_in,24,5.24,DOC0837,2026-01-15 18:25:12,damaged goods
MOV0838,STR0566,PRD0549,SUP0820,receipt,12,7.82,DOC0838,2025-12-12 03:37:35,
MOV0839,STR0629,PRD0059,,transfer_out,-13,6.41,DOC0839,2025-05-29 15:09:08,
MOV0840,STR0374,PRD0924,SUP0256,receipt,10,3.52,DOC0840,2024-01-02 18:48:30,damaged goods
MOV0841,STR0465,PRD0544,,waste,-22,3.84,DOC0841,2025-04-30 08:02:08,promo prep
MOV0842,STR0511,PRD0410,,adjustment,4,8.69,DOC0842,2024-01-17 14:51:52,weekly delivery
MOV0843,STR0363,PRD0487,,adjustment,36,8.17,DOC0843,2025-12-15 05:47:13,
MOV0844,STR0992,PRD0840,SUP0066,receipt,9,3.72,DOC0844,2026-03-17 06:59:28,
MOV0845,STR0470,PRD0576,SUP0242,receipt,13,3.74,DOC0845,2025-03-02 09:39:38,
MOV0846,STR0902,PRD0950,SUP0339,receipt,26,0.52,DOC0846,2024-11-01 01:09:15,damaged goods
MOV0847,STR0076,PRD0429,SUP0972,receipt,6,8.85,DOC0847,2024-01-15 03:29:08,damaged goods
MOV0848,STR0055,PRD0205,SUP0680,receipt,24,8.15,DOC0848,2024-10-28 13:36:56,weekly delivery
MOV0849,STR0955,PRD0771,,adjustment,9,2.80,DOC0849,2025-11-28 17:44:45,damaged goods
MOV0850,STR0047,PRD0023,,adjustment,21,3.51,DOC0850,2025-09-26 23:56:08,
MOV0851,STR0546,PRD0522,,transfer_in,13,8.16,DOC0851,2026-05-16 20:54:37,promo prep
MOV0852,STR0296,PRD0820,SUP0013,receipt,39,3.33,DOC0852,2025-08-20 18:13:10,
MOV0853,STR0558,PRD0890,,waste,-7,1.67,DOC0853,2026-07-19 14:15:53,weekly delivery
MOV0854,STR0450,PRD0270,,waste,-25,8.43,DOC0854,2024-02-15 08:28:23,promo prep
MOV0855,STR0508,PRD0369,,transfer_out,-11,4.32,DOC0855,2025-01-21 14:33:09,
MOV0856,STR0750,PRD0679,SUP0579,receipt,35,4.09,DOC0856,2024-11-03 13:06:32,damaged goods
MOV0857,STR0493,PRD0331,,transfer_in,35,6.94,DOC0857,2025-06-19 03:05:38,
MOV0858,STR0621,PRD0542,,sale,-13,4.46,ORD0336,2025-08-06 03:15:18,
MOV0859,STR0274,PRD0717,SUP0328,receipt,39,1.08,DOC0859,2025-06-23 03:28:33,
MOV0860,STR0926,PRD0478,,transfer_out,-26,7.24,DOC0860,2024-12-31 00:05:57,
MOV0861,STR0666,PRD0557,,transfer_out,-12,2.53,DOC0861,2025-12-20 09:58:01,damaged goods
MOV0862,STR0634,PRD0390,,transfer_out,-24,6.23,DOC0862,2025-10-02 22:56:42,damaged goods
MOV0863,STR0740,PRD0481,,transfer_out,-25,6.78,DOC0863,2025-12-07 01:47:43,promo prep
MOV0864,STR0477,PRD0208,,adjustment,39,8.77,DOC0864,2025-07-17 10:06:16,end of day count
MOV0865,STR0534,PRD0548,SUP0332,receipt,34,9.24,DOC0865,2025-05-16 02:27:15,promo prep
MOV0866,STR0613,PRD0705,,adjustment,27,3.69,DOC0866,2025-11-09 08:46:43,weekly delivery
MOV0867,STR0122,PRD0147,,transfer_in,14,8.70,DOC0867,2025-04-17 18:12:06,damaged goods
MOV0868,STR0566,PRD0488,,transfer_in,18,9.07,DOC0868,2026-03-21 05:19:46,
MOV0869,STR0053,PRD0128,,waste,-8,6.97,DOC0869,2024-05-24 12:07:01,damaged goods
MOV0870,STR0820,PRD0292,,sale,-25,6.68,ORD0946,2025-04-18 05:17:38,
MOV0871,STR0005,PRD0759,,sale,-10,3.03,ORD0831,2024-03-19 18:39:18,weekly delivery
MOV0872,STR0246,PRD0548,,waste,-38,9.24,DOC0872,2025-05-17 05:43:37,promo prep
MOV0873,STR0791,PRD0488,,transfer_out,-34,9.07,DOC0873,2024-02-03 15:26:01,promo prep
MOV0874,STR0229,PRD0546,,waste,-9,8.70,DOC0874,2025-08-08 01:13:32,
MOV0875,STR0998,PRD0744,,transfer_in,16,3.94,DOC0875,2026-04-17 11:12:17,
MOV0876,STR0406,PRD0453,SUP0705,receipt,28,5.88,DOC0876,2025-12-09 12:09:42,
MOV0877,STR0149,PRD0408,,waste,-1,4.88,DOC0877,2024-05-05 09:51:02,promo prep
MOV0878,STR0748,PRD0483,,adjustment,40,7.49,DOC0878,2024-09-17 22:19:29,end of day count
MOV0879,STR0101,PRD0996,SUP0662,receipt,40,2.32,DOC0879,2026-04-17 04:33:41,promo prep
MOV0880,STR0063,PRD0969,,transfer_out,-21,1.17,DOC0880,2025-11-10 13:21:27,promo prep
MOV0881,STR0807,PRD0062,,transfer_in,37,6.53,DOC0881,2025-01-04 06:39:24,promo prep
MOV0882,STR0251,PRD0186,,sale,-13,5.53,ORD0442,2026-01-31 22:24:23,promo prep
MOV0883,STR0246,PRD0945,,transfer_in,22,3.28,DOC0883,2025-02-01 08:44:12,promo prep
MOV0884,STR0987,PRD0975,SUP0112,receipt,6,2.05,DOC0884,2026-05-24 14:38:28,promo prep
MOV0885,STR0220,PRD0489,SUP0825,receipt,5,4.35,DOC0885,2024-05-19 18:54:12,
MOV0886,STR0865,PRD0024,,adjustment,10,4.33,DOC0886,2025-12-22 10:01:34,
MOV0887,STR0117,PRD0183,,transfer_in,16,3.48,DOC0887,2024-04-14 19:03:21,end of day count
MOV0888,STR0685,PRD0303,,adjustment,7,8.23,DOC0888,2026-07-12 06:55:51,
MOV0889,STR0583,PRD0561,,sale,-29,3.42,ORD0249,2024-12-14 04:42:15,weekly delivery
MOV0890,STR0842,PRD0929,SUP0978,receipt,39,1.54,DOC0890,2025-06-05 11:55:30,damaged goods
MOV0891,STR0251,PRD0405,,waste,-19,6.20,DOC0891,2025-11-09 11:35:32,damaged goods
MOV0892,STR0256,PRD0190,,sale,-25,4.54,ORD0800,2025-10-29 08:24:30,
MOV0893,STR0156,PRD0264,,transfer_out,-38,8.89,DOC0893,2025-10-22 01:16:41,end of day count
MOV0894,STR0229,PRD0840,,transfer_out,-2,3.72,DOC0894,2025-11-27 22:33:07,weekly delivery
MOV0895,STR0678,PRD0135,,transfer_in,28,9.34,DOC0895,2024-11-12 17:20:29,
MOV0896,STR0949,PRD0514,,adjustment,40,6.32,DOC0896,2024-05-11 00:38:47,
MOV0897,STR0541,PRD0152,SUP0097,receipt,1,4.94,DOC0897,2024-10-15 01:49:54,
MOV0898,STR0484,PRD0658,SUP0114,receipt,27,3.05,DOC0898,2024-02-03 11:50:21,damaged goods
MOV0899,STR0908,PRD0825,,adjustment,13,0.94,DOC0899,2024-04-21 03:12:54,weekly delivery
MOV0900,STR0470,PRD0068,,adjustment,16,4.61,DOC0900,2025-01-22 00:08:29,end of day count
MOV0901,STR0164,PRD0116,,sale,-38,7.52,ORD0223,2024-11-09 21:12:35,damaged goods
MOV0902,STR0562,PRD0094,,transfer_out,-17,4.85,DOC0902,2025-06-17 15:24:24,promo prep
MOV0903,STR0684,PRD0287,,adjustment,38,6.80,DOC0903,2025-11-17 12:29:50,weekly delivery
MOV0904,STR0084,PRD0840,,adjustment,22,3.72,DOC0904,2024-09-02 09:59:05,
MOV0905,STR0543,PRD0792,,adjustment,22,1.84,DOC0905,2026-05-21 13:25:23,damaged goods
MOV0906,STR0155,PRD0450,,waste,-2,8.90,DOC0906,2025-08-17 14:29:07,end of day count
MOV0907,STR0078,PRD0729,,sale,-10,2.67,ORD0137,2024-12-08 07:47:39,end of day count
MOV0908,STR0950,PRD0838,,adjustment,2,3.56,DOC0908,2026-06-19 08:14:34,
MOV0909,STR0244,PRD0906,SUP0119,receipt,16,2.37,DOC0909,2025-04-25 10:03:55,end of day count
MOV0910,STR0299,PRD0320,,sale,-39,8.87,ORD0011,2024-05-10 03:48:14,weekly delivery
MOV0911,STR0871,PRD0693,,sale,-15,7.37,ORD0592,2025-06-05 09:58:57,damaged goods
MOV0912,STR0860,PRD0230,,sale,-9,3.17,ORD0833,2025-10-20 08:42:23,weekly delivery
MOV0913,STR0844,PRD0041,,transfer_out,-1,3.59,DOC0913,2024-07-02 19:40:32,
MOV0914,STR0073,PRD0541,,transfer_out,-20,3.65,DOC0914,2026-04-08 17:58:08,damaged goods
MOV0915,STR0652,PRD0228,,transfer_in,20,4.69,DOC0915,2025-06-02 09:57:54,damaged goods
MOV0916,STR0828,PRD0890,SUP1000,receipt,16,1.67,DOC0916,2024-03-22 09:54:30,
MOV0917,STR0477,PRD0397,,transfer_out,-38,8.76,DOC0917,2024-04-15 21:28:55,promo prep
MOV0918,STR0901,PRD0899,,sale,-19,3.23,ORD0419,2026-05-18 14:51:05,promo prep
MOV0919,STR0391,PRD0041,,adjustment,2,3.59,DOC0919,2025-08-19 18:02:08,weekly delivery
MOV0920,STR0067,PRD0406,,sale,-8,4.92,ORD0689,2026-02-05 02:36:05,weekly delivery
MOV0921,STR0143,PRD0484,,transfer_in,32,9.24,DOC0921,2024-10-06 17:48:09,
MOV0922,STR0870,PRD0312,SUP0632,receipt,28,7.05,DOC0922,2026-04-18 07:40:01,damaged goods
MOV0923,STR0735,PRD0941,,transfer_in,32,3.73,DOC0923,2024-08-20 00:08:13,end of day count
MOV0924,STR0898,PRD0794,,waste,-13,1.31,DOC0924,2026-05-01 17:07:13,end of day count
MOV0925,STR0563,PRD0399,,transfer_out,-32,3.34,DOC0925,2024-03-27 06:25:30,end of day count
MOV0926,STR0845,PRD0214,,adjustment,20,2.67,DOC0926,2024-07-13 17:29:34,
MOV0927,STR0924,PRD0551,SUP0173,receipt,33,7.25,DOC0927,2024-11-13 14:39:27,
MOV0928,STR0944,PRD0407,,transfer_out,-33,7.42,DOC0928,2024-07-28 17:08:40,
MOV0929,STR0511,PRD0738,,transfer_out,-38,1.80,DOC0929,2025-07-31 18:30:53,
MOV0930,STR0732,PRD0993,,waste,-9,3.10,DOC0930,2024-02-15 16:43:10,weekly delivery
MOV0931,STR0416,PRD0421,,transfer_out,-2,3.68,DOC0931,2025-12-10 08:46:18,
MOV0932,STR0368,PRD0935,,sale,-26,1.60,ORD0462,2025-05-08 01:10:06,end of day count
MOV0933,STR0903,PRD0362,,sale,-40,5.76,ORD0923,2026-04-17 19:17:05,
MOV0934,STR0249,PRD0384,,adjustment,3,3.03,DOC0934,2024-10-29 12:55:25,end of day count
MOV0935,STR0010,PRD0122,SUP0873,receipt,18,7.57,DOC0935,2025-11-06 19:42:19,promo prep
MOV0936,STR0021,PRD0955,,adjustment,22,1.50,DOC0936,2024-06-18 16:08:53,
MOV0937,STR0024,PRD0964,SUP0747,receipt,37,0.75,DOC0937,2025-06-14 22:13:41,
MOV0938,STR0640,PRD0048,,transfer_out,-31,6.39,DOC0938,2024-09-20 18:57:14,end of day count
MOV0939,STR0893,PRD0278,,transfer_in,10,6.27,DOC0939,2025-11-29 21:18:39,
MOV0940,STR0925,PRD0428,,transfer_in,23,2.79,DOC0940,2024-07-21 03:21:12,
MOV0941,STR0588,PRD0370,,sale,-22,6.59,ORD0857,2025-02-12 13:56:06,
MOV0942,STR0863,PRD0379,,transfer_in,11,2.73,DOC0942,2024-12-31 08:19:31,damaged goods
MOV0943,STR0267,PRD0508,,sale,-17,4.59,ORD0815,2025-12-21 03:05:37,weekly delivery
MOV0944,STR0666,PRD0153,,waste,-35,6.58,DOC0944,2026-07-03 02:17:30,
MOV0945,STR0879,PRD0640,,transfer_out,-21,3.60,DOC0945,2026-02-03 04:39:35,weekly delivery
MOV0946,STR0334,PRD0439,SUP0778,receipt,37,3.71,DOC0946,2026-04-07 20:55:34,weekly delivery
MOV0947,STR0698,PRD0434,,waste,-25,4.76,DOC0947,2024-11-24 12:01:55,promo prep
MOV0948,STR0806,PRD0113,,transfer_in,2,5.12,DOC0948,2024-11-12 18:54:02,
MOV0949,STR0575,PRD0659,,adjustment,36,2.57,DOC0949,2026-03-05 19:56:13,damaged goods
MOV0950,STR0265,PRD0923,,adjustment,35,0.61,DOC0950,2026-06-08 09:44:42,end of day count
MOV0951,STR0849,PRD0572,,transfer_out,-20,8.17,DOC0951,2024-06-12 14:43:21,promo prep
MOV0952,STR0936,PRD0895,,transfer_in,9,2.74,DOC0952,2025-10-31 04:02:58,
MOV0953,STR0723,PRD0709,,waste,-9,3.44,DOC0953,2026-03-17 17:05:34,damaged goods
MOV0954,STR0898,PRD0141,,transfer_out,-1,2.80,DOC0954,2026-04-02 13:56:31,
MOV0955,STR0220,PRD0882,SUP0694,receipt,20,1.26,DOC0955,2024-10-26 11:59:57,promo prep
MOV0956,STR0733,PRD0894,SUP0778,receipt,10,3.62,DOC0956,2025-06-27 01:06:46,
MOV0957,STR0012,PRD0041,,adjustment,9,3.59,DOC0957,2026-06-12 17:56:31,promo prep
MOV0958,STR0530,PRD0869,,transfer_out,-2,2.42,DOC0958,2025-03-26 15:34:50,
MOV0959,STR0425,PRD0687,,transfer_out,-36,3.91,DOC0959,2024-03-11 19:56:31,damaged goods
MOV0960,STR0557,PRD0490,,sale,-21,6.60,ORD0243,2025-02-10 12:19:36,end of day count
MOV0961,STR0673,PRD0508,SUP0611,receipt,38,4.59,DOC0961,2026-06-29 04:00:05,end of day count
MOV0962,STR0677,PRD0903,,transfer_out,-22,3.66,DOC0962,2024-02-27 18:40:48,end of day count
MOV0963,STR0393,PRD0073,SUP0464,receipt,16,8.16,DOC0963,2024-07-02 07:40:41,promo prep
MOV0964,STR0963,PRD0155,SUP0376,receipt,30,4.51,DOC0964,2026-03-31 00:52:56,damaged goods
MOV0965,STR0740,PRD0679,,transfer_out,-34,4.09,DOC0965,2024-05-14 12:44:14,end of day count
MOV0966,STR0189,PRD0662,,transfer_in,28,4.57,DOC0966,2025-09-17 17:25:22,damaged goods
MOV0967,STR0488,PRD0521,,waste,-9,3.41,DOC0967,2024-09-06 04:58:44,
MOV0968,STR0943,PRD0899,,sale,-34,3.23,ORD0947,2025-03-22 15:34:16,weekly delivery
MOV0969,STR0320,PRD0997,,transfer_in,5,1.37,DOC0969,2024-05-21 22:56:08,end of day count
MOV0970,STR0748,PRD0582,,waste,-20,4.51,DOC0970,2026-07-11 22:07:16,promo prep
MOV0971,STR0946,PRD0377,,adjustment,30,8.86,DOC0971,2024-04-14 22:07:41,promo prep
MOV0972,STR0844,PRD0985,SUP0976,receipt,29,0.85,DOC0972,2024-01-17 13:49:42,weekly delivery
MOV0973,STR0971,PRD0631,,waste,-20,9.02,DOC0973,2024-04-20 18:58:59,weekly delivery
MOV0974,STR0198,PRD0955,,transfer_in,8,1.50,DOC0974,2025-02-04 14:45:54,weekly delivery
MOV0975,STR0074,PRD0876,,adjustment,35,3.93,DOC0975,2024-12-05 15:49:49,
MOV0976,STR0849,PRD0937,,sale,-10,1.04,ORD0097,2026-03-29 11:22:35,
MOV0977,STR0387,PRD0717,,transfer_in,3,1.08,DOC0977,2025-04-14 01:10:22,damaged goods
MOV0978,STR0937,PRD0107,,waste,-26,9.21,DOC0978,2024-06-17 18:37:23,
MOV0979,STR0947,PRD0060,,transfer_in,9,8.25,DOC0979,2025-11-02 04:10:09,
MOV0980,STR0963,PRD0478,,transfer_in,33,7.24,DOC0980,2025-06-30 15:20:21,
MOV0981,STR0899,PRD0432,,waste,-4,6.70,DOC0981,2025-10-22 06:46:55,weekly delivery
MOV0982,STR0900,PRD0035,SUP0417,receipt,22,5.38,DOC0982,2026-05-06 14:50:11,promo prep
MOV0983,STR0732,PRD0995,,waste,-19,3.08,DOC0983,2025-06-23 11:11:32,
MOV0984,STR0822,PRD0741,,sale,-33,0.75,ORD0898,2024-09-23 11:56:34,end of day count
MOV0985,STR0144,PRD0801,,transfer_out,-17,3.93,DOC0985,2024-09-05 15:43:07,damaged goods
MOV0986,STR0558,PRD0636,SUP0601,receipt,8,6.63,DOC0986,2025-10-19 00:37:29,end of day count
MOV0987,STR0781,PRD0827,,waste,-39,3.64,DOC0987,2026-01-09 07:19:23,
MOV0988,STR0277,PRD0687,,transfer_out,-16,3.91,DOC0988,2024-08-28 23:06:53,weekly delivery
MOV0989,STR0616,PRD0816,,waste,-32,3.54,DOC0989,2025-04-11 10:49:58,promo prep
MOV0990,STR0375,PRD0565,,transfer_out,-7,6.24,DOC0990,2024-12-06 09:51:42,
MOV0991,STR0512,PRD0938,,waste,-38,1.89,DOC0991,2026-06-18 03:51:02,
MOV0992,STR0262,PRD0229,,waste,-36,3.81,DOC0992,2024-10-17 20:58:13,
MOV0993,STR0546,PRD0562,SUP0739,receipt,33,5.63,DOC0993,2026-01-29 12:12:40,
MOV0994,STR0606,PRD0407,,waste,-25,7.42,DOC0994,2025-11-13 11:40:04,weekly delivery
MOV0995,STR0576,PRD0443,,transfer_out,-9,7.73,DOC0995,2026-07-27 08:58:08,promo prep
MOV0996,STR0187,PRD0837,,waste,-30,3.35,DOC0996,2025-09-23 20:06:10,damaged goods
MOV0997,STR0484,PRD0033,,sale,-22,3.35,ORD0481,2026-06-05 15:41:04,end of day count
MOV0998,STR0863,PRD0366,,adjustment,5,5.00,DOC0998,2024-10-22 02:28:08,
MOV0999,STR0764,PRD0332,,waste,-27,4.24,DOC0999,2024-10-18 19:19:36,end of day count
MOV1000,STR0672,PRD0511,,transfer_in,10,2.97,DOC1000,2024-06-10 18:54:51,
