order_item_id,order_id,product_id,product_name,quantity,unit_price,line_discount,line_total,special_instructions
ORI0804,ORD0804,PRD0329,"Neapolitan (Large, Hand-Tossed)",2,13.80,0.30,27.60,extra cheese
ORI0805,ORD0805,PRD0757,Garlic Knots #757,2,8.69,2.59,17.38,no onions
ORI0806,ORD0806,PRD0112,"Four Cheese (Large, Cauliflower)",3,19.37,2.71,58.11,well done
ORI0807,ORD0807,PRD0161,"Veggie Supreme (Family, Thin)",2,6.08,0.87,12.16,
ORI0808,ORD0808,PRD0069,"Sicilian (Personal, Stuffed)",2,10.83,2.79,21.66,
ORI0809,ORD0809,PRD0301,"Veggie Supreme (Large, Pan)",1,10.28,0.41,10.28,
ORI0810,ORD0810,PRD0895,Cheese Breadsticks #895,4,5.96,1.11,23.84,extra cheese
ORI0811,ORD0811,PRD0336,"White Garlic (Family, Stuffed)",2,25.09,1.42,50.18,extra cheese
ORI0812,ORD0812,PRD0870,Cinnamon Twists #870,4,6.74,2.36,26.96,well done
ORI0813,ORD0813,PRD0418,"Margherita (Personal, Thin)",1,26.24,2.15,26.24,no onions
ORI0814,ORD0814,PRD0993,Caesar Salad #993,3,7.37,0.98,22.11,no onions
ORI0815,ORD0815,PRD0523,"Buffalo Chicken (Family, Cauliflower)",3,14.99,1.32,44.97,extra cheese
ORI0816,ORD0816,PRD0900,Caesar Salad #900,1,11.13,1.86,11.13,cut in squares
ORI0817,ORD0817,PRD0582,"Margherita (Personal, Stuffed)",4,13.18,0.99,52.72,
ORI0818,ORD0818,PRD0185,"Ranch Special (Family, Cauliflower)",2,17.33,1.78,34.66,light sauce
ORI0819,ORD0819,PRD0892,Cheese Breadsticks #892,3,2.38,1.95,7.14,light sauce
ORI0820,ORD0820,PRD0632,"Neapolitan (Family, Pan)",2,19.18,0.01,38.36,light sauce
ORI0821,ORD0821,PRD0337,"Mushroom Truffle (Family, Thin)",4,12.48,2.57,49.92,light sauce
ORI0822,ORD0822,PRD0257,"Meat Lovers (Personal, Thin)",1,22.15,2.21,22.15,
ORI0823,ORD0823,PRD0829,Cheese Breadsticks #829,2,6.35,0.18,12.70,cut in squares
ORI0824,ORD0824,PRD0118,"Ranch Special (Family, Hand-Tossed)",3,5.77,1.97,17.31,well done
ORI0825,ORD0825,PRD0943,Bottled Water #943,1,9.67,1.96,9.67,
ORI0826,ORD0826,PRD0570,"Neapolitan (Medium, Hand-Tossed)",4,9.73,0.04,38.92,
ORI0827,ORD0827,PRD0079,"Buffalo Chicken (Medium, Cauliflower)",2,12.69,1.33,25.38,
ORI0828,ORD0828,PRD0033,"Spinach Feta (Personal, Cauliflower)",1,9.71,2.36,9.71,
ORI0829,ORD0829,PRD0712,Garden Salad #712,2,1.40,0.66,2.80,
ORI0830,ORD0830,PRD0116,"Mushroom Truffle (Large, Thin)",1,20.12,0.13,20.12,cut in squares
ORI0831,ORD0831,PRD0004,"Spicy Diablo (Personal, Cauliflower)",3,10.26,0.83,30.78,light sauce
ORI0832,ORD0832,PRD0262,"Supreme (Medium, Cauliflower)",3,18.49,2.57,55.47,extra cheese
ORI0833,ORD0833,PRD0794,Garden Salad #794,2,4.06,1.05,8.12,cut in squares
ORI0834,ORD0834,PRD0138,"Four Cheese (Large, Hand-Tossed)",1,12.75,2.92,12.75,
ORI0835,ORD0835,PRD0577,"Pesto Chicken (Family, Cauliflower)",3,11.49,0.23,34.47,
ORI0836,ORD0836,PRD0008,"White Garlic (Large, Stuffed)",3,9.33,1.09,27.99,
ORI0837,ORD0837,PRD0412,"Meat Lovers (Large, Thin)",3,14.28,2.70,42.84,
ORI0838,ORD0838,PRD0073,"Meat Lovers (Family, Stuffed)",4,18.10,1.02,72.40,
ORI0839,ORD0839,PRD0308,"Mushroom Truffle (Personal, Stuffed)",4,27.57,0.52,110.28,
ORI0840,ORD0840,PRD0871,Mozzarella Sticks #871,1,4.59,0.02,4.59,cut in squares
ORI0841,ORD0841,PRD0658,"Pepperoni (Medium, Pan)",4,7.05,0.90,28.20,
ORI0842,ORD0842,PRD0316,"Neapolitan (Personal, Stuffed)",2,12.53,1.37,25.06,cut in squares
ORI0843,ORD0843,PRD0170,"Margherita (Large, Pan)",2,9.39,0.54,18.78,well done
ORI0844,ORD0844,PRD0334,"Mushroom Truffle (Family, Thin)",4,22.95,2.37,91.80,extra cheese
ORI0845,ORD0845,PRD0081,"Spicy Diablo (Large, Thin)",3,8.55,1.69,25.65,well done
ORI0846,ORD0846,PRD0295,"Margherita (Family, Thin)",1,15.31,2.17,15.31,cut in squares
ORI0847,ORD0847,PRD0206,"Neapolitan (Family, Cauliflower)",2,13.15,1.39,26.30,
ORI0848,ORD0848,PRD0606,"Spinach Feta (Personal, Thin)",1,15.89,0.71,15.89,cut in squares
ORI0849,ORD0849,PRD0463,"Buffalo Chicken (Personal, Pan)",2,20.46,0.27,40.92,
ORI0850,ORD0850,PRD0813,Caesar Salad #813,2,2.85,2.33,5.70,well done
ORI0851,ORD0851,PRD0707,Caesar Salad #707,2,3.27,2.35,6.54,well done
ORI0852,ORD0852,PRD0879,Mozzarella Sticks #879,2,6.57,0.63,13.14,well done
ORI0853,ORD0853,PRD0118,"Ranch Special (Family, Hand-Tossed)",3,5.77,2.00,17.31,light sauce
ORI0854,ORD0854,PRD0589,"Sicilian (Large, Cauliflower)",3,19.43,0.12,58.29,
ORI0855,ORD0855,PRD0507,"Buffalo Chicken (Personal, Cauliflower)",3,19.98,2.77,59.94,no onions
ORI0856,ORD0856,PRD0892,Cheese Breadsticks #892,4,2.38,0.32,9.52,cut in squares
ORI0857,ORD0857,PRD0792,Mozzarella Sticks #792,1,5.20,0.31,5.20,
ORI0858,ORD0858,PRD0099,"Ranch Special (Family, Cauliflower)",1,15.97,1.32,15.97,
ORI0859,ORD0859,PRD0332,"Mushroom Truffle (Family, Thin)",3,11.50,2.68,34.50,cut in squares
ORI0860,ORD0860,PRD0789,Garlic Knots #789,1,7.79,0.76,7.79,well done
ORI0861,ORD0861,PRD0229,"Pesto Chicken (Medium, Cauliflower)",4,12.23,2.73,48.92,no onions
ORI0862,ORD0862,PRD0608,"BBQ Chicken (Medium, Pan)",4,23.11,1.44,92.44,extra cheese
ORI0863,ORD0863,PRD0135,"White Garlic (Family, Stuffed)",3,21.82,2.66,65.46,no onions
ORI0864,ORD0864,PRD0392,"Mushroom Truffle (Medium, Stuffed)",1,22.57,2.70,22.57,cut in squares
ORI0865,ORD0865,PRD0804,Chicken Wings #804,1,3.01,0.53,3.01,cut in squares
ORI0866,ORD0866,PRD0220,"Veggie Supreme (Personal, Pan)",4,21.05,2.52,84.20,extra cheese
ORI0867,ORD0867,PRD0564,"Four Cheese (Medium, Thin)",1,17.23,1.08,17.23,
ORI0868,ORD0868,PRD1000,Soft Drink #1000,2,6.63,0.35,13.26,no onions
ORI0869,ORD0869,PRD0185,"Ranch Special (Family, Cauliflower)",4,17.33,2.02,69.32,no onions
ORI0870,ORD0870,PRD0535,"Ranch Special (Large, Cauliflower)",2,7.02,1.43,14.04,light sauce
ORI0871,ORD0871,PRD0174,"Spicy Diablo (Family, Stuffed)",1,7.27,1.96,7.27,light sauce
ORI0872,ORD0872,PRD0175,"Pepperoni (Medium, Stuffed)",4,23.39,1.63,93.56,light sauce
ORI0873,ORD0873,PRD0298,"Pepperoni (Large, Stuffed)",4,20.79,2.47,83.16,no onions
ORI0874,ORD0874,PRD0519,"Margherita (Medium, Pan)",3,26.38,2.81,79.14,extra cheese
ORI0875,ORD0875,PRD0150,"White Garlic (Medium, Thin)",1,18.10,1.87,18.10,extra cheese
ORI0876,ORD0876,PRD0194,"Hawaiian (Family, Pan)",1,17.05,2.76,17.05,light sauce
ORI0877,ORD0877,PRD0130,"Ranch Special (Personal, Pan)",1,15.02,1.44,15.02,well done
ORI0878,ORD0878,PRD0216,"Margherita (Personal, Cauliflower)",3,9.34,2.87,28.02,well done
ORI0879,ORD0879,PRD0427,"Meat Lovers (Medium, Stuffed)",3,27.41,2.61,82.23,
ORI0880,ORD0880,PRD0291,"Meat Lovers (Family, Pan)",3,22.81,1.24,68.43,light sauce
ORI0881,ORD0881,PRD0026,"Hawaiian (Medium, Stuffed)",3,11.88,2.05,35.64,light sauce
ORI0882,ORD0882,PRD0921,Garlic Knots #921,1,5.20,1.21,5.20,extra cheese
ORI0883,ORD0883,PRD0094,"Supreme (Family, Hand-Tossed)",4,11.45,2.17,45.80,no onions
ORI0884,ORD0884,PRD0787,Cinnamon Twists #787,3,8.15,2.53,24.45,cut in squares
ORI0885,ORD0885,PRD0057,"Pesto Chicken (Family, Pan)",1,22.54,0.19,22.54,extra cheese
ORI0886,ORD0886,PRD0452,"Margherita (Family, Pan)",1,9.65,0.77,9.65,cut in squares
ORI0887,ORD0887,PRD0273,"Pepperoni (Medium, Hand-Tossed)",2,12.01,0.35,24.02,
ORI0888,ORD0888,PRD0436,"BBQ Chicken (Large, Cauliflower)",4,10.91,0.06,43.64,
ORI0889,ORD0889,PRD0711,Cinnamon Twists #711,3,7.95,1.26,23.85,
ORI0890,ORD0890,PRD0771,Mozzarella Sticks #771,2,9.61,2.17,19.22,
ORI0891,ORD0891,PRD0643,"White Garlic (Medium, Hand-Tossed)",4,13.32,0.16,53.28,
ORI0892,ORD0892,PRD0450,"Sicilian (Medium, Thin)",2,23.70,0.83,47.40,
ORI0893,ORD0893,PRD0489,"Four Cheese (Medium, Thin)",3,12.99,0.70,38.97,cut in squares
ORI0894,ORD0894,PRD0893,Garden Salad #893,4,12.29,0.44,49.16,no onions
ORI0895,ORD0895,PRD0855,Garden Salad #855,4,8.94,2.32,35.76,no onions
ORI0896,ORD0896,PRD0954,Cheese Breadsticks #954,4,12.95,0.68,51.80,well done
ORI0897,ORD0897,PRD0912,Garden Salad #912,4,4.53,2.92,18.12,
ORI0898,ORD0898,PRD0755,Mozzarella Sticks #755,3,7.62,2.14,22.86,
ORI0899,ORD0899,PRD0542,"Four Cheese (Medium, Pan)",3,9.93,2.37,29.79,well done
ORI0900,ORD0900,PRD0778,Bottled Water #778,3,2.95,1.70,8.85,light sauce
ORI0901,ORD0901,PRD0707,Caesar Salad #707,4,3.27,1.05,13.08,no onions
ORI0902,ORD0902,PRD0919,Garden Salad #919,4,11.21,2.36,44.84,
ORI0903,ORD0903,PRD0983,Chocolate Brownie #983,1,6.67,0.43,6.67,
ORI0904,ORD0904,PRD0737,Chocolate Brownie #737,3,1.03,0.15,3.09,
ORI0905,ORD0905,PRD0495,"Sicilian (Medium, Thin)",1,12.58,1.54,12.58,cut in squares
ORI0906,ORD0906,PRD0062,"Margherita (Large, Hand-Tossed)",4,20.14,1.52,80.56,cut in squares
ORI0907,ORD0907,PRD0144,"Meat Lovers (Family, Cauliflower)",1,15.83,2.99,15.83,no onions
ORI0908,ORD0908,PRD0262,"Supreme (Medium, Cauliflower)",3,18.49,2.82,55.47,cut in squares
ORI0909,ORD0909,PRD0081,"Spicy Diablo (Large, Thin)",2,8.55,0.66,17.10,well done
ORI0910,ORD0910,PRD0568,"Pepperoni (Personal, Stuffed)",1,16.20,2.10,16.20,no onions
ORI0911,ORD0911,PRD0214,"Sicilian (Personal, Pan)",3,8.18,1.66,24.54,
ORI0912,ORD0912,PRD0234,"BBQ Chicken (Family, Hand-Tossed)",1,8.49,2.53,8.49,light sauce
ORI0913,ORD0913,PRD0697,"Mushroom Truffle (Large, Stuffed)",2,15.83,2.65,31.66,
ORI0914,ORD0914,PRD0381,"Spinach Feta (Large, Hand-Tossed)",4,6.53,1.70,26.12,well done
ORI0915,ORD0915,PRD0252,"White Garlic (Medium, Stuffed)",2,17.50,0.02,35.00,
ORI0916,ORD0916,PRD0959,Mozzarella Sticks #959,4,3.97,2.08,15.88,
ORI0917,ORD0917,PRD0941,Cinnamon Twists #941,3,13.79,0.01,41.37,no onions
ORI0918,ORD0918,PRD0388,"Ranch Special (Large, Thin)",1,30.01,0.08,30.01,
ORI0919,ORD0919,PRD0036,"Spicy Diablo (Large, Pan)",4,16.51,2.91,66.04,
ORI0920,ORD0920,PRD0587,"Meat Lovers (Family, Pan)",3,22.29,2.23,66.87,
ORI0921,ORD0921,PRD0812,Bottled Water #812,4,6.08,0.27,24.32,extra cheese
ORI0922,ORD0922,PRD0733,Soft Drink #733,2,1.49,0.86,2.98,no onions
ORI0923,ORD0923,PRD0333,"Spinach Feta (Large, Hand-Tossed)",2,11.02,2.99,22.04,no onions
ORI0924,ORD0924,PRD0793,Chocolate Brownie #793,1,7.85,0.90,7.85,
ORI0925,ORD0925,PRD0687,"Buffalo Chicken (Large, Stuffed)",1,9.17,1.66,9.17,cut in squares
ORI0926,ORD0926,PRD0573,"Sausage & Peppers (Personal, Pan)",3,22.60,2.62,67.80,extra cheese
ORI0927,ORD0927,PRD0835,Mozzarella Sticks #835,4,9.47,0.90,37.88,extra cheese
ORI0928,ORD0928,PRD0395,"Spinach Feta (Family, Thin)",1,8.92,0.53,8.92,
ORI0929,ORD0929,PRD0292,"Pesto Chicken (Personal, Cauliflower)",2,19.57,2.27,39.14,no onions
ORI0930,ORD0930,PRD0897,Caesar Salad #897,1,9.02,2.89,9.02,
ORI0931,ORD0931,PRD0134,"Ranch Special (Medium, Cauliflower)",3,20.18,0.19,60.54,
ORI0932,ORD0932,PRD0069,"Sicilian (Personal, Stuffed)",2,10.83,0.24,21.66,extra cheese
ORI0933,ORD0933,PRD0810,Garden Salad #810,2,1.96,1.07,3.92,extra cheese
ORI0934,ORD0934,PRD0018,"Mushroom Truffle (Personal, Pan)",1,8.11,2.05,8.11,
ORI0935,ORD0935,PRD0816,Cinnamon Twists #816,2,7.73,1.95,15.46,cut in squares
ORI0936,ORD0936,PRD0617,"Hawaiian (Personal, Hand-Tossed)",3,18.64,2.84,55.92,extra cheese
ORI0937,ORD0937,PRD0480,"Veggie Supreme (Medium, Stuffed)",4,15.82,1.10,63.28,light sauce
ORI0938,ORD0938,PRD0659,"Spicy Diablo (Personal, Pan)",1,8.68,0.06,8.68,light sauce
ORI0939,ORD0939,PRD0379,"BBQ Chicken (Family, Cauliflower)",2,7.58,0.09,15.16,
ORI0940,ORD0940,PRD0992,Soft Drink #992,3,7.49,1.83,22.47,light sauce
ORI0941,ORD0941,PRD0763,Cheese Breadsticks #763,1,11.96,0.58,11.96,no onions
ORI0942,ORD0942,PRD0269,"BBQ Chicken (Medium, Cauliflower)",3,16.99,2.08,50.97,extra cheese
ORI0943,ORD0943,PRD0243,"Pesto Chicken (Large, Hand-Tossed)",1,20.50,2.80,20.50,light sauce
ORI0944,ORD0944,PRD0750,Chicken Wings #750,3,3.94,1.08,11.82,
ORI0945,ORD0945,PRD0843,Chicken Wings #843,3,14.16,0.97,42.48,light sauce
ORI0946,ORD0946,PRD0829,Cheese Breadsticks #829,2,6.35,0.51,12.70,well done
ORI0947,ORD0947,PRD0888,Garden Salad #888,1,3.78,0.78,3.78,extra cheese
ORI0948,ORD0948,PRD0771,Mozzarella Sticks #771,4,9.61,2.21,38.44,
ORI0949,ORD0949,PRD0360,"Spinach Feta (Medium, Pan)",3,25.59,1.58,76.77,no onions
ORI0950,ORD0950,PRD0878,Cinnamon Twists #878,1,5.81,0.71,5.81,extra cheese
ORI0951,ORD0951,PRD0950,Chocolate Brownie #950,2,1.69,0.02,3.38,no onions
ORI0952,ORD0952,PRD0102,"Margherita (Family, Pan)",2,9.89,0.32,19.78,
ORI0953,ORD0953,PRD0688,"Sausage & Peppers (Personal, Cauliflower)",2,6.70,1.48,13.40,extra cheese
ORI0954,ORD0954,PRD0714,Garlic Knots #714,4,6.71,1.41,26.84,
ORI0955,ORD0955,PRD0524,"White Garlic (Family, Cauliflower)",2,23.31,2.23,46.62,
ORI0956,ORD0956,PRD0968,Soft Drink #968,2,1.88,1.39,3.76,well done
ORI0957,ORD0957,PRD0744,Soft Drink #744,2,12.48,2.22,24.96,
ORI0958,ORD0958,PRD0079,"Buffalo Chicken (Medium, Cauliflower)",1,12.69,0.23,12.69,
ORI0959,ORD0959,PRD0968,Soft Drink #968,2,1.88,1.25,3.76,
ORI0960,ORD0960,PRD0520,"Supreme (Personal, Cauliflower)",4,17.97,1.75,71.88,extra cheese
ORI0961,ORD0961,PRD0907,Cheese Breadsticks #907,2,1.13,0.23,2.26,
ORI0962,ORD0962,PRD0193,"Spicy Diablo (Personal, Pan)",1,6.19,1.89,6.19,no onions
ORI0963,ORD0963,PRD0842,Garlic Knots #842,1,2.52,0.41,2.52,
ORI0964,ORD0964,PRD0576,"Spicy Diablo (Medium, Thin)",4,11.17,1.97,44.68,
ORI0965,ORD0965,PRD0559,"Margherita (Personal, Cauliflower)",1,13.27,0.80,13.27,extra cheese
ORI0966,ORD0966,PRD0783,Garden Salad #783,3,8.71,2.77,26.13,no onions
ORI0967,ORD0967,PRD0184,"Neapolitan (Personal, Thin)",2,14.86,2.65,29.72,well done
ORI0968,ORD0968,PRD0518,"Buffalo Chicken (Medium, Thin)",1,17.17,1.09,17.17,cut in squares
ORI0969,ORD0969,PRD0498,"Ranch Special (Medium, Hand-Tossed)",4,10.59,1.50,42.36,cut in squares
ORI0970,ORD0970,PRD0418,"Margherita (Personal, Thin)",4,26.24,1.71,104.96,
ORI0971,ORD0971,PRD0287,"Supreme (Large, Stuffed)",3,20.05,1.26,60.15,light sauce
ORI0972,ORD0972,PRD0163,"Buffalo Chicken (Large, Pan)",2,18.50,1.97,37.00,no onions
ORI0973,ORD0973,PRD0279,"Margherita (Medium, Cauliflower)",3,19.94,0.08,59.82,
ORI0974,ORD0974,PRD0703,Chicken Wings #703,4,4.50,0.09,18.00,
ORI0975,ORD0975,PRD0591,"Neapolitan (Medium, Stuffed)",1,6.34,2.42,6.34,well done
ORI0976,ORD0976,PRD0262,"Supreme (Medium, Cauliflower)",2,18.49,2.39,36.98,
ORI0977,ORD0977,PRD0949,Garlic Knots #949,3,4.10,1.66,12.30,
ORI0978,ORD0978,PRD0093,"Buffalo Chicken (Personal, Thin)",3,15.45,1.39,46.35,extra cheese
ORI0979,ORD0979,PRD0845,Caesar Salad #845,4,7.41,0.57,29.64,
ORI0980,ORD0980,PRD0344,"Buffalo Chicken (Family, Pan)",4,11.05,1.07,44.20,no onions
ORI0981,ORD0981,PRD0427,"Meat Lovers (Medium, Stuffed)",1,27.41,0.82,27.41,extra cheese
ORI0982,ORD0982,PRD0855,Garden Salad #855,3,8.94,1.62,26.82,light sauce
ORI0983,ORD0983,PRD0909,Bottled Water #909,3,7.59,2.89,22.77,well done
ORI0984,ORD0984,PRD0248,"White Garlic (Personal, Pan)",4,16.88,1.36,67.52,extra cheese
ORI0985,ORD0985,PRD0668,"White Garlic (Personal, Hand-Tossed)",2,11.43,2.72,22.86,extra cheese
ORI0986,ORD0986,PRD0224,"Meat Lovers (Family, Pan)",3,10.44,1.03,31.32,cut in squares
ORI0987,ORD0987,PRD0060,"Sausage & Peppers (Large, Hand-Tossed)",1,22.15,0.22,22.15,cut in squares
ORI0988,ORD0988,PRD0368,"Neapolitan (Medium, Pan)",4,30.25,1.22,121.00,
ORI0989,ORD0989,PRD0976,Garlic Knots #976,3,4.09,0.92,12.27,no onions
ORI0990,ORD0990,PRD0399,"Spinach Feta (Large, Pan)",3,9.58,1.56,28.74,light sauce
ORI0991,ORD0991,PRD0957,Soft Drink #957,1,9.66,1.57,9.66,well done
ORI0992,ORD0992,PRD0482,"Spinach Feta (Medium, Cauliflower)",1,23.42,0.15,23.42,
ORI0993,ORD0993,PRD0394,"Meat Lovers (Personal, Stuffed)",1,13.01,0.29,13.01,
ORI0994,ORD0994,PRD0962,Chocolate Brownie #962,2,9.78,0.50,19.56,extra cheese
ORI0995,ORD0995,PRD0847,Chicken Wings #847,3,2.51,2.24,7.53,no onions
ORI0996,ORD0996,PRD0012,"BBQ Chicken (Personal, Hand-Tossed)",4,21.28,2.77,85.12,well done
ORI0997,ORD0997,PRD0875,Chicken Wings #875,3,11.80,0.52,35.40,well done
ORI0998,ORD0998,PRD0024,"Sicilian (Large, Stuffed)",3,10.33,0.87,30.99,no onions
ORI0999,ORD0999,PRD0020,"Hawaiian (Family, Thin)",3,26.99,1.60,80.97,light sauce
ORI1000,ORD1000,PRD0547,"Sicilian (Medium, Thin)",4,9.60,2.16,38.40,
