stock_id,store_id,product_id,quantity_on_hand,quantity_reserved,reorder_level,reorder_quantity,unit_cost,bin_location,last_counted_at,stock_status
STK0870,STR0056,PRD0870,77,10,59,85,2.80,F-18,2025-11-21 09:44:29,ok
STK0871,STR0408,PRD0871,17,14,19,45,1.27,F-13,2024-08-24 23:36:34,low
STK0872,STR0117,PRD0872,243,6,50,92,2.72,C-11,2025-09-19 23:12:11,ok
STK0873,STR0769,PRD0873,17,7,27,81,1.19,A-12,2024-11-02 22:47:47,low
STK0874,STR0957,PRD0874,170,20,42,66,2.38,C-18,2026-06-14 17:03:29,ok
STK0875,STR0889,PRD0875,150,11,55,86,3.15,A-06,2024-03-19 19:38:37,ok
STK0876,STR0033,PRD0876,133,10,59,132,3.93,A-10,2024-03-15 11:36:41,ok
STK0877,STR0996,PRD0877,199,5,11,19,1.90,A-15,2024-02-20 01:30:33,ok
STK0878,STR0221,PRD0878,103,8,55,78,1.84,B-16,2025-01-20 23:25:57,ok
STK0879,STR0223,PRD0879,19,9,23,63,2.59,B-10,2024-04-07 14:07:50,low
STK0880,STR0300,PRD0880,226,14,50,65,2.20,F-13,2024-09-09 16:32:33,ok
STK0881,STR0866,PRD0881,19,15,58,158,2.36,F-20,2025-04-02 13:18:50,low
STK0882,STR0746,PRD0882,36,19,51,73,1.26,A-02,2024-06-10 07:06:38,low
STK0883,STR0507,PRD0883,34,8,41,110,1.92,B-03,2025-06-13 12:26:58,low
STK0884,STR0915,PRD0884,22,10,40,42,0.86,F-19,2025-10-17 14:58:41,low
STK0885,STR0242,PRD0885,20,4,24,41,3.00,A-09,2026-06-30 20:48:17,low
STK0886,STR0399,PRD0886,209,19,15,43,1.93,F-11,2024-05-23 08:25:02,ok
STK0887,STR0625,PRD0887,101,5,35,96,3.81,A-09,2025-06-29 10:30:16,ok
STK0888,STR0496,PRD0888,13,5,37,105,1.85,F-17,2025-11-08 10:36:16,low
STK0889,STR0167,PRD0889,213,6,59,115,3.99,C-15,2025-12-19 18:52:15,ok
STK0890,STR0099,PRD0890,173,3,39,61,1.67,A-19,2026-07-07 00:05:18,ok
STK0891,STR0585,PRD0891,247,20,22,60,3.61,A-16,2025-08-13 03:39:09,ok
STK0892,STR0739,PRD0892,190,0,40,102,0.81,A-01,2024-07-16 13:19:43,ok
STK0893,STR0176,PRD0893,165,18,38,92,3.79,B-09,2025-04-20 19:38:35,ok
STK0894,STR0345,PRD0894,46,16,38,75,3.62,B-01,2024-01-17 20:15:16,ok
STK0895,STR0225,PRD0895,155,15,44,108,2.74,A-14,2025-03-21 22:14:03,ok
STK0896,STR0434,PRD0896,229,18,31,50,1.46,A-18,2025-10-06 09:50:01,ok
STK0897,STR0556,PRD0897,165,9,56,132,2.67,F-09,2026-07-24 20:22:16,ok
STK0898,STR0728,PRD0898,49,5,54,54,1.48,B-19,2024-08-07 17:03:28,low
STK0899,STR0171,PRD0899,96,12,45,109,3.23,F-01,2024-11-17 22:07:55,ok
STK0900,STR0482,PRD0900,93,15,33,80,4.00,C-11,2026-01-22 08:59:02,ok
STK0901,STR0723,PRD0901,177,10,34,61,3.36,A-19,2024-08-10 23:02:59,ok
STK0902,STR0267,PRD0902,191,9,36,62,2.95,A-17,2024-06-22 17:40:03,ok
STK0903,STR0228,PRD0903,33,5,19,41,3.66,F-12,2024-01-30 22:33:56,ok
STK0904,STR0265,PRD0904,19,5,18,44,1.13,F-10,2025-01-05 21:03:52,ok
STK0905,STR0709,PRD0905,204,0,33,68,0.65,C-12,2025-11-20 07:55:53,ok
STK0906,STR0238,PRD0906,25,18,28,37,2.37,F-14,2024-10-02 18:48:18,low
STK0907,STR0149,PRD0907,206,8,52,114,0.49,F-14,2024-01-05 03:00:12,ok
STK0908,STR0207,PRD0908,250,4,45,132,1.44,A-16,2024-04-19 11:45:24,ok
STK0909,STR0063,PRD0909,12,4,19,39,2.40,F-09,2024-06-25 04:36:49,low
STK0910,STR0645,PRD0910,117,18,51,81,0.97,F-20,2026-01-13 09:41:49,ok
STK0911,STR0618,PRD0911,62,20,52,80,0.65,B-08,2026-02-24 13:23:21,ok
STK0912,STR0201,PRD0912,185,16,22,50,1.99,F-18,2026-03-07 06:28:49,ok
STK0913,STR0216,PRD0913,141,12,56,122,0.71,B-12,2026-03-07 19:47:44,ok
STK0914,STR0126,PRD0914,245,6,38,109,3.60,F-18,2024-06-08 13:20:14,ok
STK0915,STR0933,PRD0915,96,5,32,50,1.26,B-11,2024-02-28 00:52:05,ok
STK0916,STR0503,PRD0916,206,19,50,140,1.95,B-16,2026-04-24 12:10:03,ok
STK0917,STR0999,PRD0917,125,20,24,47,3.37,B-04,2026-06-19 23:10:40,ok
STK0918,STR0619,PRD0918,133,12,11,27,1.21,C-20,2025-09-19 17:33:32,ok
STK0919,STR0032,PRD0919,170,6,22,40,3.85,B-20,2025-06-29 09:20:23,ok
STK0920,STR0059,PRD0920,138,14,35,54,3.83,B-14,2025-11-05 09:43:07,ok
STK0921,STR0190,PRD0921,136,1,15,29,1.84,F-15,2025-12-11 02:45:41,ok
STK0922,STR0759,PRD0922,113,17,59,168,1.83,F-15,2024-12-21 22:46:20,ok
STK0923,STR0719,PRD0923,154,2,40,108,0.61,A-20,2024-03-11 20:53:35,ok
STK0924,STR0368,PRD0924,166,14,46,79,3.52,F-17,2026-06-11 06:12:03,ok
STK0925,STR0917,PRD0925,145,6,24,26,1.47,C-07,2026-01-25 03:57:01,ok
STK0926,STR0288,PRD0926,10,6,52,72,1.43,C-05,2025-08-25 22:28:22,low
STK0927,STR0121,PRD0927,14,3,55,85,2.09,B-09,2026-05-14 05:04:30,low
STK0928,STR0710,PRD0928,120,6,41,90,3.69,C-04,2026-03-31 18:55:00,ok
STK0929,STR0550,PRD0929,70,19,59,73,1.54,F-13,2024-05-06 06:12:34,ok
STK0930,STR0217,PRD0930,36,9,47,49,3.87,F-08,2025-07-20 07:11:38,low
STK0931,STR0996,PRD0931,120,8,21,50,2.35,F-07,2026-07-20 11:56:05,ok
STK0932,STR0564,PRD0932,89,4,40,90,0.92,C-02,2024-01-18 19:15:12,ok
STK0933,STR0477,PRD0933,35,9,45,74,1.71,C-17,2024-01-14 05:01:12,low
STK0934,STR0028,PRD0934,148,18,49,114,0.75,F-14,2026-06-02 09:06:31,ok
STK0935,STR0165,PRD0935,200,8,54,136,1.60,C-01,2025-05-22 21:30:17,ok
STK0936,STR0067,PRD0936,223,19,27,28,2.25,C-17,2025-12-27 01:12:48,ok
STK0937,STR0766,PRD0937,57,19,32,94,1.04,C-09,2024-12-16 21:57:55,ok
STK0938,STR0857,PRD0938,73,10,60,90,1.89,F-10,2026-05-28 13:14:38,ok
STK0939,STR0402,PRD0939,25,1,55,117,0.67,F-19,2026-07-29 11:31:10,low
STK0940,STR0652,PRD0940,113,4,39,58,1.76,B-05,2025-10-29 04:43:11,ok
STK0941,STR0315,PRD0941,222,2,34,75,3.73,B-08,2024-02-23 08:52:08,ok
STK0942,STR0011,PRD0942,37,0,41,58,1.11,F-12,2024-04-03 08:38:45,low
STK0943,STR0877,PRD0943,216,13,40,118,2.83,F-14,2026-05-24 22:14:53,ok
STK0944,STR0250,PRD0944,219,1,44,84,2.56,A-09,2025-07-11 00:04:25,ok
STK0945,STR0247,PRD0945,222,12,45,128,3.28,A-04,2025-11-06 19:56:12,ok
STK0946,STR0529,PRD0946,228,4,14,38,1.81,A-16,2025-06-15 16:12:38,ok
STK0947,STR0894,PRD0947,1,0,13,25,3.93,A-12,2025-07-22 19:31:57,low
STK0948,STR0543,PRD0948,226,18,32,60,2.36,B-05,2025-02-05 16:26:31,ok
STK0949,STR0263,PRD0949,81,13,32,75,1.39,B-07,2024-10-09 06:43:17,ok
STK0950,STR0131,PRD0950,24,17,29,68,0.52,C-09,2024-05-10 16:48:33,low
STK0951,STR0195,PRD0951,159,18,59,132,3.55,C-03,2025-11-26 01:35:04,ok
STK0952,STR0412,PRD0952,144,6,48,74,1.94,A-08,2026-05-07 06:20:08,ok
STK0953,STR0082,PRD0953,81,18,37,78,3.44,A-16,2024-01-21 22:22:54,ok
STK0954,STR0358,PRD0954,188,13,52,128,3.88,C-03,2024-01-21 13:22:57,ok
STK0955,STR0860,PRD0955,110,13,23,30,1.50,A-05,2026-03-17 09:50:09,ok
STK0956,STR0873,PRD0956,124,1,28,73,3.34,A-03,2025-12-05 15:08:37,ok
STK0957,STR0848,PRD0957,48,12,11,29,2.99,B-17,2024-08-13 23:53:18,ok
STK0958,STR0071,PRD0958,70,4,30,64,2.40,F-17,2026-06-25 00:02:33,ok
STK0959,STR0617,PRD0959,193,18,47,97,1.86,B-17,2026-06-14 13:30:20,ok
STK0960,STR0985,PRD0960,240,0,25,74,2.41,B-18,2025-03-22 00:19:39,ok
STK0961,STR0058,PRD0961,92,2,19,51,2.97,C-02,2025-05-13 02:04:13,ok
STK0962,STR0393,PRD0962,221,17,13,19,2.83,A-19,2024-05-29 09:10:26,ok
STK0963,STR0154,PRD0963,167,1,36,69,2.77,C-17,2026-05-31 12:53:02,ok
STK0964,STR0432,PRD0964,83,19,26,61,0.75,A-18,2025-02-26 14:15:19,ok
STK0965,STR0279,PRD0965,246,19,10,17,3.86,F-12,2025-04-23 13:32:44,ok
STK0966,STR0471,PRD0966,17,5,49,112,3.02,A-12,2025-01-29 02:42:20,low
STK0967,STR0523,PRD0967,117,16,29,59,1.32,A-11,2025-09-12 07:55:17,ok
STK0968,STR0390,PRD0968,39,0,24,70,0.62,A-12,2025-09-02 01:20:25,ok
STK0969,STR0007,PRD0969,149,9,51,85,1.17,F-04,2025-07-14 16:17:43,ok
STK0970,STR0011,PRD0970,219,4,16,30,1.27,C-02,2025-10-10 04:44:45,ok
STK0971,STR0405,PRD0971,160,12,33,88,0.42,A-12,2024-02-15 12:41:37,ok
STK0972,STR0358,PRD0972,158,16,11,22,1.60,C-15,2025-10-27 12:24:55,ok
STK0973,STR0338,PRD0973,124,18,44,71,1.86,F-19,2025-01-21 14:20:25,ok
STK0974,STR0598,PRD0974,24,9,48,110,0.93,C-08,2025-12-18 12:16:24,low
STK0975,STR0156,PRD0975,224,18,46,51,2.05,B-11,2024-08-25 02:06:51,ok
STK0976,STR0085,PRD0976,177,18,60,153,1.08,F-01,2026-07-09 17:37:10,ok
STK0977,STR0128,PRD0977,6,3,18,45,3.32,C-16,2024-04-21 00:15:16,low
STK0978,STR0932,PRD0978,195,9,59,82,3.11,C-08,2024-09-18 20:03:19,ok
STK0979,STR0083,PRD0979,25,20,14,32,1.38,A-05,2025-11-09 23:08:14,ok
STK0980,STR0664,PRD0980,106,4,58,88,3.51,F-15,2024-10-25 19:44:16,ok
STK0981,STR0648,PRD0981,238,3,45,73,2.82,B-01,2026-04-14 21:48:37,ok
STK0982,STR0250,PRD0982,25,11,26,36,1.70,B-16,2026-04-09 21:22:46,low
STK0983,STR0944,PRD0983,196,0,60,86,2.19,C-13,2024-12-03 05:24:54,ok
STK0984,STR0820,PRD0984,50,5,57,122,0.62,F-09,2024-08-26 15:31:54,low
STK0985,STR0823,PRD0985,93,10,36,87,0.85,F-14,2026-04-05 22:51:30,ok
STK0986,STR0035,PRD0986,191,10,52,122,1.20,A-02,2024-03-18 09:59:29,ok
STK0987,STR0733,PRD0987,92,18,45,129,3.04,C-07,2026-04-26 03:31:35,ok
STK0988,STR0119,PRD0988,83,11,40,46,2.07,A-11,2025-02-23 01:52:52,ok
STK0989,STR0227,PRD0989,175,10,44,102,3.14,A-18,2024-03-17 22:54:39,ok
STK0990,STR0985,PRD0990,123,19,39,74,3.00,A-10,2026-04-04 10:36:48,ok
STK0991,STR0533,PRD0991,223,11,17,24,1.18,C-09,2025-10-26 17:17:04,ok
STK0992,STR0417,PRD0992,23,19,48,91,2.08,C-04,2025-12-06 19:43:08,low
STK0993,STR0096,PRD0993,9,6,10,21,3.10,F-05,2025-09-06 18:47:13,low
STK0994,STR0401,PRD0994,109,17,44,90,2.36,C-11,2025-05-31 21:38:56,ok
STK0995,STR0241,PRD0995,198,12,50,78,3.08,F-16,2025-10-23 10:00:15,ok
STK0996,STR0444,PRD0996,92,19,48,93,2.32,A-06,2024-12-21 12:03:49,ok
STK0997,STR0283,PRD0997,72,4,59,88,1.37,A-14,2024-10-08 12:22:16,ok
STK0998,STR0189,PRD0998,97,8,37,102,2.12,C-20,2024-06-16 15:59:36,ok
STK0999,STR0540,PRD0999,165,3,35,74,1.73,F-06,2026-05-02 15:47:24,ok
STK1000,STR0530,PRD1000,59,6,35,77,2.07,A-12,2024-11-17 07:57:20,ok
